sample,11716876_a_at,11729582_s_at,11732236_a_at,11719581_a_at,11736395_a_at,11729583_x_at,11740680_s_at,11725497_a_at,11742143_s_at,11736538_s_at,11742315_s_at,11720494_a_at,11731448_a_at,11737280_at,11736696_a_at,11739787_a_at,11756003_x_at,11728821_a_at,11756301_x_at,11721930_a_at,11729920_at,11720807_x_at,11732235_a_at,11739340_at,11745557_x_at,11733360_x_at,11758559_s_at,11728137_at,11727808_s_at,11728138_at,11745300_a_at,11754453_s_at,11749318_a_at,11756160_x_at,11739338_at,11745299_x_at,11717871_s_at,11727807_at,11753827_x_at,11737268_s_at,11753662_x_at,11750918_a_at,11746263_a_at,11725438_a_at,11727970_a_at,11721656_s_at,11725439_at,11733482_a_at,11745661_x_at,11752881_s_at,11727969_a_at,11721029_a_at,11751870_x_at,11727161_a_at,11752701_s_at,11739339_s_at,11716467_x_at,11715752_at,11761538_x_at,11747546_a_at,11724635_at,11731446_s_at,11723952_at,11721655_at,11716466_s_at,11731452_s_at,11739230_a_at,11728669_a_at,11747125_a_at,11722470_x_at,11730499_a_at,11737267_a_at,11731454_a_at,11718997_at,11755059_s_at,11715792_a_at,11721030_a_at,11731451_at,11749176_a_at,11724538_a_at,11733941_a_at,11743067_at,11758929_at,11743068_at,11741977_a_at,11728670_a_at,11719359_a_at,11750456_s_at,11725950_s_at,11740553_a_at,11739061_at,11757303_s_at,11739937_a_at,11725951_at,11744965_x_at,11733100_at,11751970_a_at,11726179_a_at,11729757_a_at,11721931_s_at,11737269_x_at,11731453_at,11748055_x_at,11754274_a_at,11725348_x_at,11758545_s_at,11758430_s_at,11725347_a_at,11721674_s_at,11745315_a_at,11729940_x_at,11720604_x_at,11739002_a_at,11756446_a_at,11740646_a_at,11724907_a_at,11715753_a_at,11715893_s_at,11721673_at,11718400_a_at,11722469_a_at,11734784_a_at,11716784_at,11741071_a_at,11752880_a_at,11726489_at,11737774_a_at,11725349_s_at,11756387_x_at,11730138_at,11757480_x_at,11751359_a_at,11733115_a_at,11731997_at,11752572_a_at,11749608_a_at,11716401_a_at,11733101_at,11732237_a_at,11728672_x_at,11717039_a_at,11716907_s_at,11716786_s_at,11733513_a_at,11757776_s_at,11743306_at,11751360_x_at,11716785_at,11737211_x_at,11745087_a_at,11746951_a_at,11756316_a_at,11739004_x_at,11743928_at,11721675_x_at,11741305_a_at,11737204_x_at,11737210_a_at,11715682_a_at,11721929_x_at,11736537_a_at,11715461_at,11719392_a_at,11730501_a_at,11724037_at,11726490_a_at,11736619_a_at,11734352_a_at,11753731_x_at,11716262_a_at,11744424_a_at,11755876_a_at,11728136_at,11715681_s_at,11747759_a_at,11735177_at,11719122_at,11720603_a_at,11717864_a_at,11733139_a_at,11745463_x_at,11754090_a_at,11748301_a_at,11735856_s_at,11741507_a_at,11733140_s_at,11745877_x_at,11731426_s_at,11755190_a_at,11737423_a_at,11736949_at,11731947_at,11715409_a_at,11726326_a_at,11754221_s_at,11736159_a_at,11729218_a_at,11759824_a_at,11721241_at,11724979_a_at,11741148_a_at,11751625_a_at,11725148_at,11749061_x_at,11737203_a_at,11734354_s_at,11719147_at,11718399_s_at,11726491_at,11757871_s_at,11728671_s_at,11733060_a_at,11739743_a_at,11753730_a_at,11715410_x_at,11749252_a_at,11759568_at,11731424_x_at,11757379_a_at,11733375_a_at,11751231_a_at,11717199_a_at,11744722_x_at,11744351_a_at,11726384_at,11726407_at,11730843_a_at,11744747_a_at,11725980_at,11754382_a_at,11759127_at,11747143_x_at,11739989_a_at,11719825_a_at,11721585_a_at,11759404_at,11727905_a_at,11731996_at,11757441_s_at,11716866_x_at,11739744_x_at,11716468_s_at,11733942_a_at,11734353_x_at,11758412_s_at,11745462_a_at,11734745_a_at,11731423_at,11750862_a_at,11756056_a_at,11742750_a_at,11720884_a_at,11722031_s_at,11754299_a_at,11727427_a_at,11727162_x_at,11733801_s_at,11722259_s_at,11746893_a_at,11731449_s_at,11731798_a_at,11751489_a_at,11731879_a_at,11751164_a_at,11732501_a_at,11741223_s_at,11752958_a_at,11746376_a_at,11748360_s_at,11721347_a_at,11721928_a_at,11743451_s_at,11733662_a_at,11753207_a_at,11734549_s_at,11715594_a_at,11735039_s_at,11725180_a_at,11759116_a_at,11755281_a_at,11740098_a_at,11740096_a_at,11744748_x_at,11754218_a_at,11747185_x_at,11729979_s_at,11734314_at,11721829_at,11750580_x_at,11744116_s_at,11717157_a_at,11754037_x_at,11739122_a_at,11753317_s_at,11757534_s_at,11755705_a_at,11735610_a_at,11717823_s_at,11733003_a_at,11733691_a_at,11763093_x_at,11731425_at,11734727_a_at,11729971_at,11748164_a_at,11726810_s_at,11726538_x_at,11727143_x_at,11725009_a_at,11718276_x_at,11754036_s_at,11754381_a_at,11745912_a_at,11734550_x_at,11724905_a_at,11746894_x_at,11733803_x_at,11758070_s_at,11752202_a_at,11731442_at,11757537_x_at,11742683_x_at,11756479_x_at,11719038_a_at,11728840_at,11730203_s_at,11719414_a_at,11744919_a_at,11745504_a_at,11733035_at,11744313_a_at,11743129_at,11731880_at,11739957_a_at,11747507_x_at,11734783_at,11718370_a_at,11731447_x_at,11718297_a_at,11733061_s_at,11753422_a_at,11748909_a_at,11754931_a_at,11725813_at,11761349_x_at,11720644_a_at,11739782_a_at,11727901_a_at,11717517_s_at,11724354_x_at,11726122_at,11754173_a_at,11733802_a_at,11737373_at,11758215_s_at,11715931_s_at,11755060_x_at,11757808_s_at,11717258_a_at,11757341_s_at,11741979_at,11739521_at,11748820_x_at,11718223_a_at,11736509_x_at,11757545_x_at,11746497_a_at,11729887_at,11748523_a_at,11715948_at,11756238_s_at,11737750_s_at,11740208_x_at,11754083_a_at,11718760_a_at,11757638_s_at,11728533_a_at,11722558_x_at,11748747_a_at,11754235_a_at,11733837_a_at,11727141_s_at,11732357_s_at,11756593_a_at,11755947_x_at,11736478_a_at,11755068_s_at,11716908_a_at,11724224_a_at,11720202_at,11724326_a_at,11755009_s_at,11727304_at,11720493_s_at,11755945_a_at,11728207_a_at,11744458_a_at,11721983_a_at,11740162_a_at,11742208_a_at,11739910_a_at,11739398_a_at,11757763_s_at,11744529_a_at,11745803_x_at,11756751_x_at,11745018_a_at,11740871_a_at,11759400_at,11748139_a_at,11729349_at,11733698_s_at,11753421_a_at,11739379_a_at,11728523_a_at,11722070_a_at,11759092_at,11716020_s_at,11736783_s_at,11724038_a_at,11716699_a_at,11716983_at,11756532_a_at,11729970_a_at,11758571_s_at,11716129_at,11718372_x_at,11728423_a_at,11739877_x_at,11739260_a_at,11718319_at,11728800_s_at,11750770_a_at,11716865_a_at,11715757_a_at,11754486_a_at,11738083_s_at,11728828_at,11732180_a_at,11718543_at,11735412_a_at,11754188_s_at,11759205_a_at,11745313_a_at,11743130_a_at,11722424_a_at,11718371_s_at,11744587_a_at,11726276_at,11741528_a_at,11736158_x_at,11730162_s_at,11721650_at,11724165_s_at,11719025_a_at,11741343_a_at,11736489_a_at,11744483_x_at,11727947_at,11725695_s_at,11716662_at,11745744_a_at,11725149_at,11724079_s_at,11723156_a_at,11723882_x_at,11744115_a_at,11738208_a_at,11724353_a_at,11753833_a_at,11748311_s_at,11734529_x_at,11722725_a_at,11728838_a_at,11729226_x_at,11716754_a_at,11724807_at,11758611_s_at,11739958_x_at,11746456_x_at,11745779_a_at,11746350_a_at,11741091_a_at,11751130_s_at,11735699_x_at,11715358_x_at,11716556_a_at,11734345_a_at,11756011_a_at,11739342_a_at,11757783_s_at,11717721_s_at,11757850_s_at,11743507_a_at,11726532_a_at,11754623_x_at,11744618_a_at,11717008_a_at,11732181_x_at,11717993_at,class
GSM3507251,8.557409,8.73293,4.99403,7.00447,7.177016,10.10315,5.874669,6.427765,5.937729,5.915199,5.907681,6.458408,5.882703,7.810727,6.964293,3.802539,3.164706,4.277569,8.454957,7.217052,4.954436,1.736091,4.253155,5.92027,7.214436,6.412936,8.497303,6.5992,9.600315,4.177295,2.749471,8.656445,8.185987,6.075611,8.870037,6.292865,6.764538,4.099481,7.250937,5.155025,7.054167,4.087893,7.085751,11.27899,5.63871,7.220813,11.97214,8.048323,4.171605,5.101368,6.307517,6.184038,3.50673,5.856619,5.040342,10.01237,8.177168,9.090311,6.7175,5.626318,7.763617,7.566671,6.323502,7.888256,6.345981,7.420826,4.443777,6.797106,8.169231,5.16982,4.209336,5.011745,10.25778,9.223879,8.99577,8.637331,7.359712,5.417298,7.824893,4.569173,4.036007,7.266092,5.684701,9.045671,4.149736,5.649747,7.970653,5.023431,9.748353,5.381547,7.220876,10.14685,7.399313,9.522598,7.016248,4.43819,3.921659,2.796065,4.467706,6.878427,4.994056,6.994004,6.162276,4.307036,6.633177,3.133564,9.134279,6.91918,9.670922,5.994168,4.326485,9.467799,9.568698,8.708711,6.87109,6.92979,7.17977,5.990334,9.994366,9.336466,4.968098,3.841376,9.799461,4.986784,4.003585,6.52494,5.440596,8.464294,4.474457,7.005994,7.428829,7.16021,6.828144,7.352681,7.03149,6.495146,8.773961,5.005358,2.51439,6.082634,10.92147,9.703465,8.028564,3.631315,6.041576,4.278721,6.752392,6.68481,9.62459,5.384149,6.628868,7.561344,6.193076,6.156769,9.75809,5.654265,5.115325,9.793392,8.422523,5.763478,5.089607,11.61087,8.109955,3.702986,4.933043,6.761146,4.438751,5.895611,9.199634,6.401191,5.533617,7.028775,3.559446,9.248051,3.83284,6.034131,5.757095,6.923419,4.730957,4.01996,8.70451,9.225421,6.624367,2.562698,6.278564,6.758981,8.719262,8.883381,8.821217,7.220813,3.191082,3.257099,9.364883,5.952332,6.324572,7.36791,5.233958,3.586219,5.162165,7.584051,7.875249,6.894534,4.26107,8.715658,5.497752,5.213113,9.28363,5.14212,7.450138,4.675562,5.790683,5.884703,5.575429,9.605751,9.427899,8.147585,5.457874,8.27248,8.038507,5.831443,5.143368,8.235362,4.943774,7.051099,6.037275,7.13148,5.198916,6.66772,7.895299,6.395341,4.634714,5.348824,7.413895,3.75427,6.560755,6.08167,8.2683,7.819801,8.068714,6.67266,7.18865,7.840318,4.384066,5.301419,10.5953,9.411317,11.318,8.622773,6.028747,6.742904,7.243859,7.427742,9.218558,7.191328,5.901711,5.473304,4.799754,6.125536,10.32629,7.883529,6.91882,6.273661,5.737544,7.471599,6.212152,6.34954,9.464787,7.579285,7.505251,8.435036,5.643026,4.008842,6.09304,3.600498,5.765594,9.599764,4.236321,6.938063,5.039154,6.068133,4.192248,4.791504,6.480349,6.183457,5.265992,2.871108,5.118801,8.882975,4.444002,8.193866,9.391659,7.335874,2.378203,4.075765,6.193738,6.862013,6.703409,8.45462,8.781313,4.736568,6.937757,9.289389,7.439627,6.330142,8.008972,8.188165,4.509233,3.512748,8.641052,7.185476,7.191983,6.296663,7.080757,6.695453,7.029634,10.09996,7.377498,3.752706,5.431305,2.240061,7.416507,8.117167,9.787787,7.510606,4.367069,6.527068,4.502192,8.673379,10.14277,6.096073,7.046796,10.06167,5.595374,4.493606,7.907292,4.667515,6.449663,10.88397,6.994935,7.690618,10.08303,10.08303,6.201865,6.684678,5.136836,8.703009,10.82764,5.911582,8.04287,8.239956,9.239814,9.212184,7.338914,5.23576,5.966825,7.179904,8.376969,7.103759,7.038272,6.799105,3.880126,7.402982,7.715714,7.324882,6.083395,9.19095,5.916674,8.738127,5.035048,5.618561,8.126778,7.440256,6.275549,6.71081,4.123484,7.872701,9.487576,10.70434,8.189856,4.317254,8.258987,4.761537,7.929857,8.171277,6.710749,3.340063,7.629957,9.936067,8.405865,7.13887,8.89839,9.270845,4.699669,8.448059,4.063479,6.763855,5.014938,3.545424,7.551556,7.563476,3.976051,8.109923,6.505415,6.373013,5.418367,8.626475,3.461069,7.608957,5.089607,6.912652,9.817581,7.333068,5.495064,5.015998,5.180518,6.719319,7.615353,8.322239,5.681206,4.163126,7.804012,7.32221,9.580909,3.724063,3.970175,7.955186,7.188678,6.452022,5.771936,6.968477,7.100546,5.953954,4.585526,6.469399,10.8505,6.10685,7.194582,5.155022,7.752026,6.561069,4.274165,6.421138,7.452216,5.151648,9.209236,3.834083,7.914817,7.455606,7.901358,8.734365,3.645618,5.759441,6.548892,5.094604,8.038479,3.384384,6.727498,7.465652,5.01093,5.163598,8.814705,7.708394,6.213707,7.214011,7.712684,8.005317,8.658826,11.24458,7.442606,9.689093,6.582016,6.80402,9.596515,5.198853,8.467904,8.03138,8.097454,4.528603,8.997561,5.673154,4.389281,7.419446,5.836695,7.905188,6.980407,6.335278,6.71559,4.506435,7.642392,7.353114,8.634879,8.288908,10.01969,5.970839,7.573361,9.445055,9.715675,9.609601,7.700546,7.211343,control
GSM3507252,8.72381,11.21623,7.868501,10.28933,10.45849,12.94683,8.663006,11.04259,8.607899,8.624262,8.725281,7.207698,9.541193,11.07417,9.96174,10.50652,9.388454,7.019146,10.01361,10.09559,8.053823,10.80675,6.73059,9.793498,11.80902,8.833643,9.340133,10.06711,11.83804,7.881823,6.994784,10.27236,10.49135,7.003067,12.02558,10.64557,8.233387,9.141988,11.92994,8.018767,11.72102,6.419081,10.37626,13.26159,7.775052,9.890251,13.13567,6.157817,6.110325,8.078774,8.742691,6.566738,6.308299,7.612829,7.976721,12.51121,10.24344,7.97577,8.509621,6.195482,10.31348,10.81097,10.96436,9.667303,8.747097,9.080871,7.853126,10.11377,10.76474,9.168177,7.441122,8.200645,10.55116,11.05697,8.357009,9.854315,7.365556,6.539103,10.54426,7.685803,5.777721,10.53915,6.31099,11.23188,7.344089,9.348122,8.176903,7.696024,11.90724,5.813973,8.789616,12.09913,6.071286,11.61464,9.65905,6.287169,7.939477,5.901105,5.239296,9.175415,8.242967,8.308228,8.893078,5.577573,8.966418,4.3288,12.49002,8.983227,11.9419,6.984509,6.516255,10.63638,10.56294,11.1912,2.775437,7.542291,6.666216,10.46554,12.1783,9.998337,8.618045,6.054089,10.48136,8.459242,7.317662,9.200132,9.009374,10.59833,7.352783,9.558846,11.92061,7.272946,9.77346,10.68049,8.775991,9.226998,11.74317,5.996328,5.733106,9.007567,8.625655,11.88906,9.011168,4.715481,4.434143,6.654555,7.723256,7.250723,10.68464,8.90073,7.558063,5.1857,7.274332,8.303399,12.2385,9.066256,8.696104,11.01482,9.442568,8.319043,7.469676,11.32742,9.368973,4.013619,4.066315,9.956389,5.439507,9.416213,11.95003,8.294151,4.224786,6.751573,7.207697,10.23629,4.524931,6.368854,7.837146,8.245173,6.676042,6.204912,10.34682,11.86937,6.905984,5.574925,8.793265,9.247406,10.24174,9.93073,9.938322,7.130261,6.399209,5.492399,11.23591,8.302432,7.572617,7.099895,6.959074,4.252974,3.308206,7.522883,9.378551,9.080355,6.939026,9.692266,9.034286,8.979324,10.1998,8.822693,10.8641,7.797873,8.926118,4.620038,9.332417,12.15919,10.92301,9.107009,6.716404,9.327426,8.080787,5.751711,5.823151,8.74341,7.233238,7.503971,5.462711,6.809027,8.773154,9.305727,6.803467,8.486049,4.663014,8.286217,8.243481,4.441648,5.518425,8.937225,7.436914,10.96468,9.352828,9.221064,10.80766,8.829865,5.784107,8.89312,13.1949,11.21416,13.3053,9.438198,5.060506,7.920472,9.049605,8.404888,10.68027,7.884625,6.211254,7.231954,6.629877,4.920863,11.55905,8.537249,6.309152,5.56556,5.332871,8.073334,9.219035,5.742069,11.32168,7.502264,9.286458,8.443367,8.181592,4.911063,9.953156,5.428564,7.120594,11.97871,4.401381,6.729413,6.782339,6.879521,7.320467,4.055808,9.222321,6.444075,8.692177,5.59951,5.725555,10.89574,8.535233,10.86446,10.22602,7.981104,5.650103,6.020628,5.42776,9.200985,5.755119,7.34203,9.611598,5.635341,9.486104,10.71979,7.277559,9.79513,8.134823,8.766735,5.309056,3.690692,11.00817,7.22904,8.1623,8.995913,6.915151,7.027861,7.010711,11.40971,8.568503,6.702717,6.100582,5.284759,8.705232,8.253694,10.28831,7.855804,4.822172,7.92054,7.407033,9.526551,11.54647,8.437592,6.596986,10.51966,5.01594,6.733123,7.864357,6.357919,5.489118,13.09864,6.386771,6.58644,12.58049,12.58049,8.078827,6.760154,8.63343,7.93484,12.97915,9.367634,8.271811,8.140406,9.162188,10.69701,8.894677,7.562396,6.384792,6.63018,7.615112,6.506765,8.686582,7.942144,6.522959,6.739175,8.135259,10.99743,6.16714,8.926414,6.147583,4.185643,7.372866,5.178825,8.872985,7.070926,5.735278,8.743444,4.653582,8.489678,10.49225,12.04249,7.68324,3.63602,9.872743,4.795597,7.301626,7.755894,4.538462,6.191735,7.0426,10.72415,7.734167,10.87509,7.972333,9.197695,5.083256,8.417543,4.905004,6.97292,6.725858,3.432924,7.810754,7.834071,5.480952,8.842918,10.07085,6.297383,8.88283,9.522621,4.217076,6.700392,7.950742,7.876085,8.196898,6.965627,7.340985,4.663014,5.23502,8.565982,8.850144,10.22588,5.716333,3.914402,8.374791,8.984308,8.8106,7.080576,7.966525,8.835558,6.363799,6.824528,8.014618,9.192387,8.537855,6.750463,6.713317,8.791239,10.17729,6.640546,8.274948,3.54497,8.22978,7.889126,5.409174,8.853496,7.772329,5.026633,10.15427,8.362141,6.998938,7.536418,7.333253,9.338315,3.620324,9.646505,8.379918,7.754301,7.767545,5.705547,7.388632,8.686764,5.03386,3.213342,8.290649,7.77426,7.684812,9.554723,7.921813,8.516438,11.28948,13.15849,7.380861,10.16914,6.742595,7.474318,9.015712,6.078233,8.580961,10.2319,7.632637,5.519727,11.32563,4.884813,3.928231,9.265473,6.065416,7.374127,8.163649,7.034525,9.537785,5.37772,8.096426,8.19842,8.728498,7.860757,10.42115,6.799933,7.748207,11.23863,7.833069,12.07336,8.277582,7.577295,control
GSM3507253,8.505177,10.62525,7.683703,9.050923,9.215179,12.6179,8.101383,7.95552,7.857437,7.919959,8.245027,8.543353,8.355137,8.522453,9.920204,8.256703,6.768762,5.780903,9.683966,10.94088,8.593866,9.37129,6.990414,8.732722,10.78942,8.51029,9.874104,9.543177,10.59702,7.49146,4.973563,10.91664,10.12173,8.12247,11.28631,9.810022,8.026222,8.108831,11.34423,7.356441,10.82662,5.321611,9.458369,13.2637,7.798507,9.114132,13.16944,8.304876,6.763692,7.364122,8.667625,5.791938,6.445415,7.044743,7.349376,11.815,10.43747,5.381186,8.626512,5.38759,9.699218,9.429187,10.7915,9.246543,8.487377,7.608871,8.142523,9.278097,9.839488,8.011215,7.325934,7.142222,9.947423,11.55839,8.961798,9.460851,6.776898,5.335942,10.01152,7.089528,6.845113,10.97457,4.89688,11.762,6.240745,8.802596,7.262987,7.650683,10.94512,5.456543,8.536992,11.17098,8.213614,10.7356,10.61714,7.078704,7.937757,4.160248,5.620123,10.20501,7.145116,6.934413,8.461668,6.112541,8.760325,5.148388,12.05512,8.630287,11.79175,8.302049,8.222312,10.16617,10.91869,9.679787,5.021522,8.102592,3.810506,11.59922,12.05016,9.950893,7.549795,5.646772,8.972357,7.690505,6.229868,9.105051,7.632952,10.28745,7.651339,10.40881,12.63707,6.762133,9.828796,10.1313,10.3394,8.674729,11.05911,6.729928,4.866089,8.546898,9.710321,10.65264,8.393095,3.645865,5.940505,8.839212,7.25636,6.565332,11.03213,9.451416,7.911109,5.500705,7.725975,8.540496,12.19622,9.205611,8.679235,11.33125,9.760311,9.421897,7.863698,10.25118,8.790616,3.66873,5.465497,9.416143,5.57044,8.726019,10.76941,7.063369,7.504086,6.82267,6.944016,10.4377,5.491592,6.99684,7.050782,7.836284,5.874397,4.898467,9.684742,10.73647,7.085072,5.104061,8.107856,9.471972,10.47698,10.18536,9.654202,6.894631,6.212794,5.527143,10.71251,8.129271,7.637094,7.298985,7.40747,3.387274,3.606077,7.743319,8.809312,8.687854,7.369286,9.157173,9.229432,7.222561,10.20936,8.218853,10.38364,5.666207,8.723812,5.152329,8.981223,10.94219,10.30079,8.658415,6.796367,9.612012,8.09972,7.164058,6.257292,9.78172,6.540278,7.474967,4.660788,7.10471,8.719849,9.456633,6.062087,9.222034,3.795676,7.300998,8.534319,4.179263,5.807238,8.571604,7.150152,10.86363,9.743774,8.968077,10.65412,8.431685,5.383791,8.262977,12.43382,10.74763,12.62396,9.661106,6.147551,9.468285,7.516842,9.283875,9.912729,8.083882,5.926179,7.002796,6.554495,5.199804,11.0347,7.488039,3.941045,2.577452,5.067955,8.712068,8.849277,5.841463,10.79491,7.481802,10.04099,8.09392,9.118084,4.966966,9.704376,5.317094,4.891988,12.28199,4.012094,6.443607,7.380901,4.909831,6.48105,4.552462,9.240155,6.655866,8.053214,6.543163,5.043648,10.17908,8.126344,9.478337,9.221032,8.534727,4.804869,6.691677,5.478944,9.925773,6.102361,8.26086,9.911646,4.575043,9.043009,10.80469,7.274176,9.23979,7.897708,9.203764,5.043648,2.504964,11.1375,7.365142,8.42605,8.875837,7.543744,5.686399,7.749724,10.81049,8.951232,4.941404,6.545229,4.76152,9.258327,8.83406,10.35769,7.955504,5.065114,9.15707,5.71776,9.911344,10.97177,7.937603,7.705997,10.24736,4.629998,6.670722,7.859195,5.662073,6.52779,12.29434,6.497121,6.813951,12.33901,12.33901,8.030838,6.780731,8.327144,8.175456,12.0257,9.380688,8.833518,8.178574,9.27515,10.34104,9.111961,7.795789,7.01173,7.64559,7.628207,6.713599,9.849491,8.10656,5.303128,8.027468,7.465274,10.26465,6.964792,8.984297,7.079974,4.580984,8.061311,5.545573,10.787,8.070962,5.984837,7.832875,4.998759,7.532573,10.33398,11.53243,8.270237,4.665312,10.58517,3.191082,8.468536,8.496135,6.100779,7.465202,7.054565,10.78386,7.693481,11.08008,8.322279,9.076267,4.884161,8.875138,7.837864,6.627192,6.407756,3.725385,7.955297,7.798227,5.713615,9.140884,9.907759,6.49463,8.507985,10.10164,4.673699,4.612468,6.154561,8.163608,7.227013,7.838157,8.940723,4.681179,5.437066,9.303059,8.698342,10.40618,6.508932,4.587727,7.594847,9.56472,9.21331,6.334463,7.530877,8.778616,7.537179,7.310413,7.444236,8.258873,7.245746,7.386026,7.366574,8.608883,10.66612,7.14477,8.504251,4.55114,8.582802,8.50276,7.437312,9.521892,7.904863,5.01965,9.87719,8.253351,7.743462,7.855512,7.826407,8.490569,3.932032,10.06831,6.804998,8.690996,7.672214,6.913537,7.466642,8.566906,4.949813,4.669362,8.685841,7.842461,8.396048,9.536845,8.237024,7.366109,9.972078,12.502,7.500022,9.75876,6.403147,7.867632,10.0549,5.635913,8.438097,10.16909,7.876971,6.759203,10.95364,5.005394,4.198867,10.37677,5.969116,8.301513,8.622658,6.395666,9.582151,5.916793,8.245605,8.890477,8.649687,8.027552,10.4085,7.020631,7.952094,11.70131,7.774763,11.90794,8.552776,8.051066,control
GSM3507254,8.94181,10.19644,6.749736,9.483574,9.673876,12.28693,8.149967,9.102225,7.804259,7.960407,7.973178,6.486973,8.820645,10.00545,9.331628,7.907831,6.471226,5.888033,10.52026,9.285774,7.680902,9.460186,6.096196,9.195862,10.98067,8.604115,8.410751,10.16393,10.21533,8.090366,4.864594,9.382859,10.78119,6.242247,11.75697,9.826868,7.741434,6.805356,10.99006,7.204032,10.86427,5.428741,8.606367,12.52532,7.170244,8.479558,12.67699,6.44031,5.409542,7.32614,8.171408,5.400999,5.084542,6.014651,7.168413,12.10904,9.562341,6.748736,9.329094,5.068012,8.918979,10.24361,9.095136,8.438573,7.707511,8.135298,6.377123,9.005497,9.774572,6.945753,6.646576,7.546532,10.02416,11.24856,8.636821,9.592297,6.526235,5.489078,9.599034,6.116328,5.699916,9.692738,5.058202,10.51643,6.482472,8.064796,7.342103,7.387714,10.82921,5.45153,7.720881,10.83483,5.920606,10.72028,8.586113,5.716464,7.696635,5.103454,5.322948,8.061143,7.363699,7.144896,7.717897,5.787801,8.030936,4.478887,11.9514,7.90602,11.58387,7.039355,6.49562,10.17745,10.38299,10.01558,5.49504,7.398201,4.411476,13.03225,11.71581,9.629581,6.264627,4.535886,9.189536,8.332199,6.656447,9.297451,8.440174,9.828251,5.740826,9.384663,13.60911,6.144513,8.841965,10.42751,8.29404,8.289971,11.40438,5.061686,4.748265,7.958956,8.143003,11.0389,8.051391,4.811382,3.676667,5.183475,6.810987,6.186072,10.65763,8.95932,6.727635,6.967706,7.783742,7.373282,11.79238,8.205433,7.74606,10.926,9.187592,7.841297,7.134374,11.18228,8.289557,3.504683,5.264235,9.528159,4.683038,9.215305,11.12971,7.787537,7.86449,6.218532,7.390398,9.672379,3.872292,6.452363,7.429053,7.888798,5.874609,4.29015,9.747992,11.0722,6.434965,5.347509,8.251301,8.235836,10.02572,10.09885,8.913449,6.846465,5.246538,4.437041,10.70753,7.805365,7.379729,7.156262,6.207699,3.498623,3.667584,7.308852,8.914772,8.378681,5.65512,9.22002,8.109419,7.724254,10.31166,8.667965,10.61857,6.932509,7.776893,4.819535,8.40804,11.36201,10.37549,8.704565,6.516226,9.442129,7.856642,5.962687,5.880078,9.108577,6.929814,7.606704,4.957577,6.197445,7.859699,8.816234,5.697057,8.086074,4.332564,6.166273,8.201754,4.1103,5.610198,8.537102,7.356426,10.97951,9.159896,8.062037,10.02693,8.492963,4.855365,8.946697,12.76499,10.77095,12.83079,9.446505,6.294875,7.553446,7.24865,8.261897,9.822245,8.360346,4.182929,5.983409,5.796986,5.005853,11.28037,7.470985,5.968193,3.413506,5.039582,7.824624,9.541571,5.899384,11.06207,7.284709,9.353401,7.999238,7.44217,3.9501,7.60491,5.073216,6.600141,11.52905,4.469501,6.093809,6.523491,6.521334,6.986896,4.347202,8.678478,6.631712,8.441588,6.213674,4.325655,10.71806,7.318203,9.751648,9.375343,7.73702,4.561571,5.584084,5.754592,8.726684,5.777031,8.099461,9.470016,5.385219,9.279273,10.70905,6.930383,9.224552,8.374727,8.536148,5.258775,3.731943,10.76168,6.957458,7.930792,9.767805,7.200056,6.96103,6.586763,11.11129,8.398829,5.957643,6.168015,4.266817,8.564065,7.877307,9.787956,8.030119,4.628168,8.631933,7.172266,9.440028,11.26755,7.185093,6.672,9.405564,4.553291,6.720384,7.779029,4.848878,6.594074,12.58608,6.025684,6.437878,12.069,12.069,7.498252,6.236564,7.796306,7.603157,12.31738,8.663993,7.224142,7.530961,8.960051,9.956115,8.738244,6.185699,6.985227,6.012323,7.624263,6.744932,9.28575,8.153657,6.510089,6.945279,7.830807,10.25089,5.955921,8.637682,6.110941,3.154994,6.641045,5.101544,8.471558,6.441708,6.173934,8.253247,5.525415,6.780159,10.09635,11.76757,8.079557,3.074512,9.584389,4.818902,6.985888,7.600082,5.67107,5.654534,7.088944,10.24079,7.003482,10.57248,8.062462,9.410015,5.077928,8.585331,5.257836,6.352175,7.095452,3.679438,8.279014,7.878747,4.874017,8.68003,9.606984,6.458194,7.61149,9.357981,4.860176,4.725194,6.427437,7.042229,7.526664,6.284643,6.038312,4.872641,5.980027,8.589944,8.227442,9.683679,6.017354,4.805733,7.914889,9.02729,9.133402,6.422119,7.008003,8.503117,7.355307,6.771336,7.539292,8.123005,6.674236,6.073499,6.185354,7.877675,10.22942,6.672,6.786203,4.86698,8.23689,7.733536,5.508988,8.330892,7.36062,4.813214,9.404728,7.477098,7.608948,7.261577,8.062604,8.505512,3.819811,9.782974,6.665999,7.601824,7.461439,6.530364,7.743355,7.090013,4.590527,8.014215,8.031264,7.662277,7.133127,9.038755,7.949885,7.67934,10.21488,12.73875,6.947786,9.567757,6.875874,7.341541,9.638067,5.662856,8.428365,10.05383,7.535816,6.65061,10.82009,5.588475,4.085794,9.628056,5.668448,8.151245,8.044135,6.732806,8.534264,6.023692,7.794518,8.435238,9.020256,7.939842,10.35157,6.891719,7.695717,11.25162,7.283401,11.67869,8.087951,7.078617,control
