Gene,FilterAUC
11744129_at,0.91
11717267_x_at,0.91
11759144_at,0.91
11745018_a_at,0.91
11717190_s_at,0.91
11754481_x_at,0.9099999999999999
11734995_x_at,0.9099999999999999
11751130_s_at,0.9099999999999999
11724493_s_at,0.9099999999999999
11739521_at,0.9099999999999999
11749367_a_at,0.9099999999999999
11717322_a_at,0.9099999999999999
11723311_a_at,0.9099999999999999
11718090_a_at,0.9099999999999999
11745364_a_at,0.9099999999999999
11754278_x_at,0.9099999999999999
11718807_at,0.9099999999999999
11740473_a_at,0.9099999999999999
11721294_a_at,0.9099999999999999
11746639_a_at,0.9066666666666667
11733162_a_at,0.9066666666666667
11732899_s_at,0.9066666666666667
11726384_at,0.9066666666666667
11744056_at,0.9066666666666667
11755153_a_at,0.9066666666666667
11739746_s_at,0.9066666666666667
11716073_a_at,0.9066666666666667
11761516_x_at,0.9066666666666667
11717268_a_at,0.9066666666666667
11717123_a_at,0.9066666666666667
11760160_at,0.9066666666666667
11718568_a_at,0.9066666666666667
11716991_at,0.9066666666666667
11733003_a_at,0.9066666666666667
11722089_a_at,0.9066666666666667
11739436_a_at,0.9066666666666667
11722269_a_at,0.9066666666666667
11754712_a_at,0.9066666666666667
11731465_a_at,0.9066666666666667
11757450_s_at,0.9066666666666667
11718761_a_at,0.9066666666666667
11716954_at,0.9066666666666667
11727904_s_at,0.9066666666666667
11757653_s_at,0.9066666666666667
11744529_a_at,0.9066666666666667
11722387_at,0.9066666666666667
11733248_a_at,0.9066666666666667
11721454_a_at,0.9066666666666667
11720345_a_at,0.9066666666666667
11720785_a_at,0.9066666666666667
11739001_s_at,0.9066666666666667
11755616_a_at,0.9066666666666667
11749752_x_at,0.9066666666666667
11716626_at,0.9066666666666667
11720219_a_at,0.9066666666666667
11743409_a_at,0.9066666666666667
11724682_s_at,0.9066666666666667
11719167_a_at,0.9066666666666667
11745769_a_at,0.9066666666666667
11738807_s_at,0.9066666666666667
11730830_x_at,0.9066666666666667
11745976_x_at,0.9066666666666667
11733389_a_at,0.9066666666666667
11730873_a_at,0.9066666666666667
11720097_at,0.9066666666666667
11743262_x_at,0.9066666666666667
11730936_s_at,0.9066666666666667
11740708_x_at,0.9066666666666667
11715513_s_at,0.9066666666666667
11742686_a_at,0.9066666666666666
11737009_at,0.9066666666666666
11721456_x_at,0.9066666666666666
11758257_s_at,0.9066666666666666
11739837_a_at,0.9066666666666666
11749750_a_at,0.9066666666666666
11723792_at,0.9066666666666666
11756341_a_at,0.9066666666666666
11760103_at,0.9066666666666666
11718001_a_at,0.9066666666666666
11750292_x_at,0.9066666666666666
11720393_at,0.9066666666666666
11721796_at,0.9066666666666666
11721341_s_at,0.9066666666666666
11716238_at,0.9066666666666666
11719183_a_at,0.9066666666666666
11755253_a_at,0.9066666666666666
11719367_a_at,0.9066666666666666
11733611_a_at,0.9066666666666666
11733612_s_at,0.9066666666666666
11736123_a_at,0.9066666666666666
11724655_at,0.9066666666666666
11755009_s_at,0.9066666666666666
11757106_s_at,0.9066666666666666
11715757_a_at,0.9066666666666666
11755572_x_at,0.9066666666666666
11741035_a_at,0.9066666666666666
11728989_a_at,0.9066666666666666
11729032_a_at,0.9066666666666666
11754617_s_at,0.9066666666666666
11752273_a_at,0.9050000000000001
11724687_a_at,0.9033333333333334
11749555_a_at,0.9033333333333334
11737775_a_at,0.9033333333333334
11758175_s_at,0.9033333333333334
11717707_s_at,0.9033333333333334
11754831_a_at,0.9033333333333333
11738516_s_at,0.9033333333333333
11763456_x_at,0.9033333333333333
11740678_a_at,0.9033333333333333
11737750_s_at,0.9033333333333333
11747992_a_at,0.9033333333333333
11757638_s_at,0.9033333333333333
11729278_x_at,0.9033333333333333
11738121_a_at,0.9033333333333333
11716881_a_at,0.9033333333333333
11756807_a_at,0.9033333333333333
11715885_at,0.9033333333333333
11720999_a_at,0.9033333333333333
11739379_a_at,0.9033333333333333
11743448_s_at,0.9033333333333333
11757190_s_at,0.9033333333333333
11719253_at,0.9033333333333333
11743506_a_at,0.9033333333333333
11757243_s_at,0.9033333333333333
11739720_a_at,0.9033333333333333
11748543_a_at,0.9033333333333333
11737749_a_at,0.9033333333333333
11716652_a_at,0.9033333333333333
11742687_x_at,0.9033333333333333
11752266_a_at,0.9033333333333333
11731783_a_at,0.9033333333333333
11731728_at,0.9033333333333333
11754671_s_at,0.9033333333333333
11734920_s_at,0.9033333333333333
11754589_a_at,0.9033333333333333
11725373_a_at,0.9033333333333333
11763733_x_at,0.9033333333333333
11746904_a_at,0.9033333333333333
11758114_x_at,0.9033333333333333
11755070_a_at,0.9033333333333333
11750847_a_at,0.9033333333333333
11762400_s_at,0.9033333333333333
11735633_a_at,0.9033333333333333
11753735_x_at,0.9033333333333333
11735713_x_at,0.9033333333333333
11735768_x_at,0.9033333333333333
11718319_at,0.9033333333333333
11741103_a_at,0.9033333333333333
11761343_a_at,0.9033333333333333
11755424_a_at,0.9033333333333333
11748544_s_at,0.9033333333333333
11719247_at,0.9033333333333333
11722808_at,0.9033333333333333
11744874_x_at,0.9033333333333333
11715251_at,0.9033333333333333
11723936_a_at,0.9033333333333333
11715482_a_at,0.9033333333333333
11723179_a_at,0.9033333333333333
11726381_a_at,0.9016666666666666
11718529_a_at,0.9000000000000001
11722510_at,0.9
11733235_at,0.9
11751295_a_at,0.9
11723900_a_at,0.9
11743449_a_at,0.9
11716472_a_at,0.9
11741191_a_at,0.9
11756571_a_at,0.9
11717167_a_at,0.9
11751178_a_at,0.9
11717496_a_at,0.9
11718002_at,0.9
11715473_at,0.9
11739245_a_at,0.9
11746456_x_at,0.9
11724902_a_at,0.9
11749052_a_at,0.9
11751133_a_at,0.9
11730432_s_at,0.9
11728423_a_at,0.9
11719718_a_at,0.9
11722270_at,0.9
11716601_a_at,0.9
11719686_a_at,0.9
