sample,11733691_a_at,11717267_x_at,11746639_a_at,11733611_a_at,11741035_a_at,11718387_s_at,11757383_a_at,11717836_a_at,11728926_at,11759407_at,11720739_s_at,11754832_a_at,11737423_a_at,11756746_s_at,11731879_a_at,11732415_s_at,11740206_x_at,11746195_x_at,11722269_a_at,11732373_a_at,11740096_a_at,11725165_a_at,11717208_at,11756361_x_at,11739069_s_at,11722387_at,11731728_at,11746456_x_at,11715617_a_at,11759416_x_at,11739813_a_at,11752282_a_at,11748839_a_at,11728961_a_at,11726384_at,11741435_s_at,11755644_s_at,11718340_x_at,11752737_a_at,11730005_a_at,11724224_a_at,11717752_s_at,11719728_s_at,11750862_a_at,11730433_a_at,11717214_s_at,11722834_x_at,11728827_at,11728424_x_at,11718260_at,11725180_a_at,11723893_s_at,11741086_x_at,11759627_at,11718568_a_at,11719686_a_at,11726636_s_at,11748615_a_at,11763557_x_at,11715462_x_at,11721499_x_at,11747020_x_at,11750585_a_at,11724645_at,11754863_s_at,11745165_a_at,11718920_a_at,11721777_at,11720392_at,11748410_a_at,11754278_x_at,11760387_at,11751304_a_at,11763426_a_at,11740553_a_at,11745779_a_at,11733938_x_at,11716765_s_at,11715423_s_at,11723468_at,11716346_at,11747992_a_at,11723153_a_at,11740652_x_at,11723842_s_at,11759205_a_at,11744862_x_at,11724005_s_at,11726019_at,11716389_a_at,11752689_a_at,11717091_s_at,11723792_at,11745768_a_at,11718078_a_at,11741190_a_at,11747190_a_at,11755086_x_at,11744180_a_at,11747203_x_at,11732338_a_at,11739944_x_at,11732821_a_at,11738519_x_at,11735695_a_at,11757881_s_at,11727904_s_at,11730383_a_at,11751795_a_at,11721202_at,11746099_a_at,11757534_s_at,11752814_s_at,11738800_a_at,11719150_a_at,11733258_a_at,11723528_s_at,11719844_at,11716626_at,11746459_a_at,11763266_at,11751894_x_at,11721870_s_at,11720785_a_at,11715716_at,11722348_a_at,11740302_a_at,11718195_a_at,11738523_a_at,11715880_a_at,11745687_a_at,11720585_a_at,11740560_x_at,11724820_a_at,11716698_s_at,11715531_at,11723425_at,11715936_x_at,11731465_a_at,11731024_s_at,11755506_a_at,11727593_a_at,11726276_at,11758281_s_at,11757879_s_at,11728265_a_at,11758690_s_at,11720345_a_at,11716931_at,11731023_a_at,11727138_a_at,11745428_a_at,11744215_at,11726381_a_at,11720998_a_at,11757642_a_at,11721834_a_at,11732180_a_at,11723400_a_at,11723401_x_at,11757926_s_at,11745364_a_at,11763456_x_at,11754170_a_at,11722609_a_at,11744156_a_at,11753963_x_at,11753902_a_at,11739467_a_at,11757934_at,11720335_s_at,11749054_x_at,11741275_a_at,11725406_a_at,11742723_a_at,11752331_s_at,11741316_x_at,11722099_at,11760183_at,11747804_s_at,11724809_at,11758990_x_at,11730394_at,11744886_a_at,11721220_s_at,11728267_s_at,11718320_at,11725981_at,11717496_a_at,11763423_x_at,11716841_at,11715532_a_at,11728207_a_at,11727947_at,11741091_a_at,11730501_a_at,11750199_a_at,11723311_a_at,11716073_a_at,11717223_a_at,11715503_a_at,11748140_s_at,11741047_a_at,11763351_at,11719249_at,11722143_at,11731798_a_at,11718924_a_at,11721342_a_at,11730465_at,11742700_s_at,11755009_s_at,11718990_x_at,11746014_s_at,11742811_at,11725043_a_at,11761525_a_at,11724997_a_at,11718472_s_at,11727513_at,11739989_a_at,11721661_a_at,11740208_x_at,11754218_a_at,11759568_at,11716993_a_at,11755072_a_at,11744440_s_at,11737592_at,11716810_a_at,11717209_s_at,11715484_a_at,11739574_x_at,11764146_s_at,11719547_at,11718427_s_at,11744950_s_at,11745751_a_at,11719554_at,11724821_a_at,11759643_at,11728427_at,11736193_a_at,11717266_s_at,11716155_s_at,11723402_a_at,11715578_s_at,11722615_s_at,11734067_a_at,11735249_x_at,11719744_at,11754930_x_at,11751526_a_at,11718761_a_at,11735713_x_at,11749052_a_at,11717559_a_at,11751399_x_at,11715524_a_at,11736017_s_at,11718407_a_at,11725056_a_at,11742717_a_at,11722258_at,11717726_s_at,11740935_s_at,11724810_at,11717946_x_at,11716046_a_at,11754361_s_at,11719497_at,11738807_s_at,11716238_at,11723179_a_at,11718121_x_at,11739263_x_at,11755772_a_at,11723882_x_at,11719495_a_at,11745820_s_at,11718217_at,11720460_x_at,11756288_a_at,11756248_a_at,11747655_a_at,11727339_a_at,11729504_a_at,11736169_a_at,11740581_s_at,11754156_x_at,11750687_a_at,11759088_at,11742851_x_at,11735431_x_at,11736256_a_at,11716375_s_at,11719718_a_at,11746754_a_at,11719680_x_at,11747463_a_at,11720866_a_at,11750847_a_at,11756827_a_at,11719090_at,11717265_a_at,11752869_s_at,11730555_a_at,11726314_a_at,11724771_x_at,11738982_at,11726704_x_at,11739009_a_at,11722576_at,11716812_x_at,11718861_a_at,11728840_at,11745560_a_at,11746904_a_at,11718085_s_at,11730781_a_at,11746461_a_at,11738202_x_at,11739768_a_at,11737852_s_at,11758934_x_at,11717281_a_at,11735349_a_at,11755026_s_at,11724643_at,11755323_x_at,11746972_a_at,11747228_x_at,11739361_a_at,11747861_a_at,11724357_a_at,11719151_at,11743262_x_at,11721796_at,11718529_a_at,11757783_s_at,11734326_a_at,11718170_a_at,11761918_x_at,11727172_at,11730373_a_at,11716870_a_at,11719274_a_at,11718005_a_at,11754447_a_at,11716612_a_at,11720595_a_at,11723310_at,11722965_s_at,11763217_x_at,11727314_a_at,11727637_at,11755412_x_at,11763333_at,11729216_at,11715424_x_at,11755659_x_at,11720394_at,11742024_a_at,11722808_at,11723900_a_at,11722594_at,11716849_s_at,11753961_a_at,11732514_s_at,11739917_a_at,11717241_a_at,11731998_s_at,11720364_a_at,11751889_s_at,11747005_a_at,11746548_s_at,11754375_s_at,11747703_x_at,11753198_a_at,11718799_a_at,11727179_a_at,11745854_a_at,11729574_at,11750041_s_at,11724881_at,11756532_a_at,11756077_a_at,11755140_a_at,11752765_s_at,11736123_a_at,11715482_a_at,11755360_a_at,11755383_a_at,11719758_a_at,11724004_a_at,11751544_a_at,11745263_x_at,11724311_a_at,11741367_a_at,11724764_s_at,11734993_at,11757860_s_at,11721347_a_at,11736594_x_at,11717001_s_at,11757392_a_at,11727039_at,11719923_at,11756345_x_at,11750061_x_at,11740670_a_at,11745276_a_at,11728498_a_at,11739342_a_at,11754481_x_at,11755253_a_at,11731874_x_at,11745801_s_at,11739731_s_at,11721716_s_at,11758608_s_at,11723465_a_at,11739408_at,11757933_s_at,11715818_at,11730293_a_at,11747019_a_at,11728206_a_at,11755322_a_at,11733023_s_at,11724096_a_at,11737412_at,11758635_s_at,11741660_a_at,11759312_at,11721922_at,11723605_a_at,11720999_a_at,11748544_s_at,11756206_a_at,11742022_s_at,11761972_a_at,11746601_a_at,11717335_at,11758208_s_at,11741959_x_at,11722300_a_at,11720230_at,11716527_a_at,11718569_a_at,11743355_x_at,11720910_a_at,11719862_a_at,11722943_a_at,11755616_a_at,11735767_at,11746166_x_at,11721993_at,11744243_a_at,11730909_s_at,11752569_x_at,11716903_a_at,11721465_a_at,11758593_s_at,11728776_s_at,11755687_x_at,11760702_a_at,11741576_a_at,11760133_x_at,11718379_x_at,11715993_s_at,11731594_at,11730284_x_at,11716768_a_at,11756871_x_at,11728059_s_at,11720260_a_at,11757369_s_at,11756442_a_at,11721901_a_at,11718370_a_at,11756118_s_at,11717685_at,11717337_a_at,11732575_a_at,11743666_at,11733803_x_at,11751231_a_at,11725440_a_at,11752051_a_at,11748747_a_at,11715762_s_at,11749323_a_at,11717618_s_at,11729520_at,11754712_a_at,11751295_a_at,11744161_a_at,11725474_a_at,11726421_a_at,class
GSM3507251,4.736568,6.414512,9.958319,7.834176,8.567746,6.829122,7.430493,8.679629,6.86907,7.323825,7.425634,6.432875,7.220813,7.046669,5.737544,5.456556,5.917058,6.975746,7.916088,7.479171,4.791504,3.479879,5.905739,6.385234,11.4607,8.514828,7.980678,5.673154,8.608905,3.841313,3.958516,3.267504,5.54534,5.196506,6.037275,9.703982,7.6457,9.698145,9.246944,8.232609,8.405865,8.689798,7.427689,6.028747,4.386814,8.151743,7.100967,5.60836,7.100709,6.547413,6.938063,6.958774,9.060278,6.508845,6.487836,7.374879,8.344577,6.33058,9.891636,12.28943,8.644282,7.965228,10.06964,6.759662,7.169374,7.992814,8.156129,9.606052,5.264699,8.494023,7.628259,5.688499,5.039301,9.235361,5.381547,4.389281,8.671894,8.562588,9.671829,6.455258,6.271213,6.00214,6.360325,7.454488,6.584121,7.452216,7.417897,9.256689,4.913479,7.610722,5.092332,9.707071,6.708644,6.797272,7.01025,5.465222,4.309193,7.660013,8.462515,6.971961,7.440973,8.887826,7.541437,6.821201,8.044912,9.360491,5.253254,8.137709,5.932634,7.793719,6.872272,6.193738,6.908808,4.16943,4.814035,6.740895,6.922266,9.623886,5.567711,4.969224,6.744049,5.593524,6.543936,6.519106,10.23211,5.626687,7.309479,9.066829,4.51853,7.688643,6.390471,7.862697,7.134379,5.015259,8.958218,8.483185,7.258768,6.905538,6.018897,9.028444,8.194151,4.915402,7.901358,5.388953,7.919829,7.620996,5.49022,9.427167,7.920881,8.396531,5.616358,5.289122,10.77964,4.237673,8.031743,6.621285,6.446396,7.752026,9.978194,9.96966,5.066179,7.19393,5.373783,5.417715,9.502417,8.555861,9.546403,8.989415,7.577957,8.516629,9.30654,5.060392,3.501578,5.1491,9.031221,8.739742,8.749042,8.243974,5.369959,6.629795,5.027508,8.126046,5.106511,6.084169,5.391237,6.973759,7.094686,6.881147,7.75137,9.021963,6.580364,9.679656,6.763855,5.01093,5.836695,3.702986,7.763124,6.494135,8.619602,6.553938,8.726994,8.073337,8.563082,5.853771,9.547542,5.82104,6.91882,7.698171,7.510386,7.910951,2.553655,9.270845,7.899895,8.907562,5.904584,8.039841,4.281012,4.705885,8.098518,5.405857,7.413895,7.542854,6.275549,6.183457,5.457874,6.713912,10.35434,8.174449,1.890095,7.940905,7.509666,7.580501,2.943205,8.301183,3.962835,6.73032,8.505989,5.552096,10.50171,6.639133,4.682757,4.545809,6.79994,6.567311,8.04461,7.436578,9.507852,7.934546,7.158452,7.336467,6.318952,8.152384,8.415299,4.571618,9.343096,5.664481,8.016501,5.75944,9.721721,9.331211,10.02225,4.863943,7.205452,3.510134,9.00465,8.929329,6.56951,6.073198,8.255267,7.60832,7.251225,7.952846,8.331962,7.65064,7.268853,4.684057,7.996049,8.005317,9.315123,6.413233,7.140538,9.300712,6.040972,7.471093,4.658343,5.491015,5.034941,7.3324,9.091685,7.656924,3.891903,6.985889,9.5407,6.801892,6.672319,5.312526,8.548321,7.321644,7.91958,6.92242,6.713617,5.679641,5.112565,6.714017,6.106851,8.71944,5.707792,3.301465,9.141859,3.691795,7.962328,9.618308,4.739892,5.729543,9.442065,4.367069,8.078371,7.22092,8.771933,3.552476,5.616922,7.929968,9.570073,11.14283,8.757114,6.030671,5.828305,7.062197,6.493732,7.448275,5.038916,9.0135,5.632186,4.740671,6.133927,3.054633,9.675595,6.85533,6.709703,8.634879,5.400757,6.132782,9.387574,3.592077,8.113425,7.811872,6.085692,9.002934,6.166615,6.8728,8.128046,4.850129,5.922766,5.74715,6.196879,7.217688,6.376225,6.342536,6.343063,9.535959,5.931213,5.303141,5.30268,7.613682,6.449844,7.918227,8.429296,5.902145,7.739701,7.382287,9.150265,7.500283,9.255966,7.870788,3.488176,8.785726,8.420937,6.257686,5.865998,6.572273,6.077101,9.039787,4.865123,6.717133,8.950687,9.580909,7.597762,5.163597,12.07044,9.051498,10.31465,6.916561,6.903382,7.808064,8.853221,7.027248,8.217485,7.502407,8.200054,7.113945,8.479702,7.708256,8.435036,6.267491,9.496191,9.157181,5.691877,4.932196,5.585472,8.771767,8.255241,5.642604,7.078035,7.353114,8.14126,6.366234,5.070029,9.60957,6.619045,4.055935,10.20246,8.382871,6.094737,10.22128,10.57498,6.512539,7.476729,8.239455,6.827937,10.4779,6.581682,3.027913,6.789247,9.341059,8.095585,6.319118,6.046777,7.306106,10.67439,7.861479,7.708877,7.917985,7.615301,8.392145,11.80404,7.27652,9.682715,7.249638,9.374631,7.897231,7.4188,6.564454,7.476149,6.127631,7.244555,10.12653,7.792384,8.745102,5.568268,5.270947,7.270833,8.32734,8.440007,8.07218,5.552755,6.283999,5.632058,7.075692,4.385835,5.982062,7.401804,5.517144,4.640687,6.775191,5.191111,6.63581,8.577679,7.838458,6.759148,7.176276,6.449663,7.221283,9.996005,9.640638,8.557356,6.414024,7.377498,5.143368,7.284442,7.039629,8.189856,7.589781,6.901754,8.895977,6.158542,5.347777,6.214662,6.673676,6.59818,9.642026,control
GSM3507252,5.635341,6.226609,9.30484,7.264286,8.355513,6.39267,7.544011,9.332471,7.741407,6.802961,7.732307,5.901106,7.130261,8.148092,5.332871,5.779621,5.37772,6.846608,7.527353,6.975795,4.055808,3.197927,5.957489,6.001682,11.76011,7.947226,8.522875,4.884813,9.342854,4.484108,4.342096,4.019978,5.18921,5.353817,5.462711,9.452919,7.513096,9.083214,8.472171,8.458843,7.734167,8.673005,8.232779,5.060506,4.423845,7.513096,6.523702,5.180068,7.617067,6.595506,6.729413,6.739445,8.941881,6.845233,6.679976,6.926941,8.100021,6.097512,9.847363,11.36801,9.015622,7.187289,8.477486,6.110476,6.847307,8.369106,8.735032,9.593337,5.737268,8.110644,7.712926,5.696161,5.741491,8.746049,5.813973,3.928231,8.287384,9.129134,9.118649,6.37251,6.295733,5.033871,6.260468,6.85715,7.202921,7.772329,7.581426,9.340878,4.892881,7.959626,5.444837,8.653625,6.649655,8.173411,6.805256,5.22203,5.133411,7.269614,7.975204,6.857371,7.293272,9.365308,7.147371,7.527228,7.738575,9.366186,4.524672,7.323185,6.533703,8.221855,6.586003,5.42776,6.959074,4.119632,5.076477,5.545857,7.558551,10.38088,5.664023,5.01795,6.874433,5.240283,6.300582,6.338553,9.608557,6.144097,7.125703,9.080871,4.911427,7.556886,6.372415,7.673569,6.694459,4.604249,8.715859,7.788908,7.224591,6.760431,5.548047,8.634906,7.815872,4.828548,7.333253,5.886873,7.410193,7.877692,5.883758,9.200994,7.483976,7.866545,5.619765,4.500756,10.5918,3.754884,8.813466,6.318709,6.435053,8.22978,9.47895,9.386147,5.769756,6.628189,5.74214,4.837445,9.38558,8.365702,9.025333,8.609839,6.964172,8.581711,7.111736,5.885488,4.107169,5.507171,8.819677,9.183554,8.46708,7.667155,6.052356,6.136969,4.999284,7.429917,4.967549,5.302114,5.49474,8.028997,8.38209,7.544766,7.509456,8.689516,6.178421,9.327985,6.97292,5.03386,6.065416,4.013619,7.754645,6.554259,8.694478,7.07535,7.917708,7.42851,8.090199,5.747496,10.00312,6.016452,6.309152,7.930999,8.214766,8.310688,2.486348,9.197695,8.235586,8.490242,4.538727,7.392817,5.854432,4.893458,7.363435,5.425135,8.243481,7.627969,5.735278,6.444075,6.716404,6.514471,9.84341,8.079226,1.909929,7.126988,6.81949,7.951017,3.675303,7.169374,4.071889,5.369784,7.661521,5.868238,9.969455,5.725017,4.421718,3.629426,5.166711,6.256298,8.427396,6.566737,9.038651,6.317422,6.55252,7.558194,6.434929,8.342857,7.787423,4.869326,8.130141,6.302329,8.196683,5.444402,9.7306,9.814264,10.40464,4.908247,6.638311,2.66168,8.552707,7.827801,6.499778,6.091861,8.054208,7.267035,7.444967,7.540221,7.450926,6.977393,6.174463,3.666593,6.535836,8.516438,9.019038,5.828025,6.847307,8.343123,5.691655,6.77214,5.533459,4.743679,5.49003,7.40942,8.932367,7.206404,4.789888,7.389922,6.306661,5.416269,7.050173,6.205419,7.452612,7.522934,7.340862,6.842539,6.182224,5.200626,6.081429,6.251771,4.917847,9.385015,4.808312,3.42221,10.21565,4.832735,6.749574,9.384628,4.449106,5.253822,9.405335,4.822172,7.873345,6.913159,8.705928,4.579048,5.347074,8.139425,8.640191,10.1182,7.506357,5.914867,5.301521,6.083153,5.669074,6.911631,5.261856,8.863235,5.502994,5.135974,5.735761,3.345145,9.149464,6.622673,6.710402,8.728498,5.581133,6.285863,9.334402,4.107013,8.549862,8.111053,5.810185,8.610539,5.380704,6.585573,6.614154,4.423193,5.567888,5.525094,6.415267,7.109249,5.94083,7.015033,4.414699,9.230191,5.615768,4.651011,5.668416,7.288274,6.086267,8.581936,8.108191,6.222997,7.891297,7.408295,8.357506,7.083652,9.217745,7.2064,4.014527,8.427586,8.205847,5.879294,4.443902,4.875998,6.402246,8.332726,5.637877,7.428284,7.872241,8.8106,7.48076,5.072105,11.97044,9.747103,10.39912,6.934775,6.845893,6.716795,9.150546,6.895042,7.956961,7.199573,9.26069,5.73085,7.229239,6.456128,8.443367,5.722234,8.355685,8.177836,4.889979,4.715868,5.611694,8.866138,7.676906,6.024476,7.595401,8.19842,8.098806,5.67605,4.682413,9.310658,6.16561,3.556788,9.548019,8.289477,5.996502,8.613643,9.504513,5.569818,6.355397,7.384928,6.393641,9.478287,5.241981,4.152081,6.667395,8.875204,7.681717,5.741877,6.32904,8.137574,10.43371,7.817351,7.434098,7.832334,6.668163,8.10902,10.48018,7.032453,10.4128,7.855965,9.300519,6.368855,6.460376,6.537747,9.327477,5.696161,7.5961,9.556303,7.723281,8.911839,4.882874,5.696161,7.545813,8.017219,8.485768,7.442403,5.655443,6.335039,5.833308,6.46025,4.015175,5.343378,7.170892,4.488841,4.724144,5.819465,5.055166,6.269968,8.066143,7.721162,7.367069,6.447245,5.489118,6.442233,9.306904,10.06172,8.274237,6.343015,8.568503,5.823151,7.393279,7.196606,7.68324,6.912513,6.745195,9.415816,6.482927,4.777776,5.527374,6.512863,6.975148,9.695743,control
GSM3507253,4.575043,6.166544,9.724562,7.243803,8.407247,6.310296,7.716856,9.489668,8.13764,6.728192,7.719867,6.044977,6.894631,8.319949,5.067955,5.730014,5.545305,6.760837,7.838542,7.29,4.552462,3.632594,5.922,5.713544,11.45529,8.166746,9.154518,5.005394,9.57097,3.952383,3.776862,3.713879,5.104319,5.295825,4.660788,9.878913,7.403683,9.231096,9.429158,8.166051,7.693481,8.986292,8.324213,6.147551,4.263236,7.572744,6.662529,5.737471,8.084688,6.348527,6.443607,7.200005,9.270532,6.883706,6.80761,6.859179,7.840666,6.900128,10.09486,11.51003,9.235141,7.239088,8.489379,6.504236,7.186956,8.259602,8.668812,9.369648,4.958649,8.560294,7.58066,5.755572,5.721293,8.617643,5.456543,4.198867,8.508522,9.121082,8.994052,6.775049,6.479498,5.814814,5.5466,6.92355,7.079804,7.904863,7.777092,9.598798,4.839565,7.832537,5.517177,9.416706,6.880495,8.116443,7.325934,5.503688,5.366104,7.186559,8.117275,7.046392,7.139408,9.225558,7.406898,7.370989,7.977116,9.528252,4.354129,7.951971,6.554201,7.987864,6.677666,5.478944,7.225936,4.582581,4.85091,5.669376,7.259262,9.36919,5.497223,5.546174,6.759191,5.657426,5.708808,6.396504,9.302608,6.314155,7.298513,9.435328,4.723132,7.855237,7.196577,7.986825,6.916117,4.774629,9.220612,7.50846,7.608913,7.121818,5.289824,8.787968,8.37844,5.039991,7.826407,5.883001,7.835782,7.763013,5.495296,9.114256,7.677794,8.146297,6.116532,4.094678,10.94663,3.852393,8.783041,6.254742,6.290514,8.582802,9.651707,9.748951,5.202594,6.429242,5.612477,4.897442,9.341572,8.407982,8.992799,8.460688,7.145427,8.907714,7.090151,6.022798,4.120108,5.518326,9.357037,8.613218,8.80213,8.477471,5.952824,5.834046,5.607242,7.530859,5.313422,5.686399,5.372703,7.85894,7.440548,6.485973,8.145009,9.152655,6.321664,9.941495,6.627192,4.949813,5.969116,3.66873,7.678348,6.275383,9.259841,6.981616,8.374134,8.031466,8.592616,6.051587,10.67319,6.500132,3.941045,8.247596,8.406716,8.892003,2.545067,9.076267,8.18844,9.030418,4.609035,7.450757,5.96336,4.886499,7.850798,4.538848,8.534319,7.356182,5.984837,6.655866,6.796367,6.016557,10.2655,7.694986,1.968941,7.306949,7.441877,8.385962,3.72766,8.060168,4.117914,5.722982,7.934366,6.497564,10.02154,6.094687,4.513977,3.838902,6.666459,6.186996,8.281433,6.91067,9.180097,8.707601,6.330196,7.197692,6.342823,7.849397,8.230237,4.27584,8.302027,6.231237,7.669968,5.767815,9.963057,10.17754,10.4208,5.131556,6.492136,3.369578,8.981756,8.193977,6.853789,6.411007,8.147301,7.779851,7.764601,7.802269,7.460101,7.145116,6.479235,4.297328,6.618536,7.366109,8.691551,6.802336,6.794025,8.643328,5.688753,6.592756,5.710346,5.023968,5.427165,8.01294,9.040445,7.540926,4.979388,7.194787,6.268179,6.12885,6.944847,5.942336,7.856654,7.394016,7.453878,6.94993,6.010557,5.566007,5.427165,6.239376,5.083029,9.362001,5.420622,3.807591,10.73813,3.84698,7.171377,8.921156,4.688279,5.225536,9.880015,5.065114,7.964022,6.639729,9.369321,4.05598,5.404894,8.07423,9.055541,10.58319,8.247952,6.2056,5.147473,6.620965,6.430348,6.779817,5.223256,8.555004,5.390561,4.959287,5.984781,3.060105,9.149552,6.553503,6.389494,8.649687,5.924058,6.22824,9.484072,4.307661,8.859021,7.691885,6.027547,8.441395,5.545653,6.175612,7.780053,3.837365,5.32921,5.606711,6.453722,7.131805,6.01642,7.018008,5.53204,8.90711,5.727811,4.883097,5.965414,7.455858,6.283458,8.124924,7.748783,6.600652,8.38989,7.3914,8.520334,6.779003,8.970722,7.605832,3.930976,8.981129,8.502023,5.883168,4.14425,5.832363,5.86512,8.94162,5.921995,7.940572,8.17753,9.21331,7.251198,4.939373,11.75507,10.22561,10.60705,6.459655,6.617835,6.580261,9.435026,7.164724,7.937843,7.186559,9.356021,5.775161,7.074839,6.972185,8.09392,5.290129,8.559489,9.092384,4.517139,4.888896,5.917665,9.120548,7.461804,6.153514,7.666874,8.890477,7.988178,5.845533,4.934698,9.410856,6.201535,3.586291,10.55859,7.844939,6.000746,9.346502,8.90743,5.739751,6.411849,7.185211,6.243735,9.633783,5.879673,3.529063,6.510516,9.603191,8.259933,6.029712,6.108673,7.984879,10.11373,8.047516,7.316713,8.119951,6.583192,7.773068,10.64555,7.80376,9.698267,7.811562,9.359357,6.809297,6.557152,6.256513,9.800866,5.882588,7.057452,9.81264,7.268637,9.094824,5.240634,5.923623,7.745737,7.698497,9.039105,7.212382,5.827283,6.322522,5.631989,6.676632,3.60475,5.509633,6.662086,4.488829,4.357631,6.78801,5.451778,6.60894,7.660885,7.100063,6.93164,6.310067,6.52779,6.896448,9.307555,10.06574,8.129048,6.018924,8.951232,6.257292,7.86091,6.737009,8.270237,6.933988,7.057847,9.883791,6.303217,4.341584,5.275477,6.7684,6.995626,10.00433,control
GSM3507254,5.385219,6.104755,8.803234,7.728086,8.347201,5.972899,7.888199,9.047313,7.45001,6.551281,7.636132,5.612015,6.846465,8.400627,5.039582,5.944603,6.03427,6.877082,7.934577,7.487573,4.347202,3.04546,5.67438,6.006392,11.34618,8.253588,8.592262,5.588475,9.081957,4.374001,4.3269,3.870654,4.757349,5.880078,4.957577,9.583901,7.24104,9.092446,9.146502,8.361205,7.003482,8.705568,7.725947,6.294875,4.103368,7.42159,6.514878,5.912478,7.55117,6.540267,6.093809,6.782181,8.526331,6.950044,7.371121,6.143512,7.879531,6.658779,9.645244,11.29309,9.629335,7.169655,8.068781,6.33902,6.630012,8.610405,8.481726,8.927296,4.745376,7.854223,7.452238,5.205764,5.979696,7.901696,5.45153,4.085794,8.374022,8.617569,8.847704,5.937726,6.447906,5.523919,5.682981,6.971647,7.280993,7.36062,7.180953,9.504419,4.653654,8.044891,5.092944,8.218088,6.641696,8.12141,6.910789,5.641159,5.494708,7.031284,7.532682,6.92183,6.744742,9.232771,7.014793,7.426641,7.60433,9.079911,4.547158,7.733777,6.022531,8.200954,6.29503,5.754592,7.009398,4.42208,5.243166,5.537282,7.080464,9.204346,5.705767,4.940318,6.981222,5.608578,5.667475,5.771741,9.519171,5.652554,7.3276,9.110244,4.859306,7.590173,6.369393,8.005613,6.824646,4.610596,8.315662,7.712269,7.609688,6.955178,4.744188,8.667935,7.918869,4.964952,8.062604,5.609459,7.657691,7.404654,5.010933,8.946598,7.583153,8.065957,5.96177,4.177359,10.82229,3.401166,8.803954,6.335958,6.452364,8.23689,9.604466,9.440219,5.881921,6.753431,5.904633,4.446923,8.923992,8.351007,8.615452,8.764515,6.767423,8.823351,7.134541,6.109347,3.894049,5.662431,8.833508,8.820175,8.071828,8.004535,5.842935,5.926642,5.251484,7.545117,4.424148,5.979132,5.314959,7.569963,6.943521,7.233594,7.045159,8.885166,5.857096,9.534698,6.352175,4.590527,5.668448,3.504683,7.524067,6.161606,9.08857,6.572152,8.005545,7.692592,8.539818,4.756845,9.824188,6.402959,5.968193,7.755308,8.276626,8.487432,2.666831,9.410015,8.034338,9.221393,4.373961,7.463842,5.712519,5.031192,7.037603,4.390158,8.201754,6.992033,6.173934,6.631712,6.516226,6.002349,9.45569,7.983117,2.035368,7.092364,7.045158,7.752178,3.704,7.393702,3.850335,5.332253,8.40542,6.262008,9.282975,5.93496,3.874422,3.5304,5.983773,6.267725,7.949,7.028701,9.054269,8.579391,5.799237,7.567726,6.096594,7.695494,8.278294,5.533138,8.221739,6.339385,8.055022,5.764966,9.782719,9.985329,10.23047,4.839336,6.214843,2.15223,9.033906,8.032137,6.572724,6.056904,7.534611,7.030612,7.77186,8.212669,7.53074,6.532412,6.422689,3.673675,6.602081,7.67934,8.750314,6.290985,6.261503,8.787267,5.857025,6.48035,5.439909,4.852229,5.973823,7.584258,7.61489,7.271333,4.646461,7.152298,6.947761,5.728503,6.616382,6.043015,7.695645,6.473213,7.364433,6.773181,6.198723,4.64828,5.691294,6.258772,4.031427,8.685406,5.290393,3.341541,10.14906,4.3266,6.992354,9.435068,4.439669,4.998381,9.382238,4.628168,8.344795,6.056295,9.042535,4.122909,5.275496,7.953002,8.564209,10.49429,7.494423,6.303134,4.530156,6.31204,6.160623,6.854228,5.036638,8.179399,4.739448,4.326457,6.103753,2.872524,9.242541,6.714932,6.646936,9.020256,5.961001,6.473429,9.167875,3.514476,9.159227,7.413563,5.590216,8.157932,5.37182,6.244981,6.277176,4.30766,4.135693,5.639466,6.275099,7.156991,5.416244,6.916046,5.015926,8.991373,5.772696,4.038182,5.806687,7.321986,6.187665,7.952057,7.54789,6.109132,8.255463,7.113543,7.942245,6.779497,8.880394,7.070898,4.130511,8.693374,8.396544,5.845487,4.35643,6.172633,6.104755,8.078123,5.970634,7.667596,7.415065,9.133402,7.091646,4.778296,11.43212,9.410016,10.11331,6.690626,6.560997,5.956672,9.586675,6.977062,7.950941,6.721572,8.971281,6.236422,6.569486,6.818212,7.999238,5.689589,8.137152,8.494737,4.618996,4.349977,6.158311,8.855475,6.895969,6.05874,7.603561,8.435238,8.069085,5.629423,4.902249,9.401011,6.284359,3.067949,10.20676,7.635202,5.985889,8.911047,8.501456,5.2441,6.463137,7.225417,6.116767,9.190499,5.132728,3.52742,6.375726,9.22065,7.47029,5.390052,6.572542,8.030714,9.891035,7.793987,7.288583,7.705941,6.41135,7.59128,10.27543,7.144208,9.620996,7.638071,9.130184,6.981379,6.112781,5.681394,8.272161,5.237891,7.199238,9.339175,7.255861,8.378016,5.388952,5.788588,7.40076,7.254376,8.222593,6.737539,5.835275,6.273353,5.448842,6.634118,4.047508,5.933185,6.619274,4.70518,4.114119,6.347377,5.156435,6.14114,7.854168,7.66554,7.0826,6.352176,6.594074,6.536508,9.186138,9.485605,8.112671,5.904912,8.398829,5.880078,7.626135,6.912529,8.079557,6.672,6.674663,9.550094,6.379046,4.269963,5.134164,6.640308,7.399678,9.923178,control
