probe_id,Median_TestAUC,Mean_TestAUC,SD_TestAUC,Median_TestAcc,gene_symbol,combined_score
11724686_x_at,0.33333333333333337,0.3740740740740741,0.2716610491984037,0.25,IFNAR2,0.33333333333333337
11761515_s_at,0.33333333333333337,0.362962962962963,0.2956010361368136,0.25,ND1,0.33333333333333337
11754321_x_at,0.33333333333333337,0.4814814814814815,0.34446435625441246,0.25,SLC12A9,0.33333333333333337
11754946_a_at,0.33333333333333337,0.3777777777777778,0.3201080064641763,0.25,C7orf49,0.33333333333333337
11757243_s_at,0.33333333333333337,0.4666666666666667,0.5055250296034367,0.25,FBXL20,0.33333333333333337
11754831_a_at,0.33333333333333337,0.5333333333333334,0.44103631545493915,0.25,SRPK2,0.33333333333333337
11743262_x_at,0.33333333333333337,0.40740740740740744,0.3153590067764148,0.25,ANXA11,0.33333333333333337
11761516_x_at,0.33333333333333337,0.3777777777777778,0.3243649488268343,0.25,HNRNPM,0.33333333333333337
11716147_s_at,0.33333333333333337,0.4814814814814815,0.37313780888166453,0.25,CHMP7,0.33333333333333337
11752202_a_at,0.33333333333333337,0.4370370370370371,0.4306501289999595,0.25,HAL,0.33333333333333337
11735177_at,0.33333333333333337,0.35555555555555557,0.23365644882351858,0.25,HAL,0.33333333333333337
11717337_a_at,0.33333333333333337,0.39259259259259266,0.30157337756773755,0.25,ITGB2,0.33333333333333337
11719889_x_at,0.33333333333333337,0.40740740740740744,0.3804192330402618,0.25,GIGYF2,0.33333333333333337
11747438_a_at,0.33333333333333337,0.4222222222222222,0.3615619218330602,0.3333333333333333,GIMAP4,0.33333333333333337
11754796_a_at,0.33333333333333337,0.5185185185185185,0.32288140322523506,0.3333333333333333,SLCO3A1,0.33333333333333337
11759568_at,0.33333333333333337,0.4185185185185185,0.25242309942798125,0.3333333333333333,SLC45A4,0.33333333333333337
11720989_a_at,0.33333333333333337,0.3777777777777778,0.34286775736394426,0.4166666666666667,SLC7A7,0.33333333333333337
11735152_a_at,0.33333333333333337,0.3555555555555555,0.21532506449997973,0.4166666666666667,SLC8A1,0.33333333333333337
11732589_a_at,0.33333333333333337,0.4444444444444445,0.40061680838488767,0.5,ZNF467,0.33333333333333337
11735767_at,0.33333333333333337,0.4666666666666667,0.470384951655008,0.25,C16orf54 /// LOC105369277,0.33333333333333337
11717167_a_at,0.33333333333333337,0.4222222222222222,0.3256311798567892,0.25,KDM2A,0.33333333333333337
11754327_x_at,0.33333333333333337,0.4444444444444445,0.3552467795046459,0.25,TBC1D10A,0.33333333333333337
11724172_s_at,0.33333333333333337,0.4185185185185185,0.2524230994279813,0.25,FCHO2,0.33333333333333337
11724248_s_at,0.33333333333333337,0.49629629629629635,0.4045353309900192,0.5833333333333334,TMEM127,0.33333333333333337
