sample,11721762_a_at,11722904_a_at,11727304_at,11745976_x_at,11733389_a_at,11746456_x_at,11738360_x_at,11738183_a_at,11743813_a_at,11717176_at,11719624_a_at,11739055_x_at,11722269_a_at,11731019_x_at,11747020_x_at,11722126_a_at,11739009_a_at,11754245_x_at,11730005_a_at,11736509_x_at,11730270_a_at,11731397_a_at,11744129_at,11746818_s_at,11725043_a_at,11718260_at,11743589_at,11762400_s_at,11723153_a_at,11722574_at,11758635_s_at,11723468_at,11752051_a_at,11717267_x_at,11732514_s_at,11754126_x_at,11754447_a_at,11730788_a_at,11725110_a_at,11716073_a_at,11717874_a_at,11746376_a_at,11726633_s_at,11730501_a_at,11722387_at,11737775_a_at,11722594_at,11730781_a_at,11750630_s_at,11750917_a_at,11741275_a_at,11736169_a_at,11720446_a_at,11717993_at,11727947_at,11726586_at,11724357_a_at,11739746_s_at,11734077_a_at,11728838_a_at,11719377_x_at,11717636_s_at,11743839_a_at,11720334_a_at,11719308_a_at,11719150_a_at,11733470_at,11756484_a_at,11741091_a_at,11715691_s_at,11745369_x_at,11727841_a_at,11730394_at,11743523_a_at,11724005_s_at,11755086_x_at,11752577_at,11730284_x_at,11754832_a_at,11739467_a_at,11721342_a_at,11718297_a_at,11721465_a_at,11717209_s_at,11715462_x_at,11754775_s_at,11727138_a_at,11723669_s_at,11741172_a_at,11743116_s_at,11754599_a_at,11740553_a_at,11733938_x_at,11734501_a_at,11732131_x_at,11740206_x_at,11739438_at,11756341_a_at,11716652_a_at,11731281_a_at,11734529_x_at,11741351_s_at,11724678_a_at,11755404_a_at,11715922_x_at,11727112_a_at,11726217_a_at,11720755_at,11753198_a_at,11723094_a_at,11716155_s_at,11741519_s_at,11757926_s_at,11739272_x_at,11718724_at,11738800_a_at,11728333_a_at,11742418_a_at,11720392_at,11733802_a_at,11758090_s_at,11739570_at,11763733_x_at,11748160_s_at,11721805_at,11721421_s_at,11752737_a_at,11724224_a_at,11758386_s_at,11748273_a_at,11763456_x_at,11752568_a_at,11715578_s_at,11755506_a_at,11741762_x_at,11716908_a_at,11741062_s_at,11756361_x_at,11739666_a_at,11725383_a_at,11727637_at,11729576_a_at,11716753_x_at,11715466_at,11756316_a_at,11723423_x_at,11715473_at,11718472_s_at,11722216_a_at,11731424_x_at,11741350_a_at,11719911_at,11718699_at,11755020_a_at,11759966_at,11721588_at,11717170_x_at,11718001_a_at,11757190_s_at,11737749_a_at,11748767_a_at,11759205_a_at,11758096_s_at,11749027_x_at,11763557_x_at,11716841_at,11726635_a_at,11758955_at,11758344_s_at,11741316_x_at,11722615_s_at,11724809_at,11719346_a_at,11727593_a_at,11723897_a_at,11719183_a_at,11715487_a_at,11746363_x_at,11717721_s_at,11725338_a_at,11724881_at,11728840_at,11747861_a_at,11723605_a_at,11749750_a_at,11724687_a_at,11748543_a_at,11755070_a_at,11749492_a_at,11753961_a_at,11715461_at,11758281_s_at,11754680_a_at,11725035_s_at,11754930_x_at,11747453_a_at,11740154_s_at,11739407_a_at,11743949_s_at,11741367_a_at,11716511_x_at,11750202_a_at,11726704_x_at,11734859_a_at,11762329_s_at,200021_PM_at,11735695_a_at,11755072_a_at,11724820_a_at,11718584_a_at,11732180_a_at,11729766_x_at,11741435_s_at,11721870_s_at,11754780_s_at,11758212_s_at,11723311_a_at,11757638_s_at,11755424_a_at,11739245_a_at,11716601_a_at,11722725_a_at,11736387_a_at,11729662_x_at,11718679_a_at,11717876_a_at,11720104_a_at,11755412_x_at,11757630_s_at,11723691_at,11715723_s_at,11739330_s_at,11722833_a_at,11743713_x_at,11715524_a_at,11732940_a_at,11749526_a_at,11722022_s_at,11727657_at,11743879_at,11752153_a_at,11743975_a_at,11716181_x_at,11732575_a_at,11719728_s_at,11756694_a_at,11724013_a_at,11740213_a_at,11722810_s_at,11736783_s_at,11746839_a_at,11735249_x_at,11730830_x_at,11743449_a_at,11719718_a_at,11716931_at,11744067_s_at,11748615_a_at,11739271_s_at,11721669_a_at,11756288_a_at,11715843_at,11726782_at,11759498_at,11723344_at,11720763_a_at,11725300_a_at,11720035_s_at,11727257_a_at,11717739_at,11742024_a_at,11726421_a_at,11718062_a_at,11722609_a_at,11720974_at,11720998_a_at,11756746_s_at,11740061_a_at,11723400_a_at,11748747_a_at,11745165_a_at,11749752_x_at,11756571_a_at,11759882_a_at,11716072_s_at,11716435_a_at,11720801_a_at,11740958_x_at,11717265_a_at,11745389_x_at,11721231_a_at,11755076_x_at,11722099_at,11722786_s_at,11748839_a_at,11737388_s_at,11751178_a_at,11722811_s_at,11715837_a_at,11725249_at,11733258_a_at,11761418_x_at,11745440_s_at,11756442_a_at,11752580_a_at,11716633_a_at,11725518_at,11752044_s_at,11729223_at,11749367_a_at,11715513_s_at,11717223_a_at,11745801_s_at,11744156_a_at,11756516_a_at,11755383_a_at,11724004_a_at,11736746_a_at,11754300_x_at,11719900_a_at,11742717_a_at,11748487_a_at,11720498_at,11757569_a_at,11745744_a_at,11731880_at,11716812_x_at,11725073_s_at,11721513_a_at,11739273_at,11752149_a_at,11719844_at,11746309_a_at,11721294_a_at,11747992_a_at,11741191_a_at,11753963_x_at,11755032_s_at,11748532_a_at,11748409_a_at,11750028_a_at,11757843_s_at,11718920_a_at,11730612_a_at,11716845_at,11724645_at,11718171_a_at,11725795_at,11737870_s_at,11739096_s_at,11745188_a_at,11721202_at,11725247_at,11747619_a_at,11719038_a_at,11755179_x_at,11747463_a_at,11745364_a_at,11740708_x_at,11718529_a_at,11739731_s_at,11726358_a_at,11752395_a_at,11721405_s_at,11744452_x_at,11720595_a_at,11729759_at,11751526_a_at,11726341_at,11744180_a_at,11735283_a_at,11759088_at,11757935_x_at,11715531_at,11729226_x_at,11715931_s_at,11745114_a_at,11743129_at,11723893_s_at,11734995_x_at,11727904_s_at,11719167_a_at,11754170_a_at,11739263_x_at,11719495_a_at,11720044_at,11763423_x_at,11722326_at,11728828_at,11728265_a_at,11758924_x_at,11763426_a_at,11758208_s_at,11749469_a_at,11744861_a_at,11726839_s_at,11737525_at,11723402_a_at,11748005_a_at,11736084_a_at,11743596_a_at,11740361_s_at,11746601_a_at,11728945_x_at,11719680_x_at,11729215_x_at,11735713_x_at,11763333_at,11726820_a_at,11755037_s_at,11723737_x_at,11715724_s_at,11718450_at,11721820_a_at,11745421_a_at,11721067_s_at,11727302_a_at,11754451_a_at,11727740_a_at,11746459_a_at,11727513_at,11729227_a_at,11723871_a_at,11718196_x_at,11745018_a_at,11739436_a_at,11728423_a_at,11746461_a_at,11716848_a_at,11752609_a_at,11723778_at,11751549_a_at,11763233_x_at,11763170_s_at,11734994_s_at,11730395_x_at,11754156_x_at,11755503_x_at,11720314_s_at,11747804_s_at,11718587_x_at,11736018_x_at,11746223_a_at,11748622_s_at,11753512_s_at,11719025_a_at,11717947_a_at,11761514_at,11723401_x_at,11725440_a_at,11718559_at,11718600_a_at,11723900_a_at,11716767_at,11724418_a_at,11727598_a_at,11725746_a_at,11758202_s_at,11764146_s_at,11718407_a_at,11740670_a_at,11718384_at,11754712_a_at,11733611_a_at,11755804_a_at,11732899_s_at,11718381_a_at,11717116_at,11734546_s_at,11762452_at,11746300_x_at,11756936_a_at,11757477_s_at,11758325_s_at,11721777_at,11752235_x_at,11756431_s_at,11757883_s_at,11745742_s_at,11731426_s_at,11722900_s_at,11744412_a_at,11716472_a_at,11721340_s_at,11755296_a_at,11758105_s_at,11718121_x_at,11731360_a_at,11759824_a_at,11724858_a_at,11721241_at,11733479_a_at,11745820_s_at,11728925_at,11748140_s_at,11715483_s_at,11724046_a_at,11730433_a_at,11741517_s_at,11760217_a_at,class
GSM3507251,8.321125,7.450159,4.699669,9.523532,7.705902,5.673154,2.162536,6.041151,10.75204,7.385207,8.461843,9.230789,7.916088,9.428463,7.965228,6.783522,9.618308,9.586418,8.232609,6.083395,7.41563,8.652733,5.19408,10.49363,8.039841,6.547413,5.892215,6.477283,6.360325,6.952541,6.789247,6.455258,7.039629,6.414512,7.739701,6.762813,6.166615,9.357658,9.15358,8.619602,6.445637,7.579285,7.653925,3.702986,8.514828,5.587142,7.918227,3.552476,6.999202,6.477361,3.501578,7.3324,5.232766,7.211343,5.01093,4.129282,6.133927,6.100269,5.208565,5.198853,10.12612,9.473189,3.732788,6.84053,4.62527,4.814035,5.769413,6.653076,5.836695,10.91247,6.564324,8.156808,5.106511,7.5555,9.256689,7.660013,7.2533,4.640687,6.432875,7.577957,7.510386,6.994935,8.440007,7.509666,12.28943,10.95688,5.616358,2.806063,3.157823,9.923574,7.207837,5.381547,8.671894,6.246318,8.86982,5.917058,3.087206,7.684541,4.236782,7.019931,6.80402,6.277891,8.096647,6.81715,10.62447,7.622786,4.908532,7.806715,5.865998,6.493145,8.04461,7.662412,5.066179,9.101439,5.408371,4.16943,5.6585,7.72206,5.264699,7.338914,5.391935,6.619116,5.902162,5.687608,10.76074,8.991707,9.246944,8.405865,6.582211,7.776041,5.373783,7.155554,9.507852,8.194151,6.1227,9.936067,5.633754,6.385234,6.978437,7.911993,7.217688,5.221527,8.254664,10.38666,7.561344,6.791494,7.977001,8.098518,7.216076,8.27248,10.81642,5.575622,6.387065,7.046796,3.369262,4.667301,7.225882,9.587114,10.41159,5.907757,7.407378,7.452216,7.469149,6.630531,9.891636,6.580364,8.356122,7.437918,9.578257,8.749042,7.934546,5.027508,5.070822,4.915402,6.302717,8.042351,8.380983,8.36236,8.288908,7.559517,8.950687,4.367069,4.740671,6.046777,7.078028,4.177643,10.8966,6.784661,7.326727,5.902145,11.61087,5.388953,8.770516,8.272034,8.152384,8.886638,7.225687,4.630375,6.838789,8.200054,7.539616,8.120761,7.962328,8.168234,2.800467,12.03285,8.044912,10.35434,5.015259,6.499579,7.752026,4.886975,9.703982,6.543936,5.250638,8.789424,6.494135,7.872701,8.248996,6.304194,6.378101,9.596515,5.588819,7.403724,6.718519,5.334191,7.899167,6.376225,8.516069,9.092772,10.57738,9.579581,7.067649,6.580673,9.721721,6.565387,5.69284,4.00452,4.049807,6.13211,9.192846,6.065694,7.245708,8.557356,7.427689,8.376938,5.868796,7.789616,8.217323,5.681206,6.12715,7.336467,6.48454,7.480028,8.548321,7.920881,8.089993,6.33058,9.230291,6.276869,6.040972,9.571837,6.778633,7.603245,5.945711,8.142279,3.050387,8.105549,8.208332,5.89691,5.30268,9.642026,6.281925,9.502417,7.246698,8.031743,7.046669,8.012323,9.978194,8.189856,7.992814,7.166748,7.339538,5.231478,9.458901,6.634554,5.690778,5.312081,6.106851,6.331603,5.145894,6.79782,8.243974,8.045163,5.54534,4.508843,6.585866,8.177824,8.39323,8.012908,6.740895,9.872858,7.832067,6.759148,5.55186,7.2684,8.315087,8.153573,4.04817,8.526689,8.796284,6.553938,9.60957,8.555861,7.296597,6.903382,8.853221,3.68044,7.108577,2.788721,7.205452,6.961095,7.41186,7.516042,7.708394,5.595374,5.729543,7.245323,8.488585,4.692314,5.655965,9.623886,6.965806,8.459137,6.00214,8.328986,9.546403,6.974357,7.878769,6.508772,7.914507,7.657719,8.156129,7.353458,6.726557,6.759662,8.186811,5.380642,8.116529,6.192354,8.088849,7.793719,4.936696,6.457725,7.510606,3.470776,6.92242,7.19393,6.107831,6.709703,6.619045,6.998285,5.006163,7.590732,6.689041,8.128046,8.102064,8.415299,3.77981,8.462515,6.990047,6.985889,8.518493,8.483185,8.467904,7.179904,7.046795,10.06167,6.958774,8.383862,5.253254,8.946188,5.417715,4.684057,9.315123,6.959531,9.021963,7.59148,5.155022,7.620996,7.512049,9.235361,11.80404,8.415812,6.881336,8.954391,6.912099,7.436578,4.810402,6.572055,7.334181,8.657158,7.615301,9.672277,7.91958,5.965765,9.343096,6.342536,9.525599,7.360649,5.850767,12.31429,7.050977,6.633918,7.343896,8.498672,8.614662,9.38311,6.875051,4.969224,5.405857,5.735013,8.067945,9.127239,3.461069,6.701857,6.452022,5.616922,8.93574,6.860539,3.178462,7.38342,9.414252,6.472,7.672276,5.765306,7.656924,12.61407,10.97192,6.629795,7.361682,6.097705,7.90641,8.413739,8.049349,8.038479,7.492013,8.992458,9.96966,7.284442,6.552524,6.56539,6.449844,7.634604,7.846169,4.363368,7.144042,5.709318,8.301183,10.02225,8.255241,7.086981,5.347777,7.834176,5.967381,9.094376,7.857025,8.570183,9.444334,3.564289,6.871258,8.081997,10.6431,6.83551,9.606052,5.995849,12.08373,8.35649,8.727583,8.883381,7.282881,6.210341,7.250961,6.063754,10.70779,8.258403,7.268853,4.744173,3.586219,4.808023,5.162165,7.074964,6.413233,5.516275,8.073337,11.58226,7.513523,4.386814,6.158063,5.540449,control
GSM3507252,8.285982,6.267767,5.083256,9.166264,7.515437,4.884813,2.791597,6.621037,10.48866,7.518793,7.829366,8.367022,7.527353,9.084023,7.187289,6.361911,9.384628,10.18157,8.458843,6.16714,7.210811,8.550873,5.45097,10.51553,7.392817,6.595506,4.934797,6.602572,6.260468,6.593624,6.667395,6.37251,7.196606,6.226609,7.891297,6.959074,5.380704,9.318221,8.753481,8.694478,5.983226,7.502264,6.995018,4.013619,7.947226,5.185076,8.581936,4.579048,7.15008,6.979287,4.107169,7.40942,5.18383,7.577295,5.03386,4.395664,5.735761,5.962409,5.595056,6.078233,9.521935,9.368575,2.627776,4.685803,5.048849,5.076477,6.523598,7.003328,6.065416,10.51061,6.344588,8.199888,4.967549,6.830323,9.340878,7.269614,7.555692,4.724144,5.901106,6.964172,8.214766,6.386771,8.485768,6.81949,11.36801,9.926418,5.619765,2.917388,4.135565,9.007761,7.351538,5.813973,8.287384,6.184994,8.76062,5.37772,3.525552,6.845319,4.275127,6.658647,7.474318,5.620863,7.276333,6.428452,8.908142,8.145779,6.297282,8.186928,4.443902,6.008185,8.427396,8.329819,5.769756,8.340931,4.984378,4.119632,5.877577,7.846498,5.737268,8.894677,5.617705,6.587274,6.121395,4.663905,9.642605,8.167032,8.472171,7.734167,5.967401,7.712713,5.74214,7.342288,9.038651,7.815872,5.696649,10.72415,5.960333,6.001682,6.999454,7.130695,7.109249,5.425815,8.922019,9.189816,5.1857,6.322719,7.560296,7.363435,7.067196,9.327426,10.05887,6.403661,6.361878,7.570303,3.441378,5.08357,6.898919,9.757839,10.5337,5.931967,7.124691,7.772329,6.474036,5.753167,9.847363,6.178421,7.876179,7.313601,10.52698,8.46708,6.317422,4.999284,5.264835,4.828548,5.568106,7.957072,8.412197,7.660283,7.860757,7.269392,7.872241,4.822172,5.135974,6.32904,5.816911,4.851212,10.42982,5.914835,7.075692,6.222997,11.32742,5.886873,8.386927,7.541707,8.342857,8.60306,6.231004,5.248352,7.666619,9.26069,8.180933,6.918156,6.749574,7.585796,3.977523,11.62258,7.738575,9.84341,4.604249,6.090299,8.22978,4.752917,9.452919,6.300582,5.834646,8.461798,6.554259,8.489678,7.861521,5.402772,6.355842,9.015712,5.647253,7.127613,6.97371,3.385947,6.773877,5.94083,7.597175,8.319844,10.03322,8.270716,6.391062,5.436611,9.7306,6.760726,4.368811,3.966223,4.478029,5.523618,9.089306,6.187977,7.545944,8.274237,8.232779,7.669531,5.30128,7.707633,8.057485,5.716333,5.843081,7.558194,6.723444,6.603633,7.452612,7.483976,7.558415,6.097512,8.076952,6.283782,5.691655,8.812233,5.582682,6.819918,5.861178,8.900961,3.395504,7.80671,9.180431,5.835397,5.668416,9.695743,6.219486,9.38558,6.598304,8.813466,8.148092,7.267633,9.47895,7.68324,8.369106,6.326235,6.924817,5.090122,9.481865,6.147437,5.783142,4.582427,4.917847,5.993741,4.86663,6.560727,7.667155,7.473462,5.18921,4.217031,6.231585,7.920139,8.002176,7.110186,5.545857,9.524922,7.318046,7.367069,5.093266,6.810225,8.201586,7.53195,4.674411,8.180491,8.612514,7.07535,9.310658,8.365702,7.497525,6.845893,9.150546,4.856435,7.613181,2.892035,6.638311,6.768681,7.402654,6.863097,7.77426,5.01594,5.253822,7.404391,8.342548,4.22092,6.228036,10.38088,7.716346,7.872386,5.033871,7.81423,9.025333,7.226422,6.479145,7.143843,7.31902,6.44485,8.735032,7.373714,6.975208,6.110476,7.302617,5.598454,7.563914,6.402985,7.521029,8.221855,4.719501,6.24403,7.855804,3.628411,6.842539,6.628189,5.564998,6.710402,6.16561,5.578606,4.851311,6.682642,6.331486,6.614154,7.044778,7.787423,3.978479,7.975204,5.243121,7.389922,8.578318,7.788908,8.580961,6.63018,7.827203,10.51966,6.739445,7.360094,4.524672,8.53305,4.837445,3.666593,9.019038,7.466425,8.689516,7.255848,3.54497,7.877692,6.727915,8.746049,10.48018,7.696958,7.500273,8.22562,7.641848,6.566737,4.673493,5.982122,7.250697,7.844477,6.668163,8.619926,7.340862,4.779966,8.130141,7.015033,9.16153,7.486992,6.050772,11.98427,6.467547,5.312426,6.253442,8.016892,7.942991,8.488221,6.945261,5.01795,5.425135,4.688676,7.959219,9.028412,4.217076,6.459269,6.824528,5.347074,8.920934,7.789026,2.638319,6.175236,9.301559,6.567518,7.700099,5.633624,7.206404,12.3873,10.6672,6.136969,6.612174,7.057953,6.495377,9.158736,6.974356,7.767545,7.237809,8.649996,9.386147,7.393279,6.247133,6.266324,6.086267,7.645031,6.900908,5.09057,7.493401,5.612222,7.169374,10.40464,7.676906,5.373208,4.777776,7.264286,7.282668,8.953382,7.975522,8.171148,10.50989,3.137873,7.067871,6.977534,9.936719,7.126775,9.593337,5.920525,11.68692,6.900209,8.709167,9.93073,7.460593,6.253149,6.788535,6.446253,10.81259,7.845498,6.174463,4.737244,4.252974,4.561026,3.308206,6.595777,5.828025,6.208296,7.42851,11.39609,6.373493,4.423845,5.880271,5.6102,control
GSM3507253,8.314295,5.409785,4.884161,8.980405,7.609935,5.005394,2.701902,6.214128,11.05618,7.786637,7.605256,8.41467,7.838542,9.25584,7.239088,6.431674,8.921156,10.46625,8.166051,6.964792,7.145116,8.553151,5.543346,10.77277,7.450757,6.348527,4.225005,5.844117,5.5466,6.507863,6.510516,6.775049,6.737009,6.166544,8.38989,7.364279,5.545653,9.465409,8.657999,9.259841,5.798552,7.481802,7.450822,3.66873,8.166746,4.863895,8.124924,4.05598,7.128358,6.964256,4.120108,8.01294,4.915463,8.051066,4.949813,4.31022,5.984781,6.288979,5.218808,5.635913,9.602789,9.963612,4.240418,4.898113,4.999219,4.85091,6.248185,6.716921,5.969116,11.01934,6.196079,8.435409,5.313422,7.197567,9.598798,7.186559,7.918153,4.357631,6.044977,7.145427,8.406716,6.497121,9.039105,7.441877,11.51003,10.13464,6.116532,2.733394,4.230979,9.392517,6.794025,5.456543,8.508522,6.438868,9.264255,5.545305,3.42408,7.355375,4.517953,6.57085,7.867632,5.844117,6.932156,6.2345,8.769091,8.400131,6.149323,8.178293,4.14425,6.179169,8.281433,8.963877,5.202594,8.660809,5.381701,4.582581,6.446718,7.98245,4.958649,9.111961,6.013176,6.624828,6.146724,5.444393,9.876211,8.687761,9.429158,7.693481,5.96632,8.103308,5.612477,7.301234,9.180097,8.37844,6.050283,10.78386,6.095019,5.713544,6.73741,7.767307,7.131805,5.490462,8.673625,9.500728,5.500705,6.810828,7.416823,7.850798,7.083027,9.612012,10.08592,6.525774,6.030264,6.999609,3.938045,4.860877,7.08376,9.449395,11.36436,6.644976,7.558558,7.904863,6.419659,6.507714,10.09486,6.321664,7.650919,7.519192,10.73595,8.80213,8.707601,5.607242,4.883601,5.039991,5.864454,8.329704,8.683672,7.647274,8.027552,7.306172,8.17753,5.065114,4.959287,6.108673,6.646568,4.499095,9.881683,6.278749,7.206128,6.600652,10.25118,5.883001,8.853683,8.286323,7.849397,8.845985,7.1489,5.341979,7.536798,9.356021,8.047501,7.763013,7.171377,7.24076,4.085768,11.77836,7.977116,10.2655,4.774629,6.237659,8.582802,4.529075,9.878913,5.708808,5.70512,8.217036,6.275383,7.532573,7.921374,5.562938,6.780307,10.0549,5.760312,6.799204,6.816887,3.810516,7.910467,6.01642,7.916745,8.431686,9.899914,8.239116,6.781404,6.415762,9.963057,6.881972,5.162591,3.587496,4.346022,4.981382,9.11565,6.19102,7.329682,8.129048,8.324213,7.96287,5.766191,8.079488,8.423427,6.508932,5.269013,7.197692,6.683596,6.856472,7.856654,7.677794,7.562035,6.900128,8.597933,5.74444,5.688753,9.009745,6.047479,6.642722,5.986299,8.825919,2.901851,7.658618,9.161985,5.039809,5.965414,10.00433,6.241604,9.341572,6.864742,8.783041,8.319949,7.640421,9.651707,8.270237,8.259602,6.953784,7.133945,4.832652,9.881088,6.233723,5.955852,5.194329,5.083029,6.210749,4.981382,6.905063,8.477471,7.361588,5.104319,5.005951,6.350478,8.056984,8.388874,6.968807,5.669376,9.688054,7.600847,6.93164,5.213529,6.879383,8.782678,7.160096,4.716816,7.800219,8.508793,6.981616,9.410856,8.407982,7.740847,6.617835,9.435026,4.624608,7.675592,2.553037,6.492136,6.697704,7.518319,7.050146,7.842461,4.629998,5.225536,7.375899,8.823877,4.453263,6.653104,9.36919,7.924188,8.131944,5.814814,7.550353,8.992799,7.625057,6.701874,6.82151,7.27982,6.100751,8.668812,7.900598,7.080425,6.504236,7.910517,5.825295,7.269454,6.309246,7.55666,7.987864,4.904124,5.986299,7.955504,3.819489,6.94993,6.429242,5.346116,6.389494,6.201535,6.237238,4.528651,6.577031,6.282125,7.780053,7.751192,8.230237,4.367092,8.117275,5.88069,7.194787,8.826925,7.50846,8.438097,7.64559,8.006872,10.24736,7.200005,7.323737,4.354129,8.826402,4.897442,4.297328,8.691551,8.320162,9.152655,7.855304,4.55114,7.763013,7.777559,8.617643,10.64555,7.711299,7.534368,7.500467,6.961326,6.91067,4.080295,6.191778,7.624027,8.463891,6.583192,9.082571,7.453878,5.65192,8.302027,7.018008,9.844893,7.092284,6.021894,12.04399,5.950588,6.320688,7.255363,8.284312,8.442546,8.212309,7.657061,5.546174,4.538848,4.74862,7.891202,9.455983,4.673699,6.681901,7.310413,5.404894,8.857187,7.811916,2.62735,7.053703,9.680387,7.042152,7.246581,6.239718,7.540926,12.41087,11.06949,5.834046,6.629985,7.337801,7.322026,9.339964,7.155992,7.672214,7.420507,8.56591,9.748951,7.86091,6.103348,6.27982,6.283458,7.59972,7.231499,5.079284,7.262391,5.381185,8.060168,10.4208,7.461804,5.698953,4.341584,7.243803,6.946629,8.511672,7.851422,7.977752,10.69701,3.405716,7.558092,7.401606,10.26822,6.74089,9.369648,5.769234,11.32477,7.19536,8.87709,10.18536,7.865733,5.90747,7.076715,6.569805,10.44584,8.253178,6.479235,5.210679,3.387274,4.911949,3.606077,6.120371,6.802336,6.878193,8.031466,11.54109,7.328194,4.263236,6.229721,5.803885,control
GSM3507254,7.816289,4.36881,5.077928,9.203881,7.544658,5.588475,2.521392,6.441466,10.52658,7.486472,7.562757,8.499228,7.934577,8.800245,7.169655,6.132915,9.435068,10.13227,8.361205,5.955921,7.127956,8.562141,5.39234,10.61528,7.463842,6.540267,4.686443,6.169371,5.682981,6.492369,6.375726,5.937726,6.912529,6.104755,8.255463,7.091443,5.37182,8.886039,8.294178,9.08857,5.622202,7.284709,7.144168,3.504683,8.253588,5.312935,7.952057,4.122909,7.253632,6.895968,3.894049,7.584258,4.855088,7.078617,4.590527,4.388086,6.103753,6.261186,4.883005,5.662856,9.638246,9.71277,3.593352,4.807113,4.828924,5.243166,6.61881,6.458015,5.668448,10.63927,6.016768,8.428543,4.424148,7.000703,9.504419,7.031284,7.180366,4.114119,5.612015,6.767423,8.276626,6.025684,8.222593,7.045158,11.29309,10.56175,5.96177,2.72711,4.144697,9.766562,6.902603,5.45153,8.374022,6.073499,8.458283,6.03427,3.506817,7.588031,4.109626,6.400241,7.341541,5.712595,6.963392,6.308771,8.591897,7.889103,6.606288,8.588097,4.35643,5.980027,7.949,8.865616,5.881921,8.786089,5.359157,4.42208,5.894221,7.487691,4.745376,8.738244,6.090788,6.786203,5.812368,4.888213,9.338383,8.439991,9.146502,7.003482,5.375432,7.799239,5.904633,7.142087,9.054269,7.918869,6.330006,10.24079,5.837042,6.006392,7.204669,8.330719,7.156991,5.592141,8.105523,9.010553,6.967706,6.705061,7.321126,7.037603,7.128406,9.442129,10.14713,6.45741,5.77936,6.968999,3.889446,4.582431,7.146229,9.262967,10.77212,5.828697,7.257349,7.36062,6.319165,5.674736,9.645244,5.857096,7.462953,7.212501,10.2395,8.071828,8.579391,5.251484,4.830375,4.964952,5.980027,7.74885,8.075716,7.188616,7.939842,7.141546,7.415065,4.628168,4.326457,6.572542,6.628238,5.231126,9.70792,5.912175,6.630012,6.109132,11.18228,5.609459,8.515532,7.095002,7.695494,8.798785,6.549321,5.517399,6.697782,8.971281,8.13026,7.222117,6.992354,7.012032,3.641414,11.69792,7.60433,9.45569,4.610596,5.840385,8.23689,4.530156,9.583901,5.667475,5.350079,7.951359,6.161606,6.780159,7.705473,6.256699,6.248391,9.638067,5.551475,6.281644,7.045524,4.014068,8.046318,5.416244,7.365909,7.789688,9.965573,8.17104,6.357431,5.01518,9.782719,7.079152,5.207631,3.799827,5.046245,5.100539,9.100468,6.344312,7.481953,8.112671,7.725947,7.127451,5.379849,7.724813,8.276951,6.017354,5.484623,7.567726,6.223163,6.133364,7.695645,7.583153,7.086843,6.658779,8.555452,5.624767,5.857025,7.983765,4.727246,6.133502,6.031799,8.407597,3.635685,7.646603,9.129579,5.224074,5.806687,9.923178,6.049633,8.923992,6.678205,8.803954,8.400627,7.527926,9.604466,8.079557,8.610405,6.969663,7.031642,5.210092,9.746998,6.035982,5.772696,4.922786,4.031427,5.876592,4.351299,6.144537,8.004535,7.083566,4.757349,4.242469,6.188506,7.644972,7.865066,6.500553,5.537282,9.495997,7.458292,7.0826,4.757176,6.832165,8.550876,7.121078,4.360984,8.205827,8.361154,6.572152,9.401011,8.351007,7.45371,6.560997,9.586675,5.211979,7.985438,2.937986,6.214843,5.910242,7.6738,6.663929,7.662277,4.553291,4.998381,6.982642,8.552614,4.514469,6.424364,9.204346,7.450345,7.611703,5.523919,7.757051,8.615452,7.68908,6.672,7.068718,6.627808,6.431902,8.481726,7.322553,6.888335,6.33902,7.472326,5.820242,7.146362,5.944858,7.437919,8.200954,4.992806,5.874816,8.030119,3.73365,6.773181,6.753431,5.884529,6.646936,6.284359,5.970243,4.913414,6.4648,6.220376,6.277176,8.020502,8.278294,4.519719,7.532682,5.609459,7.152298,8.782596,7.712269,8.428365,6.012323,7.284994,9.405564,6.782181,7.285623,4.547158,8.450417,4.446923,3.673675,8.750314,8.413922,8.885166,7.184643,4.86698,7.404654,7.639447,7.901696,10.27543,7.364309,7.004293,5.909665,6.649902,7.028701,4.340625,6.245513,7.632686,7.229487,6.41135,8.700241,7.364433,5.393027,8.221739,6.916046,9.160762,7.083139,5.807238,11.709,6.134128,5.451921,6.75311,7.649549,8.083713,8.103863,7.093836,4.940318,4.390158,5.210129,8.150088,9.152808,4.860176,6.424652,6.771336,5.275496,8.539826,7.418138,2.724569,5.45468,9.436538,7.088283,7.232372,5.443247,7.271333,12.25043,10.34209,5.926642,6.357852,7.120085,5.928496,9.427915,7.10312,7.461439,7.264047,9.445739,9.440219,7.626135,5.980027,6.419393,6.187665,7.29208,6.502437,4.526209,6.882527,5.453236,7.393702,10.23047,6.895969,5.068064,4.269963,7.728086,7.160069,8.806118,7.557828,7.224477,10.22061,2.677096,7.404232,6.425014,10.09394,5.698985,8.927296,5.76372,11.08613,7.078313,8.704805,10.09885,7.945707,6.097208,6.662046,6.506539,10.26889,7.867318,6.422689,5.331268,3.498623,4.394223,3.667584,6.564836,6.290985,6.219071,7.692592,10.95453,6.91515,4.103368,6.132782,5.861123,control
