Gene,N_runs,Median_TestAUC,Mean_TestAUC,SD_TestAUC,Median_TestAcc
11715506_a_at,5,0.8148148148148149,0.5851851851851853,0.4909328764334665,0.25
11748747_a_at,5,0.7962962962962964,0.6407407407407407,0.4177147312554573,0.25
11747228_x_at,5,0.7962962962962963,0.5962962962962963,0.46745964373250287,0.75
11726381_a_at,5,0.7962962962962963,0.562962962962963,0.4220028669962876,0.25
11726632_at,5,0.7777777777777779,0.5777777777777778,0.47038495165500804,0.75
11756746_s_at,5,0.7777777777777779,0.5259259259259259,0.4867236000296151,0.75
11723468_at,5,0.7777777777777779,0.6296296296296297,0.40232520337778577,0.75
11758114_x_at,5,0.7777777777777779,0.8148148148148149,0.14344382763731173,0.75
11741103_a_at,5,0.7777777777777779,0.6000000000000001,0.43303250083152656,0.75
11730781_a_at,5,0.7777777777777779,0.5407407407407409,0.5000685824020783,0.75
11741077_x_at,5,0.7777777777777779,0.562962962962963,0.4094226253462364,0.75
11722682_at,5,0.7777777777777779,0.6370370370370371,0.3780681527459213,0.75
11745687_a_at,5,0.7777777777777779,0.6296296296296297,0.3609923831410728,0.75
11716687_x_at,5,0.7777777777777779,0.6666666666666667,0.2844868795506892,0.75
11746601_a_at,5,0.7777777777777779,0.5777777777777778,0.37092550988308987,0.75
11740154_s_at,5,0.7777777777777779,0.6074074074074074,0.37915507828354744,0.75
11755766_x_at,5,0.7777777777777779,0.6074074074074074,0.28279420990846044,0.75
11724037_at,5,0.7777777777777779,0.6814814814814815,0.26912447591977706,0.75
11731676_s_at,5,0.7777777777777779,0.6740740740740742,0.23773046719824018,0.75
11723979_s_at,5,0.7777777777777779,0.6518518518518519,0.3690717975808329,0.75
11724172_s_at,5,0.7777777777777779,0.6222222222222222,0.36514837167011077,0.75
11754627_s_at,5,0.7777777777777779,0.6592592592592592,0.39056078004337974,0.75
11746972_a_at,5,0.7777777777777779,0.6666666666666667,0.4157397096415491,0.6666666666666666
11720503_a_at,5,0.7777777777777779,0.7666666666666667,0.2205181577274696,0.5833333333333334
11719548_s_at,5,0.7777777777777779,0.6592592592592593,0.3716644060533956,0.4166666666666667
11763266_at,5,0.7777777777777779,0.562962962962963,0.5053893363975018,0.25
11718196_x_at,5,0.7777777777777779,0.762962962962963,0.3027083961733711,0.25
11740708_x_at,5,0.7777777777777779,0.6518518518518519,0.35965995218696933,0.25
11726421_a_at,5,0.7777777777777779,0.5666666666666668,0.36748879026976716,0.25
11726166_at,5,0.7777777777777779,0.6666666666666667,0.33742346589423333,0.25
11721231_a_at,5,0.7777777777777779,0.6592592592592593,0.33477056410301237,0.25
11726634_a_at,5,0.7777777777777779,0.6518518518518519,0.36439626299996575,0.25
11728944_a_at,5,0.7777777777777779,0.6370370370370371,0.2788866755113586,0.25
11716753_x_at,5,0.7777777777777779,0.6555555555555557,0.37304589169616315,0.25
11760333_x_at,5,0.7777777777777779,0.6592592592592592,0.28736540357438256,0.25
11747655_a_at,5,0.7777777777777779,0.6148148148148149,0.4095901126207186,0.25
11755323_x_at,5,0.7777777777777779,0.6074074074074074,0.33497537939540784,0.25
11720360_a_at,5,0.7777777777777779,0.6370370370370371,0.3575561003302865,0.25
11739989_a_at,5,0.7777777777777778,0.6333333333333334,0.33188987877362747,0.75
11758635_s_at,5,0.7777777777777778,0.6518518518518519,0.37092550988308987,0.75
11721027_a_at,5,0.7777777777777778,0.6370370370370371,0.2837626860648586,0.75
