@RELATION univariate_ann

@ATTRIBUTE 11725813_at NUMERIC
@ATTRIBUTE 11720493_s_at NUMERIC
@ATTRIBUTE 11720739_s_at NUMERIC
@ATTRIBUTE 11756361_x_at NUMERIC
@ATTRIBUTE 11720866_a_at NUMERIC
@ATTRIBUTE 11754831_a_at NUMERIC
@ATTRIBUTE 11743865_s_at NUMERIC
@ATTRIBUTE 11754832_a_at NUMERIC
@ATTRIBUTE 11757379_a_at NUMERIC
@ATTRIBUTE 11718185_a_at NUMERIC
@ATTRIBUTE 11759144_at NUMERIC
@ATTRIBUTE 11734995_x_at NUMERIC
@ATTRIBUTE 11757243_s_at NUMERIC
@ATTRIBUTE 11752266_a_at NUMERIC
@ATTRIBUTE 11722270_at NUMERIC
@ATTRIBUTE 11753961_a_at NUMERIC
@ATTRIBUTE 11717762_a_at NUMERIC
@ATTRIBUTE 11724678_a_at NUMERIC
@ATTRIBUTE 11754946_a_at NUMERIC
@ATTRIBUTE 11736575_x_at NUMERIC
@ATTRIBUTE 11751544_a_at NUMERIC
@ATTRIBUTE 11717836_a_at NUMERIC
@ATTRIBUTE 11719307_a_at NUMERIC
@ATTRIBUTE 11725180_a_at NUMERIC
@ATTRIBUTE 11747203_x_at NUMERIC
@ATTRIBUTE 11754197_x_at NUMERIC
@ATTRIBUTE 11732135_a_at NUMERIC
@ATTRIBUTE 11756077_a_at NUMERIC
@ATTRIBUTE 11729215_x_at NUMERIC
@ATTRIBUTE 11715676_s_at NUMERIC
@ATTRIBUTE 11749027_x_at NUMERIC
@ATTRIBUTE 11753127_a_at NUMERIC
@ATTRIBUTE 11715524_a_at NUMERIC
@ATTRIBUTE 11725789_at NUMERIC
@ATTRIBUTE 11716612_a_at NUMERIC
@ATTRIBUTE 11729593_at NUMERIC
@ATTRIBUTE 11757300_s_at NUMERIC
@ATTRIBUTE 11763217_x_at NUMERIC
@ATTRIBUTE 11724357_a_at NUMERIC
@ATTRIBUTE 200021_PM_at NUMERIC
@ATTRIBUTE 11722900_s_at NUMERIC
@ATTRIBUTE 11733611_a_at NUMERIC
@ATTRIBUTE 11741278_a_at NUMERIC
@ATTRIBUTE 11720600_a_at NUMERIC
@ATTRIBUTE 11749275_a_at NUMERIC
@ATTRIBUTE 11719308_a_at NUMERIC
@ATTRIBUTE 11727740_a_at NUMERIC
@ATTRIBUTE 11730788_a_at NUMERIC
@ATTRIBUTE 11746459_a_at NUMERIC
@ATTRIBUTE 11731521_at NUMERIC
@ATTRIBUTE 11745779_a_at NUMERIC
@ATTRIBUTE 11715926_s_at NUMERIC
@ATTRIBUTE 11741660_a_at NUMERIC
@ATTRIBUTE 11721513_a_at NUMERIC
@ATTRIBUTE 11721703_s_at NUMERIC
@ATTRIBUTE 11755153_a_at NUMERIC
@ATTRIBUTE 11722387_at NUMERIC
@ATTRIBUTE 11731874_x_at NUMERIC
@ATTRIBUTE 11758105_s_at NUMERIC
@ATTRIBUTE 11727913_a_at NUMERIC
@ATTRIBUTE 11725461_s_at NUMERIC
@ATTRIBUTE 11745421_a_at NUMERIC
@ATTRIBUTE 11720644_a_at NUMERIC
@ATTRIBUTE 11741275_a_at NUMERIC
@ATTRIBUTE 11754863_s_at NUMERIC
@ATTRIBUTE 11718568_a_at NUMERIC
@ATTRIBUTE 11723179_a_at NUMERIC
@ATTRIBUTE 11728838_a_at NUMERIC
@ATTRIBUTE 11736333_at NUMERIC
@ATTRIBUTE 11719798_s_at NUMERIC
@ATTRIBUTE 11728858_at NUMERIC
@ATTRIBUTE 11727172_at NUMERIC
@ATTRIBUTE 11750028_a_at NUMERIC
@ATTRIBUTE 11722258_at NUMERIC
@ATTRIBUTE 11724645_at NUMERIC
@ATTRIBUTE 11726704_x_at NUMERIC
@ATTRIBUTE 11722752_a_at NUMERIC
@ATTRIBUTE 11724493_s_at NUMERIC
@ATTRIBUTE 11722225_a_at NUMERIC
@ATTRIBUTE 11732823_s_at NUMERIC
@ATTRIBUTE 11717837_x_at NUMERIC
@ATTRIBUTE 11723691_at NUMERIC
@ATTRIBUTE 11758669_s_at NUMERIC
@ATTRIBUTE 11755086_x_at NUMERIC
@ATTRIBUTE 11728555_s_at NUMERIC
@ATTRIBUTE 11744896_a_at NUMERIC
@ATTRIBUTE 11724005_s_at NUMERIC
@ATTRIBUTE 11716765_s_at NUMERIC
@ATTRIBUTE 11722107_at NUMERIC
@ATTRIBUTE 11731425_at NUMERIC
@ATTRIBUTE 11720345_a_at NUMERIC
@ATTRIBUTE 11719367_a_at NUMERIC
@ATTRIBUTE 11759416_x_at NUMERIC
@ATTRIBUTE 11757477_s_at NUMERIC
@ATTRIBUTE 11722834_x_at NUMERIC
@ATTRIBUTE 11752689_a_at NUMERIC
@ATTRIBUTE 11716449_a_at NUMERIC
@ATTRIBUTE 11720998_a_at NUMERIC
@ATTRIBUTE 11732131_x_at NUMERIC
@ATTRIBUTE 11725073_s_at NUMERIC
@ATTRIBUTE class {SONFH,control}

@DATA
7.875426,9.504213,8.494108,6.513124,7.356549,6.893177,7.640386,6.566737,8.789103,5.569018,8.859610,8.217321,7.444085,8.510697,9.431467,7.384784,9.834111,8.506067,6.496471,5.774735,8.489090,10.129870,7.628809,8.097452,7.088266,5.672449,6.962048,8.143029,6.873474,8.242554,7.134811,5.860349,11.156510,8.254995,6.990152,6.788713,10.179720,6.317566,7.323718,12.350230,8.237066,9.293729,6.358745,9.417471,7.912963,6.515896,8.087911,10.590260,6.178644,6.944214,4.614508,8.052155,10.396340,9.087257,7.018954,7.529732,8.641540,5.155006,9.211915,8.641846,6.961330,8.421974,9.303102,4.236027,7.556223,8.089336,7.851117,6.498835,6.216163,7.950431,7.426460,4.938334,8.602874,4.121682,7.444044,7.823590,7.954603,7.593016,8.302685,5.001419,9.740449,9.934536,8.302606,8.382421,4.832527,8.041201,10.682230,10.067820,7.501144,11.695530,9.627067,8.526621,4.599351,10.975380,7.202229,6.524261,7.166028,9.439993,9.482773,7.618498,SONFH
8.141576,10.030240,9.226085,6.876479,7.210435,6.573769,7.858333,6.679080,9.578898,5.561942,8.564416,8.652489,8.362701,8.369186,10.043180,7.029945,8.991001,8.453867,6.621305,6.044458,8.755416,9.361707,7.594585,7.907023,7.752206,5.459992,7.230401,8.829001,6.674294,8.002508,7.416223,5.409904,11.460230,7.208161,7.663522,6.922367,9.880347,6.284365,6.672001,12.491880,8.181003,8.775195,6.574675,9.475842,7.465117,5.915624,7.602551,10.652700,5.952609,6.827261,4.893587,9.081528,9.835410,9.011791,7.084697,7.607637,8.756291,5.465222,9.124850,8.985453,7.214034,7.799893,8.849190,3.776850,7.412539,7.799573,7.733227,7.066538,6.877310,8.063075,6.665473,4.711674,7.762300,4.005614,7.181509,7.536071,7.897951,7.523965,8.381419,4.382175,9.004772,9.312564,7.785421,8.248409,4.486855,8.549171,10.454830,9.746727,7.470389,11.835000,9.989044,8.580243,5.104526,11.192720,7.129520,6.152547,7.809021,9.283384,10.266480,7.948265,SONFH
7.403821,9.238935,8.562980,6.659026,7.211840,6.679171,7.971907,6.488019,8.817678,5.194899,8.740775,8.251106,7.558172,8.282917,9.391264,6.183393,10.184310,8.847819,6.786344,6.076948,8.171887,10.720340,8.072205,8.339977,7.374946,5.893150,7.131297,7.846399,6.259141,8.177601,7.412395,5.744718,10.728240,8.068450,7.276517,6.885940,10.226000,5.473304,6.721090,12.250410,8.052791,9.171336,6.501809,9.541388,7.598941,6.519360,8.273389,10.772120,6.183846,6.836462,4.318249,8.286670,10.059750,8.750904,6.778558,7.320031,8.449435,5.106245,9.050602,8.520706,6.912879,8.285333,9.193531,4.028235,7.251908,7.264864,7.954376,6.277125,6.737078,8.722684,6.524708,5.384778,8.661390,3.953923,7.662810,7.912905,8.202097,7.368588,7.893939,4.537195,10.303290,10.166080,8.289145,7.884447,4.697574,7.751656,10.696370,9.728348,7.530699,10.807560,9.547277,8.164636,5.124049,10.913000,6.996904,6.178375,7.542471,9.664390,9.484677,7.966724,SONFH
7.164549,9.047409,8.279549,6.363978,6.947764,6.633478,8.037062,6.301594,8.637918,5.253983,8.751945,7.964998,7.291188,8.221005,9.176970,6.631104,9.335537,8.427665,6.446532,5.537056,8.098106,10.291530,7.447749,7.706807,7.060900,5.562937,6.816704,8.069608,6.393025,7.857161,6.824448,5.687712,10.769490,7.634298,6.806712,6.774816,9.880344,6.002140,6.882687,12.101780,8.166620,8.414699,6.299048,8.756067,7.555483,6.305876,7.806356,9.928876,5.678436,6.609471,4.508924,7.691022,9.856201,9.021479,6.157260,7.422162,8.801979,5.145408,8.188537,8.074839,6.699006,8.221132,9.122987,4.203539,7.365130,7.534051,7.323256,6.208277,6.536683,7.793361,7.272471,4.730414,8.280864,4.524016,7.112738,7.892813,7.477352,7.474882,7.924274,4.971493,9.868237,9.574239,8.088335,7.726117,4.732552,7.848307,10.169680,9.461940,6.912067,11.490190,9.514947,8.283861,5.058970,10.747930,7.376582,5.693203,7.111662,9.342627,9.518445,7.721189,SONFH
8.155538,10.169010,8.920455,6.575626,7.685016,6.916117,7.697733,6.452776,9.454510,5.482529,9.332997,8.477476,8.300408,8.620265,9.926079,8.180485,9.580446,8.410009,6.529536,6.062044,8.435618,10.165220,7.364014,7.774399,7.466766,5.847610,7.346329,8.920268,6.544989,8.503155,7.127809,5.900449,11.303630,7.697769,7.139813,6.824554,10.042510,5.648698,7.238688,12.452970,8.949833,8.611962,6.904133,9.276564,8.361362,6.242536,8.569627,10.629380,5.847686,7.121998,4.902407,8.359550,10.117640,9.704119,6.974435,8.072259,9.222364,5.283388,9.357981,9.050840,7.179522,8.597770,9.915871,4.117818,7.907769,8.171317,7.857663,7.401545,6.973924,7.968425,7.723968,4.500100,8.017879,4.102360,7.253090,7.720647,7.902319,7.840263,8.937266,4.731749,9.863018,9.794095,7.844426,8.082235,4.854169,8.566773,10.353750,10.289070,7.254827,12.529640,10.077360,9.230705,4.917655,11.277610,7.729778,6.067720,7.329583,9.619144,10.186070,8.279098,SONFH
8.011526,9.845533,8.995655,6.638000,7.386886,6.948826,7.609879,6.325402,9.261312,5.389126,8.897678,8.918395,8.229910,8.485353,9.603988,7.825675,8.882436,8.031056,6.491737,6.041864,8.412918,9.100122,7.012450,7.816623,7.277890,5.825232,7.378479,8.698558,6.547688,8.042205,7.202257,5.800782,10.843900,7.578215,7.120001,7.207189,9.920586,6.226992,6.933632,12.253450,8.738108,8.678004,6.820271,9.310118,8.197040,5.638699,8.009563,10.251890,5.971902,6.877204,4.874783,8.311246,10.157000,9.461976,6.627505,7.944048,9.039023,5.363354,9.236460,8.816792,7.241378,8.131584,9.517341,4.064400,7.700212,7.994891,7.683596,6.687220,6.724724,7.908663,7.760673,4.639518,8.048523,4.232879,7.211946,7.879530,7.938726,7.795095,8.728269,4.787493,8.816289,9.453127,7.853259,8.320155,5.272852,8.398978,10.471200,9.976910,7.369219,12.150310,9.936536,8.633702,5.086629,11.093070,7.468768,5.838352,7.535182,9.523581,10.172460,8.230256,SONFH
6.990666,8.526999,8.280076,6.436934,6.466954,5.819394,7.080796,6.248219,8.129995,5.022483,8.192649,7.922503,7.074677,7.988357,8.593550,6.176591,8.333262,8.273737,6.430625,4.290393,7.302798,9.522610,6.647883,7.301647,6.899240,5.249646,6.750305,7.535758,5.549304,7.399701,6.122464,5.149782,9.805217,6.854870,6.762134,6.947139,9.175106,5.599346,6.096179,11.530220,7.235069,7.444011,5.781246,8.654886,7.112957,5.590738,7.065564,9.267594,5.289357,6.326111,3.961401,7.714527,9.470074,8.278300,5.969392,6.977861,7.985312,4.153367,7.825539,8.000645,6.270334,7.370752,8.254413,4.136836,7.208814,6.709359,6.775723,5.668903,6.261044,6.687654,6.341619,4.341822,7.649115,3.402872,6.180935,7.065600,7.154222,7.535994,7.038370,4.148605,9.070662,8.765361,6.877749,7.158160,4.765276,7.397137,9.144255,8.863235,6.413110,10.575260,9.001036,7.312079,4.368744,9.894882,6.748209,5.107381,7.099039,8.516264,8.935561,7.424877,SONFH
7.233706,9.405066,8.619897,6.415856,7.145791,6.687636,7.919660,6.236576,8.681231,5.531263,8.710603,8.272151,7.548870,8.070629,9.478820,6.975217,8.794781,7.904554,6.663399,5.426005,7.950514,9.400063,6.775112,7.780005,7.053736,5.505405,7.095832,8.214231,6.276837,7.939608,6.805326,6.047987,10.746830,7.559817,6.930899,6.899434,10.017180,5.659485,6.655995,12.271410,8.401085,8.122554,6.405480,9.229397,8.170501,5.882727,7.699875,9.900755,6.019023,6.729424,4.654195,7.860289,10.358560,9.192580,6.107950,7.441728,8.836553,5.159877,8.664484,8.275425,6.799129,8.154196,9.083081,4.138573,7.674123,7.716561,7.506005,6.143818,6.474375,7.756364,7.325580,4.606497,7.949785,3.967935,7.094228,8.038947,7.636972,7.541564,8.400732,4.871563,9.040579,9.604321,7.859747,7.716320,5.033923,8.259639,10.323420,9.627969,7.075785,11.791540,9.640867,8.342304,4.712582,10.898000,7.395833,5.606501,7.245555,9.270531,9.754488,7.938601,SONFH
7.552092,9.471576,8.482927,6.361448,7.026744,6.553288,7.416334,6.144984,8.739084,5.188995,8.744808,8.167233,7.729318,8.163498,9.293869,7.343925,8.658463,7.902458,6.371995,3.953864,7.917846,9.860402,6.878047,7.103988,7.014392,5.323970,7.039453,8.219610,6.130651,7.958439,6.681901,5.927670,10.429640,7.268306,6.864787,7.012568,9.476587,5.915723,6.388819,12.118590,8.380438,8.041516,6.333412,9.044952,7.575995,5.779568,7.714009,9.717796,6.251270,6.302940,4.478162,8.103917,10.054230,9.066080,6.498545,7.504872,8.832822,4.943021,8.727484,8.573133,6.781949,8.287458,9.013134,3.976219,7.359410,7.608797,7.209651,6.686916,6.638260,7.271033,7.584148,4.510246,7.578860,3.249045,6.831041,7.708499,7.867813,7.796109,8.304800,4.839874,9.421384,9.120461,7.470283,7.745412,5.139280,8.027229,9.844896,9.818324,7.053151,11.805270,9.588193,8.544079,4.769255,10.820420,7.292191,5.388953,7.207690,9.305339,9.705488,7.898211,SONFH
7.445159,9.243071,8.561405,6.813657,7.066485,6.894883,7.636280,6.675035,9.044882,5.445614,8.841155,8.416033,7.728478,8.524652,9.613150,6.692503,9.196657,8.497820,6.765223,5.607320,8.180207,9.877107,7.567408,7.774869,7.455607,5.606244,7.420892,8.103231,6.410867,8.006161,7.077028,5.606156,10.875580,7.683134,7.275725,6.870544,9.913309,5.899871,6.632379,12.365280,7.998618,8.394671,6.710357,9.401073,7.487999,6.141139,7.958348,10.069090,6.370982,6.692666,4.821622,8.117778,10.165050,9.132598,6.273842,7.566967,8.808866,5.340392,8.683904,8.401199,6.852585,8.272290,9.218255,4.378704,7.676656,7.558026,7.828208,6.173194,6.743505,7.968616,7.154086,4.555988,8.221168,4.353799,7.260962,7.625894,7.793792,7.590940,8.506939,4.902566,9.628407,9.582536,7.958520,7.481015,4.869834,7.993051,10.362470,9.774202,7.321668,11.393270,9.694164,8.125645,5.118571,10.831140,7.252009,5.965508,7.346834,9.467434,9.743100,7.947412,SONFH
8.432955,10.411240,9.010737,6.554929,7.718989,7.789870,8.437867,5.822322,9.798498,5.983513,9.107398,8.805244,8.008177,8.871348,10.216820,6.901984,10.029790,8.617052,6.519371,6.311028,7.960099,10.442480,8.155474,8.471626,7.384721,6.231763,7.409295,9.000168,7.011826,8.704760,7.762122,5.974677,12.071960,8.785320,7.016997,6.126521,10.856630,6.065850,7.733084,12.477540,9.443710,9.925177,6.856238,9.123934,8.931572,5.645490,8.351580,11.254050,7.082017,7.451616,5.368709,8.317842,11.102560,9.963140,7.833988,7.840270,8.807194,5.321632,10.277810,9.450447,7.498127,8.962753,10.003860,4.460347,7.652927,9.121945,8.543859,7.955976,7.321713,8.300920,8.436038,5.122908,8.747088,5.012694,8.381163,8.086095,8.375320,8.166012,9.024529,5.963544,9.995283,10.840790,8.503593,7.965121,4.308363,8.905931,11.103820,10.939810,8.045307,12.576010,10.296580,9.072369,5.894969,11.485280,7.108850,6.544408,7.200362,10.024810,10.585600,7.885384,SONFH
7.596931,9.393912,8.747005,6.740976,7.248573,6.789491,7.684319,6.472054,9.065336,5.349678,8.968868,8.571755,7.803606,8.347734,9.552237,6.842639,9.301027,8.523463,6.682086,4.877841,8.101591,9.702789,7.266667,7.936519,7.297073,5.621753,7.214270,8.228493,6.370011,8.010715,6.865425,5.835931,10.976810,7.986799,7.182961,7.046226,9.849206,5.887467,6.696856,12.360070,8.246729,8.364435,6.637120,9.049698,8.029673,5.885751,7.835383,10.122160,6.034061,6.795707,4.902399,8.227356,10.129370,9.198202,6.415516,7.631503,8.738858,5.188921,8.840435,8.491119,6.970501,8.115489,9.065664,4.451982,7.665523,7.527444,7.714598,6.266907,6.431461,7.838226,7.363857,4.394965,8.018428,3.813231,7.073092,7.856872,7.877635,7.723172,8.369569,4.794288,9.344340,9.620257,7.730706,7.794221,4.759016,8.074333,10.113980,9.630974,7.327682,11.711670,9.699347,8.444061,5.108484,11.033540,7.301031,5.580379,7.652085,9.248262,9.800117,7.944683,SONFH
7.528411,9.747814,8.606623,6.643541,7.324302,6.813032,7.456920,6.555787,8.920195,5.342678,8.924475,8.229809,7.651747,8.234821,9.728782,7.205775,9.945619,8.941337,6.576791,5.421121,7.559381,11.034350,7.464350,7.572085,7.398481,5.656070,7.244290,8.309787,6.359661,8.195213,7.178765,5.498967,11.123810,8.056242,7.155845,6.798005,10.299810,5.923508,6.790120,12.465250,8.720312,8.586250,6.579267,9.228015,7.958162,6.291776,7.981218,10.475790,5.789833,6.741885,4.742831,7.914355,10.234910,9.403530,6.361334,7.910233,8.840290,5.126784,8.836402,8.492247,7.150633,8.564156,9.526879,4.142673,7.748703,8.035433,7.521817,6.376041,6.347705,7.984853,7.476830,4.708009,8.282162,4.359232,7.268464,7.794466,7.375394,7.731066,8.408605,4.885088,10.733110,10.016340,8.059896,7.953863,4.995879,8.555034,10.566690,9.643013,6.953672,12.064060,9.621126,8.993735,5.156394,11.081710,7.579844,5.990225,7.372386,9.335715,9.686131,7.571001,SONFH
8.164824,9.808942,8.408052,6.582388,7.350039,7.110575,8.165253,6.349911,9.325604,5.205926,9.102965,8.323446,8.002688,8.546347,9.394452,7.827580,9.746442,8.296271,6.727202,6.122182,8.592857,10.691500,7.496861,7.805428,7.627510,5.896145,7.152188,8.302168,6.781017,8.441517,7.249136,5.917863,11.318810,8.079188,7.072644,6.996281,10.554510,5.723040,7.283042,12.483570,8.833752,8.924582,6.453140,8.943130,8.422565,6.198269,8.361735,10.751140,5.958175,7.135581,5.068795,8.383662,10.262660,9.825731,6.501950,7.910906,9.325050,5.248282,9.335470,8.382876,7.224850,8.690546,9.651821,4.335946,7.878326,7.660058,8.026478,6.901221,6.698392,8.139188,7.768613,5.214873,8.257061,4.241184,7.802834,8.047505,7.718405,7.786098,8.744073,4.943092,10.245920,10.122500,8.191798,7.889462,5.026388,8.415298,10.718700,10.566730,7.562487,12.270810,10.033630,8.691813,5.382051,11.369370,7.749812,5.872148,7.368321,9.736986,10.479150,8.075784,SONFH
7.252080,9.271743,8.503210,6.673115,7.103109,6.829300,7.300763,6.376186,8.790459,5.184250,8.871881,7.757746,7.363226,8.308074,9.880648,6.841464,10.052670,8.658640,6.535645,5.000542,7.980370,10.286370,7.670575,7.439898,7.407506,5.525873,6.835799,7.716875,6.043372,8.023245,7.292178,5.921491,11.392810,7.865646,7.135183,6.895293,10.108850,5.779306,6.716660,12.487900,8.128131,8.426694,6.422961,9.614647,7.391787,6.558431,8.051957,10.176010,5.847871,6.477676,4.667566,7.624681,10.151990,8.896090,6.370163,7.514953,8.563040,5.237353,8.563173,8.309504,6.714498,8.053477,9.129786,4.269623,7.358551,7.639468,7.508504,5.567528,6.271003,7.487670,7.074622,4.806232,8.247156,3.341868,7.208350,7.959990,7.701460,7.713730,8.105350,4.707166,9.794602,9.595425,8.201294,8.056363,5.168242,8.095109,10.510150,9.600368,6.855161,11.124890,9.591278,8.632149,5.227962,11.238250,7.266010,5.642265,7.300293,9.582403,9.634721,7.607474,SONFH
7.379970,9.435194,8.487464,6.560087,7.175537,6.849974,7.907942,6.296542,8.669685,5.418392,8.702318,8.245712,7.532464,8.323483,9.320958,7.497074,9.045812,8.245603,6.509258,5.208914,8.079834,9.989160,6.961359,7.638847,7.143970,5.543359,7.035659,8.118515,6.149384,7.711116,6.833357,5.897124,10.605230,7.693412,6.926301,6.781425,9.995968,5.759440,6.709094,12.203840,8.291896,8.308960,6.550359,9.266440,8.033602,5.916633,7.417674,10.160480,6.104755,6.850386,4.301242,7.873792,10.608270,9.324269,6.414462,7.541021,8.450729,4.913005,8.923564,8.251458,6.661393,8.097174,9.111114,4.111265,7.717120,7.732231,7.709234,6.582932,6.448746,7.875521,7.672881,4.504169,8.073347,3.976072,7.088795,7.774551,7.643488,7.561841,8.072641,4.847413,9.604282,9.523519,7.885808,7.579797,4.851514,7.821798,10.217290,9.909045,7.069356,11.812070,9.657074,8.159214,4.639647,10.860230,7.275706,5.442579,7.019492,9.240374,9.772512,8.023037,SONFH
8.354503,9.916922,8.444268,6.563048,7.229887,6.711081,7.956213,6.617880,9.446583,5.649556,8.886239,8.262240,8.442790,8.342660,9.788803,8.342497,9.316772,8.448576,6.582401,6.627792,8.927488,10.490610,7.550170,7.934778,7.409866,5.924827,7.300068,8.940627,6.774910,8.418884,7.293645,6.037461,10.994470,7.930811,7.286489,6.820680,9.789261,5.767046,6.613090,12.258630,8.680380,8.360806,6.937378,9.321402,8.000707,6.258809,8.170111,10.525000,5.985567,6.512010,4.872913,8.415469,10.087580,9.634972,7.172527,7.679955,9.439338,5.427823,8.911394,8.709375,7.232613,8.514277,9.899139,4.050858,7.825678,7.570103,7.826025,7.704388,6.765967,8.033609,7.884707,5.285029,7.826789,4.173814,7.558331,7.727437,7.840732,7.774629,9.200688,4.888054,10.111330,9.763961,7.681634,7.969403,4.876210,8.402445,10.132990,10.748960,7.854038,12.655490,10.277660,9.126711,5.149627,11.099490,7.715413,6.097800,7.295795,9.957184,10.511540,8.469291,SONFH
7.488577,9.536626,8.614393,6.753649,6.940008,7.004614,7.652967,6.528271,9.006711,5.456977,8.568222,8.341547,7.734660,8.337234,9.573672,7.048382,8.669499,8.055432,6.335430,5.508549,8.707199,9.946262,7.003131,8.131289,7.478267,5.731889,6.997490,8.182436,6.667808,7.982197,7.217099,6.063325,10.874240,7.746930,7.139957,7.086879,10.321440,6.469675,6.492729,12.289570,8.344204,8.631565,6.488918,9.530206,7.839523,5.936204,7.782715,10.070960,6.279162,6.769509,4.915682,8.087568,10.671090,9.481197,6.259177,7.481674,8.675641,5.364847,8.957687,8.400312,6.919529,8.236959,9.248415,3.836253,7.553797,7.667921,7.985882,5.958291,6.314784,7.896168,7.795685,4.296463,8.062521,4.721818,7.587418,7.845265,7.721656,7.448569,8.539624,4.971909,9.559843,9.683120,8.161357,7.687380,4.690382,8.062288,10.626360,9.771520,7.306699,11.812330,9.909229,8.376410,4.443713,11.058010,7.155241,5.697676,7.387339,9.710701,10.061340,8.108997,SONFH
7.788872,9.888657,8.462848,6.513690,7.212812,6.814357,7.926976,6.593850,9.205881,5.263831,9.149988,8.548034,7.888843,8.473851,9.700693,7.602112,9.224592,8.060997,6.412696,5.605831,8.505486,10.123260,6.950020,7.905221,7.146645,5.637517,7.343782,8.435418,6.725025,8.326917,7.238356,5.915900,11.382310,7.733908,6.975758,6.781293,10.522260,6.460121,7.002049,12.387200,8.970260,8.789110,6.739307,9.178439,8.268518,5.799008,7.874615,10.338910,5.942370,6.737056,4.906562,8.187085,10.659710,9.740910,6.395435,7.675379,9.119233,5.265116,9.259602,8.593328,7.163003,8.780422,9.671252,4.185604,7.843687,7.936559,7.863656,7.002766,6.835986,7.916849,8.121604,4.703120,8.327231,4.879691,7.509345,8.028872,7.773837,7.837840,8.729418,4.694562,9.742867,9.905807,8.211298,7.869030,4.975160,8.574735,10.608160,10.068250,7.455556,12.129530,9.937529,8.905992,4.879965,11.291290,7.655023,5.862051,7.325889,9.637092,10.292100,7.898831,SONFH
7.624196,9.506270,8.299607,6.578038,7.250978,6.763156,7.911840,6.275908,9.092013,5.429572,9.110379,8.217206,7.775412,8.416076,9.183477,7.088357,10.026570,9.011060,6.527071,4.939278,8.414310,10.302350,7.505234,8.151170,7.430243,5.713128,7.368961,8.475516,6.776366,8.100859,6.896319,5.690104,11.044740,8.178271,7.081563,6.906506,10.384370,5.707612,6.878957,12.338730,8.372188,8.495298,6.490127,9.318265,8.139372,6.335018,8.176434,10.658130,5.841603,6.690161,4.698931,8.115157,10.379820,9.481478,6.459637,7.615136,8.778436,5.073928,8.923882,8.361046,6.874267,8.452183,9.623849,4.191124,8.064252,7.495121,7.775921,6.428336,6.557631,8.111381,7.771482,4.686030,8.312956,4.920973,7.642169,7.899024,7.786135,7.645115,8.369315,4.828941,9.878102,9.999565,8.290382,7.692481,4.966359,8.097919,10.338170,10.008660,7.072861,11.928440,9.840651,8.378849,5.330853,11.011470,7.477717,5.704393,7.415743,9.315411,10.098700,7.971587,SONFH
7.320574,9.692973,8.944379,7.061182,7.595860,6.364894,7.573920,6.436211,8.932184,5.162147,8.455910,8.125173,7.949273,7.983108,10.003900,7.216980,8.822761,8.856112,6.533552,5.479178,7.668010,10.207500,7.899240,7.591131,7.719761,5.627744,7.288338,8.195963,5.898769,8.018728,7.072518,5.302844,11.104030,7.295370,7.636978,7.188144,9.806461,6.112474,6.712802,12.535590,7.936865,7.978599,6.487356,9.016798,7.283406,5.981627,7.577511,10.176920,5.534682,6.619347,4.872913,8.779944,9.756849,9.028842,6.468940,7.732180,9.306952,4.945127,8.759371,8.574808,6.489823,7.827946,8.819674,4.175802,7.446007,7.267149,7.198684,5.953035,6.456048,7.343414,6.914347,4.681588,7.534847,2.948521,6.504036,7.589657,7.366954,7.801260,8.135960,4.475731,9.916356,9.213687,7.414335,8.138559,5.078995,8.421322,10.183500,9.693539,6.738867,11.768220,9.629432,8.909344,5.066494,10.955720,7.274193,5.735645,7.712908,9.049366,9.383068,8.078719,SONFH
6.950214,8.911393,8.383872,6.642535,7.029320,6.466090,7.207761,6.390071,8.869864,5.240535,8.790639,7.777691,7.434958,8.237907,9.525266,6.535662,9.451743,8.604405,6.599520,5.502457,7.916745,10.143820,7.551092,7.626359,7.309715,5.545763,6.742209,7.429932,5.816353,7.916646,6.681751,5.833457,10.721960,7.874315,7.104603,6.980653,9.759130,5.867328,6.635400,12.330270,8.035990,8.356123,6.615310,8.974400,7.221267,6.422442,7.844534,10.029020,5.911842,6.702225,4.839475,8.044100,9.764524,8.898472,6.083615,7.371079,8.618576,5.004112,8.402989,8.118074,6.739402,8.289924,8.363164,4.159272,7.322193,7.382596,7.690798,5.861395,6.142619,7.670831,7.427898,4.913645,7.999901,3.506275,7.212769,7.741355,7.580451,7.850482,8.058960,4.507265,9.913330,9.571346,7.708368,7.680503,4.879478,7.808213,10.349860,9.364655,7.005087,10.943560,9.397776,8.345128,5.236015,10.772520,6.914151,5.685926,7.499362,9.256256,9.260028,7.663380,SONFH
