sample,11725813_at,11720493_s_at,11720739_s_at,11756361_x_at,11720866_a_at,11754831_a_at,11743865_s_at,11754832_a_at,11757379_a_at,11718185_a_at,11759144_at,11734995_x_at,11757243_s_at,11752266_a_at,11722270_at,11753961_a_at,11717762_a_at,11724678_a_at,11754946_a_at,11736575_x_at,11751544_a_at,11717836_a_at,11719307_a_at,11725180_a_at,11747203_x_at,11754197_x_at,11732135_a_at,11756077_a_at,11729215_x_at,11715676_s_at,11749027_x_at,11753127_a_at,11715524_a_at,11725789_at,11716612_a_at,11729593_at,11757300_s_at,11763217_x_at,11724357_a_at,200021_PM_at,11722900_s_at,11733611_a_at,11741278_a_at,11720600_a_at,11749275_a_at,11719308_a_at,11727740_a_at,11730788_a_at,11746459_a_at,11731521_at,11745779_a_at,11715926_s_at,11741660_a_at,11721513_a_at,11721703_s_at,11755153_a_at,11722387_at,11731874_x_at,11758105_s_at,11727913_a_at,11725461_s_at,11745421_a_at,11720644_a_at,11741275_a_at,11754863_s_at,11718568_a_at,11723179_a_at,11728838_a_at,11736333_at,11719798_s_at,11728858_at,11727172_at,11750028_a_at,11722258_at,11724645_at,11726704_x_at,11722752_a_at,11724493_s_at,11722225_a_at,11732823_s_at,11717837_x_at,11723691_at,11758669_s_at,11755086_x_at,11728555_s_at,11744896_a_at,11724005_s_at,11716765_s_at,11722107_at,11731425_at,11720345_a_at,11719367_a_at,11759416_x_at,11757477_s_at,11722834_x_at,11752689_a_at,11716449_a_at,11720998_a_at,11732131_x_at,11725073_s_at,11757926_s_at,11738519_x_at,11719844_at,11721465_a_at,11745364_a_at,11732329_a_at,11755804_a_at,11758214_s_at,11745724_at,11726492_a_at,11721202_at,11734922_x_at,11741517_s_at,11728265_a_at,11740559_a_at,11746957_a_at,11752737_a_at,11726205_at,11755026_s_at,11724771_x_at,11749984_s_at,11718472_s_at,11723633_s_at,11739232_x_at,11729766_x_at,11719663_s_at,11755020_a_at,11717123_a_at,11743448_s_at,11717952_at,11758608_s_at,11752129_a_at,11728499_x_at,11748160_s_at,11718073_at,11758955_at,11715487_a_at,11716963_a_at,11761552_at,11728347_at,11725229_s_at,11756967_x_at,11734575_a_at,11745313_a_at,11736017_s_at,11738807_s_at,11739467_a_at,11741047_a_at,11750619_a_at,11728059_s_at,11722532_s_at,11743762_at,11717873_x_at,11728740_a_at,11746818_s_at,11739055_x_at,11719686_a_at,11752153_a_at,11729576_a_at,11759727_x_at,11720844_at,11719299_s_at,11718450_at,11721834_a_at,11715424_x_at,11733513_a_at,11716812_x_at,11722259_s_at,11720408_at,11747463_a_at,11732899_s_at,11755009_s_at,11734920_s_at,11727657_at,11738360_x_at,11729442_a_at,11719758_a_at,11745188_a_at,11756288_a_at,11756883_s_at,11731998_s_at,11724820_a_at,11720595_a_at,11715189_s_at,11762329_s_at,11727141_s_at,11737628_a_at,11717722_s_at,11754371_a_at,11733023_s_at,11731423_at,11757106_s_at,11743534_a_at,11755224_a_at,11730394_at,11716908_a_at,11719911_at,11717019_x_at,11718406_s_at,11719347_a_at,11738203_x_at,11718305_a_at,11735741_s_at,11736173_at,11735740_a_at,11732181_x_at,11758593_s_at,11739392_a_at,11754481_x_at,11761516_x_at,11749750_a_at,11743449_a_at,11746456_x_at,11718195_a_at,11744300_at,11754330_a_at,11748615_a_at,11717559_a_at,11721805_at,11718190_s_at,11755506_a_at,11723423_x_at,11739275_x_at,200011_PM_s_at,11725054_a_at,11756467_x_at,11724435_a_at,11742851_x_at,11720104_a_at,11746668_a_at,11747453_a_at,11717337_a_at,11757569_a_at,11740096_a_at,11719889_x_at,11724326_a_at,11751031_a_at,11751164_a_at,11726633_s_at,11752051_a_at,11742208_a_at,11748071_a_at,11723311_a_at,11745769_a_at,11743596_a_at,11757635_a_at,11724056_a_at,11733853_s_at,11754920_s_at,11758237_s_at,11760900_x_at,11740958_x_at,11723465_a_at,11758557_s_at,11739408_at,11750360_s_at,11720010_s_at,11742723_a_at,11723735_a_at,11734546_s_at,11726071_a_at,11718339_x_at,11720747_a_at,11719024_at,11716845_at,11725069_s_at,11728961_a_at,11739438_at,11724643_at,11761116_a_at,11745099_x_at,11754712_a_at,11728375_x_at,11724764_s_at,11718322_at,11734727_a_at,11719038_a_at,11743129_at,11759312_at,11716993_a_at,11755072_a_at,11751356_s_at,11743412_at,11740473_a_at,11750292_x_at,11736123_a_at,11722510_at,11733235_at,11763167_x_at,11724004_a_at,11754419_a_at,11757630_s_at,11730168_s_at,11744452_x_at,11719220_a_at,11757522_s_at,11738183_a_at,11764146_s_at,11729504_a_at,11743816_s_at,11722480_a_at,11720230_at,11756527_a_at,11749526_a_at,11715506_a_at,11748747_a_at,11747228_x_at,11726381_a_at,11726632_at,11756746_s_at,11723468_at,11758114_x_at,11741103_a_at,11730781_a_at,11741077_x_at,11722682_at,11745687_a_at,11716687_x_at,11746601_a_at,11740154_s_at,11755766_x_at,11724037_at,11731676_s_at,11723979_s_at,11724172_s_at,11754627_s_at,11746972_a_at,11720503_a_at,11719548_s_at,11763266_at,11718196_x_at,11740708_x_at,11726421_a_at,11726166_at,11721231_a_at,11726634_a_at,11728944_a_at,11716753_x_at,11760333_x_at,11747655_a_at,11755323_x_at,11720360_a_at,11739989_a_at,11758635_s_at,11721027_a_at,11737870_s_at,11745742_s_at,11719497_at,11729520_at,11734077_a_at,11754311_a_at,11731024_s_at,11755522_a_at,11759626_at,11757737_s_at,11728827_at,11744507_a_at,11740531_a_at,11720314_s_at,11746201_a_at,11722965_s_at,11728742_a_at,11754451_a_at,11716294_a_at,11716603_a_at,11755420_a_at,11762854_a_at,11755126_s_at,11741435_s_at,11719436_a_at,11727642_a_at,11757273_s_at,11745165_a_at,11727904_s_at,11724679_a_at,11763422_a_at,11740935_s_at,11737940_s_at,11752235_x_at,11732180_a_at,11738980_a_at,11758690_s_at,11737009_at,11739720_a_at,11717617_a_at,11718170_a_at,11732728_at,11716841_at,11723778_at,11759407_at,11758423_s_at,11715592_x_at,11719953_s_at,11757732_x_at,11754478_x_at,11727438_at,11729924_at,11741054_s_at,11716601_a_at,11757053_a_at,11743713_x_at,11754245_x_at,11727314_a_at,11720334_a_at,11758934_x_at,11736159_a_at,11715615_at,11740208_x_at,11738036_s_at,11717947_a_at,11721870_s_at,11715762_s_at,11733162_a_at,11724655_at,11722808_at,11716072_s_at,11749751_s_at,11744450_x_at,11744156_a_at,11722170_a_at,11744067_s_at,11757534_s_at,11742811_at,11722363_a_at,11719708_a_at,11757933_s_at,11715725_x_at,11725697_at,11757392_a_at,11756625_s_at,11721554_a_at,11723937_a_at,11717281_a_at,11732936_a_at,11750618_x_at,11740206_x_at,11737852_s_at,11753735_x_at,11717558_s_at,11737775_a_at,11720103_a_at,11716238_at,11759882_a_at,11754877_s_at,11729533_s_at,11727979_a_at,11720976_at,11754680_a_at,11759321_a_at,11752590_s_at,11759497_at,11734859_a_at,11724756_s_at,11750446_x_at,11730555_a_at,11734549_s_at,11718760_a_at,11716654_a_at,11716767_at,11731360_a_at,11738898_a_at,11756006_x_at,11727903_a_at,11721728_a_at,11743589_at,11756724_x_at,11741367_a_at,11741576_a_at,11758221_s_at,11757037_s_at,11730612_a_at,11718384_at,11723822_a_at,11724227_a_at,11716046_a_at,11756011_a_at,11721922_at,11729223_at,11723835_at,11716497_at,11761343_a_at,11717601_s_at,11761918_x_at,11717241_a_at,11758924_x_at,11727339_a_at,11718586_a_at,11742207_a_at,11717176_at,11718005_a_at,11747008_s_at,11755752_a_at,11759512_x_at,11726839_s_at,11729631_x_at,11724979_a_at,11734903_a_at,11751097_x_at,11757691_a_at,11763201_at,class
GSM3507251,6.684678,8.448059,7.425634,6.385234,6.713617,5.903864,7.038458,6.432875,8.038507,5.068588,7.877551,8.383862,7.402081,7.534564,9.010933,5.902145,8.328203,8.096647,6.242108,4.59707,7.027248,8.679629,5.980227,6.938063,6.971961,5.395819,6.570759,7.597762,5.965765,7.749159,6.630531,4.465909,9.721721,7.692105,6.8728,6.751343,9.944921,5.74715,6.133927,12.03285,7.282881,7.834176,6.230694,9.010415,5.74694,4.62527,6.875051,9.357658,4.969224,6.194852,4.389281,7.082997,9.341059,8.488585,5.911283,7.445322,8.514828,5.070029,8.258403,7.559191,6.902261,7.343896,8.703009,3.501578,7.169374,6.487836,7.65064,5.198853,6.417426,7.86143,6.246561,3.592077,7.914507,3.510134,6.759662,7.962328,7.165733,7.432708,7.636043,4.365372,8.991508,9.092772,7.424284,7.660013,4.440311,7.50401,9.256689,8.562588,6.526118,9.289389,9.427167,8.009455,3.841313,10.6431,7.100967,5.092332,6.922375,8.031743,8.86982,7.245323,5.066179,6.821201,9.623886,8.440007,7.19393,6.878617,5.967381,8.490972,5.22254,5.863421,7.793719,6.384429,6.158063,7.620996,5.939428,6.589367,9.246944,3.730118,7.062197,9.141859,5.439403,8.098518,8.240248,9.775166,4.886975,7.6699,7.046796,6.291616,6.807034,6.272113,10.20246,6.867935,6.949904,5.687608,7.595668,7.437918,8.380983,9.712775,4.955503,5.732313,5.994302,4.608953,7.611565,5.151648,9.331211,7.952846,7.577957,8.563082,3.662456,6.63581,1.8701,5.91964,7.94223,6.318855,10.49363,9.230789,7.374879,9.192846,5.221527,6.076853,7.450899,9.011853,7.050977,6.446396,9.535959,3.631315,5.729543,6.125536,5.805253,6.92242,9.094376,9.270845,6.596292,4.049807,2.162536,5.772871,7.808064,8.088849,6.040972,9.907934,7.500283,5.015259,8.128046,11.83497,2.800467,4.761537,4.955233,8.632401,6.680492,10.4779,8.622773,6.150495,7.992448,7.682917,5.106511,9.936067,5.575622,8.889289,9.751713,6.619349,8.053625,7.158669,8.220408,5.043313,5.950297,7.700546,8.07218,7.586279,8.14126,8.959467,7.078028,7.480028,5.673154,9.066829,7.46054,8.583134,6.33058,8.016501,10.76074,7.343207,8.194151,6.791494,6.668522,9.105259,4.185766,9.095316,5.750643,9.5407,7.899167,6.052904,8.886638,9.640638,7.516042,4.791504,3.904455,8.89839,8.787668,7.471599,7.653925,7.039629,7.563476,6.156713,6.494135,3.411448,7.334181,10.91685,6.312966,6.368004,8.417942,6.032619,5.425745,5.312081,8.382871,10.87119,6.094737,6.991279,7.694642,9.031221,6.340412,9.444334,7.815344,8.964252,8.486211,3.105626,6.726557,7.287915,5.196506,3.087206,6.493732,9.612423,7.553408,5.347777,9.470765,7.113945,8.119025,7.439627,7.510606,10.06167,8.095585,6.713912,10.35434,8.757488,7.618531,5.088803,7.954307,9.051498,7.531262,4.817149,5.273285,8.853221,5.760536,8.516069,10.17749,6.689041,6.548622,5.69296,6.041151,8.301183,5.034941,7.278768,9.722132,7.249638,5.066179,5.69284,7.22576,8.189856,9.0135,4.237673,7.621214,7.046669,6.455258,7.334535,10.8285,3.552476,8.391277,6.950519,6.390471,7.321941,7.615301,7.225687,5.286149,4.933043,6.900534,6.879174,5.010721,8.76278,5.038916,6.389332,6.229858,6.744049,9.127239,6.107831,9.642026,4.869646,5.145894,8.72153,11.68251,8.254664,6.049146,4.658343,7.448275,7.995054,7.413895,6.789247,6.937824,8.116529,8.727583,7.251225,6.158542,5.208565,8.165668,9.028444,9.076681,4.532924,8.931946,5.60836,4.242505,4.015956,10.97192,5.30327,5.922766,4.128889,9.38311,6.683105,7.180089,6.30405,5.688499,7.056593,9.703982,6.419829,5.344454,4.494896,7.992814,5.253254,6.193527,8.280869,8.929329,7.351909,5.995849,7.752026,4.093027,5.49022,2.257499,7.412427,6.680999,6.132782,4.67217,6.580364,3.178462,7.323825,11.35891,7.441215,7.15954,8.89478,9.65593,7.604135,6.280552,6.818501,6.378101,9.154819,6.580673,9.586418,6.196879,6.84053,8.757114,7.36791,7.885225,6.275549,7.485987,7.492013,6.543936,7.589781,7.199287,5.280606,7.613682,9.458901,7.962797,9.27514,8.555861,7.689634,8.089993,6.193738,5.904584,7.41591,6.160226,10.22128,12.42445,7.841196,9.157181,7.687403,7.667609,8.340945,6.030671,8.099076,6.351786,5.917058,11.14283,11.47794,6.095206,5.587142,8.370558,8.331962,5.231478,5.637307,5.325697,6.974806,6.696034,8.770516,3.869621,4.544913,7.880216,8.168234,8.138889,6.824833,5.707792,5.765594,4.123484,6.106291,7.634604,4.744173,3.094995,7.542012,5.89078,8.734748,5.892215,8.773296,8.200054,7.075692,6.97504,11.58531,7.353458,7.086981,5.581173,6.770432,8.255267,7.642392,6.319118,4.04817,6.482828,9.497634,6.758433,6.754132,9.387574,9.150265,7.512049,5.491015,7.777487,8.005316,7.385207,9.002934,7.409344,6.899099,5.850365,8.954391,5.849215,7.584051,6.110424,6.999441,6.836968,8.990862,control
GSM3507252,6.760154,8.417543,7.732307,6.001682,6.182224,5.803768,6.627169,5.901106,8.080787,4.87887,8.434595,7.360094,7.168124,7.886619,8.594865,6.222997,8.03697,7.276333,6.166924,4.047034,6.895042,9.332471,6.006717,6.729413,6.857371,5.218613,6.653621,7.48076,4.779966,7.891297,5.753167,5.08499,9.7306,6.738652,6.585573,6.427805,8.593598,5.525094,5.735761,11.62258,7.460593,7.264286,5.773355,8.615611,6.394867,5.048849,6.945261,9.318221,5.01795,5.99324,3.928231,8.056899,8.875204,8.342548,5.469723,7.006181,7.947226,4.682413,7.845498,7.741757,6.481671,6.253442,7.93484,4.107169,6.847307,6.679976,6.977393,6.078233,5.805949,6.90804,6.006193,4.107013,7.31902,2.66168,6.110476,6.749574,6.350645,7.249872,7.637872,4.238233,8.859754,8.319844,6.555287,7.269614,4.986649,7.397633,9.340878,9.129134,7.016543,10.71979,9.200994,7.237992,4.484108,9.936719,6.523702,5.444837,7.095459,8.813466,8.76062,7.404391,5.769756,7.527228,10.38088,8.485768,6.628189,6.496046,7.282668,8.712111,5.442623,5.264161,8.221855,6.393518,5.880271,7.877692,5.558208,6.60996,8.472171,5.357817,6.083153,10.21565,4.955686,7.363435,7.64419,9.350183,4.752917,7.940611,7.570303,6.305641,5.355333,6.821873,9.548019,6.327554,7.315493,4.663905,8.251458,7.313601,8.412197,7.962471,4.613054,6.847307,5.087469,5.04298,6.97846,5.026633,9.814264,7.540221,6.964172,8.090199,3.018664,6.269968,1.782012,5.289807,7.712437,6.054089,10.51553,8.367022,6.926941,9.089306,5.425815,6.14159,7.568542,8.134166,6.467547,6.435053,9.230191,4.715481,5.253822,4.920863,5.888812,6.842539,8.953382,9.197695,6.305775,4.478029,2.791597,5.577018,6.716795,7.521029,5.691655,9.200274,7.083652,4.604249,6.614154,10.89843,3.977523,4.795597,5.45463,8.562151,7.436214,9.478287,9.438198,6.220823,7.282809,7.536974,4.967549,10.72415,6.403661,8.566956,9.501194,6.233321,8.219074,6.719161,8.182544,5.946597,5.592634,8.277582,7.442403,7.304054,8.098806,8.671789,5.816911,6.603633,4.884813,9.080871,7.557345,7.853949,6.097512,8.196683,9.642605,6.756957,7.815872,6.322719,6.260098,7.968086,3.941285,8.566352,6.603837,6.306661,6.773877,5.340989,8.60306,10.06172,6.863097,4.055808,4.331146,7.972333,7.874444,8.073334,6.995018,7.196606,7.834071,5.735278,6.554259,5.13325,7.250697,11.02489,6.489665,5.502031,8.734592,5.596743,5.266664,4.582427,8.289477,10.67764,5.996502,7.522142,7.26198,8.819677,6.322934,10.50989,7.119234,8.829479,8.220987,2.894286,6.975208,6.737333,5.353817,3.525552,5.669074,9.303751,7.436831,4.777776,8.775759,5.73085,7.16928,7.277559,7.855804,10.51966,7.681717,6.514471,9.84341,9.631834,7.513095,4.876668,7.299109,9.747103,6.801264,5.7607,5.309592,9.150546,6.348821,7.597175,10.53691,6.331486,6.492339,5.584503,6.621037,7.169374,5.49003,6.583082,10.41243,7.855965,5.186,4.368811,5.808177,7.68324,8.863235,3.754884,7.036624,8.148092,6.37251,7.908875,10.05527,4.579048,7.987025,6.945975,6.372415,7.062353,6.668163,6.231004,5.016813,4.066315,6.879163,7.10541,5.657748,6.823141,5.261856,6.568307,6.587389,6.874433,9.028412,5.564998,9.695743,4.789929,4.86663,8.157961,10.45699,8.922019,5.846648,5.533459,6.911631,7.37473,8.243481,6.667395,6.938452,7.563914,8.709167,7.444967,6.482927,5.595056,7.280416,8.634906,8.737659,4.906084,8.45105,5.180068,3.430068,4.859962,10.6672,5.307767,5.567888,5.621276,8.488221,6.385503,6.81241,6.131052,5.685193,6.638832,9.452919,6.80849,4.393778,5.174761,8.369106,4.524672,6.144394,7.792509,7.827801,7.289415,5.920525,8.22978,4.785101,5.883758,2.06289,7.605962,7.507398,6.285863,4.224147,6.178421,2.638319,6.802961,10.96696,7.205854,7.27359,9.461238,9.418123,6.904392,5.953357,5.80724,6.355842,8.628472,5.436611,10.18157,6.415267,4.685803,7.506357,7.099895,6.292714,5.735278,8.209538,7.237809,6.300582,6.912513,7.156541,4.241672,7.288274,9.481865,7.459899,8.910051,8.365702,7.40031,7.558415,5.42776,4.538727,7.211281,6.259075,8.613643,11.99895,7.483977,8.177836,7.678777,7.822698,7.950962,5.914867,7.369748,6.201153,5.37772,10.1182,10.63223,6.242035,5.185076,6.848908,7.450926,5.090122,5.422127,5.95515,6.372653,6.786274,8.386927,3.192806,4.694791,7.397519,7.585796,7.811317,6.602961,4.808312,7.120594,4.653582,5.472875,7.645031,4.737244,3.040981,8.048885,6.433936,8.142897,4.934797,8.380658,9.26069,6.46025,6.62819,10.35916,7.373714,5.373208,6.928014,6.369093,8.054208,8.096426,5.741877,4.674411,5.735278,9.024106,7.335917,5.869217,9.334402,8.357506,6.727915,4.743679,7.166841,7.727326,7.518793,8.610539,7.325451,7.486351,6.139647,8.22562,5.952283,7.522883,6.296465,6.973091,6.439995,8.630542,control
GSM3507253,6.780731,8.875138,7.719867,5.713544,6.010557,6.021646,6.624975,6.044977,8.09972,4.958467,7.931003,7.323737,6.945117,8.093919,8.834681,6.600652,7.796029,6.932156,6.282169,3.388205,7.164724,9.489668,5.356194,6.443607,7.046392,5.427796,6.196196,7.251198,5.65192,7.554476,6.507714,5.006436,9.963057,7.152361,6.175612,6.506128,9.436134,5.606711,5.984781,11.77836,7.865733,7.243803,6.061539,8.708925,6.9895,4.999219,7.657061,9.465409,5.546174,6.297351,4.198867,7.320451,9.603191,8.823877,5.278175,7.270857,8.166746,4.934698,8.253178,7.649861,6.569599,7.255363,8.175456,4.120108,7.186956,6.80761,7.145116,5.635913,5.514328,7.31249,6.932022,4.307661,7.27982,3.369578,6.504236,7.171377,6.503136,7.473462,8.086374,4.220568,9.064841,8.431686,7.008841,7.186559,4.580485,7.813428,9.598798,9.121082,6.62586,10.80469,9.114256,7.720043,3.952383,10.26822,6.662529,5.517177,6.880886,8.783041,9.264255,7.375899,5.202594,7.370989,9.36919,9.039105,6.429242,6.941927,6.946629,8.349834,5.57373,4.915464,7.987864,6.426109,6.229721,7.763013,5.605923,7.544055,9.429158,4.273015,6.620965,10.73813,5.384329,7.850798,7.707175,9.70106,4.529075,7.729729,6.999609,6.529828,6.334907,7.237188,10.55859,6.414866,7.555573,5.444393,7.866094,7.519192,8.683672,7.991175,4.651777,6.425563,5.384869,4.87841,7.042912,5.01965,10.17754,7.802269,7.145427,8.592616,3.277262,6.60894,1.900169,5.26404,7.183536,6.092453,10.77277,8.41467,6.859179,9.11565,5.490462,6.22824,7.990688,8.266817,5.950588,6.290514,8.90711,3.645865,5.225536,5.199804,5.636459,6.94993,8.511672,9.076267,5.906751,4.346022,2.701902,5.522496,6.580261,7.55666,5.688753,8.90126,6.779003,4.774629,7.780053,11.45558,4.085768,3.191082,5.441249,8.687441,6.255208,9.633783,9.661106,6.532509,7.276542,7.445517,5.313422,10.78386,6.525774,8.14627,9.421013,6.273419,8.679337,6.907845,7.867947,5.790902,5.410266,8.552776,7.212382,7.477619,7.988178,8.473515,6.646568,6.856472,5.005394,9.435328,8.241167,8.969046,6.900128,7.669968,9.876211,6.759887,8.37844,6.810828,6.21837,8.162678,4.845917,8.926439,6.155571,6.268179,7.910467,5.818335,8.845985,10.06574,7.050146,4.552462,3.992148,8.322279,8.256569,8.712068,7.450822,6.737009,7.798227,5.655872,6.275383,5.24395,7.624027,11.24386,6.327309,5.275477,9.119898,6.560062,5.658777,5.194329,7.844939,11.40298,6.000746,7.516843,7.08789,9.357037,6.201535,10.69701,7.135746,9.111566,7.966107,3.118111,7.080425,7.087965,5.295825,3.42408,6.430348,9.12927,7.224283,4.341584,9.100597,5.775161,7.639723,7.274176,7.955504,10.24736,8.259933,6.016557,10.2655,9.879261,7.573706,5.516103,7.3378,10.22561,6.883789,4.778482,5.438352,9.435026,5.585429,7.916745,11.32859,6.282125,6.925124,5.612666,6.214128,8.060168,5.427165,6.750331,10.40113,7.811562,5.067948,5.162591,5.590301,8.270237,8.555004,3.852393,7.646685,8.319949,6.775049,8.530134,10.06643,4.05598,7.801354,6.687367,7.196577,6.696155,6.583192,7.1489,4.83572,5.465497,7.07382,7.043155,5.999082,7.456387,5.223256,6.241704,5.94374,6.759191,9.455983,5.346116,10.00433,4.356295,4.981382,7.927041,10.97898,8.673625,5.697189,5.710346,6.779817,7.510847,8.534319,6.510516,6.877062,7.269454,8.87709,7.764601,6.303217,5.218808,7.507942,8.787968,8.85607,5.381462,8.782846,5.737471,3.57895,4.403069,11.06949,5.77951,5.32921,5.565361,8.212309,6.545843,7.277554,6.387355,5.481122,7.24281,9.878913,7.591247,4.566923,4.975542,8.259602,4.354129,5.890656,8.263733,8.193977,7.081661,5.769234,8.582802,4.605562,5.495296,2.399583,6.976303,7.643459,6.22824,5.011543,6.321664,2.62735,6.728192,10.45816,6.530325,7.958604,9.732372,9.884898,6.567924,6.026398,6.131957,6.780307,8.362869,6.415762,10.46625,6.453722,4.898113,8.247952,7.298985,7.461847,5.984837,8.45313,7.420507,5.708808,6.933988,7.05599,4.962104,7.455858,9.881088,8.040579,9.084641,8.407982,7.322597,7.562035,5.478944,4.609035,7.046116,6.098781,9.346502,11.94313,7.537179,9.092384,6.73701,7.573564,8.119214,6.2056,7.525928,6.439943,5.545305,10.58319,11.09731,6.429512,4.863895,7.500905,7.460101,4.832652,6.11421,5.85094,6.320194,6.89184,8.853683,4.069002,4.959211,7.251197,7.24076,8.249888,6.592755,5.420622,4.891988,4.998759,6.201535,7.59972,5.210679,2.991303,8.261257,6.51869,8.367691,4.225005,9.046907,9.356021,6.676632,7.325746,10.73476,7.900598,5.698953,6.386638,5.861659,8.147301,8.245605,6.029712,4.716816,5.88069,9.084782,7.451638,5.728925,9.484072,8.520334,7.777559,5.023968,7.328134,7.805872,7.786637,8.441395,7.829155,6.871972,6.129172,7.500467,5.650845,7.743319,6.317173,7.473462,7.05784,8.461322,control
GSM3507254,6.236564,8.585331,7.636132,6.006392,6.198723,5.484623,5.860363,5.612015,7.856642,4.489721,8.188369,7.285623,6.531791,8.069515,8.756201,6.109132,7.552326,6.963392,6.163297,4.320416,6.977062,9.047313,5.480963,6.093809,6.92183,5.134164,6.331765,7.091646,5.393027,7.404459,5.674736,4.895636,9.782719,6.397068,6.244981,6.473533,8.736418,5.639466,6.103753,11.69792,7.945707,7.728086,5.651866,8.398829,7.500813,4.828924,7.093836,8.886039,4.940318,6.171066,4.085794,7.340323,9.22065,8.552614,6.049318,6.85576,8.253588,4.902249,7.867318,8.235981,6.231999,6.75311,7.603157,3.894049,6.630012,7.371121,6.532412,5.662856,5.534372,6.389393,6.91985,3.514476,6.627808,2.15223,6.33902,6.992354,6.432578,7.587177,7.648897,4.311179,8.689984,7.789688,6.288722,7.031284,4.77176,7.683623,9.504419,8.617569,6.011136,10.70905,8.946598,7.813288,4.374001,10.09394,6.514878,5.092944,6.911,8.803954,8.458283,6.982642,5.881921,7.426641,9.204346,8.222593,6.753431,6.32668,7.160069,7.995597,5.292048,5.465766,8.200954,5.952376,6.132782,7.404654,5.946483,7.106117,9.146502,5.396191,6.31204,10.14906,4.704912,7.037603,7.491664,8.789353,4.530156,8.069622,6.968999,6.506645,5.270743,7.13706,10.20676,6.14672,7.211033,4.888213,7.868315,7.212501,8.075716,7.152815,3.872292,6.637263,4.342729,4.685632,7.153826,4.813214,9.985329,8.212669,6.767423,8.539818,3.31316,6.14114,2.091011,5.310417,7.177618,6.53282,10.61528,8.499228,6.143512,9.100468,5.592141,6.131677,8.212856,8.094141,6.134128,6.452364,8.991373,4.811382,4.998381,5.005853,5.363905,6.773181,8.806118,9.410015,5.928109,5.046245,2.521392,4.791476,5.956672,7.437919,5.857025,8.75883,6.779497,4.610596,6.277176,11.384,3.641414,4.818902,5.730251,7.323902,6.624786,9.190499,9.446505,6.25526,6.942132,6.937143,4.424148,10.24079,6.45741,7.958112,9.165905,5.730531,8.215134,6.98499,8.246735,5.229278,5.772695,8.087951,6.737539,7.534206,8.069085,9.466772,6.628238,6.133364,5.588475,9.110244,7.715311,8.871161,6.658779,8.055022,9.338383,6.76241,7.918869,6.705061,6.795486,8.19485,4.948533,8.644909,6.297965,6.947761,8.046318,5.770904,8.798785,9.485605,6.663929,4.347202,4.10919,8.062462,8.096594,7.824624,7.144168,6.912529,7.878747,5.745843,6.161606,5.113126,7.632686,10.97191,6.081001,5.671305,8.762584,5.550187,5.283525,4.922786,7.635202,10.92427,5.985889,7.473701,7.468142,8.833508,6.980692,10.22061,7.634839,8.857882,8.663555,3.302698,6.888335,6.599847,5.880078,3.506817,6.160623,8.891569,7.449611,4.269963,9.565599,6.236422,7.249362,6.930383,8.030119,9.405564,7.47029,6.002349,9.45569,9.380182,7.094122,5.005689,7.638794,9.410016,7.223388,5.652817,5.377829,9.586675,6.064072,7.365909,10.81738,6.220376,7.086023,5.43816,6.441466,7.393702,5.973823,6.087951,9.716881,7.638071,5.433805,5.207631,5.743053,8.079557,8.179399,3.401166,6.992864,8.400627,5.937726,8.88584,10.16459,4.122909,8.235401,6.363757,6.369393,7.090421,6.41135,6.549321,4.42314,5.264235,7.093814,6.638688,4.65885,7.738927,5.036638,6.618382,5.86035,6.981222,9.152808,5.884529,9.923178,4.869963,4.351299,7.758462,10.57011,8.105523,5.464716,5.439909,6.854228,7.175419,8.201754,6.375726,6.846107,7.146362,8.704805,7.77186,6.379046,4.883005,7.612031,8.667935,8.754858,5.351192,8.16949,5.912478,3.061289,4.503934,10.34209,5.420791,4.135693,5.633809,8.103863,6.547087,6.895968,6.124408,5.464886,6.851267,9.583901,6.531562,4.209044,4.674341,8.610405,4.547158,6.164392,7.949743,8.032137,7.222362,5.76372,8.23689,4.885921,5.010933,2.521414,7.245606,7.635944,6.473429,4.588408,5.857096,2.724569,6.551281,10.91999,7.200727,7.418811,9.571117,8.980055,6.793918,5.850797,5.233928,6.248391,7.795194,5.01518,10.13227,6.275099,4.807113,7.494423,7.156262,6.977561,6.173934,7.727503,7.264047,5.667475,6.672,6.697199,4.333385,7.321986,9.746998,8.404056,8.817624,8.351007,6.967021,7.086843,5.754592,4.373961,7.202984,6.115809,8.911047,11.63659,7.625299,8.494737,7.108682,6.764412,7.955255,6.303134,7.224734,6.201153,6.03427,10.49429,11.28355,6.132781,5.312935,7.955654,7.53074,5.210092,5.290964,6.205218,6.170092,6.870319,8.515532,3.04546,4.905803,7.160752,7.012032,7.567303,6.341061,5.290393,6.600141,5.525415,5.390814,7.29208,5.331268,3.293427,7.702928,6.325889,8.046358,4.686443,8.22418,8.971281,6.634118,7.318046,10.83984,7.322553,5.068064,6.320807,6.274353,7.534611,7.794518,5.390052,4.360984,6.100044,8.962798,7.119273,5.528251,9.167875,7.942245,7.639447,4.852229,7.012568,8.023033,7.486472,8.157932,7.357482,6.75017,5.997296,5.909665,5.433805,7.308852,5.609459,7.078358,6.761584,8.372546,control
