sample,11718185_a_at,11725976_a_at,11754863_s_at,11726632_at,11720493_s_at,11740162_a_at,11760963_x_at,11730431_a_at,11716903_a_at,11717544_a_at,11724484_a_at,11725440_a_at,11721513_a_at,200021_PM_at,11741435_s_at,11748747_a_at,11745742_s_at,11732181_x_at,11718196_x_at,11736017_s_at,11723156_a_at,11731426_s_at,11752510_x_at,11722269_a_at,11722387_at,11720097_at,11742686_a_at,11755572_x_at,11728989_a_at,11754831_a_at,11737749_a_at,11746456_x_at,11722270_at,11718120_at,11718121_x_at,11725924_a_at,11741351_s_at,11721716_s_at,11756827_a_at,11723842_s_at,11727841_a_at,11744067_s_at,11736575_x_at,11715706_x_at,11733768_x_at,11720230_at,11740553_a_at,11755411_a_at,11736084_a_at,11744351_a_at,11737423_a_at,11757569_a_at,11747203_x_at,11756894_a_at,11757379_a_at,11754197_x_at,11716908_a_at,11720644_a_at,11716904_s_at,11757525_s_at,11717324_at,11724807_at,11733802_a_at,11732135_a_at,11753909_x_at,11719025_a_at,11756746_s_at,11719038_a_at,11731879_a_at,11725813_at,11722752_a_at,11721719_at,11757904_s_at,11758386_s_at,11722216_a_at,11724979_a_at,11742418_a_at,11722960_a_at,11716765_s_at,11732189_at,11724326_a_at,11731424_x_at,11758090_s_at,11763266_at,11741091_a_at,11757808_s_at,11720380_a_at,11752509_s_at,11731437_at,11723400_a_at,11751164_a_at,11720739_s_at,11733803_x_at,11728840_at,11728972_a_at,11723401_x_at,11717208_at,11747623_a_at,11717752_s_at,11756532_a_at,11718699_at,11735741_s_at,11747785_s_at,11743591_a_at,11727644_a_at,11757883_s_at,11723893_s_at,11717218_a_at,11736173_at,11730005_a_at,11726122_at,11740206_x_at,11735695_a_at,11730996_a_at,11730788_a_at,11733691_a_at,11763201_at,11736509_x_at,11730270_a_at,11736888_x_at,11750862_a_at,11716375_s_at,11718260_at,11746195_x_at,11756077_a_at,11716129_at,11721339_a_at,11741086_x_at,11726276_at,11722259_s_at,11716128_at,11745691_a_at,11755151_a_at,11717618_s_at,11752765_s_at,11725056_a_at,11755644_s_at,11732330_s_at,11731425_at,11742024_a_at,11721762_a_at,11724248_s_at,11720866_a_at,11744129_at,11759144_at,11754481_x_at,11739521_at,11717322_a_at,11718807_at,11716073_a_at,11722089_a_at,11739436_a_at,11757450_s_at,11721454_a_at,11739001_s_at,11716626_at,11720219_a_at,11745976_x_at,11739837_a_at,11721796_at,11719183_a_at,11715757_a_at,11729278_x_at,11739379_a_at,11739720_a_at,11752266_a_at,11731728_at,11735713_x_at,11716472_a_at,11751178_a_at,11718002_at,11755192_a_at,11749986_a_at,11743865_s_at,11715716_at,11716931_at,11725384_a_at,11715717_s_at,11729662_x_at,11757635_a_at,11739272_x_at,11758105_s_at,11745801_s_at,11741278_a_at,11730781_a_at,11739731_s_at,11740302_a_at,11715617_a_at,11754492_x_at,11725474_a_at,11732373_a_at,11759824_a_at,11728424_x_at,11739219_s_at,11755399_a_at,11719255_s_at,11724686_x_at,11717889_s_at,11735712_x_at,11724858_a_at,11727637_at,11738360_x_at,11729533_s_at,11752631_a_at,11754762_x_at,11754680_a_at,11724004_a_at,11722095_a_at,11735767_at,11729593_at,11748005_a_at,11717876_a_at,11760387_at,11759416_x_at,11726492_a_at,11717762_a_at,11757383_a_at,11731023_a_at,11732728_at,11756792_x_at,11731024_s_at,11718724_at,11748120_a_at,11752814_s_at,11717241_a_at,11722812_s_at,11751544_a_at,11735124_a_at,11750769_s_at,11756248_a_at,11725249_at,11718122_a_at,11728828_at,11724311_a_at,11754775_s_at,11739813_a_at,11728059_s_at,11731054_s_at,11724005_s_at,11747020_x_at,11723937_a_at,11754832_a_at,11721346_a_at,11743949_s_at,11756724_x_at,11717836_a_at,11721872_at,11715189_s_at,11743592_a_at,11731798_a_at,11723464_s_at,11723424_at,11726205_at,11724683_a_at,11719307_a_at,11743813_a_at,11745421_a_at,11733470_at,11733258_a_at,11725517_x_at,11719370_a_at,11720747_a_at,11728427_at,11719624_a_at,11725789_at,11728333_a_at,11725577_a_at,11752095_a_at,11719219_a_at,11743033_x_at,11718230_a_at,11757288_s_at,11718799_a_at,11733403_x_at,11735818_a_at,11727740_a_at,11734727_a_at,11745744_a_at,11733801_s_at,11740096_a_at,11744592_a_at,11757750_a_at,11720554_a_at,11717720_a_at,11727947_at,11727304_at,11721220_s_at,11718406_s_at,11734501_a_at,11756118_s_at,11723633_s_at,11716612_a_at,11748273_a_at,11732415_s_at,11746839_a_at,11720499_at,11719680_x_at,11755571_a_at,11728703_a_at,11745956_a_at,11752149_a_at,11719844_at,11748311_s_at,11743130_a_at,11761116_a_at,11722406_at,11721703_s_at,11723605_a_at,11716346_at,11717267_x_at,11734995_x_at,11746639_a_at,11739746_s_at,11749752_x_at,11733389_a_at,11760103_at,11733611_a_at,11741035_a_at,11757243_s_at,11754671_s_at,11723179_a_at,11718657_a_at,11739666_a_at,11718387_s_at,11726586_at,11752771_a_at,11763167_x_at,11723646_x_at,11740652_x_at,11754644_x_at,11732217_a_at,11741223_s_at,11720044_at,11728926_at,11736333_at,11743736_at,11716717_a_at,11754469_a_at,11720585_a_at,11723668_at,11754419_a_at,11744432_s_at,11754946_a_at,11730168_s_at,11716533_a_at,11721728_a_at,11722728_a_at,11731019_x_at,11754972_s_at,11717837_x_at,11719160_at,11720334_a_at,11755506_a_at,11756449_x_at,11715466_at,11725516_s_at,11753127_a_at,11744636_a_at,11745192_a_at,11746563_x_at,11750465_x_at,11736761_at,11741576_a_at,11737514_a_at,11728827_at,11717557_s_at,11722904_a_at,11724821_a_at,11715506_a_at,11759346_a_at,11725054_a_at,11746957_a_at,11756484_a_at,11729574_at,11720989_a_at,11728347_at,11728267_s_at,11743879_at,11746972_a_at,11752737_a_at,11725827_s_at,11727179_a_at,11737388_s_at,11717018_a_at,11727904_s_at,11744529_a_at,11756341_a_at,11737504_x_at,11753961_a_at,11733060_a_at,11732823_s_at,11755091_a_at,11737649_a_at,11742812_a_at,11717127_a_at,11759407_at,11738183_a_at,11723287_at,11727593_a_at,11717176_at,11726071_a_at,11717558_s_at,11744180_a_at,11717266_s_at,11756846_a_at,11759088_at,11729924_at,11739407_a_at,11715948_at,11746376_a_at,11756479_x_at,11736159_a_at,11723848_s_at,11748249_a_at,11720392_at,11722574_at,11755068_s_at,11745768_a_at,11720998_a_at,11740935_s_at,11737940_s_at,11747732_a_at,11721221_at,11739944_x_at,11717687_a_at,11718472_s_at,11727513_at,11762627_x_at,11715424_x_at,11731880_at,11715926_s_at,11740208_x_at,11724881_at,11739055_x_at,11732180_a_at,11717337_a_at,11756431_s_at,11733513_a_at,11718372_x_at,11721027_a_at,11756011_a_at,11718305_a_at,11732132_a_at,11721073_a_at,11726633_s_at,11724245_a_at,11735177_at,11752051_a_at,11741063_a_at,11734772_a_at,11746754_a_at,11716977_a_at,11716662_at,11718600_a_at,11743412_at,11716842_a_at,11749323_a_at,11739096_s_at,11754361_s_at,11718084_a_at,11754297_s_at,11752692_x_at,11722900_s_at,11720394_at,11715676_s_at,11717123_a_at,11718568_a_at,11731465_a_at,11720345_a_at,11721341_s_at,11716238_at,11755009_s_at,11737750_s_at,11750847_a_at,11762400_s_at,11753735_x_at,11741103_a_at,11733235_at,11719686_a_at,11757783_s_at,11755804_a_at,11754456_a_at,11750126_a_at,11725077_at,11725383_a_at,11720975_a_at,11725110_a_at,11717952_at,11720228_at,11730383_a_at,11739599_a_at,11718195_a_at,11717874_a_at,11727979_a_at,11733698_s_at,11717209_s_at,11726358_a_at,11758096_s_at,11762132_a_at,11752332_x_at,class
GSM3507251,5.068588,5.53645,7.169374,7.621214,8.448059,7.551556,7.450402,7.910014,8.32734,6.537779,7.658872,7.284442,8.488585,12.03285,9.703982,8.189856,8.727583,7.700546,9.127239,9.331211,7.712684,8.883381,11.16364,7.916088,8.514828,5.640323,9.028793,7.207482,7.686244,5.903864,5.907757,5.673154,9.010933,7.5092,7.268853,6.245884,6.277891,4.055935,5.112565,6.584121,8.156808,8.089993,4.59707,8.132582,8.176045,7.249638,5.381547,6.053491,6.572055,7.051099,7.220813,7.516042,6.971961,3.594827,8.038507,5.395819,9.936067,8.703009,9.840144,8.061222,7.750637,8.097454,7.338914,6.570759,8.020668,8.038479,7.046669,7.510606,5.737544,6.684678,7.165733,7.36481,7.487372,6.582211,7.216076,7.584051,7.72206,7.394626,8.562588,6.674191,8.89839,8.27248,5.391935,6.744049,5.836695,7.103759,8.894444,11.57394,7.202933,9.978194,7.471599,7.425634,7.377498,4.367069,5.400742,9.96966,5.905739,7.207993,8.689798,9.580909,6.387065,8.220408,10.88178,8.037761,4.509928,8.35649,6.958774,7.786451,5.043313,8.232609,9.239814,5.917058,8.044912,9.09919,9.357658,4.736568,8.990862,6.083395,7.41563,7.267892,6.028747,5.312526,6.547413,6.975746,7.597762,7.955186,7.396577,9.060278,7.901358,6.125536,8.186821,4.894166,6.334493,8.895977,12.07044,4.863943,7.6457,8.935262,9.289389,5.30268,8.321125,7.632776,6.713617,5.19408,7.877551,8.14126,7.402982,6.737959,8.189456,8.619602,7.988292,6.701857,8.665287,8.763398,4.891004,5.567711,7.945293,9.523532,7.262588,6.85533,8.042351,10.8505,5.322689,5.015998,7.412427,7.534564,7.980678,9.343096,7.250961,6.585866,7.67358,6.734977,6.155429,7.038458,10.23211,7.920881,5.426272,10.42292,7.403724,10.91685,9.101439,8.258403,9.60957,6.230694,3.552476,6.619045,7.309479,8.608905,6.618673,6.59818,7.479171,3.586219,7.100709,6.947444,5.266262,5.910901,7.759954,9.25913,7.76749,4.808023,7.217688,2.162536,5.325697,7.706391,8.766562,8.770516,8.853221,7.708018,10.12653,6.751343,4.810402,5.334191,5.688499,3.841313,5.863421,8.328203,7.430493,8.396531,4.67217,7.936357,9.028444,5.408371,8.713251,6.908808,9.150265,8.902285,7.027248,6.333898,5.762243,7.471093,8.012908,6.430098,5.155022,7.502407,10.95688,3.958516,6.63581,5.59993,9.256689,7.965228,8.340945,6.432875,5.809798,6.838789,8.773296,8.679629,7.316009,11.83497,6.42004,6.91882,11.00732,7.129942,3.730118,9.040733,5.980227,10.75204,7.343896,5.769413,6.740895,6.256551,6.14281,8.486211,4.545809,8.461843,7.692105,5.6585,5.6823,8.328403,6.185647,7.243152,10.65752,6.826853,6.572273,9.398726,7.203192,6.875051,7.439627,7.708394,4.799754,4.791504,5.910716,6.808245,9.312645,8.063087,5.01093,4.699669,5.391237,9.751713,6.246318,7.221283,8.240248,6.8728,7.776041,5.456556,6.12715,8.533907,7.91958,6.242601,4.940232,7.412289,5.655965,9.623886,6.582016,9.209236,9.612423,6.933027,5.911283,6.046777,6.271213,6.414512,8.383862,9.958319,6.100269,7.166748,7.705902,6.89324,7.834176,8.567746,7.402081,7.037018,7.65064,9.700422,6.978437,6.829122,4.129282,6.522669,5.273285,7.567918,7.454488,11.12729,7.472752,6.34954,6.959531,6.86907,6.417426,7.332994,7.16472,7.031065,7.862697,2.718905,5.760536,7.939554,6.242108,10.17749,8.979572,8.734748,2.516631,9.428463,7.857637,8.991508,3.610564,6.84053,8.194151,6.845551,10.38666,5.916361,4.465909,5.544063,2.73924,8.077375,6.003195,6.466455,7.075692,4.410487,5.60836,7.708455,7.450159,6.639133,7.22576,6.521399,4.185766,6.589367,6.653076,4.865123,6.886629,5.732313,6.973759,6.13211,5.038916,9.246944,5.903163,6.077101,4.508843,9.187639,5.253254,6.373013,7.684541,5.409458,5.902145,5.884703,4.365372,6.338091,3.950462,6.946268,7.343023,7.323825,6.041151,11.06279,4.915402,7.385207,7.815344,6.095206,8.462515,6.567311,7.833538,6.985889,6.280552,4.630375,5.618561,7.579285,9.787787,7.36791,6.638947,4.832489,5.264699,6.952541,7.629957,6.797272,8.031743,8.929329,7.351909,4.621082,4.487142,8.887826,7.677901,8.098518,5.405857,3.990294,9.535959,5.595374,7.082997,6.275549,8.950687,9.230789,7.752026,9.640638,12.08373,3.631315,7.188678,6.937824,7.642392,7.158669,6.914921,6.332839,7.653925,6.736962,6.034131,7.039629,8.411816,5.94024,7.321644,6.392839,8.814705,6.56539,7.618531,10.84027,6.901754,6.192354,7.60832,9.12228,8.46699,7.396875,7.282881,5.303141,7.749159,6.291616,6.487836,6.018897,9.427167,5.435481,8.331962,9.270845,7.440256,5.679641,6.477283,11.47794,10.8285,4.817149,7.374879,8.634879,5.967381,7.172239,7.009523,7.095444,7.911993,6.719329,9.15358,6.272113,8.111429,8.137709,6.086438,9.066829,6.445637,6.974806,7.333068,7.509666,6.998285,7.469149,5.747967,4.714108,control
GSM3507252,4.87887,6.06991,6.847307,7.036624,8.417543,7.810754,7.445183,8.134713,8.017219,6.363181,7.262102,7.393279,8.342548,11.62258,9.452919,7.68324,8.709167,8.277582,9.028412,9.814264,7.921813,9.93073,11.37396,7.527353,7.947226,6.098707,9.333565,6.613277,6.974357,5.803768,5.931967,4.884813,8.594865,6.452204,6.174463,6.127057,5.620863,3.556788,6.081429,7.202921,8.199888,7.558415,4.047034,7.641633,8.176445,7.855965,5.813973,5.86121,5.982122,7.503971,7.130261,6.863097,6.857371,4.853357,8.080787,5.218613,10.72415,7.93484,9.564043,6.829535,7.847418,7.632637,8.894677,6.653621,7.383189,7.767545,8.148092,7.855804,5.332871,6.760154,6.350645,7.947299,7.783518,5.967401,7.067196,7.522883,7.846498,7.256868,9.129134,7.552304,7.972333,9.327426,5.617705,6.874433,6.065416,6.506765,8.980911,11.74361,6.380632,9.47895,8.073334,7.732307,8.568503,4.822172,6.481437,9.386147,5.957489,6.916512,8.673005,8.8106,6.361878,8.182544,10.4174,8.151597,4.639289,6.900209,6.739445,7.715181,5.946597,8.458843,9.162188,5.37772,7.738575,9.267689,9.318221,5.635341,8.630542,6.16714,7.210811,7.675552,5.060506,6.205419,6.595506,6.846608,7.48076,8.835558,7.449614,8.941881,7.333253,4.920863,8.738792,5.291438,6.672956,9.415816,11.97044,4.908247,7.513096,8.178618,10.71979,5.668416,8.285982,7.749764,6.182224,5.45097,8.434595,8.098806,6.739175,7.371053,8.225495,8.694478,7.556952,6.459269,8.291405,10.26432,6.138786,5.664023,8.334969,9.166264,6.744919,6.622673,7.957072,10.17729,5.220907,4.663014,7.605962,7.886619,8.522875,8.130141,6.788535,6.231585,8.321836,6.400146,6.007422,6.627169,9.608557,7.483976,4.859205,9.366585,7.127613,11.02489,8.340931,7.845498,9.310658,5.773355,4.579048,6.16561,7.125703,9.342854,7.090163,6.975148,6.975795,4.252974,7.617067,6.585082,6.023137,5.3351,7.206619,9.208422,7.343008,4.561026,7.109249,2.791597,5.95515,7.513633,8.903264,8.386927,9.150546,7.758332,9.556303,6.427805,4.673493,3.385947,5.696161,4.484108,5.264161,8.03697,7.544011,7.866545,4.224147,7.457922,8.634906,4.984378,8.126143,6.959074,8.357506,8.576078,6.895042,6.541484,5.527135,6.77214,7.110186,6.174922,3.54497,7.199573,9.926418,4.342096,6.269968,3.917852,9.340878,7.187289,7.950962,5.901106,6.275343,7.666619,8.380658,9.332471,6.205878,10.89843,6.406692,6.309152,10.49027,6.916733,5.357817,9.737072,6.006717,10.48866,6.253442,6.523598,5.545857,4.877948,6.581885,8.220987,3.629426,7.829366,6.738652,5.877577,5.77169,8.498967,5.63447,8.248855,9.930896,7.990358,4.875998,8.489468,6.805064,6.945261,7.277559,7.77426,6.629877,4.055808,5.627789,6.331863,8.770222,7.903833,5.03386,5.083256,5.49474,9.501194,6.184994,6.442233,7.64419,6.585573,7.712713,5.779621,5.843081,7.97068,7.340862,5.637917,4.323794,7.210827,6.228036,10.38088,6.742595,10.15427,9.303751,7.517921,5.469723,6.32904,6.295733,6.226609,7.360094,9.30484,5.962409,6.326235,7.515437,7.23169,7.264286,8.355513,7.168124,6.524561,6.977393,9.835303,6.999454,6.39267,4.395664,6.288186,5.309592,6.675239,6.85715,10.23776,6.957151,5.742069,7.466425,7.741407,5.805949,6.581226,7.190028,6.255768,7.673569,2.639842,6.348821,7.453605,6.166924,10.53691,8.339746,8.142897,2.275953,9.084023,6.898457,8.859754,4.826323,4.685803,7.815872,6.345922,9.189816,4.721191,5.08499,5.299442,3.44386,7.139379,4.792364,6.772165,6.46025,4.956031,5.180068,7.880555,6.267767,5.725017,5.808177,6.990594,3.941285,6.60996,7.003328,5.637877,7.148983,6.847307,8.028997,5.523618,5.261856,8.472171,5.893764,6.402246,4.217031,9.088701,4.524672,6.297383,6.845319,5.953813,6.222997,4.620038,4.238233,6.309697,3.796846,6.694905,8.227538,6.802961,6.621037,11.08405,4.828548,7.518793,7.119234,6.242035,7.975204,6.256298,7.244177,7.389922,5.953357,5.248352,5.178825,7.502264,10.28831,7.099895,6.646959,4.924193,5.737268,6.593624,7.0426,8.173411,8.813466,7.827801,7.289415,4.536717,4.570254,9.365308,7.281126,7.363435,5.425135,4.285926,9.230191,5.01594,8.056899,5.735278,7.872241,8.367022,8.22978,10.06172,11.68692,4.715481,6.363799,6.938452,8.096426,6.719161,7.165819,5.871535,6.995018,6.764915,6.368854,7.196606,7.895759,5.619765,7.522934,6.354183,8.290649,6.266324,7.513095,10.67089,6.745195,6.402985,7.267035,9.010768,8.366453,6.503775,7.460593,4.651011,7.891297,6.305641,6.679976,5.548047,9.200994,5.994923,7.450926,9.197695,7.070926,5.200626,6.602572,10.63223,10.05527,5.7607,6.926941,8.728498,7.282668,7.069576,6.972177,6.285451,7.130695,6.351782,8.753481,6.821873,8.674948,7.323185,5.541038,9.080871,5.983226,6.372653,6.965627,6.81949,5.578606,6.474036,5.252673,5.678985,control
GSM3507253,4.958467,6.300553,7.186956,7.646685,8.875138,7.955297,7.228837,8.236191,7.698497,6.294875,7.384308,7.86091,8.823877,11.77836,9.878913,8.270237,8.87709,8.552776,9.455983,10.17754,8.237024,10.18536,11.01832,7.838542,8.166746,6.050283,9.856264,7.103234,8.020914,6.021646,6.644976,5.005394,8.834681,6.756976,6.479235,6.366176,5.844117,3.586291,5.427165,7.079804,8.435409,7.562035,3.388205,8.112663,8.332237,7.811562,5.456543,5.720421,6.191778,7.474967,6.894631,7.050146,7.046392,4.556423,8.09972,5.427796,10.78386,8.175456,9.395083,7.610276,7.889512,7.876971,9.111961,6.196196,7.416202,7.672214,8.319949,7.955504,5.067955,6.780731,6.503136,7.176977,7.763012,5.96632,7.083027,7.743319,7.98245,7.038195,9.121082,7.542717,8.322279,9.612012,6.013176,6.759191,5.969116,6.713599,9.482801,11.51599,6.566023,9.651707,8.712068,7.719867,8.951232,5.065114,6.298449,9.748951,5.922,7.361345,8.986292,9.21331,6.030264,7.867947,10.22502,8.221526,4.371074,7.19536,7.200005,7.889093,5.790902,8.166051,9.27515,5.545305,7.977116,9.869032,9.465409,4.575043,8.461322,6.964792,7.145116,7.515681,6.147551,5.942336,6.348527,6.760837,7.251198,8.778616,7.639337,9.270532,7.826407,5.199804,8.618788,5.354373,6.273522,9.883791,11.75507,5.131556,7.403683,8.550981,10.80469,5.965414,8.314295,7.830286,6.010557,5.543346,7.931003,7.988178,8.027468,7.315578,8.329221,9.259841,7.469832,6.681901,8.986077,10.3005,5.780316,5.497223,8.321104,8.980405,7.11215,6.553503,8.329704,10.66612,4.956216,4.681179,6.976303,8.093919,9.154518,8.302027,7.076715,6.350478,8.148088,6.186945,6.441321,6.624975,9.302608,7.677794,5.457175,9.272299,6.799204,11.24386,8.660809,8.253178,9.410856,6.061539,4.05598,6.201535,7.298513,9.57097,7.263559,6.995626,7.29,3.387274,8.084688,7.029221,5.699133,5.264549,7.466025,9.56719,7.333127,4.911949,7.131805,2.701902,5.85094,7.745136,9.019715,8.853683,9.435026,7.976471,9.81264,6.506128,4.080295,3.810516,5.755572,3.952383,4.915464,7.796029,7.716856,8.146297,5.011543,7.79648,8.787968,5.381701,8.517678,7.225936,8.520334,8.535353,7.164724,6.6351,5.848315,6.592756,6.968807,6.484942,4.55114,7.186559,10.13464,3.776862,6.60894,4.648137,9.598798,7.239088,8.119214,6.044977,6.107625,7.536798,9.046907,9.489668,6.419234,11.45558,6.011312,3.941045,9.891887,7.542442,4.273015,9.645897,5.356194,11.05618,7.255363,6.248185,5.669376,5.431354,6.99684,7.966107,3.838902,7.605256,7.152361,6.446718,5.607242,8.600481,6.528466,8.924832,10.35439,7.258533,5.832363,9.446161,6.310066,7.657061,7.274176,7.842461,6.554495,4.552462,5.187544,6.540747,8.425167,7.763912,4.949813,4.884161,5.372703,9.421013,6.438868,6.896448,7.707175,6.175612,8.103308,5.730014,5.269013,8.296177,7.453878,6.029048,4.240188,7.039229,6.653104,9.36919,6.403147,9.87719,9.12927,7.621614,5.278175,6.108673,6.479498,6.166544,7.323737,9.724562,6.288979,6.953784,7.609935,6.82839,7.243803,8.407247,6.945117,6.994658,7.145116,10.04188,6.73741,6.310296,4.31022,7.094757,5.438352,6.843369,6.92355,10.62803,7.439373,5.841463,8.320162,8.13764,5.514328,7.290202,7.954119,6.312204,7.986825,2.880159,5.585429,7.819836,6.282169,11.32859,9.086861,8.367691,2.573571,9.25584,6.797002,9.064841,4.428951,4.898113,8.37844,6.821097,9.500728,4.861278,5.006436,5.457776,2.52821,7.18204,5.657891,8.021721,6.676632,5.403393,5.737471,7.689544,5.409785,6.094687,5.590301,6.596615,4.845917,7.544055,6.716921,5.921995,6.510197,6.425563,7.85894,4.981382,5.223256,9.429158,5.94464,5.86512,5.005951,8.771275,4.354129,6.49463,7.355375,5.643647,6.600652,5.152329,4.220568,6.622116,3.880064,6.451503,7.998242,6.728192,6.214128,11.41412,5.039991,7.786637,7.135746,6.429512,8.117275,6.186996,7.260575,7.194787,6.026398,5.341979,5.545573,7.481802,10.35769,7.298985,6.845113,4.680819,4.958649,6.507863,7.054565,8.116443,8.783041,8.193977,7.081661,4.453263,4.429733,9.225558,7.357913,7.850798,4.538848,4.098142,8.90711,4.629998,7.320451,5.984837,8.17753,8.41467,8.582802,10.06574,11.32477,3.645865,7.537179,6.877062,8.245605,6.907845,7.66326,5.313645,7.450822,6.898071,6.99684,6.737009,8.072195,5.461881,7.394016,6.075578,8.685841,6.27982,7.573706,10.85881,7.057847,6.309246,7.779851,9.638546,8.599903,7.651756,7.865733,4.883097,7.554476,6.529828,6.80761,5.289824,9.114256,6.33013,7.460101,9.076267,8.070962,5.566007,5.844117,11.09731,10.06643,4.778482,6.859179,8.649687,6.946629,6.557129,7.054839,7.014177,7.767307,6.419812,8.657999,7.237188,9.037153,7.951971,5.562937,9.435328,5.798552,6.320194,7.838157,7.441877,6.237238,6.419659,6.373274,5.971536,control
GSM3507254,4.489721,5.67815,6.630012,6.992864,8.585331,8.279014,7.318791,7.415064,7.254376,6.026068,7.454005,7.626135,8.552614,11.69792,9.583901,8.079557,8.704805,8.087951,9.152808,9.985329,7.949885,10.09885,10.88236,7.934577,8.253588,6.205809,8.943087,6.689059,7.598831,5.484623,5.828697,5.588475,8.756201,6.586763,6.422689,6.431002,5.712595,3.067949,5.691294,7.280993,8.428543,7.086843,4.320416,7.511383,8.182264,7.638071,5.45153,5.970418,6.245513,7.606704,6.846465,6.663929,6.92183,4.716424,7.856642,5.134164,10.24079,7.603157,8.933875,7.339694,7.417112,7.535816,8.738244,6.331765,7.538619,7.461439,8.400627,8.030119,5.039582,6.236564,6.432578,6.790924,7.275455,5.375432,7.128406,7.308852,7.487691,6.717514,8.617569,7.66987,8.062462,9.442129,6.090788,6.981222,5.668448,6.744932,9.056139,11.38066,6.464061,9.604466,7.824624,7.636132,8.398829,4.628168,6.067519,9.440219,5.67438,7.177618,8.705568,9.133402,5.77936,8.246735,10.36167,7.373507,4.416043,7.078313,6.782181,7.711071,5.229278,8.361205,8.960051,6.03427,7.60433,9.265276,8.886039,5.385219,8.372546,5.955921,7.127956,7.7004,6.294875,6.043015,6.540267,6.877082,7.091646,8.503117,7.682666,8.526331,8.062604,5.005853,8.565656,5.346014,6.102489,9.550094,11.43212,4.839336,7.24104,8.151245,10.70905,5.806687,7.816289,7.371809,6.198723,5.39234,8.188369,8.069085,6.945279,7.049264,7.841154,9.08857,7.274169,6.424652,8.771854,9.886116,6.039205,5.705767,8.067295,9.203881,6.897608,6.714932,7.74885,10.22942,5.017498,4.872641,7.245606,8.069515,8.592262,8.221739,6.662046,6.188506,7.390081,6.433331,5.730531,5.860363,9.519171,7.583153,5.161242,9.268543,6.281644,10.97191,8.786089,7.867318,9.401011,5.651866,4.122909,6.284359,7.3276,9.081957,7.075589,7.399678,7.487573,3.498623,7.55117,6.654593,5.758333,5.402112,7.534652,9.448609,7.177399,4.394223,7.156991,2.521392,6.205218,7.701516,8.509086,8.515532,9.586675,7.944571,9.339175,6.473533,4.340625,4.014068,5.205764,4.374001,5.465766,7.552326,7.888199,8.065957,4.588408,7.882367,8.667935,5.359157,8.918992,7.009398,7.942245,8.221184,6.977062,6.538519,5.703354,6.48035,6.500553,6.353931,4.86698,6.721572,10.56175,4.3269,6.14114,3.984295,9.504419,7.169655,7.955255,5.612015,6.403307,6.697782,8.22418,9.047313,6.124902,11.384,5.635367,5.968193,9.729115,7.498428,5.396191,9.724936,5.480963,10.52658,6.75311,6.61881,5.537282,6.02423,6.507824,8.663555,3.5304,7.562757,6.397068,5.894221,5.609459,7.981924,5.999264,8.544004,9.861636,7.644845,6.172633,9.161263,6.718363,7.093836,6.930383,7.662277,5.796986,4.347202,5.408109,6.49817,8.298928,7.800627,4.590527,5.077928,5.314959,9.165905,6.073499,6.536508,7.491664,6.244981,7.799239,5.944603,5.484623,8.482597,7.364433,5.564751,4.352133,6.963805,6.424364,9.204346,6.875874,9.404728,8.891569,7.572861,6.049318,6.572542,6.447906,6.104755,7.285623,8.803234,6.261186,6.969663,7.544658,6.769748,7.728086,8.347201,6.531791,6.80652,6.532412,9.511763,7.204669,5.972899,4.388086,6.174755,5.377829,7.124169,6.971647,10.58358,7.040421,5.899384,8.413922,7.45001,5.534372,6.744822,8.227846,6.076272,8.005613,2.551168,6.064072,7.762217,6.163297,10.81738,8.147888,8.046358,2.537337,8.800245,6.631364,8.689984,4.462728,4.807113,7.918869,7.200699,9.010553,5.411383,4.895636,6.167597,3.150616,7.394995,5.516373,6.580805,6.634118,5.241177,5.912478,7.883436,4.36881,5.93496,5.743053,6.860403,4.948533,7.106117,6.458015,5.970634,5.850921,6.637263,7.569963,5.100539,5.036638,9.146502,6.377123,6.104755,4.242469,8.411619,4.547158,6.458194,7.588031,6.122032,6.109132,4.819535,4.311179,6.288726,4.131021,5.838899,8.215958,6.551281,6.441466,11.10432,4.964952,7.486472,7.634839,6.132781,7.532682,6.267725,7.439073,7.152298,5.850797,5.517399,5.101544,7.284709,9.787956,7.156262,6.542697,4.053937,4.745376,6.492369,7.088944,8.12141,8.803954,8.032137,7.222362,4.488382,3.914968,9.232771,7.088274,7.037603,4.390158,4.230277,8.991373,4.553291,7.340323,6.173934,7.415065,8.499228,8.23689,9.485605,11.08613,4.811382,7.355307,6.846107,7.794518,6.98499,6.993566,5.945961,7.144168,7.011191,6.452363,6.912529,7.806236,5.5315,6.473213,5.912175,8.031264,6.419393,7.094122,10.20863,6.674663,5.944858,7.030612,9.367256,8.510864,7.399749,7.945707,4.038182,7.404459,6.506645,7.371121,4.744188,8.946598,6.035923,7.53074,9.410015,6.441708,4.64828,6.169371,11.28355,10.16459,5.652817,6.143512,9.020256,7.160069,6.483851,6.53411,6.295082,8.330719,6.183409,8.294178,7.13706,8.557988,7.733777,5.123721,9.110244,5.622202,6.170092,6.284643,7.045158,5.970243,6.319165,4.922355,5.691294,control
