Gene,Iteration,N_train,N_test,TrainAUC,TestAUC,TrainAcc,TestAcc,ScaleMean,ScaleSD,Notes
11756479_x_at,4,28,12,0.9795918367346939,0.8888888888888888,0.9285714285714286,0.8333333333333334,10.863944607142857,0.6448050540809954,
11756479_x_at,5,28,12,0.9319727891156463,1.0,0.8571428571428571,1.0,10.85927839285714,0.6870955506223733,
11756894_a_at,1,28,12,0.9591836734693877,0.925925925925926,0.8928571428571429,0.8333333333333334,5.055703071428572,0.507972637941216,
11756894_a_at,2,28,12,0.9387755102040816,1.0,0.8571428571428571,0.8333333333333334,4.966739071428571,0.4694028016751062,
11756894_a_at,3,28,12,0.9387755102040816,1.0,0.8571428571428571,0.9166666666666666,4.997643464285716,0.5394754218794733,
11756894_a_at,4,28,12,0.9183673469387755,1.0,0.8571428571428571,0.8333333333333334,5.071380071428571,0.4423249633824141,
11756894_a_at,5,28,12,0.9727891156462585,0.9259259259259259,0.8928571428571429,0.8333333333333334,5.001946571428573,0.519938795714452,
11757379_a_at,1,28,12,0.9659863945578232,1.0,0.9642857142857143,0.9166666666666666,8.82941785714286,0.6203135506558262,
11757379_a_at,2,28,12,1.0,0.6666666666666667,1.0,0.8333333333333334,8.747028357142858,0.5724901269970749,
11757379_a_at,3,28,12,0.8571428571428572,1.0,0.9285714285714286,1.0,8.746267892857144,0.5756127981788491,
11757379_a_at,4,28,12,0.8843537414965987,0.962962962962963,0.9642857142857143,0.8333333333333334,8.815925714285715,0.5449644700231557,
11757379_a_at,5,28,12,0.8639455782312926,1.0,0.9285714285714286,1.0,8.740567321428571,0.5875185928941947,
11728207_a_at,1,28,12,0.9863945578231293,0.9259259259259259,0.9285714285714286,0.75,7.43647392857143,0.41419694176294025,
11728207_a_at,2,28,12,0.9387755102040816,1.0,0.8928571428571429,1.0,7.400506892857143,0.45544881911398283,
11728207_a_at,3,28,12,0.9727891156462586,0.8888888888888888,0.9642857142857143,0.75,7.3981328571428575,0.41945994949429516,
11728207_a_at,4,28,12,0.9727891156462585,0.8518518518518519,0.9642857142857143,0.8333333333333334,7.3932778571428575,0.44844505401060164,
11728207_a_at,5,28,12,0.9319727891156462,1.0,0.8928571428571429,1.0,7.370395500000001,0.44289078828093853,
11736159_a_at,1,28,12,0.9863945578231293,0.8148148148148149,0.9642857142857143,0.8333333333333334,8.151236607142858,0.8163015858907349,
11736159_a_at,2,28,12,0.9591836734693877,0.925925925925926,0.9285714285714286,0.9166666666666666,8.153620464285714,0.7509390423121096,
11736159_a_at,3,28,12,0.9591836734693877,1.0,0.8928571428571429,1.0,8.173499285714284,0.7593455801609142,
11736159_a_at,4,28,12,0.9591836734693877,0.962962962962963,0.9285714285714286,0.9166666666666666,8.090012892857143,0.7330220676947636,
