@RELATION univariate_ann

@ATTRIBUTE 11718185_a_at NUMERIC
@ATTRIBUTE 11725976_a_at NUMERIC
@ATTRIBUTE 11744351_a_at NUMERIC
@ATTRIBUTE 11754863_s_at NUMERIC
@ATTRIBUTE 11732135_a_at NUMERIC
@ATTRIBUTE 11756746_s_at NUMERIC
@ATTRIBUTE 11719038_a_at NUMERIC
@ATTRIBUTE 11725813_at NUMERIC
@ATTRIBUTE 11720493_s_at NUMERIC
@ATTRIBUTE 11740162_a_at NUMERIC
@ATTRIBUTE 11720554_a_at NUMERIC
@ATTRIBUTE 11731424_x_at NUMERIC
@ATTRIBUTE 11757808_s_at NUMERIC
@ATTRIBUTE 11724484_a_at NUMERIC
@ATTRIBUTE 11747623_a_at NUMERIC
@ATTRIBUTE 11725440_a_at NUMERIC
@ATTRIBUTE 11721513_a_at NUMERIC
@ATTRIBUTE 11726122_at NUMERIC
@ATTRIBUTE 11740206_x_at NUMERIC
@ATTRIBUTE 11748747_a_at NUMERIC
@ATTRIBUTE 11745742_s_at NUMERIC
@ATTRIBUTE 11718260_at NUMERIC
@ATTRIBUTE 11726276_at NUMERIC
@ATTRIBUTE 11752510_x_at NUMERIC
@ATTRIBUTE 11742024_a_at NUMERIC
@ATTRIBUTE 11724248_s_at NUMERIC
@ATTRIBUTE 11744129_at NUMERIC
@ATTRIBUTE 11717322_a_at NUMERIC
@ATTRIBUTE 11720097_at NUMERIC
@ATTRIBUTE 11721796_at NUMERIC
@ATTRIBUTE 11757635_a_at NUMERIC
@ATTRIBUTE 11756827_a_at NUMERIC
@ATTRIBUTE 11754644_x_at NUMERIC
@ATTRIBUTE 11757383_a_at NUMERIC
@ATTRIBUTE 11721346_a_at NUMERIC
@ATTRIBUTE 11723287_at NUMERIC
@ATTRIBUTE 11727593_a_at NUMERIC
@ATTRIBUTE 11719307_a_at NUMERIC
@ATTRIBUTE 11745421_a_at NUMERIC
@ATTRIBUTE 11720989_a_at NUMERIC
@ATTRIBUTE 11752737_a_at NUMERIC
@ATTRIBUTE 11725827_s_at NUMERIC
@ATTRIBUTE 11740553_a_at NUMERIC
@ATTRIBUTE 11755411_a_at NUMERIC
@ATTRIBUTE 11737423_a_at NUMERIC
@ATTRIBUTE 11734727_a_at NUMERIC
@ATTRIBUTE 11757379_a_at NUMERIC
@ATTRIBUTE 11740096_a_at NUMERIC
@ATTRIBUTE 11726632_at NUMERIC
@ATTRIBUTE 11724807_at NUMERIC
@ATTRIBUTE 11753909_x_at NUMERIC
@ATTRIBUTE 11719025_a_at NUMERIC
@ATTRIBUTE 11721719_at NUMERIC
@ATTRIBUTE 11757904_s_at NUMERIC
@ATTRIBUTE 11760963_x_at NUMERIC
@ATTRIBUTE 11730431_a_at NUMERIC
@ATTRIBUTE 11732821_a_at NUMERIC
@ATTRIBUTE 11724979_a_at NUMERIC
@ATTRIBUTE 11742418_a_at NUMERIC
@ATTRIBUTE 11732189_at NUMERIC
@ATTRIBUTE 11727304_at NUMERIC
@ATTRIBUTE 11724326_a_at NUMERIC
@ATTRIBUTE 11716903_a_at NUMERIC
@ATTRIBUTE 11717544_a_at NUMERIC
@ATTRIBUTE 11758090_s_at NUMERIC
@ATTRIBUTE 11763266_at NUMERIC
@ATTRIBUTE 11741091_a_at NUMERIC
@ATTRIBUTE 11720380_a_at NUMERIC
@ATTRIBUTE 11723400_a_at NUMERIC
@ATTRIBUTE 11751164_a_at NUMERIC
@ATTRIBUTE 11720739_s_at NUMERIC
@ATTRIBUTE 11728840_at NUMERIC
@ATTRIBUTE 11728972_a_at NUMERIC
@ATTRIBUTE 11723401_x_at NUMERIC
@ATTRIBUTE 11747785_s_at NUMERIC
@ATTRIBUTE 11727644_a_at NUMERIC
@ATTRIBUTE 11723893_s_at NUMERIC
@ATTRIBUTE 11741435_s_at NUMERIC
@ATTRIBUTE 11730005_a_at NUMERIC
@ATTRIBUTE 11730788_a_at NUMERIC
@ATTRIBUTE 11733691_a_at NUMERIC
@ATTRIBUTE 11719680_x_at NUMERIC
@ATTRIBUTE 11728703_a_at NUMERIC
@ATTRIBUTE 11736509_x_at NUMERIC
@ATTRIBUTE 11736888_x_at NUMERIC
@ATTRIBUTE 11716375_s_at NUMERIC
@ATTRIBUTE 11732181_x_at NUMERIC
@ATTRIBUTE 11718196_x_at NUMERIC
@ATTRIBUTE 11746195_x_at NUMERIC
@ATTRIBUTE 11756077_a_at NUMERIC
@ATTRIBUTE 11719844_at NUMERIC
@ATTRIBUTE 11722259_s_at NUMERIC
@ATTRIBUTE 11745691_a_at NUMERIC
@ATTRIBUTE 11736017_s_at NUMERIC
@ATTRIBUTE 11717618_s_at NUMERIC
@ATTRIBUTE 11723156_a_at NUMERIC
@ATTRIBUTE 11761116_a_at NUMERIC
@ATTRIBUTE 11731426_s_at NUMERIC
@ATTRIBUTE 11750199_a_at NUMERIC
@ATTRIBUTE 11725056_a_at NUMERIC
@ATTRIBUTE class {SONFH,control}

@DATA
5.569018,6.475294,8.595831,7.556223,6.962048,8.925120,8.752216,7.875426,9.504213,8.955828,9.490439,10.891360,8.247235,8.131701,8.332995,8.304083,9.087257,10.398420,6.947176,9.451278,9.847050,7.575126,9.141456,12.469090,6.389779,8.179172,5.989939,7.861676,6.550284,7.756528,11.700560,7.677582,10.988720,9.477053,8.097430,12.022930,5.628139,7.628809,8.421974,8.337307,10.228270,8.191251,5.835931,6.300510,8.291468,8.288281,8.789103,4.936151,7.917604,8.983807,8.020008,8.536932,9.166443,8.302587,8.420244,8.962981,7.874741,8.838179,8.660442,8.572063,5.765964,9.412838,9.026529,7.086531,6.555174,7.135746,6.812252,9.998873,10.860060,9.566452,8.494108,5.882798,7.230755,10.667550,11.445980,4.812699,8.084250,10.577480,9.224891,10.590260,6.307494,8.548193,5.205575,7.967693,8.770132,6.565187,9.421551,9.787802,8.171538,8.143029,10.825160,6.581053,6.180098,10.932770,10.497540,9.017334,10.392890,11.059640,8.711864,5.765625,SONFH
5.561942,6.653052,8.794804,7.412539,7.230401,8.948858,9.273097,8.141576,10.030240,9.306771,10.113220,10.624680,8.104314,8.415946,7.962337,8.758749,9.011791,10.667550,6.956835,9.151477,10.380220,7.798088,8.923448,12.126620,6.748372,8.251242,6.541677,7.813556,6.853870,7.618532,11.652750,6.995367,11.532350,8.563728,7.107084,11.894660,5.507155,7.594585,7.799893,7.485991,9.753707,7.202592,6.243028,6.206634,8.706703,8.022626,9.578898,5.571305,8.133667,8.835153,7.977656,8.791199,8.382027,8.819124,8.514680,8.794260,7.724829,9.348321,8.827905,8.464889,5.614190,9.326234,9.064088,7.532184,6.264115,7.297101,6.722503,10.129130,11.052930,8.585646,9.226085,5.601848,6.716904,10.958910,11.116570,5.184593,8.064817,10.532050,9.709744,10.652700,5.790557,8.621786,4.569043,7.057004,9.431405,6.655480,9.254169,9.833592,8.198964,8.829001,10.829480,6.793738,6.504667,10.928090,10.523410,9.422253,10.726580,11.568290,8.638517,5.571301,SONFH
5.194899,6.779210,8.577825,7.251908,7.131297,8.647716,8.834647,7.403821,9.238935,8.886518,9.915466,10.225990,7.749671,7.887422,7.823575,8.288311,8.750904,9.996435,7.048320,9.092871,9.746889,7.311934,8.926486,12.329730,6.022182,8.219954,5.573864,7.328289,6.420840,7.696487,11.768480,7.824840,11.085340,9.472809,7.779029,12.119470,5.642208,8.072205,8.285333,8.464889,10.739030,8.615821,6.022537,6.407702,8.267699,8.421559,8.817678,4.982846,8.090588,9.136682,8.083077,8.548996,8.814245,7.938037,8.837702,9.027124,7.847086,8.784399,8.662540,8.296087,5.119950,8.999265,9.134143,6.923804,6.335129,6.864630,6.997208,9.785593,10.907230,9.080905,8.562980,5.258463,6.551753,10.818590,11.319780,4.658307,8.475082,10.584840,9.169036,10.772120,6.493794,9.063252,5.287531,7.262834,8.674560,6.297381,8.987848,9.478436,8.265540,7.846399,10.289670,6.449676,5.756538,10.478150,10.063920,8.862157,10.021950,10.384810,8.838243,5.137780,SONFH
5.253983,6.546315,8.469214,7.365130,6.816704,8.858917,8.522084,7.164549,9.047409,8.692833,9.082004,10.443190,7.511837,7.657996,7.977488,8.211216,9.021479,9.903938,7.169540,8.926929,9.347872,6.900582,8.990690,11.851920,6.314895,8.118415,5.838861,7.544429,6.319196,7.213055,11.552980,7.362715,10.861770,9.139855,7.611084,11.646740,5.437700,7.447749,8.221132,7.813962,10.356690,7.683478,6.177858,6.107897,7.912421,7.873636,8.637918,5.378244,8.031542,8.255722,7.902707,8.211912,8.273510,7.929945,7.777618,8.695896,7.887244,8.662722,8.216949,7.999028,6.151967,9.025750,8.419070,6.358312,6.289621,7.361670,6.976337,9.619343,10.407680,9.346780,8.279549,5.530942,7.166389,10.324910,10.962790,4.772408,7.324330,10.370860,8.782600,9.928876,6.287502,8.540810,4.622437,7.274712,8.094855,6.192496,9.270289,9.575902,7.283621,8.069608,10.134200,7.163920,5.527115,10.559350,10.163410,8.613771,9.592868,10.863250,7.951419,5.556459,SONFH
5.482529,6.672000,8.603189,7.907769,7.346329,9.869443,9.192840,8.155538,10.169010,9.160686,9.714788,11.242850,8.409055,8.355704,8.541172,9.040755,9.704119,10.895400,7.275195,9.811055,10.346370,8.209620,9.618009,12.366110,7.016717,8.794255,6.632717,8.158911,6.958494,7.651936,12.160930,7.509983,11.733530,8.884499,7.784040,12.279780,5.843357,7.364014,8.597770,8.035306,10.515860,7.901819,6.524467,6.375511,8.427061,8.923570,9.454510,6.234237,8.517068,9.037913,8.343938,9.088196,8.595964,8.929657,8.216352,8.891301,8.074133,9.653539,9.026911,8.797681,6.738044,9.970849,9.010164,7.420089,6.834050,7.449520,7.067856,10.373770,10.747460,9.812700,8.920455,6.363242,7.436674,10.754010,11.696440,5.533896,8.234314,10.741830,9.839657,10.629380,7.096553,8.613766,4.930763,8.031813,8.965569,7.238959,10.136420,10.159330,7.822538,8.920268,11.061010,6.961215,6.290256,11.253970,10.849290,9.685969,10.567120,12.120270,8.679657,6.272721,SONFH
5.389126,6.729319,8.813854,7.700212,7.378479,9.336720,9.057031,8.011526,9.845533,8.989666,9.916624,11.014780,8.245783,8.126904,8.375882,8.914780,9.461976,10.601900,7.242301,9.637917,10.099180,7.758606,9.389714,12.074380,6.962102,8.460001,6.446807,8.032582,6.798654,7.587598,11.865360,7.119015,11.689670,8.035184,7.635175,12.073790,5.545428,7.012450,8.131584,7.273248,10.043590,7.192736,6.569837,6.238885,8.613707,8.839950,9.261312,6.080725,8.350779,8.915642,8.345618,8.939671,8.419437,8.593743,8.587478,8.763855,7.985814,9.578458,8.759901,8.421097,6.221051,9.686956,8.955188,7.297340,6.925741,7.321848,6.925176,10.055920,11.014800,9.494187,8.995655,5.996149,7.494383,10.862120,11.416110,5.437165,8.098545,10.588690,9.667988,10.251890,6.869797,8.921858,5.089051,7.737944,8.707710,7.002188,9.743706,9.856153,8.038647,8.698558,10.861870,7.103100,6.415947,11.100090,10.697100,9.621571,10.680240,11.694840,8.413331,5.815773,SONFH
5.022483,6.331224,7.885901,7.208814,6.750305,8.670221,8.295340,6.990666,8.526999,8.389683,9.176410,9.478524,6.739830,7.563076,7.241171,7.567244,8.278300,9.107943,6.041372,8.302452,8.837417,6.567220,8.432209,11.225070,6.252569,7.501401,5.157242,7.537250,6.207513,7.029167,10.373380,6.559012,10.517160,8.161993,6.920910,10.617810,5.493842,6.647883,7.370752,7.047201,8.913888,6.732677,5.793662,6.050035,7.504864,7.833493,8.129995,5.072231,7.102001,7.730062,7.741400,8.111327,8.228126,7.964135,7.393727,8.273260,7.241858,7.940557,7.819890,7.558770,5.815970,8.189924,7.635865,6.186866,6.346622,7.212497,5.993816,9.037552,9.782438,8.435816,8.280076,4.741158,6.385437,9.567756,10.333000,4.876303,6.740915,9.554891,8.530972,9.267594,5.548972,7.880174,4.427539,6.264652,7.848815,6.368549,8.532001,9.043488,6.818243,7.535758,9.600014,5.887547,5.372319,9.982380,9.567373,7.807199,9.013002,9.992044,7.086861,4.778483,SONFH
5.531263,6.610452,8.026353,7.674123,7.095832,9.275970,8.705097,7.233706,9.405066,8.827071,9.692147,10.506420,7.433911,8.000959,8.184920,8.296893,9.192580,10.120250,6.941871,9.195076,9.489787,7.123098,9.531079,11.913970,6.537252,8.072680,5.828286,7.650136,6.434126,7.670938,11.634440,7.011176,11.359140,8.546253,7.487119,11.888940,5.383207,6.775112,8.154196,7.653549,10.241780,7.127168,6.273977,6.267112,7.785317,8.234798,8.681231,5.443949,8.090422,8.395294,8.152519,8.432731,8.402248,8.148199,8.024585,8.534992,8.095159,8.610815,8.493290,8.184779,5.993995,9.284812,8.624446,6.755375,6.516883,7.450483,7.164824,9.786457,10.717090,9.631804,8.619897,5.708161,7.225859,10.629980,11.239430,5.045920,7.404828,10.264630,9.192163,9.900755,5.898068,8.131138,5.299122,7.474439,8.231481,6.494406,9.421899,9.702961,7.528685,8.214231,10.185060,6.467624,5.756882,10.806700,10.431930,8.936414,10.065650,11.270090,8.260019,5.361296,SONFH
5.188995,6.477687,8.109932,7.359410,7.039453,9.245510,8.793097,7.552092,9.471576,8.866912,9.190604,10.463710,7.599325,7.940804,8.126493,8.436010,9.066080,10.162970,6.027524,9.262444,9.544731,7.231840,8.670773,11.598770,6.770335,8.087895,6.095948,7.853488,6.765553,7.411889,11.442850,7.072841,11.158890,8.074890,6.965328,11.597120,5.584435,6.878047,8.287458,7.499334,9.684575,7.042891,6.090568,6.304621,7.672725,8.124414,8.739084,5.847754,8.048817,8.769120,7.918552,8.483544,8.054071,8.393517,8.133630,8.327700,7.935541,8.648300,8.494502,8.579103,5.990216,9.187148,8.317605,6.975216,6.761425,7.329293,6.753979,9.987503,10.330780,9.358582,8.482927,5.853354,6.808908,10.203720,11.229280,5.202506,7.590499,10.267570,9.076867,9.717796,5.983290,7.929077,4.933463,7.519044,8.369785,7.004565,9.546257,9.823982,7.464257,8.219610,10.681360,6.466034,6.109230,10.810200,10.374970,8.879644,9.869879,11.340870,8.326229,5.684260,SONFH
5.445614,6.819967,8.639683,7.676656,7.420892,8.931075,8.609992,7.445159,9.243071,8.610632,9.666482,10.354830,7.809302,8.012419,8.144140,8.334193,9.132598,10.180770,6.866465,9.373006,9.591749,7.388075,8.770412,11.761350,6.501904,8.217918,6.349591,7.774590,6.618675,7.439798,11.864260,6.965727,10.938010,8.834610,7.631957,12.073420,5.691322,7.567408,8.272290,7.801587,10.603550,7.723004,6.369795,6.508508,8.436378,8.533668,9.044882,5.509202,8.070782,8.658565,8.270895,8.773670,8.651533,8.293900,8.125646,8.796455,7.903326,9.139013,8.566555,8.176414,6.178349,9.333979,8.689962,6.949744,6.402453,7.298349,6.889283,9.954191,10.645200,9.237632,8.561405,5.673182,7.119667,10.542640,11.173390,4.800720,7.511947,10.414390,9.263501,10.069090,6.493902,8.945580,4.623743,7.246455,8.611783,6.377173,9.136190,9.616132,7.682830,8.103231,10.583090,7.116828,5.830823,10.795220,10.381130,9.009613,10.017530,10.903850,8.340384,5.566462,SONFH
5.983513,6.725027,9.095850,7.652927,7.409295,9.738088,9.022724,8.432955,10.411240,8.715258,9.729005,12.032530,8.948076,7.931768,8.748856,9.337109,9.963140,10.688050,7.487415,10.000590,10.675790,8.082003,9.800498,12.562200,7.182808,8.933914,7.006537,7.650638,6.974844,8.035025,12.393750,7.963656,11.280790,9.146166,8.210716,12.580300,6.089078,8.155474,8.962753,8.271719,11.353300,8.605017,6.703190,6.214789,8.701008,8.705224,9.798498,5.755210,9.177341,9.645513,8.411062,9.246973,8.765951,9.125700,8.547682,9.520963,8.910954,10.216220,9.251526,9.607207,6.459041,10.117640,9.773370,7.984115,6.512733,7.806758,7.730266,10.458890,11.104800,9.967089,9.010737,7.286195,8.037514,11.010780,11.793270,5.285730,8.773195,11.133900,10.408960,11.254050,7.151175,9.109045,6.050246,8.102474,9.178328,6.772641,9.648663,9.828512,8.305431,9.000168,11.682340,7.741433,7.591187,11.486920,11.134280,9.973333,10.992760,12.081680,8.643345,6.842471,SONFH
5.349678,6.746096,8.675882,7.665523,7.214270,9.080366,8.624518,7.596931,9.393912,8.574718,9.739688,10.585350,7.817053,8.062868,8.113708,8.337949,9.198202,10.192560,6.160557,9.317199,9.673298,7.160203,9.422750,12.059790,6.664304,8.588594,6.217617,7.868946,6.775051,7.862506,11.739070,7.083915,11.422950,8.360715,7.690836,11.880480,5.748941,7.266667,8.115489,7.878186,10.036750,7.045089,6.316238,6.256822,8.364292,8.591166,9.065336,5.443027,8.210202,8.682961,8.165635,8.421309,8.832167,8.355122,8.401632,8.816862,8.154243,8.694408,8.635065,8.319874,5.903865,9.390053,8.886053,7.380358,6.683619,7.061027,6.935983,9.873676,10.637920,9.409320,8.747005,5.367541,6.683567,10.522810,11.259670,4.852720,7.521904,10.467300,9.187587,10.122160,6.369167,8.692974,4.797967,7.235487,8.478817,6.808730,9.162330,9.719643,7.966666,8.228493,10.184480,6.597380,6.002140,10.955330,10.549800,9.077186,10.111630,11.230180,8.085875,5.757558,SONFH
5.342678,6.577239,8.265015,7.748703,7.244290,9.590122,8.589519,7.528411,9.747814,8.626931,9.550529,10.929260,8.355680,8.157257,8.268730,8.417062,9.403530,10.415280,6.718239,9.300138,9.738084,7.349901,9.618023,12.257890,6.612611,8.735072,6.380719,7.692935,6.602723,7.524086,12.377670,7.800115,11.525940,9.453784,8.249921,12.519130,5.541264,7.464350,8.564156,8.364341,10.379070,7.910601,6.161215,6.085477,7.929968,8.435371,8.920195,6.048589,8.297024,8.506289,8.150201,8.568593,8.716476,8.414663,8.008260,8.708322,8.038314,8.965413,8.510653,8.122936,6.556776,9.576807,8.370158,6.886929,6.617366,7.268357,6.719718,10.119370,10.680950,9.751759,8.606623,5.917801,7.568783,10.588150,11.383090,4.924839,7.618301,10.745240,9.404716,10.475790,6.856674,8.529321,5.152347,7.711267,8.338573,6.697706,9.483612,10.161460,7.355472,8.309787,10.508600,7.189528,6.127924,10.853870,10.439630,9.430227,10.098500,11.584460,8.473385,5.924823,SONFH
5.205926,6.600674,8.726881,7.878326,7.152188,9.463259,9.424973,8.164824,9.808942,9.473396,9.533983,11.212550,8.029085,8.195649,8.320820,8.681448,9.825731,10.851440,7.484236,9.539416,9.929510,8.018577,9.148698,12.446910,6.774996,8.644328,6.318836,7.868036,6.650818,7.780584,12.388180,7.658561,11.721730,8.823147,7.503453,12.502080,5.660963,7.496861,8.690546,8.432453,10.368470,7.708097,6.440340,6.298367,8.253801,8.315110,9.325604,5.977592,8.690752,9.272696,8.418148,8.900109,8.791023,8.747758,8.400633,8.788437,8.516150,9.241012,8.775148,8.930871,6.349082,9.897574,9.111305,7.259549,6.707614,7.372035,7.472019,10.502120,11.047820,10.289940,8.408052,6.823940,7.841270,10.913490,11.397520,5.214925,8.273212,10.824640,9.367074,10.751140,7.004573,9.082685,5.777567,7.570744,8.497267,6.792369,9.799755,9.965273,8.081286,8.302168,10.511400,7.080959,5.741350,11.363190,10.899820,9.707759,10.383910,11.865130,8.530131,5.819425,SONFH
5.184250,6.477761,8.299239,7.358551,6.835799,8.642033,8.535384,7.252080,9.271743,8.594709,9.541927,9.950172,7.578238,8.226947,8.039258,8.071869,8.896090,10.258380,6.548173,9.300787,9.375820,6.844776,8.963862,12.271050,6.193375,8.544720,5.880330,7.541742,6.522716,7.626312,12.046430,7.741358,11.296600,8.874951,7.931026,12.216250,5.636562,7.670575,8.053477,8.448688,10.285510,7.855812,6.155024,6.403870,7.940496,8.163153,8.790459,5.185060,7.835961,8.277843,7.967136,8.384138,8.721536,7.998420,7.980246,8.711563,7.766172,8.195494,8.312973,8.144947,5.678881,9.337967,8.653305,6.701519,6.425705,7.184148,7.160920,9.753645,10.624350,9.287396,8.503210,4.953030,7.205742,10.499020,11.573950,4.913665,7.455749,10.371910,9.202304,10.176010,6.116280,8.518650,4.713652,6.907715,8.895971,6.385005,8.911001,9.767118,7.645933,7.716875,10.265670,6.116857,5.702421,10.713010,10.277780,8.724562,9.754176,10.569830,8.380342,5.506890,SONFH
5.418392,6.598694,8.336605,7.717120,7.035659,8.930415,8.638156,7.379970,9.435194,8.834423,9.751409,10.453230,7.751931,7.800686,8.124496,7.877707,9.324269,10.144450,6.877406,9.321361,9.422518,7.245526,9.196740,12.051880,6.577765,8.149873,5.882713,7.813800,6.620412,7.603660,11.644600,6.925525,11.169180,8.531436,7.561702,11.909710,5.592708,6.961359,8.097174,7.715725,10.290800,7.093760,5.958004,6.256940,7.834649,8.190302,8.669685,5.872683,7.837851,8.510858,8.098037,8.532350,8.577240,8.358389,7.866203,8.555500,8.102684,8.847261,8.562274,8.229388,6.138412,9.365327,8.461432,6.830878,6.633340,7.075771,6.868549,9.700758,10.621350,9.816971,8.487464,6.139383,6.903296,10.647710,11.138740,5.021258,7.617060,10.215590,9.261396,10.160480,6.085119,8.525568,4.998287,7.411234,8.152634,6.430621,9.402842,9.679594,7.302738,8.118515,10.785220,6.825799,5.767219,10.717910,10.303670,8.704512,9.918595,11.270820,8.267297,5.661321,SONFH
5.649556,7.197820,9.352964,7.825678,7.300068,9.545881,9.079233,8.354503,9.916922,9.135998,9.253820,11.312750,8.148071,8.182566,8.510287,9.181843,9.634972,10.999510,7.776548,9.716339,10.079750,8.193325,8.955919,12.274290,7.211108,8.524621,6.403181,8.416473,6.842283,7.378434,12.469550,7.521298,11.706510,9.034662,6.972060,12.492590,5.650932,7.550170,8.514277,8.420918,10.817360,7.843693,6.571863,6.331780,8.664245,8.506153,9.446583,6.841917,8.400286,9.095143,8.473783,8.900438,8.286682,9.048475,8.104545,8.946616,8.238102,9.678309,8.645138,9.286336,6.738100,9.849554,8.449520,7.328245,6.474392,7.472487,7.045480,10.631570,10.775160,9.656750,8.444268,6.522820,8.034753,10.621990,11.566450,4.826178,7.796363,10.642500,9.644754,10.525000,6.881618,8.518061,5.472062,7.676103,8.480893,7.538216,10.110310,10.127400,7.830320,8.940627,11.470490,6.968420,6.900605,11.404900,10.988300,9.089069,10.940650,12.259400,8.810360,5.485393,SONFH
5.456977,6.484151,8.811154,7.553797,6.997490,8.945181,9.395630,7.488577,9.536626,9.434550,9.807877,10.610480,8.075260,8.072640,8.443270,8.504248,9.481197,10.525840,7.358015,9.680351,9.700502,7.597561,9.338272,11.844140,6.517054,8.140613,6.048333,7.821483,6.453114,7.675591,11.838470,6.656845,11.329260,8.448930,6.878047,12.214670,5.760171,7.003131,8.236959,7.417724,10.256300,6.981301,6.298502,6.452636,8.369686,8.636669,9.006711,5.535732,7.956927,8.612708,8.480746,8.871338,8.462996,8.391811,8.450159,8.499239,8.159143,9.075571,8.600080,8.018158,6.668963,9.771798,8.809038,6.992783,6.604878,7.266973,7.137883,9.669418,10.736580,9.709850,8.614393,5.347158,7.170385,10.704450,11.411330,5.240477,7.463890,10.322330,9.420942,10.070960,6.145334,8.711914,5.060390,7.068398,8.608289,6.705987,9.296666,9.553349,7.977225,8.182436,10.788670,7.128801,5.983451,10.682790,10.157090,8.777075,10.348390,11.334700,8.581821,5.612907,SONFH
5.263831,6.426069,8.682186,7.843687,7.343782,9.397043,8.939492,7.788872,9.888657,8.916622,9.722759,11.104630,8.405735,8.309051,8.538777,8.876773,9.740910,10.607480,6.822423,9.641094,9.793252,7.683248,9.542551,12.129540,6.822120,8.599463,6.235087,7.994362,6.815246,7.937464,12.480280,6.753538,11.744420,8.702675,7.521727,12.547350,5.814193,6.950020,8.780422,7.806748,10.836590,7.101048,6.316838,6.228799,8.275211,8.333355,9.205881,6.048650,8.271370,9.045863,8.314068,8.777531,8.546771,8.588696,7.957866,8.611724,8.284143,9.136332,8.656954,8.445591,6.824977,9.820253,8.925805,7.043097,6.640534,7.242448,7.173704,10.252420,11.011700,9.969630,8.462848,6.459388,7.593726,10.917680,11.427150,5.309935,8.307364,10.841830,9.550429,10.338910,6.613204,9.197620,5.256769,7.704970,8.539732,6.634482,9.797214,10.150630,7.525613,8.435418,10.658760,7.820812,6.058526,11.073970,10.667970,9.522817,10.224810,11.638370,8.446788,5.967552,SONFH
5.429572,6.705653,8.618103,8.064252,7.368961,9.375684,8.762949,7.624196,9.506270,8.825290,9.822970,10.959960,7.894695,8.117762,8.213793,8.155330,9.481478,10.547620,6.481876,9.390923,9.615915,7.626872,9.302404,12.145600,6.638634,8.158633,6.031947,7.659221,6.575224,7.719137,12.155620,7.428722,11.390120,8.944917,7.934370,12.364240,5.507611,7.505234,8.452183,8.202213,10.573770,7.831450,6.300928,6.418810,8.132782,8.508869,9.092013,6.007155,8.233274,8.873915,8.297702,8.684879,8.689465,8.415510,8.428326,8.873056,8.275387,9.196138,8.672250,8.580481,6.792451,9.660478,8.752386,6.994845,6.357352,7.407433,7.021377,10.102730,10.917480,9.982308,8.299607,5.926153,7.342170,10.795200,11.311880,4.858923,7.935784,10.590150,8.933203,10.658130,6.744441,9.200633,5.025600,7.315176,7.956032,6.638912,9.472163,9.899269,7.891924,8.475516,10.312920,7.594748,5.565012,10.927170,10.491940,9.018803,10.306500,11.468720,8.589124,5.506662,SONFH
5.162147,6.560495,8.275493,7.446007,7.288338,9.040344,8.586523,7.320574,9.692973,8.639132,9.990939,10.404210,7.628375,8.354952,7.355778,8.230528,9.028842,10.293620,6.809864,8.684966,9.901877,7.533906,9.054497,12.378660,6.651112,8.193595,6.472098,7.734358,6.446053,7.591615,11.423150,7.352738,11.444650,9.109251,7.260531,11.643170,5.241704,7.899240,7.827946,8.004615,9.554283,7.302661,6.231297,6.102063,7.970509,8.370115,8.932184,5.568958,8.251965,8.088218,7.864091,8.645818,8.314568,8.278658,8.032614,8.538173,7.660706,8.214417,8.429337,8.596800,5.211841,8.964179,8.453590,7.190454,6.784077,7.133764,6.336461,9.706522,10.596510,8.707950,8.944379,5.203296,6.702561,10.595000,11.299700,4.701736,7.837824,10.373270,9.560264,10.176920,6.047907,8.133039,4.387753,6.710338,9.223720,6.953883,9.159695,9.966353,7.477717,8.195963,10.286420,5.948060,5.637043,10.933760,10.489780,9.169036,10.023710,11.467490,8.195088,5.239172,SONFH
5.240535,6.522195,8.296403,7.322193,6.742209,8.554739,8.632273,6.950214,8.911393,8.650764,9.488438,10.003900,7.426152,7.842055,7.584194,7.773674,8.898472,9.798004,6.865137,8.817302,9.304592,6.796875,8.759289,11.985980,5.893764,7.895845,5.768070,7.424566,6.569019,7.164353,11.769540,6.996388,11.160580,9.093063,7.779910,11.915460,5.279548,7.551092,8.289924,8.165313,10.610020,7.554763,6.154831,6.475053,7.834034,8.293220,8.869864,4.822052,7.773196,8.548834,7.870487,8.204582,8.705452,7.721129,8.287918,8.727996,7.746912,8.042726,8.312381,8.134942,4.884530,8.968364,8.480338,6.901563,6.408203,7.122310,6.892975,9.630611,10.625340,8.723925,8.383872,5.283329,6.790727,10.521860,11.100930,4.962813,7.260646,10.249460,9.067685,10.029020,5.892217,8.667538,4.794987,6.793783,8.473685,6.404697,8.369621,9.586128,7.965505,7.429932,9.481793,6.368365,5.378707,10.569240,10.170790,8.652033,9.600689,10.413980,8.031895,5.337817,SONFH
