sample,11718185_a_at,11725976_a_at,11744351_a_at,11754863_s_at,11732135_a_at,11756746_s_at,11719038_a_at,11725813_at,11720493_s_at,11740162_a_at,11720554_a_at,11731424_x_at,11757808_s_at,11724484_a_at,11747623_a_at,11725440_a_at,11721513_a_at,11726122_at,11740206_x_at,11748747_a_at,11745742_s_at,11718260_at,11726276_at,11752510_x_at,11742024_a_at,11724248_s_at,11744129_at,11717322_a_at,11720097_at,11721796_at,11757635_a_at,11756827_a_at,11754644_x_at,11757383_a_at,11721346_a_at,11723287_at,11727593_a_at,11719307_a_at,11745421_a_at,11720989_a_at,11752737_a_at,11725827_s_at,11740553_a_at,11755411_a_at,11737423_a_at,11734727_a_at,11757379_a_at,11740096_a_at,11726632_at,11724807_at,11753909_x_at,11719025_a_at,11721719_at,11757904_s_at,11760963_x_at,11730431_a_at,11732821_a_at,11724979_a_at,11742418_a_at,11732189_at,11727304_at,11724326_a_at,11716903_a_at,11717544_a_at,11758090_s_at,11763266_at,11741091_a_at,11720380_a_at,11723400_a_at,11751164_a_at,11720739_s_at,11728840_at,11728972_a_at,11723401_x_at,11747785_s_at,11727644_a_at,11723893_s_at,11741435_s_at,11730005_a_at,11730788_a_at,11733691_a_at,11719680_x_at,11728703_a_at,11736509_x_at,11736888_x_at,11716375_s_at,11732181_x_at,11718196_x_at,11746195_x_at,11756077_a_at,11719844_at,11722259_s_at,11745691_a_at,11736017_s_at,11717618_s_at,11723156_a_at,11761116_a_at,11731426_s_at,11750199_a_at,11725056_a_at,11732330_s_at,11731425_at,11716346_at,11721762_a_at,11720866_a_at,11717267_x_at,11754481_x_at,11734995_x_at,11718807_at,11716073_a_at,11722269_a_at,11722387_at,11739001_s_at,11716626_at,11720219_a_at,11733389_a_at,11742686_a_at,11739837_a_at,11715757_a_at,11755572_x_at,11754831_a_at,11739720_a_at,11737749_a_at,11715251_at,11751178_a_at,11718002_at,11746456_x_at,11722270_at,11749986_a_at,11743865_s_at,11715716_at,11716931_at,11718657_a_at,11725384_a_at,11718121_x_at,11745801_s_at,11725924_a_at,11741351_s_at,11739731_s_at,11715617_a_at,11759824_a_at,11740979_x_at,11755399_a_at,11717889_s_at,11724858_a_at,11727841_a_at,11735767_at,11748005_a_at,11752568_a_at,11744067_s_at,11717762_a_at,11755091_a_at,11731023_a_at,11723668_at,11732728_at,11756792_x_at,11736575_x_at,11737649_a_at,11731024_s_at,11722728_a_at,11748120_a_at,11718122_a_at,11728828_at,11731054_s_at,11724005_s_at,11747020_x_at,11754832_a_at,11715466_at,11746818_s_at,11744636_a_at,11745192_a_at,11746563_x_at,11724683_a_at,11743813_a_at,11717557_s_at,11733470_at,11724821_a_at,11759346_a_at,11728427_at,11719624_a_at,11756846_a_at,11719219_a_at,11757288_s_at,11727179_a_at,11735818_a_at,11727740_a_at,11745744_a_at,11756894_a_at,11747228_x_at,11716904_s_at,11744592_a_at,11722752_a_at,11758386_s_at,11722216_a_at,11716612_a_at,11748273_a_at,11743591_a_at,11746839_a_at,200021_PM_at,11730996_a_at,11750862_a_at,11721339_a_at,11748311_s_at,11743130_a_at,11755151_a_at,11755644_s_at,11759144_at,11749752_x_at,11745976_x_at,11728989_a_at,11729278_x_at,11735713_x_at,11719686_a_at,11755192_a_at,11724056_a_at,11753961_a_at,11721716_s_at,11725474_a_at,11732373_a_at,11763167_x_at,11719255_s_at,11732217_a_at,11754762_x_at,11720044_at,11754469_a_at,11720585_a_at,11724678_a_at,11744432_s_at,11754946_a_at,11716533_a_at,11721728_a_at,11717241_a_at,11724311_a_at,11756449_x_at,11725516_s_at,11723464_s_at,11741576_a_at,11715948_at,11733258_a_at,11720230_at,11719370_a_at,11719024_at,11763171_at,11752095_a_at,11733403_x_at,11737388_s_at,11735741_s_at,11736173_at,11723605_a_at,11722089_a_at,11739436_a_at,11716472_a_at,11718387_s_at,11732823_s_at,11725249_at,11715706_x_at,11754775_s_at,11736761_at,11723424_at,11726205_at,11717176_at,11733768_x_at,11743879_at,11736084_a_at,11746376_a_at,11747203_x_at,11756479_x_at,11736159_a_at,11722574_at,11719149_a_at,11757369_s_at,11717324_at,11740935_s_at,11731879_a_at,11757750_a_at,11727513_at,11722960_a_at,11727947_at,11724810_at,11715926_s_at,11740208_x_at,11752509_s_at,11723468_at,11733803_x_at,11717208_at,11718305_a_at,11756532_a_at,11718699_at,11735177_at,11717218_a_at,11756289_x_at,11746754_a_at,11718600_a_at,11716128_at,11715691_s_at,11731397_a_at,11739342_a_at,11752692_x_at,11722900_s_at,11720394_at,11715676_s_at,11739521_at,11732899_s_at,11718568_a_at,11727904_s_at,11733248_a_at,11720345_a_at,11738807_s_at,11716238_at,11719183_a_at,11733611_a_at,11755009_s_at,11737750_s_at,11752266_a_at,11754589_a_at,11750847_a_at,11735768_x_at,11727222_at,11727145_s_at,11718120_at,11757783_s_at,11755804_a_at,11722225_a_at,11715717_s_at,11720975_a_at,11741278_a_at,11740302_a_at,11754492_x_at,11718195_a_at,11739219_s_at,11724686_x_at,11717610_s_at,11723842_s_at,11729533_s_at,11757321_a_at,11741223_s_at,11733698_s_at,11754680_a_at,11724004_a_at,11716687_x_at,11728740_a_at,11730168_s_at,11730433_a_at,11741047_a_at,11721231_a_at,11718724_at,11715462_x_at,11752814_s_at,11752590_s_at,11756248_a_at,11730373_a_at,11754972_s_at,11717837_x_at,11760084_x_at,11719160_at,11741190_a_at,11715902_a_at,11746363_x_at,11756724_x_at,11763426_a_at,11753127_a_at,11715531_at,11723344_at,11760507_at,11719953_s_at,11754345_a_at,11721347_a_at,11756245_s_at,11729574_at,11725577_a_at,11746972_a_at,11725069_s_at,11724485_x_at,11723848_s_at,11733801_s_at,11748249_a_at,11720392_at,11720644_a_at,11727905_a_at,11757525_s_at,11745276_a_at,11737412_at,11739009_a_at,11721834_a_at,11731408_x_at,11756191_a_at,11725165_a_at,11758635_s_at,11732180_a_at,11743129_at,11728062_a_at,11721027_a_at,11739232_x_at,11721073_a_at,11757883_s_at,11741063_a_at,11755571_a_at,11763201_at,11720218_a_at,11730270_a_at,11716662_at,11722532_s_at,11749323_a_at,11752202_a_at,11718084_a_at,11721703_s_at,11723311_a_at,11746639_a_at,11744056_at,11731465_a_at,11737009_at,11723792_at,11763456_x_at,11757243_s_at,11731783_a_at,11731728_at,11721340_s_at,11719548_s_at,11727657_at,11739666_a_at,11754456_a_at,11726636_s_at,11744313_a_at,11739272_x_at,11758105_s_at,11717952_at,11726586_at,11718679_a_at,11725043_a_at,11730383_a_at,11728424_x_at,11723646_x_at,11727637_at,11717874_a_at,11755383_a_at,11722170_a_at,11717209_s_at,11723737_x_at,11736333_at,11722095_a_at,11752332_x_at,11743736_at,11760387_at,11759416_x_at,11715483_s_at,11725966_a_at,11722022_s_at,11717586_a_at,11718204_a_at,11751304_a_at,11755105_a_at,11720103_a_at,11748409_a_at,11742811_at,11731019_x_at,11746596_a_at,11721107_a_at,11735124_a_at,11757522_s_at,11759407_at,11720334_a_at,11723937_a_at,11725407_s_at,11717836_a_at,11729658_a_at,11720570_a_at,11757843_s_at,11758669_s_at,11750555_a_at,11747508_a_at,11755086_x_at,11725517_x_at,11715506_a_at,11725054_a_at,11757397_s_at,11746957_a_at,11719332_at,11725789_at,11743033_x_at,11718924_a_at,11726357_a_at,11756118_s_at,11736783_s_at,11752765_s_at,11746904_a_at,11739245_a_at,11719718_a_at,11716653_x_at,11763413_at,11723153_a_at,11726358_a_at,11729593_at,11748615_a_at,11733061_s_at,11760333_x_at,11754294_s_at,11747619_a_at,11715189_s_at,11743592_a_at,11724806_s_at,class
GSM3507251,5.068588,5.53645,7.051099,7.169374,6.570759,7.046669,7.510606,6.684678,8.448059,7.551556,9.312645,8.27248,7.103759,7.658872,7.207993,7.284442,8.488585,9.239814,5.917058,8.189856,8.727583,6.547413,7.901358,11.16364,5.30268,7.632776,5.19408,6.737959,5.640323,6.85533,10.91685,5.112565,11.12729,7.430493,5.809798,11.06279,4.915402,5.980227,7.343896,6.886629,9.246944,5.903163,5.381547,6.053491,7.220813,7.439627,8.038507,4.791504,7.621214,8.097454,8.020668,8.038479,7.36481,7.487372,7.450402,7.910014,7.541437,7.584051,7.72206,6.674191,4.699669,8.89839,8.32734,6.537779,5.391935,6.744049,5.836695,8.894444,9.978194,7.471599,7.425634,4.367069,5.400742,9.96966,10.88178,4.509928,6.958774,9.703982,8.232609,9.357658,4.736568,7.91958,4.940232,6.083395,7.267892,5.312526,7.700546,9.127239,6.975746,7.597762,9.623886,6.125536,4.894166,9.331211,8.895977,7.712684,9.612423,8.883381,7.763124,4.863943,8.935262,9.289389,6.271213,8.321125,6.713617,6.414512,8.14126,8.383862,8.189456,8.619602,7.916088,8.514828,4.891004,5.567711,7.945293,7.705902,9.028793,7.262588,10.8505,7.207482,5.903864,7.412427,5.907757,5.525496,6.585866,7.67358,5.673154,9.010933,6.155429,7.038458,10.23211,7.920881,9.700422,5.426272,7.268853,9.60957,6.245884,6.277891,6.619045,8.608905,3.586219,7.298306,5.266262,9.25913,4.808023,8.156808,10.12653,4.810402,7.155554,8.089993,8.328203,6.338091,8.396531,2.718905,4.67217,7.936357,4.59707,3.950462,9.028444,2.516631,8.713251,6.430098,5.155022,5.59993,9.256689,7.965228,6.432875,10.38666,10.49363,5.544063,2.73924,8.077375,9.040733,10.75204,7.708455,5.769413,6.639133,6.521399,4.545809,8.461843,7.833538,6.185647,6.826853,6.077101,7.203192,6.875051,7.708394,3.594827,9.0135,9.840144,5.910716,7.165733,6.582211,7.216076,6.8728,7.776041,8.037761,6.12715,12.03285,9.09919,6.028747,7.396577,6.582016,9.209236,6.334493,7.6457,7.877551,7.166748,9.523532,7.686244,5.322689,9.343096,7.374879,6.734977,6.312966,5.902145,4.055935,6.59818,7.479171,5.273285,5.910901,7.472752,8.766562,6.959531,7.031065,7.862697,8.096647,7.939554,6.242108,8.979572,8.734748,9.150265,7.502407,6.845551,5.916361,11.00732,7.075692,5.618561,6.740895,7.249638,6.14281,3.105626,6.600581,8.328403,9.398726,4.508843,8.220408,5.043313,6.046777,7.988292,6.701857,7.250961,6.829122,4.365372,8.012908,8.132582,10.95688,6.466455,7.129942,3.730118,7.385207,8.176045,6.13211,6.572055,7.579285,6.971961,9.787787,7.36791,6.952541,6.828707,7.838458,7.750637,8.929329,5.737544,6.808245,5.405857,7.394626,5.01093,6.56951,7.082997,6.275549,11.57394,6.455258,7.377498,5.905739,7.158669,9.580909,6.387065,6.034131,7.786451,8.159508,7.321644,6.56539,8.186821,10.91247,8.652733,7.353114,7.396875,7.282881,5.303141,7.749159,7.402982,9.094376,6.487836,5.253254,5.397124,9.427167,7.952846,8.331962,8.042351,7.834176,9.270845,7.440256,7.534564,8.719736,5.679641,9.989182,3.597597,4.4634,7.5092,8.634879,5.967381,7.636043,10.42292,6.719329,6.230694,7.309479,6.618673,9.066829,6.947444,7.759954,4.301176,6.584121,5.325697,9.793392,6.34954,7.333068,8.770516,8.853221,7.321941,6.318855,10.17749,4.386814,8.563082,5.145894,5.408371,12.28943,6.908808,4.544913,7.471093,8.113425,7.857637,8.991508,6.153055,3.610564,5.465222,7.179827,8.36236,8.773296,9.235361,4.465909,8.483185,5.945711,8.210466,7.15954,7.564176,8.435036,7.405312,4.865123,5.6823,5.038916,7.287915,8.501278,6.638947,4.799754,4.832489,5.264699,8.703009,8.2683,8.061222,5.642604,3.027913,9.618308,6.446396,6.908032,3.882739,3.479879,6.789247,7.752026,10.06167,9.174664,6.937824,9.775166,6.332839,8.35649,8.411816,6.242601,8.990862,7.874983,7.41563,8.814705,1.8701,6.901754,5.431305,9.12228,5.911283,6.494135,9.958319,6.388589,6.018897,2.257499,6.708644,5.373783,7.402081,6.573114,7.980678,6.063754,6.229858,4.049807,6.978437,7.172239,8.344577,7.046796,9.101439,8.258403,6.272113,4.129282,6.718519,8.039841,8.137709,7.100709,7.567918,7.217688,6.445637,6.903382,7.689634,7.509666,5.850767,6.417426,7.708018,4.714108,7.332994,5.688499,3.841313,11.58226,6.737267,4.00452,7.857794,5.977036,5.039301,9.510811,8.370558,6.508772,5.904584,9.428463,8.769491,7.625264,6.333898,5.69296,7.323825,6.84053,8.340945,3.256557,8.679629,8.195225,7.325191,7.657719,7.424284,8.051032,3.080648,7.660013,6.256551,7.22576,4.185766,8.776471,6.589367,9.976586,7.692105,7.243152,7.698171,8.000261,7.221283,5.681206,12.07044,7.22092,6.304194,8.548321,5.763382,5.670592,6.360325,6.998285,6.751343,6.33058,7.690618,6.049146,9.108076,6.457725,11.83497,6.42004,6.380989,control
GSM3507252,4.87887,6.06991,7.503971,6.847307,6.653621,8.148092,7.855804,6.760154,8.417543,7.810754,8.770222,9.327426,6.506765,7.262102,6.916512,7.393279,8.342548,9.162188,5.37772,7.68324,8.709167,6.595506,7.333253,11.37396,5.668416,7.749764,5.45097,7.371053,6.098707,6.622673,11.02489,6.081429,10.23776,7.544011,6.275343,11.08405,4.828548,6.006717,6.253442,7.148983,8.472171,5.893764,5.813973,5.86121,7.130261,7.277559,8.080787,4.055808,7.036624,7.632637,7.383189,7.767545,7.947299,7.783518,7.445183,8.134713,7.147371,7.522883,7.846498,7.552304,5.083256,7.972333,8.017219,6.363181,5.617705,6.874433,6.065416,8.980911,9.47895,8.073334,7.732307,4.822172,6.481437,9.386147,10.4174,4.639289,6.739445,9.452919,8.458843,9.318221,5.635341,7.340862,4.323794,6.16714,7.675552,6.205419,8.277582,9.028412,6.846608,7.48076,10.38088,4.920863,5.291438,9.814264,9.415816,7.921813,9.303751,9.93073,7.754645,4.908247,8.178618,10.71979,6.295733,8.285982,6.182224,6.226609,8.098806,7.360094,8.225495,8.694478,7.527353,7.947226,6.138786,5.664023,8.334969,7.515437,9.333565,6.744919,10.17729,6.613277,5.803768,7.605962,5.931967,5.672466,6.231585,8.321836,4.884813,8.594865,6.007422,6.627169,9.608557,7.483976,9.835303,4.859205,6.174463,9.310658,6.127057,5.620863,6.16561,9.342854,4.252974,7.599154,6.023137,9.208422,4.561026,8.199888,9.556303,4.673493,7.342288,7.558415,8.03697,6.309697,7.866545,2.639842,4.224147,7.457922,4.047034,3.796846,8.634906,2.275953,8.126143,6.174922,3.54497,3.917852,9.340878,7.187289,5.901106,9.189816,10.51553,5.299442,3.44386,7.139379,9.737072,10.48866,7.880555,6.523598,5.725017,6.990594,3.629426,7.829366,7.244177,5.63447,7.990358,6.402246,6.805064,6.945261,7.77426,4.853357,8.863235,9.564043,5.627789,6.350645,5.967401,7.067196,6.585573,7.712713,8.151597,5.843081,11.62258,9.267689,5.060506,7.449614,6.742595,10.15427,6.672956,7.513096,8.434595,6.326235,9.166264,6.974357,5.220907,8.130141,6.926941,6.400146,6.489665,6.222997,3.556788,6.975148,6.975795,5.309592,5.3351,6.957151,8.903264,7.466425,6.255768,7.673569,7.276333,7.453605,6.166924,8.339746,8.142897,8.357506,7.199573,6.345922,4.721191,10.49027,6.46025,5.178825,5.545857,7.855965,6.581885,2.894286,6.493067,8.498967,8.489468,4.217031,8.182544,5.946597,6.32904,7.556952,6.459269,6.788535,6.39267,4.238233,7.110186,7.641633,9.926418,6.772165,6.916733,5.357817,7.518793,8.176445,5.523618,5.982122,7.502264,6.857371,10.28831,7.099895,6.593624,6.955261,7.721162,7.847418,7.827801,5.332871,6.331863,5.425135,7.256868,5.03386,6.499778,8.056899,5.735278,11.74361,6.37251,8.568503,5.957489,6.719161,8.8106,6.361878,6.368854,7.715181,8.165649,7.522934,6.266324,8.738792,10.51061,8.550873,8.19842,6.503775,7.460593,4.651011,7.891297,6.739175,8.953382,6.679976,4.524672,6.24425,9.200994,7.540221,7.450926,7.957072,7.264286,9.197695,7.070926,7.886619,9.110868,5.200626,9.590998,3.676968,5.045262,6.452204,8.728498,7.282668,7.637872,9.366585,6.351782,5.773355,7.125703,7.090163,9.080871,6.585082,7.206619,4.795278,7.202921,5.95515,9.416825,5.742069,6.965627,8.386927,9.150546,7.062353,6.054089,10.53691,4.423845,8.090199,4.86663,4.984378,11.36801,6.959074,4.694791,6.77214,8.549862,6.898457,8.859754,6.516801,4.826323,5.22203,6.845574,7.660283,8.380658,8.746049,5.08499,7.788908,5.861178,7.474106,7.27359,7.08847,8.443367,8.651483,5.637877,5.77169,5.261856,6.737333,7.831346,6.646959,6.629877,4.924193,5.737268,7.93484,7.436914,6.829535,6.024476,4.152081,9.384628,6.435053,6.825263,4.578526,3.197927,6.667395,8.22978,10.51966,9.132835,6.938452,9.350183,5.871535,6.900209,7.895759,5.637917,8.630542,7.662807,7.210811,8.290649,1.782012,6.745195,6.100582,9.010768,5.469723,6.554259,9.30484,6.370738,5.548047,2.06289,6.649655,5.74214,7.168124,6.754315,8.522875,6.446253,6.587389,4.478029,6.999454,7.069576,8.100021,6.596986,8.340931,7.845498,6.821873,4.395664,6.97371,7.392817,7.323185,7.617067,6.675239,7.109249,5.983226,6.845893,7.40031,6.81949,6.050772,5.805949,7.758332,5.678985,6.581226,5.696161,4.484108,11.39609,6.881185,3.966223,7.242019,5.626899,5.741491,8.825954,6.848908,7.143843,4.538727,9.084023,9.132242,6.50594,6.541484,5.584503,6.802961,4.685803,7.950962,2.988892,9.332471,8.158458,6.537968,6.44485,6.555287,7.096899,2.965358,7.269614,4.877948,5.808177,3.941285,8.013058,6.60996,8.483316,6.738652,8.248855,7.930999,8.015982,6.442233,5.716333,11.97044,6.913159,5.402772,7.452612,6.067475,6.269968,6.260468,5.578606,6.427805,6.097512,6.58644,5.846648,8.848746,6.24403,10.89843,6.406692,5.505095,control
GSM3507253,4.958467,6.300553,7.474967,7.186956,6.196196,8.319949,7.955504,6.780731,8.875138,7.955297,8.425167,9.612012,6.713599,7.384308,7.361345,7.86091,8.823877,9.27515,5.545305,8.270237,8.87709,6.348527,7.826407,11.01832,5.965414,7.830286,5.543346,7.315578,6.050283,6.553503,11.24386,5.427165,10.62803,7.716856,6.107625,11.41412,5.039991,5.356194,7.255363,6.510197,9.429158,5.94464,5.456543,5.720421,6.894631,7.274176,8.09972,4.552462,7.646685,7.876971,7.416202,7.672214,7.176977,7.763012,7.228837,8.236191,7.406898,7.743319,7.98245,7.542717,4.884161,8.322279,7.698497,6.294875,6.013176,6.759191,5.969116,9.482801,9.651707,8.712068,7.719867,5.065114,6.298449,9.748951,10.22502,4.371074,7.200005,9.878913,8.166051,9.465409,4.575043,7.453878,4.240188,6.964792,7.515681,5.942336,8.552776,9.455983,6.760837,7.251198,9.36919,5.199804,5.354373,10.17754,9.883791,8.237024,9.12927,10.18536,7.678348,5.131556,8.550981,10.80469,6.479498,8.314295,6.010557,6.166544,7.988178,7.323737,8.329221,9.259841,7.838542,8.166746,5.780316,5.497223,8.321104,7.609935,9.856264,7.11215,10.66612,7.103234,6.021646,6.976303,6.644976,5.587411,6.350478,8.148088,5.005394,8.834681,6.441321,6.624975,9.302608,7.677794,10.04188,5.457175,6.479235,9.410856,6.366176,5.844117,6.201535,9.57097,3.387274,7.665244,5.699133,9.56719,4.911949,8.435409,9.81264,4.080295,7.301234,7.562035,7.796029,6.622116,8.146297,2.880159,5.011543,7.79648,3.388205,3.880064,8.787968,2.573571,8.517678,6.484942,4.55114,4.648137,9.598798,7.239088,6.044977,9.500728,10.77277,5.457776,2.52821,7.18204,9.645897,11.05618,7.689544,6.248185,6.094687,6.596615,3.838902,7.605256,7.260575,6.528466,7.258533,5.86512,6.310066,7.657061,7.842461,4.556423,8.555004,9.395083,5.187544,6.503136,5.96632,7.083027,6.175612,8.103308,8.221526,5.269013,11.77836,9.869032,6.147551,7.639337,6.403147,9.87719,6.273522,7.403683,7.931003,6.953784,8.980405,8.020914,4.956216,8.302027,6.859179,6.186945,6.327309,6.600652,3.586291,6.995626,7.29,5.438352,5.264549,7.439373,9.019715,8.320162,6.312204,7.986825,6.932156,7.819836,6.282169,9.086861,8.367691,8.520334,7.186559,6.821097,4.861278,9.891887,6.676632,5.545573,5.669376,7.811562,6.99684,3.118111,6.946688,8.600481,9.446161,5.005951,7.867947,5.790902,6.108673,7.469832,6.681901,7.076715,6.310296,4.220568,6.968807,8.112663,10.13464,8.021721,7.542442,4.273015,7.786637,8.332237,4.981382,6.191778,7.481802,7.046392,10.35769,7.298985,6.507863,7.249101,7.100063,7.889512,8.193977,5.067955,6.540747,4.538848,7.038195,4.949813,6.853789,7.320451,5.984837,11.51599,6.775049,8.951232,5.922,6.907845,9.21331,6.030264,6.99684,7.889093,8.385028,7.394016,6.27982,8.618788,11.01934,8.553151,8.890477,7.651756,7.865733,4.883097,7.554476,8.027468,8.511672,6.80761,4.354129,5.778303,9.114256,7.802269,7.460101,8.329704,7.243803,9.076267,8.070962,8.093919,9.331902,5.566007,9.740408,3.504684,3.881723,6.756976,8.649687,6.946629,8.086374,9.272299,6.419812,6.061539,7.298513,7.263559,9.435328,7.029221,7.466025,5.128909,7.079804,5.85094,9.648357,5.841463,7.838157,8.853683,9.435026,6.696155,6.092453,11.32859,4.263236,8.592616,4.981382,5.381701,11.51003,7.225936,4.959211,6.592756,8.859021,6.797002,9.064841,6.91748,4.428951,5.503688,6.891374,7.647274,9.046907,8.617643,5.006436,7.50846,5.986299,7.529754,7.958604,6.977641,8.09392,9.411205,5.921995,5.607242,5.223256,7.087965,8.048666,6.845113,6.554495,4.680819,4.958649,8.175456,7.150152,7.610276,6.153514,3.529063,8.921156,6.290514,7.043306,4.001957,3.632594,6.510516,8.582802,10.24736,8.87411,6.877062,9.70106,5.313645,7.19536,8.072195,6.029048,8.461322,7.771126,7.145116,8.685841,1.900169,7.057847,6.545229,9.638546,5.278175,6.275383,9.724562,6.171747,5.289824,2.399583,6.880495,5.612477,6.945117,6.647336,9.154518,6.569805,5.94374,4.346022,6.73741,6.557129,7.840666,7.705997,8.660809,8.253178,7.237188,4.31022,6.816887,7.450757,7.951971,8.084688,6.843369,7.131805,5.798552,6.617835,7.322597,7.441877,6.021894,5.514328,7.976471,5.971536,7.290202,5.755572,3.952383,11.54109,6.695241,3.587496,7.133821,6.231603,5.721293,8.842505,7.500905,6.82151,4.609035,9.25584,9.860505,6.542684,6.6351,5.612666,6.728192,4.898113,8.119214,3.05396,9.489668,9.004462,5.807237,6.100751,7.008841,8.167887,2.919245,7.186559,5.431354,5.590301,4.845917,7.745206,7.544055,8.54355,7.152361,8.924832,8.247596,8.085408,6.896448,6.508932,11.75507,6.639729,5.562938,7.856654,6.357795,6.290433,5.5466,6.237238,6.506128,6.900128,6.813951,5.697189,9.470083,5.986299,11.45558,6.011312,5.973221,control
GSM3507254,4.489721,5.67815,7.606704,6.630012,6.331765,8.400627,8.030119,6.236564,8.585331,8.279014,8.298928,9.442129,6.744932,7.454005,7.177618,7.626135,8.552614,8.960051,6.03427,8.079557,8.704805,6.540267,8.062604,10.88236,5.806687,7.371809,5.39234,7.049264,6.205809,6.714932,10.97191,5.691294,10.58358,7.888199,6.403307,11.10432,4.964952,5.480963,6.75311,5.850921,9.146502,6.377123,5.45153,5.970418,6.846465,6.930383,7.856642,4.347202,6.992864,7.535816,7.538619,7.461439,6.790924,7.275455,7.318791,7.415064,7.014793,7.308852,7.487691,7.66987,5.077928,8.062462,7.254376,6.026068,6.090788,6.981222,5.668448,9.056139,9.604466,7.824624,7.636132,4.628168,6.067519,9.440219,10.36167,4.416043,6.782181,9.583901,8.361205,8.886039,5.385219,7.364433,4.352133,5.955921,7.7004,6.043015,8.087951,9.152808,6.877082,7.091646,9.204346,5.005853,5.346014,9.985329,9.550094,7.949885,8.891569,10.09885,7.524067,4.839336,8.151245,10.70905,6.447906,7.816289,6.198723,6.104755,8.069085,7.285623,7.841154,9.08857,7.934577,8.253588,6.039205,5.705767,8.067295,7.544658,8.943087,6.897608,10.22942,6.689059,5.484623,7.245606,5.828697,5.000585,6.188506,7.390081,5.588475,8.756201,5.730531,5.860363,9.519171,7.583153,9.511763,5.161242,6.422689,9.401011,6.431002,5.712595,6.284359,9.081957,3.498623,7.405682,5.758333,9.448609,4.394223,8.428543,9.339175,4.340625,7.142087,7.086843,7.552326,6.288726,8.065957,2.551168,4.588408,7.882367,4.320416,4.131021,8.667935,2.537337,8.918992,6.353931,4.86698,3.984295,9.504419,7.169655,5.612015,9.010553,10.61528,6.167597,3.150616,7.394995,9.724936,10.52658,7.883436,6.61881,5.93496,6.860403,3.5304,7.562757,7.439073,5.999264,7.644845,6.104755,6.718363,7.093836,7.662277,4.716424,8.179399,8.933875,5.408109,6.432578,5.375432,7.128406,6.244981,7.799239,7.373507,5.484623,11.69792,9.265276,6.294875,7.682666,6.875874,9.404728,6.102489,7.24104,8.188369,6.969663,9.203881,7.598831,5.017498,8.221739,6.143512,6.433331,6.081001,6.109132,3.067949,7.399678,7.487573,5.377829,5.402112,7.040421,8.509086,8.413922,6.076272,8.005613,6.963392,7.762217,6.163297,8.147888,8.046358,7.942245,6.721572,7.200699,5.411383,9.729115,6.634118,5.101544,5.537282,7.638071,6.507824,3.302698,6.416317,7.981924,9.161263,4.242469,8.246735,5.229278,6.572542,7.274169,6.424652,6.662046,5.972899,4.311179,6.500553,7.511383,10.56175,6.580805,7.498428,5.396191,7.486472,8.182264,5.100539,6.245513,7.284709,6.92183,9.787956,7.156262,6.492369,6.905926,7.66554,7.417112,8.032137,5.039582,6.49817,4.390158,6.717514,4.590527,6.572724,7.340323,6.173934,11.38066,5.937726,8.398829,5.67438,6.98499,9.133402,5.77936,6.452363,7.711071,7.843161,6.473213,6.419393,8.565656,10.63927,8.562141,8.435238,7.399749,7.945707,4.038182,7.404459,6.945279,8.806118,7.371121,4.547158,5.888363,8.946598,8.212669,7.53074,7.74885,7.728086,9.410015,6.441708,8.069515,8.87187,4.64828,9.229527,3.294691,4.137369,6.586763,9.020256,7.160069,7.648897,9.268543,6.183409,5.651866,7.3276,7.075589,9.110244,6.654593,7.534652,4.435227,7.280993,6.205218,9.263533,5.899384,6.284643,8.515532,9.586675,7.090421,6.53282,10.81738,4.103368,8.539818,4.351299,5.359157,11.29309,7.009398,4.905803,6.48035,9.159227,6.631364,8.689984,6.054255,4.462728,5.641159,6.804335,7.188616,8.22418,7.901696,4.895636,7.712269,6.031799,7.178787,7.418811,6.431743,7.999238,9.018026,5.970634,5.609459,5.036638,6.599847,8.034607,6.542697,5.796986,4.053937,4.745376,7.603157,7.356426,7.339694,6.05874,3.52742,9.435068,6.452364,6.916445,4.27598,3.04546,6.375726,8.23689,9.405564,9.295542,6.846107,8.789353,5.945961,7.078313,7.806236,5.564751,8.372546,7.131271,7.127956,8.031264,2.091011,6.674663,6.168015,9.367256,6.049318,6.161606,8.803234,6.044831,4.744188,2.521414,6.641696,5.904633,6.531791,6.562676,8.592262,6.506539,5.86035,5.046245,7.204669,6.483851,7.879531,6.672,8.786089,7.867318,7.13706,4.388086,7.045524,7.463842,7.733777,7.55117,7.124169,7.156991,5.622202,6.560997,6.967021,7.045158,5.807238,5.534372,7.944571,5.691294,6.744822,5.205764,4.374001,10.95453,6.640307,3.799827,7.120489,6.198177,5.979696,8.901881,7.955654,7.068718,4.373961,8.800245,10.03648,6.041377,6.538519,5.43816,6.551281,4.807113,7.955255,3.16251,9.047313,9.440028,5.947084,6.431902,6.288722,7.757687,3.091669,7.031284,6.02423,5.743053,4.948533,7.367812,7.106117,8.45528,6.397068,8.544004,7.755308,7.828263,6.536508,6.017354,11.43212,6.056295,6.256699,7.695645,6.205126,6.081796,5.682981,5.970243,6.473533,6.658779,6.437878,5.464716,9.045625,5.874816,11.384,5.635367,6.131509,control
