@RELATION femoral_head_necrosis

@ATTRIBUTE 11716876_a_at NUMERIC
@ATTRIBUTE 11729582_s_at NUMERIC
@ATTRIBUTE 11732236_a_at NUMERIC
@ATTRIBUTE 11719581_a_at NUMERIC
@ATTRIBUTE 11736395_a_at NUMERIC
@ATTRIBUTE 11729583_x_at NUMERIC
@ATTRIBUTE 11740680_s_at NUMERIC
@ATTRIBUTE 11725497_a_at NUMERIC
@ATTRIBUTE 11742143_s_at NUMERIC
@ATTRIBUTE 11736538_s_at NUMERIC
@ATTRIBUTE 11742315_s_at NUMERIC
@ATTRIBUTE 11720494_a_at NUMERIC
@ATTRIBUTE 11731448_a_at NUMERIC
@ATTRIBUTE 11737280_at NUMERIC
@ATTRIBUTE 11736696_a_at NUMERIC
@ATTRIBUTE 11739787_a_at NUMERIC
@ATTRIBUTE 11756003_x_at NUMERIC
@ATTRIBUTE 11728821_a_at NUMERIC
@ATTRIBUTE 11756301_x_at NUMERIC
@ATTRIBUTE 11721930_a_at NUMERIC
@ATTRIBUTE 11729920_at NUMERIC
@ATTRIBUTE 11720807_x_at NUMERIC
@ATTRIBUTE 11732235_a_at NUMERIC
@ATTRIBUTE 11739340_at NUMERIC
@ATTRIBUTE 11745557_x_at NUMERIC
@ATTRIBUTE 11733360_x_at NUMERIC
@ATTRIBUTE 11758559_s_at NUMERIC
@ATTRIBUTE 11728137_at NUMERIC
@ATTRIBUTE 11727808_s_at NUMERIC
@ATTRIBUTE 11728138_at NUMERIC
@ATTRIBUTE 11745300_a_at NUMERIC
@ATTRIBUTE 11754453_s_at NUMERIC
@ATTRIBUTE 11749318_a_at NUMERIC
@ATTRIBUTE 11756160_x_at NUMERIC
@ATTRIBUTE 11739338_at NUMERIC
@ATTRIBUTE 11745299_x_at NUMERIC
@ATTRIBUTE 11717871_s_at NUMERIC
@ATTRIBUTE 11727807_at NUMERIC
@ATTRIBUTE 11753827_x_at NUMERIC
@ATTRIBUTE 11737268_s_at NUMERIC
@ATTRIBUTE 11753662_x_at NUMERIC
@ATTRIBUTE 11750918_a_at NUMERIC
@ATTRIBUTE 11746263_a_at NUMERIC
@ATTRIBUTE 11725438_a_at NUMERIC
@ATTRIBUTE 11727970_a_at NUMERIC
@ATTRIBUTE 11721656_s_at NUMERIC
@ATTRIBUTE 11725439_at NUMERIC
@ATTRIBUTE 11733482_a_at NUMERIC
@ATTRIBUTE 11745661_x_at NUMERIC
@ATTRIBUTE 11752881_s_at NUMERIC
@ATTRIBUTE 11727969_a_at NUMERIC
@ATTRIBUTE 11721029_a_at NUMERIC
@ATTRIBUTE 11751870_x_at NUMERIC
@ATTRIBUTE 11727161_a_at NUMERIC
@ATTRIBUTE 11752701_s_at NUMERIC
@ATTRIBUTE 11739339_s_at NUMERIC
@ATTRIBUTE 11716467_x_at NUMERIC
@ATTRIBUTE 11715752_at NUMERIC
@ATTRIBUTE 11761538_x_at NUMERIC
@ATTRIBUTE 11747546_a_at NUMERIC
@ATTRIBUTE 11724635_at NUMERIC
@ATTRIBUTE 11731446_s_at NUMERIC
@ATTRIBUTE 11723952_at NUMERIC
@ATTRIBUTE 11721655_at NUMERIC
@ATTRIBUTE 11716466_s_at NUMERIC
@ATTRIBUTE 11731452_s_at NUMERIC
@ATTRIBUTE 11739230_a_at NUMERIC
@ATTRIBUTE 11728669_a_at NUMERIC
@ATTRIBUTE 11747125_a_at NUMERIC
@ATTRIBUTE 11722470_x_at NUMERIC
@ATTRIBUTE 11730499_a_at NUMERIC
@ATTRIBUTE 11737267_a_at NUMERIC
@ATTRIBUTE 11731454_a_at NUMERIC
@ATTRIBUTE 11718997_at NUMERIC
@ATTRIBUTE 11755059_s_at NUMERIC
@ATTRIBUTE 11715792_a_at NUMERIC
@ATTRIBUTE 11721030_a_at NUMERIC
@ATTRIBUTE 11731451_at NUMERIC
@ATTRIBUTE 11749176_a_at NUMERIC
@ATTRIBUTE 11724538_a_at NUMERIC
@ATTRIBUTE 11733941_a_at NUMERIC
@ATTRIBUTE 11743067_at NUMERIC
@ATTRIBUTE 11758929_at NUMERIC
@ATTRIBUTE 11743068_at NUMERIC
@ATTRIBUTE 11741977_a_at NUMERIC
@ATTRIBUTE 11728670_a_at NUMERIC
@ATTRIBUTE 11719359_a_at NUMERIC
@ATTRIBUTE 11750456_s_at NUMERIC
@ATTRIBUTE 11725950_s_at NUMERIC
@ATTRIBUTE 11740553_a_at NUMERIC
@ATTRIBUTE 11739061_at NUMERIC
@ATTRIBUTE 11757303_s_at NUMERIC
@ATTRIBUTE 11739937_a_at NUMERIC
@ATTRIBUTE 11725951_at NUMERIC
@ATTRIBUTE 11744965_x_at NUMERIC
@ATTRIBUTE 11733100_at NUMERIC
@ATTRIBUTE 11751970_a_at NUMERIC
@ATTRIBUTE 11726179_a_at NUMERIC
@ATTRIBUTE 11729757_a_at NUMERIC
@ATTRIBUTE 11721931_s_at NUMERIC
@ATTRIBUTE class {SONFH,control}

@DATA
7.099893,8.029869,4.387359,6.499444,6.668604,10.035890,5.360209,6.010363,5.244350,5.473756,5.399213,4.928712,5.687101,6.983402,7.340900,7.511794,6.034967,3.509724,8.277845,6.799774,5.362446,7.348971,3.531850,7.005141,7.588062,6.685648,6.660153,6.972246,8.323676,4.977634,2.271574,7.436287,8.490040,4.832705,10.075780,6.566738,5.029892,4.192734,7.618907,4.571021,7.544605,3.279409,6.495412,10.049000,5.017324,6.616315,10.448190,4.677485,4.021150,4.462551,6.661079,4.019421,3.257329,4.340944,4.614196,10.971560,7.674453,4.876936,7.284286,3.663069,6.952820,8.314487,9.756516,7.110561,5.828957,5.788952,4.533816,7.112926,8.808124,5.019698,4.233841,5.193550,9.581521,8.443025,7.696577,7.868434,5.382022,4.132408,8.752531,3.940990,4.808192,7.920804,3.196881,9.312365,4.074726,6.457903,5.775822,4.989677,9.469007,5.835931,6.688838,9.780911,4.774660,10.025530,6.675753,4.650045,5.610425,2.971355,3.497988,6.717648,SONFH
7.231558,5.892376,3.257445,5.256474,5.425634,7.734711,4.026553,6.203434,3.559244,4.239000,3.914541,3.867742,4.648804,5.765496,6.142632,5.841602,4.391205,2.636498,7.986837,5.878298,4.652583,6.872732,2.832825,5.328384,7.151614,4.553928,6.243791,6.698895,7.274448,4.182483,2.395681,6.961617,7.829260,3.998991,8.665130,6.310062,5.056510,3.704502,7.412294,3.463840,7.091276,2.824678,5.302362,9.630836,4.578715,6.482925,10.201830,3.631875,3.407596,3.499261,4.481072,4.023734,3.033471,3.962641,3.854476,9.553343,7.160449,3.865306,6.540821,3.690748,6.322119,6.262029,6.724104,6.466915,5.461240,6.065272,4.286054,6.385266,7.016052,5.142409,3.565435,4.162182,9.431115,7.827243,7.656601,8.094494,5.192703,4.196556,6.793388,4.269567,3.123320,7.480725,3.172054,8.957064,2.835421,5.376474,5.437301,4.253320,9.041534,6.243028,5.549546,8.938047,3.751534,8.480108,6.223931,3.773918,3.820066,2.138920,3.494040,5.836786,SONFH
6.745168,6.357855,3.082059,5.567430,5.853455,7.936018,4.122661,5.629105,3.986739,4.287332,4.061825,4.152143,5.185414,5.444769,5.677398,3.454026,2.629454,3.399229,7.705418,5.616245,3.451920,1.895934,2.716825,5.203594,6.104460,5.517046,6.531103,5.968571,8.152134,3.705979,2.824643,6.748917,7.653168,4.291067,8.127307,5.092534,4.419026,4.573884,6.838343,3.737396,6.471692,2.832097,6.384646,10.045050,5.064581,6.250294,10.528220,3.854002,3.014268,3.764917,5.050008,3.512370,2.687516,3.777289,3.539434,9.255469,7.280756,3.965635,6.427906,3.002632,7.101228,7.893705,6.300946,6.798756,5.625808,6.066273,4.449461,6.398892,8.304969,5.259151,3.713584,3.636684,9.388077,7.931850,6.898285,7.516609,4.769350,4.735702,7.894223,3.707321,3.776464,7.541137,3.283024,8.722626,3.105827,5.578480,5.577349,4.392688,9.542540,6.022537,5.578667,9.600719,3.835629,9.660734,5.754756,4.193210,3.153947,2.572635,3.512831,5.412763,SONFH
6.483274,7.647568,5.026544,6.399040,6.654564,9.625836,6.666329,7.788359,6.652365,6.727611,6.911032,5.197101,6.228240,7.586383,6.882507,4.700214,3.634228,4.376145,7.908550,7.421181,5.798986,2.022185,3.926202,6.484187,7.847679,7.339499,7.350638,7.538866,8.958973,5.021579,2.656544,8.230638,8.088266,5.110268,9.605961,7.070482,5.527600,5.490027,8.174681,6.082832,7.916132,4.413755,7.759311,11.509260,5.931803,6.837334,11.718270,5.151707,4.045111,6.038521,7.299377,4.206302,3.361495,4.508925,6.021095,10.392100,8.089110,5.084467,6.694809,4.042003,7.228120,8.994488,8.777836,7.348248,6.176053,6.089298,4.810496,7.256656,8.288498,5.812201,5.000793,6.569242,9.518641,9.570620,7.150118,7.763128,5.228065,3.929059,8.430989,5.808706,4.339052,8.827673,4.207547,9.766851,5.600833,6.382129,5.783719,6.197459,9.214429,6.177858,6.061273,9.527493,5.065721,9.467220,7.155335,5.067632,5.967066,2.779165,4.147318,6.996398,SONFH
6.690220,6.044831,3.234363,5.248614,5.390971,8.213433,3.755726,5.725797,4.083924,3.646540,3.934916,3.000060,5.156443,6.532186,5.821066,5.654072,4.450103,2.911801,7.679257,6.217379,4.144850,6.322971,2.923247,5.900751,6.782932,6.104230,6.181753,6.385235,8.697266,3.938775,2.594068,6.988961,7.804583,3.617311,8.788928,5.813671,5.192310,3.668936,7.298638,4.410234,7.174170,2.168399,6.272629,10.200670,4.817904,5.988004,10.464670,3.867306,3.429505,4.504901,6.015491,4.258123,2.961711,4.427330,4.377813,9.676819,6.722437,4.617184,6.515618,3.576445,6.504890,7.233017,7.594636,6.374416,4.878936,5.718252,3.788887,6.740816,7.097922,4.831078,3.711844,4.328242,9.058765,8.398669,6.832553,7.656853,4.921943,3.622260,7.050749,4.178473,3.659038,7.546893,3.085935,8.826236,3.431273,5.619622,5.255998,4.767316,8.793143,6.524467,5.713415,9.024328,4.011898,8.268637,6.523171,3.631249,4.200514,3.041533,3.487409,6.332925,SONFH
6.770405,6.192103,4.674887,5.126319,5.295479,8.142019,4.240118,5.878715,4.014596,4.320023,3.773013,3.941891,4.951298,6.109853,5.373294,5.589186,4.293082,3.252101,7.738889,6.499221,4.731379,6.477267,3.644565,5.573771,6.973584,5.543128,6.429173,6.831191,7.499806,4.337595,2.266859,6.942388,7.901959,4.199279,8.261452,6.115742,5.388580,3.626855,7.445819,3.851331,7.156507,2.838864,5.490213,9.481943,4.497025,6.316790,9.830235,3.767206,3.639230,4.151103,5.491874,3.663292,3.457072,4.189718,3.995809,9.203415,6.761530,4.787493,6.603732,3.412809,6.614429,7.518744,7.344338,6.484526,5.166613,5.795228,3.649664,6.669032,7.605189,5.676699,4.394029,4.430918,9.041519,7.662011,7.128141,7.482216,4.993580,3.757572,7.335201,3.991444,3.553413,7.496769,3.240917,8.722363,3.367145,5.620998,5.616828,4.729488,8.711576,6.569837,5.674642,9.015715,4.070448,8.665173,6.749028,3.736283,3.995809,2.862877,3.399132,6.555203,SONFH
7.089610,9.137469,6.209755,7.843822,8.175428,11.159720,7.058991,7.853909,6.893100,7.038011,7.007771,5.520383,8.500845,8.200353,8.302632,6.276664,4.938020,4.924377,8.634561,7.952275,7.281900,8.561062,5.100673,8.355974,9.283711,7.554334,8.331117,8.730539,10.750040,6.487824,3.823617,9.136403,9.141817,5.470014,10.964220,8.495777,7.503359,7.629137,9.523748,6.186172,9.460415,4.395325,9.357575,12.088020,6.368236,7.886055,12.102540,5.248832,4.822593,6.154395,7.722838,4.915416,4.553008,5.656778,6.291830,11.399620,8.954593,6.049227,7.775255,4.409453,8.592247,10.103150,8.772929,7.724577,7.033145,6.593500,4.656109,7.943203,9.583050,7.462889,5.950778,6.691175,9.645260,10.375050,7.769183,8.360476,5.881058,4.201750,9.363469,5.944217,4.904170,9.290181,4.861972,9.930660,5.773269,5.967175,6.885640,6.674760,10.071350,5.793662,7.445772,10.724290,5.210007,10.536750,7.790185,5.678250,6.401433,4.268528,4.361605,7.407784,SONFH
6.381780,7.440827,4.361207,5.868097,6.018924,9.547366,5.427076,5.563437,5.285665,5.356351,5.569217,5.096158,6.185628,7.287712,6.684973,5.831266,4.689584,3.475272,7.551477,7.019749,5.382050,1.977812,3.530823,6.574796,7.491152,6.607591,7.046076,6.912841,9.101046,4.432722,2.789428,8.159339,7.970874,5.245091,9.463762,6.834987,5.558421,5.549505,8.109787,5.306379,7.811842,3.257133,7.688380,10.570010,5.705312,6.519705,10.758010,4.430971,3.565039,5.213634,6.751574,4.097118,3.168643,4.672752,5.401955,10.360110,7.511237,4.492987,6.502773,3.733361,7.118255,8.555894,8.296986,6.799577,5.640584,5.960768,4.188519,7.172446,8.036077,6.048630,4.582121,5.453307,9.214408,9.446500,7.171656,7.706694,5.034106,3.851248,7.980396,5.342678,4.621498,8.494159,4.822860,9.453569,4.495169,5.934389,5.729548,5.428770,9.267544,6.273977,6.255201,9.589771,4.594721,8.977060,6.930582,4.680728,5.568663,2.630690,3.541857,6.657516,SONFH
7.000788,9.443710,4.792474,7.375178,7.546083,11.554810,6.677179,7.893944,6.602256,6.535829,6.725204,4.351716,7.617148,8.369887,7.528806,4.155190,3.463482,5.014758,7.888761,8.223253,6.314605,2.070650,4.731904,7.370718,8.760581,7.861289,7.743449,8.710194,9.625719,6.214377,2.987010,8.991003,8.317544,4.768120,10.285610,7.675254,6.225449,6.314605,8.967167,6.160717,8.647985,4.561256,8.441736,12.258910,6.834890,7.067110,12.397390,5.407345,4.363375,6.120269,8.248598,4.529419,4.187125,6.032223,6.312840,10.968310,8.593663,5.394172,6.966164,4.288100,7.608484,9.262894,10.096330,7.240997,6.550752,5.594145,4.788675,8.083078,8.747643,7.237003,5.174625,6.958321,9.199901,10.303330,7.053482,8.234425,5.583139,3.813012,8.741871,4.887571,4.641267,10.012580,4.167999,10.703370,6.048481,6.752481,5.675064,6.694994,9.357615,6.090568,6.339337,9.738704,5.277806,9.714333,7.872679,5.051064,6.452364,3.161714,4.255348,7.732047,SONFH
6.898222,6.456463,3.925715,5.616198,5.742698,8.464096,3.809230,5.388734,3.402850,3.884629,3.786714,3.784081,5.402708,6.773802,6.419287,5.193295,3.851331,3.022767,7.974816,6.634530,4.767291,7.218552,3.204014,5.964123,7.265405,4.754526,6.796320,6.245358,8.695517,3.645759,2.430457,7.615553,7.961852,4.235046,8.712925,6.062538,5.381666,4.460759,7.337594,3.857594,7.188300,2.563476,6.902388,9.794494,4.723310,6.666838,10.014010,4.183275,3.282998,4.077692,5.182376,4.096161,3.216022,4.229052,4.148342,9.755923,7.327244,4.192380,6.600952,3.210887,7.219604,7.900875,8.285651,6.729003,5.554322,6.152348,4.223294,6.554506,7.678808,5.232732,4.253321,4.399567,9.256995,8.482037,6.956226,7.993456,4.703845,3.897652,7.750361,4.001931,3.766884,7.555825,3.693338,8.609850,3.481019,5.641749,5.416319,4.753042,9.211655,6.369795,5.575300,9.233420,4.183275,8.701300,6.591453,4.176432,4.243035,2.288234,3.272425,6.527390,SONFH
6.671463,5.301753,2.821044,4.838767,5.068662,7.156078,4.232573,5.444710,3.963821,4.402040,3.683013,4.258347,4.472090,5.570061,5.030946,4.497303,3.489177,3.131678,7.469398,6.212667,3.654702,7.308282,2.938540,5.228302,6.555672,5.016153,6.101951,5.759090,7.784389,3.760947,2.654739,6.859739,6.911497,4.584973,8.202787,5.577908,4.412959,3.821878,6.501916,3.355014,6.729552,2.795707,5.817508,9.657129,4.611142,6.256821,10.073890,3.944598,2.940540,3.388997,5.139079,4.291002,2.819061,4.213440,4.051919,8.936720,6.938108,4.694306,5.920633,3.983382,7.051441,5.978632,6.538072,6.397884,5.344381,6.029034,4.439455,6.556496,7.265758,4.273282,4.036410,4.072957,8.777943,7.344651,6.930413,7.437702,5.028982,3.906263,7.111478,4.160808,3.453895,7.170287,2.960299,8.517242,3.593318,5.657017,4.740537,4.234953,9.206068,6.703190,5.491770,9.697365,3.879519,8.381459,6.177919,3.727106,4.149945,2.094570,3.098187,5.536302,SONFH
7.253507,6.899008,3.950430,6.150851,6.245200,9.310400,4.516967,5.476294,4.308332,4.693245,4.437718,4.242649,5.989056,6.916920,6.195824,6.934491,5.729138,3.395152,8.128800,6.655234,4.895868,6.790083,3.479913,6.083708,7.581242,5.534777,6.663391,7.459617,8.702602,5.144231,2.746173,7.537107,8.361156,4.298989,9.070396,6.660827,5.354078,5.162703,7.642763,4.478549,7.520038,3.377155,7.146649,10.315150,4.849440,6.683976,10.517110,4.662112,3.294722,4.040947,5.779580,4.163648,3.080651,4.362762,4.497022,10.044480,7.288918,4.545519,6.936689,3.598873,6.724878,8.341972,8.556990,6.918803,5.580379,5.859728,4.402090,6.976209,8.012141,6.044166,4.608177,4.066400,9.300608,8.219324,7.386485,7.584975,4.676478,3.678296,7.986685,4.211801,3.989251,8.011020,3.539013,8.934809,3.018955,5.914338,5.564387,4.724625,9.273785,6.316238,6.091065,9.121520,4.529329,9.079472,6.761786,4.436538,5.098299,2.444111,3.527794,6.542601,SONFH
6.467820,4.152866,2.559262,4.742831,4.834170,6.184172,2.925758,5.552033,3.010317,3.053781,3.242220,3.755306,4.300869,5.558336,4.855398,4.188431,3.204396,3.026092,7.546344,5.819553,3.517394,7.247553,3.072461,4.831132,5.774313,3.755228,5.672402,5.235222,6.912509,3.315599,2.308523,6.141274,7.528316,3.989469,6.910331,4.931798,4.777865,3.152040,6.393947,3.402651,6.122465,2.764846,5.503726,8.446341,3.963623,6.265675,8.739689,3.670109,3.198229,3.191531,4.246139,3.598631,2.683244,4.148651,4.047976,7.913461,6.640056,3.782223,6.299728,3.252464,6.302489,5.782531,4.686131,6.707986,5.065058,5.295750,3.890435,6.475679,6.897778,4.608815,3.595600,3.211070,9.048298,7.191471,6.580748,7.638290,4.723557,3.349485,7.027528,3.902708,3.034618,7.063629,3.211070,8.606713,2.562407,5.366098,4.614843,4.008227,8.616445,6.161215,5.109179,9.312568,3.997064,8.005426,6.061973,3.639162,3.535166,2.608143,3.526427,6.037952,SONFH
6.968468,6.496937,3.742804,5.532683,5.706487,8.551279,3.102006,5.332963,2.767645,3.143678,3.013258,4.357645,5.295994,5.409657,6.047169,4.317563,3.357098,3.346473,7.920651,5.515204,4.579668,6.839543,3.161209,5.136431,6.792515,5.223468,6.444976,6.430871,8.018421,3.960451,1.974037,7.143706,7.821498,4.338246,8.396905,5.607707,4.651412,3.946296,6.785876,3.537982,6.789797,2.626500,6.046470,9.584087,4.778452,6.322739,9.988773,4.004106,3.347288,3.761288,5.170318,3.780663,3.064760,4.401935,3.760232,9.384713,7.072891,4.146002,6.532462,3.402453,7.183004,7.270885,7.038401,6.757987,5.484642,6.225322,4.346768,6.728236,7.113355,4.586879,4.136794,3.204577,9.035435,7.963388,6.744024,7.411797,5.034617,4.067953,7.284629,3.762812,3.371227,7.239789,3.057498,8.709826,2.731245,5.591489,5.096307,3.881344,9.084515,6.440340,5.278515,9.609554,4.172988,8.393703,6.087841,3.730939,4.511564,2.672911,3.582432,5.679752,SONFH
6.948892,4.570847,3.073778,5.338823,5.550494,6.603584,2.965102,5.051960,3.610398,3.518832,3.339901,3.610398,4.300148,6.071345,4.610701,4.329324,3.264879,2.917132,7.913000,5.972662,3.919001,6.133822,3.008795,4.827868,6.294672,5.096449,6.355433,5.413040,7.255264,3.657210,2.195008,7.038528,8.083108,3.936953,7.300732,5.593753,4.623293,4.065440,6.727419,3.569896,6.474762,2.307642,5.771546,9.952936,4.798044,6.402718,10.180210,3.860588,2.811163,3.959326,4.785198,3.431351,2.523713,3.933386,3.914464,8.384870,6.987741,4.104525,6.638500,3.126301,6.607511,6.626585,6.700698,6.830456,5.156554,5.506235,3.981748,6.335746,7.523205,5.231777,3.742808,3.904510,8.780544,8.096391,6.888882,8.457475,4.386145,3.879283,7.427766,3.940983,3.081068,7.482767,3.748323,8.783916,3.405998,5.350813,4.362300,3.802058,9.031585,6.155024,5.405838,9.161128,4.199463,8.546038,6.281129,4.094673,3.344147,2.433944,3.128495,6.008708,SONFH
6.491048,6.960538,4.058296,5.477331,5.939815,9.265087,4.471865,6.222085,4.400035,4.569170,4.446713,4.703120,5.394965,7.153365,6.365538,5.164362,4.194556,3.562482,7.597009,6.743546,4.990397,1.784517,3.327925,6.174825,7.165879,5.683530,7.027824,6.607380,8.182369,4.213681,2.733624,7.754186,8.064208,4.932409,9.091973,6.390875,5.517220,4.226755,7.647061,4.669847,7.552023,3.185671,6.893847,10.466880,5.049681,6.694462,10.495830,4.464268,3.455617,4.990398,6.012381,3.931240,3.342689,4.432614,4.919800,9.944806,7.559801,4.765626,6.713054,3.624565,6.974148,7.808486,7.911192,7.051393,5.477578,5.907138,4.034003,7.174129,7.842846,5.963995,4.297581,5.219531,9.305170,8.815191,7.136820,7.536479,5.061543,3.774719,7.999129,4.457359,4.236717,8.069239,4.026885,8.998783,3.792269,6.149482,5.414707,4.922616,9.218361,5.958004,5.458476,9.310822,4.531076,8.935375,6.628918,4.582853,5.507665,2.526602,3.290595,6.573023,SONFH
7.145371,6.345305,3.530400,4.716209,5.082499,8.554638,4.107971,5.423254,3.281736,3.614296,3.740331,4.273351,5.231647,6.391724,5.724529,4.624891,3.566478,3.423910,7.677840,6.287416,4.095666,1.989804,3.394740,4.910707,6.591260,5.600205,5.757517,5.046905,7.414392,2.852599,2.537245,6.174826,7.814914,4.331591,7.462667,5.674395,4.790318,4.124697,7.273733,3.978375,6.829287,3.040433,5.955431,8.782907,4.580241,6.278877,8.897326,3.798147,3.205007,4.144532,5.077928,4.246664,3.240797,4.080474,4.182867,8.568962,6.752137,4.247816,6.552822,3.718250,6.315397,8.111986,7.604103,6.542106,4.805278,5.950738,4.395088,6.607995,7.977516,4.387247,4.265084,3.933858,9.013119,7.598738,6.444350,7.671160,4.813665,3.602817,7.793752,3.897214,3.175046,7.615685,2.832715,9.065889,3.061165,5.524337,4.914893,4.292656,8.795056,6.571863,5.612035,8.776170,4.113383,9.190088,6.384430,3.687729,5.425754,2.662716,3.078575,6.212906,SONFH
6.624227,5.658277,3.336871,5.027017,5.153518,7.886028,3.852020,4.900318,3.647807,3.809206,3.923918,4.018152,4.813350,5.790130,5.524752,4.605001,3.671484,2.902276,7.602105,5.813470,4.258244,1.918864,3.026490,4.865082,6.491070,4.546745,6.172147,5.823688,7.340961,3.701809,2.430401,6.937925,7.769364,3.756613,7.689041,5.337181,4.862813,3.387009,6.485283,4.040082,6.467524,2.650435,5.668515,9.476717,4.372185,6.444533,9.833584,3.661518,3.097924,4.431397,5.204861,3.833816,2.787977,3.844455,4.267770,8.907206,7.191383,4.207051,6.525167,3.550088,6.594950,7.568992,8.438145,6.853053,5.314512,5.957006,4.118686,6.597328,7.128854,5.056596,4.152316,3.955306,9.354612,8.058284,6.814030,8.111587,5.062961,3.947001,7.161067,3.868211,3.506252,6.999716,3.444667,8.344352,3.286194,5.063584,4.785225,4.418894,9.042021,6.298502,5.524102,9.134028,3.849463,8.331320,5.927165,3.765986,4.530282,2.394407,3.401601,5.842232,SONFH
6.748333,6.230299,3.363454,5.922150,6.048650,8.147943,3.489764,5.670630,3.400201,3.193251,3.223841,4.122779,5.169234,6.679649,6.257792,3.671837,3.080091,3.399924,7.605025,5.904787,4.879690,1.702125,3.503551,5.495225,6.592198,5.527439,6.118311,6.742066,7.760335,4.126649,2.341109,6.917714,7.746952,4.306304,8.808770,5.610835,4.957397,4.320364,7.031237,3.930413,6.667320,3.028523,6.291786,10.422730,5.351242,6.437242,10.714780,4.086593,3.446726,4.025765,5.552985,4.082909,3.240521,4.407391,3.967831,9.786613,7.313852,4.293061,6.395905,3.778838,6.898510,7.550098,7.789845,6.808015,5.336843,5.636015,4.303916,6.811775,7.503598,5.088427,3.998596,4.652602,8.653014,9.029938,7.082709,7.834045,4.913689,3.819417,7.568368,4.519261,3.386292,7.657022,3.117275,8.917953,3.697908,5.734296,4.599977,4.659552,9.073535,6.316838,5.369424,9.322155,4.235972,8.711763,6.189318,3.816688,4.354802,2.589404,3.525298,6.283644,SONFH
6.890675,6.866009,3.411042,6.080238,6.331370,8.943629,3.139657,6.797238,3.581956,3.617446,3.378216,4.253321,6.054969,6.066150,6.280260,5.747341,4.391435,3.370419,7.939568,5.959519,4.803596,6.830643,3.434302,6.322495,7.015173,6.314004,6.955084,6.284457,8.626495,4.023970,2.449169,7.558309,8.051453,4.582406,9.189683,6.049852,5.170506,4.914814,7.551071,3.982285,7.145368,2.911128,6.767810,10.460080,5.336146,6.788842,10.748110,3.929962,3.017723,4.143600,6.514118,3.727551,2.962570,4.293758,3.815456,10.143570,7.396172,4.253321,6.745708,3.312196,7.021790,8.457012,7.146573,7.016526,5.617781,6.193174,4.510505,6.649966,7.810738,5.580114,4.686812,3.841945,8.977494,8.366544,7.165424,7.350899,5.048944,4.173440,7.640520,4.225399,3.172050,7.574314,2.974295,8.630248,2.948992,5.480533,5.304803,4.484470,9.301883,6.300928,5.337564,9.719635,4.086111,9.023949,6.327170,4.253321,4.625617,2.507184,3.701867,6.098329,SONFH
6.616931,6.540123,4.513814,5.192170,5.350638,8.874056,3.852072,5.554918,3.985134,3.807296,4.527597,3.484402,5.111201,6.017539,6.315964,4.466960,3.342111,3.369162,7.664696,5.864393,4.020287,2.070648,3.288141,5.337018,6.888073,4.969520,5.720305,6.089514,8.120125,3.892977,2.411228,6.469869,7.998034,3.786300,8.203978,5.891819,4.768584,4.515985,7.263450,4.613138,7.081481,2.629713,6.371047,8.923876,4.013102,6.651104,9.068115,3.931457,3.183781,4.313287,5.168467,3.804345,3.102261,4.175309,4.368705,9.362648,6.901483,4.452913,6.732965,3.421411,6.454331,7.475511,6.990975,6.925195,5.089015,5.657194,4.427542,6.229279,7.647242,5.088181,3.876408,4.293196,9.643902,7.484087,7.274586,8.097460,4.557678,3.707727,7.332584,3.830452,3.324592,7.341396,3.324592,8.631214,3.509260,4.947130,5.028231,4.560327,8.814497,6.231297,5.434366,8.852904,4.040065,8.941359,6.300109,3.503087,3.667765,2.398859,3.195714,5.998824,SONFH
6.547741,7.065508,3.895239,5.721687,5.951484,9.192338,4.397248,6.045924,4.625573,3.857323,4.747499,4.635768,5.394152,6.974771,6.036865,5.441368,4.174288,3.749710,7.651781,6.505732,4.220836,1.710112,3.137471,5.708497,7.042260,5.487684,6.782055,6.630012,8.250664,3.926380,2.587671,7.573271,7.897597,4.693806,8.509572,5.853504,5.102699,4.507343,7.315697,4.537910,6.972324,3.330983,6.577296,10.114550,4.889334,6.639564,10.486730,4.234454,3.594574,4.281984,5.808995,3.487959,3.256920,3.849151,4.772542,9.451748,7.265363,4.554625,6.469327,3.300123,6.902657,7.405936,7.449553,7.253091,5.643186,5.923911,4.520686,6.492470,7.527601,5.527509,4.324171,4.351373,9.025109,8.588601,7.157880,8.102803,4.634380,3.927296,7.647748,4.542901,3.893423,7.530806,3.807338,8.801384,3.502460,5.314528,5.307911,4.648279,9.187263,6.154831,5.537881,9.380613,4.216082,8.611074,6.494697,4.651462,5.206049,2.687671,3.276389,6.361383,SONFH
