probe_id,gene_symbol,abs_log_fold_change,variance
11724686_x_at,IFNAR2,0.743252066666666,0.2693223583351769
11724687_a_at,PCSK5,0.597096566666667,0.16688549608681477
11724689_a_at,CD58,0.48623860000000096,0.6290239803634642
11724700_at,ARHGEF37,0.47256893333333316,0.2052708640467077
11724715_a_at,PJA1,0.47123389999999965,0.2342175938845635
11724716_a_at,BCOR,0.5377673666666682,0.28093305742348645
11724720_a_at,GALNT12,0.3790038333333339,0.2403563996422249
11724721_a_at,GALNT12,0.3852672666666668,0.13893788932615125
11724727_a_at,EIF5,0.3175514666666679,0.21488428463824613
11724728_a_at,CD8A,0.4982816000000003,0.5731273757305027
11724729_a_at,CD8A,0.3828960999999973,0.44783622872179424
11724738_a_at,CD36,0.9222292333333328,0.9068777242958146
11724739_s_at,TMEM204,0.16871656666666723,0.16217650542787113
11724746_at,CHMP2B,0.44205499999999986,0.1723691175623359
11724747_a_at,CHMP2B,0.4263536333333331,0.22775608107264042
11724748_at,CHMP2B,0.6323796333333336,0.3576258850763276
11724752_at,TMF1,0.46338670000000004,0.228704384563702
11724753_at,TMF1,0.24440120000000132,0.22911737739896415
11724756_s_at,FAM53C,0.7347628999999998,0.3328183181220507
11724760_a_at,CALM1 /// CALM2,0.47040403333333103,0.2715084025420199
11724768_s_at,FCGR2A /// FCGR2C,0.895296433333332,0.5118328498448917
11724769_x_at,FCGR2A /// FCGR2C,0.9435270999999972,0.5448754514499944
11724770_s_at,FCGR2A /// FCGR2C,1.0690885000000012,0.6243311548056917
11724771_x_at,FCGR2A /// FCGR2C,1.1263405000000013,0.6212208658974455
11724776_at,PGM2L1,0.9862572666666676,0.39843417192689995
11724777_at,PGM2L1,0.9029430333333339,0.3376493735968045
11724779_at,PGM2L1,0.6173978333333334,0.3702165203411738
11724782_x_at,HERC4,0.4797800999999975,0.21386733321450704
11724783_a_at,MRPS18C,0.015785533333332324,0.252822528685259
11724785_x_at,MRPS18C,0.17567026666666852,0.21075974859723076
11724786_s_at,GSKIP,0.3753850666666665,0.3615592579952205
11724787_s_at,KIF3A,0.33184960000000086,0.30632854314989744
11724789_a_at,KIF3A,0.26382660000000024,0.2765760962633308
11724792_a_at,PGS1,0.36326259999999966,0.7656446796412076
11724793_s_at,PGS1,0.5753465666666653,0.4190025605304815
11724797_a_at,MAGOH,0.23718176666666846,0.2554132711609481
11724799_x_at,HLA-DQA1,0.18439413333333476,4.221508819207846
11724806_s_at,CIR1,0.6811648000000003,0.2694092216948717
11724807_at,CBL,1.0150476333333316,0.37699866012086597
11724809_at,CBL,0.8220550333333323,0.41677632344635823
11724810_at,CBL,0.7160734000000026,0.21010726909633584
11724814_s_at,MED13L,0.6342745333333308,0.29756807658349743
11724816_a_at,SH3KBP1,0.7016967333333319,0.23857818039300246
11724819_a_at,SH3KBP1,0.6702023000000006,0.24695554103551218
11724821_a_at,NEK6,0.7749284666666671,0.31506909228358715
11724823_s_at,CWF19L2,0.3200007333333339,0.1413090560906128
11724830_at,STS,0.3420039666666659,0.3407138035199173
11724835_s_at,HCAR2 /// HCAR3,1.3125787000000013,0.9325088560225634
11724836_at,NCEH1,0.03254703333333353,0.3474583454746147
11724840_at,PKN2,1.0781937666666659,0.7362876732460969
11724841_a_at,PKN2,1.014857366666667,0.6065166266375225
11724856_a_at,CEP63,0.7905051000000007,0.32562691227643004
11724857_s_at,CEP63,1.1153980999999993,0.4527756224099994
11724858_a_at,CEP63,0.8387458666666658,0.4013385842981128
11724862_at,THNSL1,0.059330899999999076,0.1650340691288558
11724867_a_at,GAB2,0.8319818666666672,0.5782566464440922
11724875_a_at,CD36,0.8967392333333333,0.8132886242572402
11724876_x_at,AEBP2,0.3989144333333341,0.32186390227280437
11724877_a_at,AEBP2,0.2356168999999988,0.16373672397376343
11724881_at,ZNF217,0.9969090000000005,0.40475689216423316
11724885_at,CLIC3,0.5048022666666663,0.4643136022628309
11724886_a_at,LRRN3,1.0912917999999996,1.6525889061639971
11724897_a_at,FZR1,0.8485660333333334,0.3588224824242302
11724900_a_at,GZMB,0.4044612333333326,0.5159742656823533
11724905_a_at,MAP4K5,1.217155233333333,0.4759017161281736
11724906_a_at,MAP4K5,0.6562275000000017,0.3098699324255122
11724907_a_at,MAP4K5,1.3195956000000004,0.5185797548467795
11724919_a_at,HSD17B8,0.29539793333333364,0.12947095458230512
11724921_x_at,VPS13B,0.5771416,0.23049032613445128
11724925_at,LTN1,0.5094547666666678,0.41171014481735313
11724926_at,LTN1,0.40454373333333304,0.2523361716291898
11724927_at,PPP1R3D,0.9041770666666666,0.5561013010243692
11724930_a_at,DTX1,0.012790566666666336,0.11921940809074294
11724945_x_at,LIG4,0.1515821000000006,0.44075557203630183
11724951_s_at,CPEB2,0.9645766000000027,0.7300030446055666
11724958_at,NT5M,0.21970533333333364,0.6954466608471384
11724961_a_at,SRGAP3,0.30952813333333484,0.1954006693371693
11724963_s_at,FBXO5,0.12009269999999983,0.3771743051137686
11724979_a_at,DPEP2,1.5018671999999995,0.7878056847097437
11724990_s_at,CLTCL1,0.37076520000000013,0.1868800739437436
11724992_x_at,GTPBP3,0.5765774666666657,0.34457680833789756
11724993_at,FAM101B,0.6454220666666632,0.4078335081003975
11724997_a_at,CD86,1.0901630000000004,0.6671141726282539
11725008_a_at,SEPT6,0.09667646666666663,0.3691984009286948
11725009_a_at,EPB42,1.5879646000000012,1.6073942983273102
11725016_at,MAP9,0.05086526666666691,0.24388984320527948
11725024_a_at,LOC100129518 /// SOD2,0.7022310666666716,0.4386402902964717
11725028_s_at,PSPC1,0.45946940000000147,0.3279138007314128
11725029_a_at,PNN,0.6213915333333331,0.4502115647158949
11725030_s_at,PNN,0.5120894666666658,0.32287220368524105
11725031_x_at,PNN,0.488817533333334,0.3863166008398743
11725034_at,SYP,0.2788221666666648,0.14468043606662503
11725035_s_at,LMBRD1,0.7630776666666641,0.28411869325884875
11725037_a_at,SEC23IP,0.6479268666666673,0.3097213711933821
11725042_a_at,YWHAB,0.5789036666666671,0.23260765317433588
11725043_a_at,YWHAB,0.6213584666666687,0.19407670071366923
11725044_s_at,YWHAB,0.7238904333333345,0.23795621331107625
11725046_a_at,ANP32E,0.09324873333333361,0.3233996144330538
11725047_x_at,ANP32E,0.08515419999999985,0.2972467521213103
11725052_a_at,TOP1MT,0.4098568333333352,0.27288066483823004
11725054_a_at,HNMT,1.0605364333333327,0.8298734284898199
11725055_at,HNMT,0.833134199999999,0.5747590516784077
11725056_a_at,NEDD9,0.9232706666666655,0.3736883476561127
11725057_s_at,NEDD9,1.0633701333333327,0.532204502952759
11725058_a_at,NEDD9,0.9893399333333326,0.46174719131604886
11725068_x_at,CAMK2B,0.2572866999999981,0.18265052111089675
11725072_at,JADE1,0.6023535,0.48859284774717376
11725075_a_at,FAM126A,0.6245797333333325,0.40728510711256405
11725077_at,RIT1,1.1133257666666667,0.5295724152662148
11725080_a_at,RNFT1,0.3478313333333336,0.2510533214039385
11725081_s_at,RNFT1,0.526758899999999,0.4945185027981891
11725084_a_at,UCHL5,0.28399709999999967,0.2816879048478404
11725090_at,TASP1,0.3089359666666667,0.25770183768266086
11725094_s_at,TTC33,0.18158983333333278,0.3412424352964558
11725099_at,ESF1,0.18540550000000078,0.3357074299898148
11725101_at,ESF1,0.11410453333333326,0.340138922509959
11725106_s_at,AZIN1,0.027716300000000693,0.1625576599149482
11725108_a_at,POLR3GL,0.39979230000000054,0.15403706546458906
11725110_a_at,NDE1,0.8221111666666676,0.31886029125630705
11725117_a_at,NLN,0.23305596666666695,0.1599937008833019
11725121_x_at,GATAD1,0.6428625333333331,0.4096421482223693
11725123_a_at,POLB,0.8836048999999981,0.6060049904907685
11725124_at,CST7,0.28816123333333366,0.47476628858630704
11725127_at,EP300,0.5586378666666665,0.2998424209970359
11725134_a_at,GCOM1 /// POLR2M,0.4446149333333347,0.4343024769875488
11725136_a_at,MYOM2,0.3892483666666662,2.533155389151025
11725138_at,S100A12,0.19675460000000022,0.6423090399673104
11725141_a_at,FUBP3,0.42503769999999985,0.307851021675666
11725142_a_at,TGS1,0.40575010000000056,0.24655507171430194
11725146_a_at,MIS12,0.1106754333333333,0.1492133674304968
11725148_at,C9orf40,1.6696007333333336,0.8575552742078949
11725150_s_at,HR,0.6936994666666658,0.32443554845329237
11725152_at,L3HYPDH,0.023380266666666927,0.1211005124418564
11725156_x_at,CCDC91,0.43256330000000176,0.13927543300138392
11725157_a_at,CCDC91,0.22168499999999902,0.22562131259142304
11725162_a_at,CYP39A1,0.16108283333333384,0.15806790572294807
11725165_a_at,C7orf31,0.7359136333333347,0.21587790761846093
11725166_s_at,MED23,0.5697800333333332,0.31719206798944566
11725167_at,MOB3B,0.008249866666665717,0.3729377689530667
11725172_a_at,DMWD,0.3136264000000004,0.14608849033060514
11725174_a_at,ADAP2,0.36142263333333347,0.20298163720422496
11725175_x_at,ADAP2,0.5308283666666673,0.28100772114848654
11725180_a_at,RUNX2,1.2248900999999988,0.4759741384558403
11725183_at,KLF12,0.35179353333333196,0.2402331152377205
11725202_s_at,ESCO1,0.41934406666666835,0.16746680535043842
11725210_s_at,NFXL1,0.4746644,0.6635381367201129
11725217_a_at,WDSUB1,0.09482563333333394,0.16452346469671214
11725219_a_at,SLK,0.541342199999999,0.2643288547784488
11725220_a_at,SLK,0.31471303333333456,0.16225621174964042
11725221_a_at,SNTB1,0.4242122666666672,0.29229776299421534
11725222_a_at,SNTB1,0.08956009999999992,0.22930684070707116
11725223_at,SNTB1,0.442477199999999,0.410454605306041
11725229_s_at,HEATR5A,0.9907304000000003,0.5522419872581642
11725232_at,ATP8B2,0.567939766666667,0.2806180665033071
11725237_a_at,RBPMS2,0.24137503333333443,0.6823125469399992
11725240_at,RTP4,0.3588165666666683,0.8402407546891223
11725242_at,PNOC,0.41037616666666654,0.2044452119907121
11725243_a_at,SPAST,0.8424271666666652,0.43522436684376853
11725244_a_at,SPAST,0.30406490000000064,0.1907535717376917
11725249_at,LY75,0.768089100000001,0.3134714418679584
11725255_a_at,IL15,0.4701970666666657,0.3835248439572923
11725259_s_at,PPM1B,0.34672683333333243,0.25861917282385577
11725271_a_at,PIGA,0.4314996666666655,0.2010710706030129
11725276_a_at,CDK5RAP2,0.1866918666666666,0.32942873063283074
11725277_a_at,TRIM6,0.3150222000000005,0.5700171082671256
11725280_a_at,PRDM8,0.5684504666666657,0.5888888005547462
11725293_at,USP9Y,0.4918701333333333,2.979417581291385
11725294_at,USP9Y,0.11900576666666662,1.612882522525615
11725295_s_at,USP9Y,0.2535240000000001,1.3442263370276
11725300_a_at,AOC3,0.742094499999999,0.362163334444866
11725301_x_at,DDX19A,0.34584183333333307,0.143454467158907
11725304_s_at,RAC1,0.5237888333333309,0.15335504603381475
11725305_a_at,CPSF6,0.2468898666666659,0.2502698062033743
11725308_a_at,CALU,0.33591213333333325,0.226721837686964
11725310_at,CRISP3,1.0884351333333337,1.2796358084828179
11725311_s_at,TMED7,0.629384833333333,0.3736077534636249
11725312_a_at,TMED7,0.3306527333333342,0.15650607774963854
11725313_s_at,TMED7,0.5495586666666679,0.3577414290300923
11725314_a_at,GBAS,0.7068617333333336,0.486524573103323
11725315_x_at,PRELID1,0.7012753000000007,0.32099468564578904
11725316_x_at,VAPA,0.7138641999999988,0.3232646708406129
11725326_a_at,CAMK2D,0.632182600000001,0.5696436996474744
11725327_a_at,CAMK2D,0.3794137666666666,0.5535359711943533
11725331_a_at,USP9X,0.6195757333333329,0.3138175343705025
11725332_a_at,CTSL,0.2648280666666665,0.4927632814798436
11725333_at,MZT1,0.07920356666666706,0.3852109117845225
11725335_s_at,MZT1,0.13770689999999952,0.46057820859112253
11725341_a_at,SAR1B,0.1491494333333332,0.3374463297075071
11725342_a_at,VPS37A,0.14697423333333415,0.12934088957808648
11725343_a_at,VPS37A,0.10249486666666652,0.21691853408992565
11725345_at,PRMT6,0.11636260000000043,0.20740350261855128
11725346_x_at,GPX1,0.5942046666666645,0.22869160287461535
11725349_s_at,TFDP1,1.678920833333331,0.8067660106751994
11725351_x_at,KIAA0930,0.10736569999999901,0.15785098586135832
11725361_s_at,SMAD4,0.5871979666666678,0.3393920850248405
11725363_s_at,SMAD4,0.4408859999999999,0.16931034305518972
11725364_x_at,GAS7,0.010887266666668616,0.2660575883647154
11725368_at,LRG1,0.5522542999999995,0.5309480860259225
11725371_s_at,VEGFA,0.5707049,1.1132578791848198
11725372_x_at,VEGFA,0.5309448666666654,0.9237939345450539
11725383_a_at,C15orf39,1.2067280999999985,0.5344552521218403
11725384_a_at,C15orf39,0.702522166666669,0.21933249513469172
11725389_a_at,CD6,0.7304541666666662,0.46968530195730707
11725390_a_at,CD6,0.281876866666666,0.2115554625151667
11725393_s_at,MAK16,0.33970483333333323,0.267633363876661
11725404_x_at,RPL13,0.31760519999999914,0.40534208305924085
11725407_s_at,HERC3 /// LOC101929134,0.475800833333333,0.14570060158014805
11725413_x_at,TRIM14,0.38288863333333456,0.23043857633030704
11725415_a_at,USP16,0.384821733333335,0.29672300340656405
11725416_at,NKG7,0.44444510000000115,0.4149879976282048
11725417_a_at,LPCAT2,0.7062720999999996,0.8836413328461018
11725418_a_at,LPCAT2,0.7942414999999992,0.3889627581476609
11725419_a_at,LPCAT2,0.7768591000000011,0.509763920349384
11725420_at,ARHGAP35,0.2724536000000013,0.19305874138620507
11725424_a_at,RAB27A,0.6580490666666661,0.3294844849381026
11725425_s_at,RAB27A,0.6411276000000026,0.3233337875915282
11725428_a_at,ABLIM3,0.6323795999999988,0.5717793403042462
11725429_at,LAMP3,0.8263973333333334,1.552749848540974
11725433_at,PBX2,0.6937414333333329,0.1998826541396248
11725434_a_at,RUNDC3A,0.8482185999999983,0.6353766673281308
11725435_a_at,RUNDC3A,1.4245318666666673,1.2024249253349741
11725438_a_at,HBD /// HBD,2.4430797000000037,2.5848623116199225
11725439_at,HBD /// HBD,2.2620052000000026,2.307898331356604
11725440_a_at,LPAR2,1.1289208666666655,0.47145103078500267
11725444_at,CCR1,1.1227866666666664,0.9066018986223179
11725445_x_at,BCL3,0.3496126333333329,0.17666148865092246
11725446_a_at,BCL3,0.4262221000000004,0.23902239635717373
11725452_at,MCUR1,0.9223244333333325,0.3876466470595891
11725455_at,CD247,0.41611639999999994,0.2518118471412718
11725461_s_at,MAU2,0.5071612666666683,0.1432035637596692
11725462_at,MAU2,0.8212923000000014,0.36383142843325583
11725463_x_at,MAU2,0.7266183000000002,0.2804176467685583
11725471_a_at,MAN2A1,0.5102893333333318,0.3427043621544
11725472_a_at,PAQR8,0.5829796666666658,0.29159576610245896
11725473_a_at,PAQR8,0.5876523333333301,0.23629889986307434
11725474_a_at,MAP3K5,0.891181266666667,0.3204051670866539
11725475_at,ZNF354A,0.27153986666666885,0.3885594474214257
11725476_at,ACAP1,0.6671595000000003,0.2540897173164558
11725481_a_at,CD27,0.595043033333333,0.3099601806264815
11725484_a_at,DIRC2,0.4939131666666672,0.363475626441461
11725487_at,ATG14,0.721481633333334,0.33879142815966606
11725492_at,RAB20,0.25555410000000034,0.49117299493497374
11725493_s_at,BEX5,0.36484863333333273,0.14873061663405066
11725496_a_at,GPAT3,0.9774311333333339,0.6116153972549513
11725497_a_at,RAP1GAP,3.251957766666667,3.1667524067320967
11725501_at,AHNAK,0.6674922666666676,0.3913139817248718
11725502_s_at,LGALS7 /// LGALS7B,0.42651823333333416,0.19121716206240963
11725509_a_at,SLC7A6,0.6160163333333335,0.2686788380546948
11725510_a_at,SLC7A6,0.41262406666666696,0.15649514722122823
11725514_a_at,SMAD7,0.3689348999999984,0.1939693972149943
11725515_a_at,ABCG1,1.2584902333333359,0.9037463952658402
11725516_s_at,ABCG1,1.4131476333333337,1.0140214033590762
11725517_x_at,ABCG1,1.3920127333333339,1.0951053088699871
11725518_at,FRAT2,1.2742450000000005,0.7109406748160486
11725521_x_at,GLUL,0.24458033333333518,0.15825923859070515
11725531_a_at,DSC2,0.942551299999999,1.4347661467483788
11725532_a_at,DSC2,0.36631903333333327,0.7653612418129481
11725548_a_at,PDE4A,0.45091126666666614,0.28737063781966926
11725564_at,MANEA,0.6476767000000003,0.5005270623400967
11725565_at,MANEA,0.4867033333333337,0.45945836958749753
11725568_a_at,ATP8A1,0.3786968333333336,0.3444807726918712
11725569_at,KLHL15,0.2050051333333327,0.4975240518139255
11725576_s_at,CDC14A,0.36542903333333365,0.2956358333825635
11725587_a_at,RAB36,0.08727843333333318,0.23590811564425065
11725593_s_at,SPATA2,0.15346466666666725,0.13802698574308714
11725602_at,DENND5B,0.41687319999999906,0.3017919110589847
11725611_a_at,TMEM200B,1.0962641999999994,0.4359566487995153
11725614_s_at,PPP1CB,0.5591409666666669,0.24270196683794296
11725615_a_at,PPP1CB,0.8043460666666666,0.29162398538261275
11725617_s_at,HNRNPR,0.4066342999999968,0.27183450604100967
11725627_at,NIPAL3,0.4627444333333326,0.16383976758884553
11725633_at,MRPS25,0.32327236666666614,0.2385429512383275
11725636_a_at,MOB1A,0.6119077333333323,0.321235908740759
11725637_a_at,EIF3J,0.7804114333333336,0.30968943898122503
11725638_a_at,EIF3J,0.5693417666666667,0.2607938761634455
11725642_at,EFHD2,1.0467484333333328,0.47853776707184553
11725644_at,TET2,1.194704100000001,0.6986365368003019
11725657_a_at,ZUFSP,0.2823825333333323,0.36155151787496415
11725667_at,HS2ST1,0.3807876999999995,0.31881745047041987
11725670_s_at,IPO7,0.3044958666666675,0.29448802986462563
11725672_s_at,IPO7,0.27671843333333346,0.3441341246190711
11725673_a_at,HINT3,0.43564673333333337,0.27200501381315634
11725675_a_at,RORA,0.35025343333333225,0.2880191580875891
11725676_a_at,RORA,0.6734681999999985,0.4457424052422844
11725677_a_at,STX4,0.4246981666666674,0.14649860565558404
11725678_s_at,LEPROT,0.34717596666666495,0.20899718601378917
11725680_at,SMC3,0.13359449999999962,0.24510141259894808
11725681_s_at,MRS2,0.6200946000000016,0.34688420450823326
11725682_x_at,MRS2,0.35766876666666736,0.24790977168184541
11725684_a_at,PTPRO,0.36083256666666674,0.23287895787444549
11725685_a_at,PTPRO,0.9165135000000006,0.6276259249975481
11725694_at,SDPR,1.5744662666666684,1.404386740576164
11725695_s_at,SDPR,1.758292066666666,1.6871879380778745
11725697_at,TRIM56,0.673821833333335,0.3327631234405069
11725699_at,XIAP,0.6433966333333325,0.24312524928515317
11725700_s_at,XIAP,0.46122223333333423,0.15808877977968658
11725701_a_at,AQP9,0.9700453666666666,0.7300476536973838
11725702_a_at,AQP9,1.1215252333333332,0.6855600546803328
11725710_a_at,PPIA,0.27634403333333246,0.21417914122346096
11725711_x_at,PPIA,0.298722933333333,0.2930560349091898
11725714_a_at,RPS14,0.7902713666666674,0.27831055230673785
11725716_a_at,KIF21A,0.04227216666666678,0.23013999015233266
11725718_a_at,CDC42,0.12333849999999913,0.2966545069215326
11725720_x_at,CDC42,0.006771166666668549,0.1644165506065123
11725722_at,ATAD2,0.04680353333333365,0.3442726223596692
11725728_a_at,C1orf56,0.19193923333333363,0.28703138548787116
11725729_s_at,C1orf56,0.6196930333333341,0.16389629674581466
11725732_x_at,LOC102724993 /// NPIP /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA7 /// NPIPA8 /// NPIPP1 /// PKD1P6,0.06226489999999796,0.271093883266666
11725733_a_at,NFYA,0.6517207999999988,0.37552667814882046
11725738_at,MARCH3,1.1842957666666658,0.5533437852958147
11725755_a_at,BTN2A2,0.4606774999999992,0.2878953377587275
11725759_a_at,C6orf203,0.5024468000000004,0.2943102587071692
11725769_at,MIER3,0.15476536666666618,0.36103100704912244
11725770_x_at,MIER3,0.21359620000000046,0.4257471715195153
11725771_at,MIER3,0.28199429999999914,0.3760898287977788
11725781_at,ZC3H8,0.12958506666666647,0.1962241608913436
11725784_a_at,ERI2,0.03981836666666627,0.29949617379030197
11725789_at,DPYD,0.9969559000000014,0.5098822278752815
11725790_at,DPYD,0.9285276000000016,0.5214928212399078
11725793_s_at,PTGER4,0.651032833333332,0.5407415566548969
11725794_at,PTGER4,0.5202027666666673,0.3464255051176096
11725797_a_at,USP46,0.128775366666666,0.1695696071075737
11725803_a_at,C21orf91,0.17181966666666515,0.1619018953276795
11725804_a_at,C21orf91,0.4197654999999987,0.29973150226679424
11725813_at,MAST3,1.013826599999999,0.37580243466866403
11725820_s_at,PAQR3,0.474620933333334,0.39715114283236924
11725821_x_at,PAQR3,0.3792437000000004,0.3339746519672404
11725827_s_at,CD1D,1.4029627666666666,0.9390476853658148
11725841_at,ZSCAN16,0.5492372999999988,0.33746453888743017
11725842_a_at,PIF1,0.16481813333333273,0.14711379977144615
11725844_at,SREK1IP1,0.4295980333333329,0.39037590459656346
11725847_s_at,FAM76B,0.6325882999999983,0.4971381153676918
11725849_s_at,SENP7,0.6369959000000005,0.382853271816943
11725850_at,USP48,0.07137393333333364,0.14059930638418203
11725853_a_at,XRCC4,0.16508540000000016,0.366052691293259
11725861_a_at,MYBL1,0.410163766666666,0.5247698157394864
11725863_a_at,FAM13B,0.6193026666666661,0.2849689222690256
11725884_s_at,CNEP1R1,0.7953194333333338,0.43779029195943
11725885_a_at,CNEP1R1,0.7299773999999992,0.3825082448431564
11725888_at,MCEMP1,0.48309173333333444,1.084451867552318
11725889_at,MCEMP1,0.4992388666666656,0.9551485816967974
11725895_a_at,RIN1,0.4072975999999988,0.19863667817487177
11725897_at,TUBB1,1.162714233333336,1.0014511220329994
11725898_s_at,TAL1,0.9437944333333332,0.4719331508936095
11725899_a_at,LRRC8D,0.7170125999999994,0.6650682209714847
11725901_x_at,RWDD3,0.13320739999999942,0.12597382155438716
11725902_s_at,TMEM135,0.08602783333333353,0.2613712205097122
11725905_a_at,S1PR3,1.1615026666666668,0.7516148188817333
11725923_s_at,ASAP2,0.14073336666666725,0.38991337518632757
11725924_a_at,RASSF5,0.8401237000000004,0.2638507514342045
11725929_a_at,NEFL,0.24371533333333284,0.18819577537129228
11725930_s_at,HSPA5,0.6550958000000007,0.2537189831189103
11725932_a_at,HSPA5,0.8053349000000001,0.4482806600633432
11725937_a_at,LGALS3,0.7855296666666653,0.38547033919326934
11725950_s_at,RIOK3,1.7679326,0.830792883902592
11725951_at,RIOK3,1.8622542000000006,1.1160559710782438
11725952_at,RNF10,1.191656333333336,0.8053841528523873
11725953_a_at,RNF10,1.0956976333333355,0.6099689474738454
11725954_x_at,RNF10,1.0101625666666667,0.5359487233681788
11725956_a_at,TIMM17A,0.20575753333333502,0.20410259087264357
11725964_a_at,CAV2,0.10132170000000063,0.23559999629590705
11725966_a_at,ITGB7,0.6952060000000007,0.26015646854898467
11725968_s_at,THUMPD1,0.4825710999999995,0.26334184351240436
11725971_a_at,HNRNPF,0.6680902000000017,0.4776189768476382
11725972_s_at,HNRNPF,0.4606051666666682,0.2409794029775891
11725973_x_at,HNRNPF,0.6000179333333335,0.34969584587105385
11725977_at,NCBP1,0.12910349999999937,0.21282231989904554
11725980_at,CFD,1.7666010666666683,1.3743666116168307
11725981_at,CCR7,0.9487356999999994,0.7006661871588916
11725985_s_at,NONO,0.5156031333333342,0.33917700591501276
11725986_s_at,NONO,0.1807991666666675,0.19228919716953277
11725988_at,MMP14,0.3273489333333339,0.15428040461108716
11725990_a_at,MARK3,0.6029792666666687,0.1972684177602539
11725998_a_at,FAS,0.6835780666666658,0.37967422839491016
11725999_s_at,FAS,0.8846939666666662,0.6248037470210966
11726001_a_at,TRA2A,0.40704656666666583,0.3620059922370096
11726002_s_at,KRCC1,0.47470666666666794,0.3674180489893333
11726003_a_at,KRCC1,0.43045616666666753,0.277460285300907
11726005_a_at,PDE4B,0.8197667333333349,0.4403569146003872
11726006_at,SLC30A1,0.2326795000000006,0.24031526318453272
11726019_at,EEPD1,0.5199668666666675,0.17509185822787446
11726026_a_at,STAG3L4,0.26669110000000007,0.23831818217445572
11726031_a_at,CSNK1G3,0.4976341333333343,0.4081064101439898
11726034_a_at,PTPN6,0.9316771666666668,0.3753735074645122
11726037_a_at,C3orf38,0.3546637333333349,0.2664450870101128
11726038_s_at,C3orf38,0.12352070000000026,0.17272160176445583
11726039_at,C3orf38,0.40785439999999973,0.36940048321287183
11726040_at,STK17B,0.5705333333333327,0.2769825657008204
11726041_x_at,STK17B,0.7068652666666662,0.2815400199591769
11726042_a_at,STK17B,0.5554308999999993,0.2581346222301532
11726046_s_at,FCGR2B,0.8430179999999989,0.45800903266542564
11726052_s_at,FAM35A /// FAM35BP /// FAM35DP,0.2813805666666669,0.3195754867666402
11726056_a_at,PPP4R3B,0.4642124999999986,0.27491364568205057
11726060_at,LRRC4,0.9366127999999998,0.5068686571065538
11726061_a_at,LRRC4,0.24033776666666906,0.19419132256227625
11726062_at,PTGIR,0.39921103333333274,0.2139187549149994
11726063_a_at,C2orf40,0.30285550000000017,0.3720706849713532
11726064_x_at,RPE,0.18804166666666688,0.2950240812243462
11726065_a_at,RPE,0.23785596666666553,0.4389050207634351
11726070_s_at,MAP4K4,0.4364165333333325,0.2154659763475283
11726071_a_at,MAP4K4,0.7661322333333338,0.32929201261179414
11726072_a_at,EMC2,0.5132237999999996,0.3838713821746128
11726081_a_at,CCNT2,0.3561862333333332,0.24148444981963527
11726089_at,VPS53,0.5241198333333337,0.2416580266326096
11726097_a_at,BAZ2B,0.9378073999999978,0.6342322640247975
11726101_s_at,CALML3,0.3303886666666642,0.179010492309641
11726112_at,METTL25,0.5151504666666655,0.21460816222220258
11726119_at,RPGR,0.5745896666666681,0.27838622447587436
11726120_a_at,BMP2K,1.2957200000000002,0.7070706009903593
11726122_at,MYO1F,1.3474285333333302,0.6393535964269129
11726124_at,TCN1,0.608990566666666,0.8838883371693532
11726129_at,HBZ,0.9335790666666668,2.158762070118195
11726137_a_at,LDB3,0.42554470000000055,0.17383806790727624
11726139_at,MTMR9,0.3007440333333342,0.20563646757569168
11726140_s_at,SIRT1,0.6056518333333356,0.24031101432553273
11726148_a_at,PPIP5K2,0.36868699999999865,0.2562358927906538
11726149_a_at,PPIP5K2,0.45528846666666567,0.6052381917896283
11726150_s_at,PPIP5K2,0.2828499999999998,0.4846531672725127
11726151_x_at,PPIP5K2,0.32831410000000183,0.5169403362784196
11726152_a_at,ZBTB21,0.5346150000000005,0.2548686437360999
11726153_at,POU2AF1,0.6423838666666661,0.9282292947062154
11726158_at,SPIN4,0.1458280666666676,0.6686390728967153
11726173_at,SCARA3,0.35916903333333305,0.25713537705773776
11726179_a_at,SOX6,2.0802615666666675,1.353121655734892
11726190_a_at,DOCK4,0.8234930333333343,0.6711950369993017
11726201_a_at,OAS2,0.8077577333333341,1.244923756925477
11726203_a_at,BANK1,0.32985170000000075,1.048920543431302
11726205_at,CCNJL,1.307010066666666,1.0874902293335666
11726209_a_at,LRRC75A,1.0993139000000003,0.5230035512133687
11726216_s_at,C18orf25,0.43614593333333307,0.2593819898310026
11726218_a_at,PRDM1,0.9081490333333351,0.36632467347181985
11726219_x_at,DMTN,1.1528984666666684,0.8448711728752796
11726225_at,KEL,1.1297127666666666,0.9291730571394095
11726242_a_at,TKTL1,0.38731969999999993,0.21181796930088145
11726244_a_at,RORA,0.4207768333333348,0.4824624674891994
11726245_s_at,HIST1H4C,0.4666534999999996,0.6623041397414813
11726246_x_at,HIST1H4C,0.44369319999999846,0.5692166766622975
11726247_s_at,PARP1,0.41713249999999924,0.40624140896066596
11726248_x_at,PARP1,0.2888482666666663,0.3982707952644205
11726254_s_at,CD74,0.8482268666666641,0.445736454665259
11726255_x_at,CD74,0.9796857666666696,0.5627567472051275
11726257_at,RNF141,0.707360500000001,0.36813667564096847
11726258_at,RNF141,0.8871329666666652,0.48203378312633277
11726259_s_at,RNF141,0.8482480999999993,0.4943757825666096
11726264_s_at,STRADB,1.1527528333333343,1.1448057966439327
