@RELATION femoral_head_necrosis

@ATTRIBUTE 11720807_x_at NUMERIC
@ATTRIBUTE 11729582_s_at NUMERIC
@ATTRIBUTE 11739787_a_at NUMERIC
@ATTRIBUTE 11740680_s_at NUMERIC
@ATTRIBUTE 11719581_a_at NUMERIC
@ATTRIBUTE 11756003_x_at NUMERIC
@ATTRIBUTE 11736395_a_at NUMERIC
@ATTRIBUTE 11729583_x_at NUMERIC
@ATTRIBUTE 11742315_s_at NUMERIC
@ATTRIBUTE 11742143_s_at NUMERIC
@ATTRIBUTE 11732236_a_at NUMERIC
@ATTRIBUTE 11725497_a_at NUMERIC
@ATTRIBUTE 11736538_s_at NUMERIC
@ATTRIBUTE 11731448_a_at NUMERIC
@ATTRIBUTE 11737280_at NUMERIC
@ATTRIBUTE 11745557_x_at NUMERIC
@ATTRIBUTE 11736696_a_at NUMERIC
@ATTRIBUTE 11728138_at NUMERIC
@ATTRIBUTE 11729920_at NUMERIC
@ATTRIBUTE 11720494_a_at NUMERIC
@ATTRIBUTE 11745299_x_at NUMERIC
@ATTRIBUTE 11727807_at NUMERIC
@ATTRIBUTE 11753827_x_at NUMERIC
@ATTRIBUTE 11732235_a_at NUMERIC
@ATTRIBUTE 11753662_x_at NUMERIC
@ATTRIBUTE 11739340_at NUMERIC
@ATTRIBUTE 11728137_at NUMERIC
@ATTRIBUTE 11721930_a_at NUMERIC
@ATTRIBUTE 11728821_a_at NUMERIC
@ATTRIBUTE 11733360_x_at NUMERIC
@ATTRIBUTE 11737268_s_at NUMERIC
@ATTRIBUTE 11752881_s_at NUMERIC
@ATTRIBUTE 11746263_a_at NUMERIC
@ATTRIBUTE 11727808_s_at NUMERIC
@ATTRIBUTE 11752701_s_at NUMERIC
@ATTRIBUTE 11739338_at NUMERIC
@ATTRIBUTE 11727970_a_at NUMERIC
@ATTRIBUTE 11751870_x_at NUMERIC
@ATTRIBUTE 11723952_at NUMERIC
@ATTRIBUTE 11715893_s_at NUMERIC
@ATTRIBUTE 11750918_a_at NUMERIC
@ATTRIBUTE 11737267_a_at NUMERIC
@ATTRIBUTE 11722470_x_at NUMERIC
@ATTRIBUTE 11754453_s_at NUMERIC
@ATTRIBUTE 11727969_a_at NUMERIC
@ATTRIBUTE 11745661_x_at NUMERIC
@ATTRIBUTE 11725438_a_at NUMERIC
@ATTRIBUTE 11715752_at NUMERIC
@ATTRIBUTE 11733482_a_at NUMERIC
@ATTRIBUTE 11758559_s_at NUMERIC
@ATTRIBUTE 11737774_a_at NUMERIC
@ATTRIBUTE 11721656_s_at NUMERIC
@ATTRIBUTE 11756160_x_at NUMERIC
@ATTRIBUTE 11741977_a_at NUMERIC
@ATTRIBUTE 11724635_at NUMERIC
@ATTRIBUTE 11757480_x_at NUMERIC
@ATTRIBUTE 11731446_s_at NUMERIC
@ATTRIBUTE 11739230_a_at NUMERIC
@ATTRIBUTE 11716467_x_at NUMERIC
@ATTRIBUTE 11724538_a_at NUMERIC
@ATTRIBUTE 11718997_at NUMERIC
@ATTRIBUTE 11716466_s_at NUMERIC
@ATTRIBUTE 11717871_s_at NUMERIC
@ATTRIBUTE 11751970_a_at NUMERIC
@ATTRIBUTE 11728670_a_at NUMERIC
@ATTRIBUTE 11730499_a_at NUMERIC
@ATTRIBUTE 11740646_a_at NUMERIC
@ATTRIBUTE 11725439_at NUMERIC
@ATTRIBUTE 11727161_a_at NUMERIC
@ATTRIBUTE 11728669_a_at NUMERIC
@ATTRIBUTE 11750456_s_at NUMERIC
@ATTRIBUTE 11737269_x_at NUMERIC
@ATTRIBUTE 11752880_a_at NUMERIC
@ATTRIBUTE 11722469_a_at NUMERIC
@ATTRIBUTE 11744965_x_at NUMERIC
@ATTRIBUTE 11758545_s_at NUMERIC
@ATTRIBUTE 11739339_s_at NUMERIC
@ATTRIBUTE 11743306_at NUMERIC
@ATTRIBUTE 11729940_x_at NUMERIC
@ATTRIBUTE 11747125_a_at NUMERIC
@ATTRIBUTE 11743067_at NUMERIC
@ATTRIBUTE 11721655_at NUMERIC
@ATTRIBUTE 11726179_a_at NUMERIC
@ATTRIBUTE 11715753_a_at NUMERIC
@ATTRIBUTE 11745087_a_at NUMERIC
@ATTRIBUTE 11758430_s_at NUMERIC
@ATTRIBUTE 11749176_a_at NUMERIC
@ATTRIBUTE 11721931_s_at NUMERIC
@ATTRIBUTE 11719359_a_at NUMERIC
@ATTRIBUTE 11731452_s_at NUMERIC
@ATTRIBUTE 11739937_a_at NUMERIC
@ATTRIBUTE 11749318_a_at NUMERIC
@ATTRIBUTE 11747546_a_at NUMERIC
@ATTRIBUTE 11741071_a_at NUMERIC
@ATTRIBUTE 11733941_a_at NUMERIC
@ATTRIBUTE 11721029_a_at NUMERIC
@ATTRIBUTE 11728136_at NUMERIC
@ATTRIBUTE 11739061_at NUMERIC
@ATTRIBUTE 11715461_at NUMERIC
@ATTRIBUTE 11756316_a_at NUMERIC
@ATTRIBUTE class {SONFH,control}

@DATA
7.348971,8.029869,7.511794,5.360209,6.499444,6.034967,6.668604,10.035890,5.399213,5.244350,4.387359,6.010363,5.473756,5.687101,6.983402,7.588062,7.340900,4.977634,5.362446,4.928712,6.566738,4.192734,7.618907,3.531850,7.544605,7.005141,6.972246,6.799774,3.509724,6.685648,4.571021,4.462551,6.495412,8.323676,4.614196,10.075780,5.017324,3.257329,9.756516,7.134357,3.279409,5.193550,5.019698,7.436287,6.661079,4.021150,10.049000,4.876936,4.677485,6.660153,6.377039,6.616315,4.832705,4.074726,6.952820,8.481297,8.314487,4.533816,7.674453,3.940990,8.443025,5.828957,5.029892,5.610425,6.457903,4.233841,7.692232,10.448190,4.340944,7.112926,4.989677,5.100194,4.183274,5.234062,6.675753,2.218770,10.971560,3.631139,4.809686,8.808124,7.920804,7.110561,2.971355,3.307357,7.392158,10.128410,8.752531,6.717648,5.775822,5.788952,4.774660,8.490040,3.663069,6.628350,4.808192,4.019421,4.468528,6.688838,11.705360,7.898414,SONFH
6.872732,5.892376,5.841602,4.026553,5.256474,4.391205,5.425634,7.734711,3.914541,3.559244,3.257445,6.203434,4.239000,4.648804,5.765496,7.151614,6.142632,4.182483,4.652583,3.867742,6.310062,3.704502,7.412294,2.832825,7.091276,5.328384,6.698895,5.878298,2.636498,4.553928,3.463840,3.499261,5.302362,7.274448,3.854476,8.665130,4.578715,3.033471,6.724104,9.746211,2.824678,4.162182,5.142409,6.961617,4.481072,3.407596,9.630836,3.865306,3.631875,6.243791,3.072796,6.482925,3.998991,2.835421,6.322119,11.468430,6.262029,4.286054,7.160449,4.269567,7.827243,5.461240,5.056510,3.820066,5.376474,3.565435,7.854456,10.201830,3.962641,6.385266,4.253320,4.051967,3.285705,5.137215,6.223931,2.037450,9.553343,3.353638,4.422136,7.016052,7.480725,6.466915,2.138920,2.934480,4.770704,9.009809,6.793388,5.836786,5.437301,6.065272,3.751534,7.829260,3.690748,6.160913,3.123320,4.023734,3.785826,5.549546,12.149790,8.205016,SONFH
1.895934,6.357855,3.454026,4.122661,5.567430,2.629454,5.853455,7.936018,4.061825,3.986739,3.082059,5.629105,4.287332,5.185414,5.444769,6.104460,5.677398,3.705979,3.451920,4.152143,5.092534,4.573884,6.838343,2.716825,6.471692,5.203594,5.968571,5.616245,3.399229,5.517046,3.737396,3.764917,6.384646,8.152134,3.539434,8.127307,5.064581,2.687516,6.300946,7.513673,2.832097,3.636684,5.259151,6.748917,5.050008,3.014268,10.045050,3.965635,3.854002,6.531103,5.078424,6.250294,4.291067,3.105827,7.101228,8.979489,7.893705,4.449461,7.280756,3.707321,7.931850,5.625808,4.419026,3.153947,5.578480,3.713584,7.461512,10.528220,3.777289,6.398892,4.392688,4.351367,3.855752,5.242558,5.754756,2.149037,9.255469,3.449641,3.815732,8.304969,7.541137,6.798756,2.572635,3.153947,5.197938,8.851265,7.894223,5.412763,5.577349,6.066273,3.835629,7.653168,3.002632,5.452140,3.776464,3.512370,3.487757,5.578667,12.479840,5.926784,SONFH
2.022185,7.647568,4.700214,6.666329,6.399040,3.634228,6.654564,9.625836,6.911032,6.652365,5.026544,7.788359,6.727611,6.228240,7.586383,7.847679,6.882507,5.021579,5.798986,5.197101,7.070482,5.490027,8.174681,3.926202,7.916132,6.484187,7.538866,7.421181,4.376145,7.339499,6.082832,6.038521,7.759311,8.958973,6.021095,9.605961,5.931803,3.361495,8.777836,5.865071,4.413755,6.569242,5.812201,8.230638,7.299377,4.045111,11.509260,5.084467,5.151707,7.350638,4.591750,6.837334,5.110268,5.600833,7.228120,7.197921,8.994488,4.810496,8.089110,5.808706,9.570620,6.176053,5.527600,5.967066,6.382129,5.000793,7.514130,11.718270,4.508925,7.256656,6.197459,6.425024,5.728064,5.431405,7.155335,2.381330,10.392100,4.135879,6.165504,8.288498,8.827673,7.348248,2.779165,3.743953,7.309414,10.949590,8.430989,6.996398,5.783719,6.089298,5.065721,8.088266,4.042003,7.316463,4.339052,4.206302,4.978210,6.061273,12.483780,7.146899,SONFH
6.322971,6.044831,5.654072,3.755726,5.248614,4.450103,5.390971,8.213433,3.934916,4.083924,3.234363,5.725797,3.646540,5.156443,6.532186,6.782932,5.821066,3.938775,4.144850,3.000060,5.813671,3.668936,7.298638,2.923247,7.174170,5.900751,6.385235,6.217379,2.911801,6.104230,4.410234,4.504901,6.272629,8.697266,4.377813,8.788928,4.817904,2.961711,7.594636,6.887664,2.168399,4.328242,4.831078,6.988961,6.015491,3.429505,10.200670,4.617184,3.867306,6.181753,2.348316,5.988004,3.617311,3.431273,6.504890,8.316337,7.233017,3.788887,6.722437,4.178473,8.398669,4.878936,5.192310,4.200514,5.619622,3.711844,9.237947,10.464670,4.427330,6.740816,4.767316,4.569606,3.704538,4.750865,6.523171,2.240180,9.676819,4.047887,3.787084,7.097922,7.546893,6.374416,3.041533,3.059094,5.806120,9.766479,7.050749,6.332925,5.255998,5.718252,4.011898,7.804583,3.576445,5.905199,3.659038,4.258123,4.228631,5.713415,11.056190,9.038687,SONFH
6.477267,6.192103,5.589186,4.240118,5.126319,4.293082,5.295479,8.142019,3.773013,4.014596,4.674887,5.878715,4.320023,4.951298,6.109853,6.973584,5.373294,4.337595,4.731379,3.941891,6.115742,3.626855,7.445819,3.644565,7.156507,5.573771,6.831191,6.499221,3.252101,5.543128,3.851331,4.151103,5.490213,7.499806,3.995809,8.261452,4.497025,3.457072,7.344338,6.756175,2.838864,4.430918,5.676699,6.942388,5.491874,3.639230,9.481943,4.787493,3.767206,6.429173,6.758857,6.316790,4.199279,3.367145,6.614429,8.063047,7.518744,3.649664,6.761530,3.991444,7.662011,5.166613,5.388580,3.995809,5.620998,4.394029,9.070124,9.830235,4.189718,6.669032,4.729488,4.727724,3.590192,5.301926,6.749028,2.173224,9.203415,3.955664,4.390086,7.605189,7.496769,6.484526,2.862877,3.253716,5.703632,9.707466,7.335201,6.555203,5.616828,5.795228,4.070448,7.901959,3.412809,6.435470,3.553413,3.663292,4.934783,5.674642,10.977450,8.791870,SONFH
8.561062,9.137469,6.276664,7.058991,7.843822,4.938020,8.175428,11.159720,7.007771,6.893100,6.209755,7.853909,7.038011,8.500845,8.200353,9.283711,8.302632,6.487824,7.281900,5.520383,8.495777,7.629137,9.523748,5.100673,9.460415,8.355974,8.730539,7.952275,4.924377,7.554334,6.186172,6.154395,9.357575,10.750040,6.291830,10.964220,6.368236,4.553008,8.772929,7.694108,4.395325,6.691175,7.462889,9.136403,7.722838,4.822593,12.088020,6.049227,5.248832,8.331117,6.593011,7.886055,5.470014,5.773269,8.592247,9.176410,10.103150,4.656109,8.954593,5.944217,10.375050,7.033145,7.503359,6.401433,5.967175,5.950778,6.183702,12.102540,5.656778,7.943203,6.674760,6.551438,5.811992,7.026324,7.790185,2.826054,11.399620,4.065110,6.462946,9.583050,9.290181,7.724577,4.268528,4.649129,8.076468,12.014130,9.363469,7.407784,6.885640,6.593500,5.210007,9.141817,4.409453,7.935575,4.904170,4.915416,6.242720,7.445772,9.457386,7.901662,SONFH
1.977812,7.440827,5.831266,5.427076,5.868097,4.689584,6.018924,9.547366,5.569217,5.285665,4.361207,5.563437,5.356351,6.185628,7.287712,7.491152,6.684973,4.432722,5.382050,5.096158,6.834987,5.549505,8.109787,3.530823,7.811842,6.574796,6.912841,7.019749,3.475272,6.607591,5.306379,5.213634,7.688380,9.101046,5.401955,9.463762,5.705312,3.168643,8.296986,7.905624,3.257133,5.453307,6.048630,8.159339,6.751574,3.565039,10.570010,4.492987,4.430971,7.046076,2.763857,6.519705,5.245091,4.495169,7.118255,9.405424,8.555894,4.188519,7.511237,5.342678,9.446500,5.640584,5.558421,5.568663,5.934389,4.582121,7.338519,10.758010,4.672752,7.172446,5.428770,5.730008,4.511553,5.536277,6.930582,2.430966,10.360110,3.834197,5.135040,8.036077,8.494159,6.799577,2.630690,3.439971,7.117590,11.367670,7.980396,6.657516,5.729548,5.960768,4.594721,7.970874,3.733361,6.678355,4.621498,4.097118,4.464098,6.255201,12.741470,5.365389,SONFH
2.070650,9.443710,4.155190,6.677179,7.375178,3.463482,7.546083,11.554810,6.725204,6.602256,4.792474,7.893944,6.535829,7.617148,8.369887,8.760581,7.528806,6.214377,6.314605,4.351716,7.675254,6.314605,8.967167,4.731904,8.647985,7.370718,8.710194,8.223253,5.014758,7.861289,6.160717,6.120269,8.441736,9.625719,6.312840,10.285610,6.834890,4.187125,10.096330,6.243060,4.561256,6.958321,7.237003,8.991003,8.248598,4.363375,12.258910,5.394172,5.407345,7.743449,7.682899,7.067110,4.768120,6.048481,7.608484,7.823870,9.262894,4.788675,8.593663,4.887571,10.303330,6.550752,6.225449,6.452364,6.752481,5.174625,7.141227,12.397390,6.032223,8.083078,6.694994,6.679855,5.972604,6.693295,7.872679,2.916440,10.968310,4.114283,6.088236,8.747643,10.012580,7.240997,3.161714,3.753380,8.005541,11.227540,8.741871,7.732047,5.675064,5.594145,5.277806,8.317544,4.288100,6.691792,4.641267,4.529419,5.974185,6.339337,12.099440,7.346248,SONFH
7.218552,6.456463,5.193295,3.809230,5.616198,3.851331,5.742698,8.464096,3.786714,3.402850,3.925715,5.388734,3.884629,5.402708,6.773802,7.265405,6.419287,3.645759,4.767291,3.784081,6.062538,4.460759,7.337594,3.204014,7.188300,5.964123,6.245358,6.634530,3.022767,4.754526,3.857594,4.077692,6.902388,8.695517,4.148342,8.712925,4.723310,3.216022,8.285651,5.182740,2.563476,4.399567,5.232732,7.615553,5.182376,3.282998,9.794494,4.192380,4.183275,6.796320,5.746460,6.666838,4.235046,3.481019,7.219604,5.972238,7.900875,4.223294,7.327244,4.001931,8.482037,5.554322,5.381666,4.243035,5.641749,4.253321,7.900558,10.014010,4.229052,6.554506,4.753042,4.430987,3.679886,5.096719,6.591453,2.103219,9.755923,3.747265,4.182484,7.678808,7.555825,6.729003,2.288234,3.066297,5.962358,9.737576,7.750361,6.527390,5.416319,6.152348,4.183275,7.961852,3.210887,5.473623,3.766884,4.096161,4.168600,5.575300,11.553140,9.216897,SONFH
7.308282,5.301753,4.497303,4.232573,4.838767,3.489177,5.068662,7.156078,3.683013,3.963821,2.821044,5.444710,4.402040,4.472090,5.570061,6.555672,5.030946,3.760947,3.654702,4.258347,5.577908,3.821878,6.501916,2.938540,6.729552,5.228302,5.759090,6.212667,3.131678,5.016153,3.355014,3.388997,5.817508,7.784389,4.051919,8.202787,4.611142,2.819061,6.538072,7.650871,2.795707,4.072957,4.273282,6.859739,5.139079,2.940540,9.657129,4.694306,3.944598,6.101951,4.100223,6.256821,4.584973,3.593318,7.051441,9.324394,5.978632,4.439455,6.938108,4.160808,7.344651,5.344381,4.412959,4.149945,5.657017,4.036410,9.249260,10.073890,4.213440,6.556496,4.234953,4.209210,4.013616,4.782962,6.177919,1.992406,8.936720,4.234025,3.929015,7.265758,7.170287,6.397884,2.094570,2.903347,5.759686,8.959287,7.111478,5.536302,4.740537,6.029034,3.879519,6.911497,3.983382,6.018247,3.453895,4.291002,4.242294,5.491770,13.025660,9.506430,SONFH
6.790083,6.899008,6.934491,4.516967,6.150851,5.729138,6.245200,9.310400,4.437718,4.308332,3.950430,5.476294,4.693245,5.989056,6.916920,7.581242,6.195824,5.144231,4.895868,4.242649,6.660827,5.162703,7.642763,3.479913,7.520038,6.083708,7.459617,6.655234,3.395152,5.534777,4.478549,4.040947,7.146649,8.702602,4.497022,9.070396,4.849440,3.080651,8.556990,6.160753,3.377155,4.066400,6.044166,7.537107,5.779580,3.294722,10.315150,4.545519,4.662112,6.663391,5.764397,6.683976,4.298989,3.018955,6.724878,7.135845,8.341972,4.402090,7.288918,4.211801,8.219324,5.580379,5.354078,5.098299,5.914338,4.608177,7.829621,10.517110,4.362762,6.976209,4.724625,4.636156,3.913145,5.531895,6.761786,2.372327,10.044480,3.920631,4.891240,8.012141,8.011020,6.918803,2.444111,3.202635,6.882668,9.877134,7.986685,6.542601,5.564387,5.859728,4.529329,8.361156,3.598873,5.886202,3.989251,4.163648,5.084860,6.091065,12.463290,6.976882,SONFH
7.247553,4.152866,4.188431,2.925758,4.742831,3.204396,4.834170,6.184172,3.242220,3.010317,2.559262,5.552033,3.053781,4.300869,5.558336,5.774313,4.855398,3.315599,3.517394,3.755306,4.931798,3.152040,6.393947,3.072461,6.122465,4.831132,5.235222,5.819553,3.026092,3.755228,3.402651,3.191531,5.503726,6.912509,4.047976,6.910331,3.963623,2.683244,4.686131,6.277671,2.764846,3.211070,4.608815,6.141274,4.246139,3.198229,8.446341,3.782223,3.670109,5.672402,3.312336,6.265675,3.989469,2.562407,6.302489,7.040976,5.782531,3.890435,6.640056,3.902708,7.191471,5.065058,4.777865,3.535166,5.366098,3.595600,8.334835,8.739689,4.148651,6.475679,4.008227,3.561726,3.366643,5.144724,6.061973,2.091850,7.913461,3.739010,4.028413,6.897778,7.063629,6.707986,2.608143,3.367063,5.376800,8.317977,7.027528,6.037952,4.614843,5.295750,3.997064,7.528316,3.252464,4.818127,3.034618,3.598631,3.945610,5.109179,11.390730,9.107368,SONFH
6.839543,6.496937,4.317563,3.102006,5.532683,3.357098,5.706487,8.551279,3.013258,2.767645,3.742804,5.332963,3.143678,5.295994,5.409657,6.792515,6.047169,3.960451,4.579668,4.357645,5.607707,3.946296,6.785876,3.161209,6.789797,5.136431,6.430871,5.515204,3.346473,5.223468,3.537982,3.761288,6.046470,8.018421,3.760232,8.396905,4.778452,3.064760,7.038401,5.416868,2.626500,3.204577,4.586879,7.143706,5.170318,3.347288,9.584087,4.146002,4.004106,6.444976,5.293097,6.322739,4.338246,2.731245,7.183004,5.848826,7.270885,4.346768,7.072891,3.762812,7.963388,5.484642,4.651412,4.511564,5.591489,4.136794,8.388340,9.988773,4.401935,6.728236,3.881344,3.781235,3.342361,4.539323,6.087841,2.055468,9.384713,3.598218,4.020491,7.113355,7.239789,6.757987,2.672911,3.114562,6.084205,9.139595,7.284629,5.679752,5.096307,6.225322,4.172988,7.821498,3.402453,5.254155,3.371227,3.780663,4.123179,5.278515,12.703350,9.292713,SONFH
6.133822,4.570847,4.329324,2.965102,5.338823,3.264879,5.550494,6.603584,3.339901,3.610398,3.073778,5.051960,3.518832,4.300148,6.071345,6.294672,4.610701,3.657210,3.919001,3.610398,5.593753,4.065440,6.727419,3.008795,6.474762,4.827868,5.413040,5.972662,2.917132,5.096449,3.569896,3.959326,5.771546,7.255264,3.914464,7.300732,4.798044,2.523713,6.700698,7.594095,2.307642,3.904510,5.231777,7.038528,4.785198,2.811163,9.952936,4.104525,3.860588,6.355433,4.482934,6.402718,3.936953,3.405998,6.607511,9.221837,6.626585,3.981748,6.987741,3.940983,8.096391,5.156554,4.623293,3.344147,5.350813,3.742808,7.404468,10.180210,3.933386,6.335746,3.802058,4.237899,3.761797,5.009827,6.281129,2.360263,8.384870,3.497101,3.506577,7.523205,7.482767,6.830456,2.433944,2.795246,4.645995,8.786528,7.427766,6.008708,4.362300,5.506235,4.199463,8.083108,3.126301,4.748602,3.081068,3.431351,4.041718,5.405838,11.868510,7.112518,SONFH
1.784517,6.960538,5.164362,4.471865,5.477331,4.194556,5.939815,9.265087,4.446713,4.400035,4.058296,6.222085,4.569170,5.394965,7.153365,7.165879,6.365538,4.213681,4.990397,4.703120,6.390875,4.226755,7.647061,3.327925,7.552023,6.174825,6.607380,6.743546,3.562482,5.683530,4.669847,4.990398,6.893847,8.182369,4.919800,9.091973,5.049681,3.342689,7.911192,6.422482,3.185671,5.219531,5.963995,7.754186,6.012381,3.455617,10.466880,4.765626,4.464268,7.027824,7.077153,6.694462,4.932409,3.792269,6.974148,7.931849,7.808486,4.034003,7.559801,4.457359,8.815191,5.477578,5.517220,5.507665,6.149482,4.297581,7.561663,10.495830,4.432614,7.174129,4.922616,5.006394,4.070263,5.593756,6.628918,2.491828,9.944806,3.678081,4.941331,7.842846,8.069239,7.051393,2.526602,3.404624,7.010718,10.007400,7.999129,6.573023,5.414707,5.907138,4.531076,8.064208,3.624565,6.131637,4.236717,3.931240,4.405671,5.458476,12.206380,7.731284,SONFH
1.989804,6.345305,4.624891,4.107971,4.716209,3.566478,5.082499,8.554638,3.740331,3.281736,3.530400,5.423254,3.614296,5.231647,6.391724,6.591260,5.724529,2.852599,4.095666,4.273351,5.674395,4.124697,7.273733,3.394740,6.829287,4.910707,5.046905,6.287416,3.423910,5.600205,3.978375,4.144532,5.955431,7.414392,4.182867,7.462667,4.580241,3.240797,7.604103,5.683885,3.040433,3.933858,4.387247,6.174826,5.077928,3.205007,8.782907,4.247816,3.798147,5.757517,4.201510,6.278877,4.331591,3.061165,6.315397,6.409046,8.111986,4.395088,6.752137,3.897214,7.598738,4.805278,4.790318,5.425754,5.524337,4.265084,7.345188,8.897326,4.080474,6.607995,4.292656,4.048072,3.185733,4.509902,6.384430,2.092838,8.568962,4.371283,4.113382,7.977516,7.615685,6.542106,2.662716,3.168037,6.882722,9.640549,7.793752,6.212906,4.914893,5.950738,4.113383,7.814914,3.718250,6.054487,3.175046,4.246664,4.123179,5.612035,12.259920,9.652509,SONFH
1.918864,5.658277,4.605001,3.852020,5.027017,3.671484,5.153518,7.886028,3.923918,3.647807,3.336871,4.900318,3.809206,4.813350,5.790130,6.491070,5.524752,3.701809,4.258244,4.018152,5.337181,3.387009,6.485283,3.026490,6.467524,4.865082,5.823688,5.813470,2.902276,4.546745,4.040082,4.431397,5.668515,7.340961,4.267770,7.689041,4.372185,2.787977,8.438145,6.285285,2.650435,3.955306,5.056596,6.937925,5.204861,3.097924,9.476717,4.207051,3.661518,6.172147,4.725681,6.444533,3.756613,3.286194,6.594950,7.389549,7.568992,4.118686,7.191383,3.868211,8.058284,5.314512,4.862813,4.530282,5.063584,4.152316,8.643549,9.833584,3.844455,6.597328,4.418894,4.534827,3.550088,4.645662,5.927165,2.115334,8.907206,3.645097,3.292299,7.128854,6.999716,6.853053,2.394407,3.386966,5.890170,9.312203,7.161067,5.842232,4.785225,5.957006,3.849463,7.769364,3.550088,5.052137,3.506252,3.833816,3.978191,5.524102,10.888490,7.456032,SONFH
1.702125,6.230299,3.671837,3.489764,5.922150,3.080091,6.048650,8.147943,3.223841,3.400201,3.363454,5.670630,3.193251,5.169234,6.679649,6.592198,6.257792,4.126649,4.879690,4.122779,5.610835,4.320364,7.031237,3.503551,6.667320,5.495225,6.742066,5.904787,3.399924,5.527439,3.930413,4.025765,6.291786,7.760335,3.967831,8.808770,5.351242,3.240521,7.789845,7.618427,3.028523,4.652602,5.088427,6.917714,5.552985,3.446726,10.422730,4.293061,4.086593,6.118311,3.027260,6.437242,4.306304,3.697908,6.898510,9.049397,7.550098,4.303916,7.313852,4.519261,9.029938,5.336843,4.957397,4.354802,5.734296,3.998596,9.002264,10.714780,4.407391,6.811775,4.659552,4.663256,4.080276,4.955939,6.189318,2.248208,9.786613,4.182126,4.326737,7.503598,7.657022,6.808015,2.589404,3.254877,5.942998,9.976446,7.568368,6.283644,4.599977,5.636015,4.235972,7.746952,3.778838,5.195284,3.386292,4.082909,4.359962,5.369424,12.562150,9.640371,SONFH
6.830643,6.866009,5.747341,3.139657,6.080238,4.391435,6.331370,8.943629,3.378216,3.581956,3.411042,6.797238,3.617446,6.054969,6.066150,7.015173,6.280260,4.023970,4.803596,4.253321,6.049852,4.914814,7.551071,3.434302,7.145368,6.322495,6.284457,5.959519,3.370419,6.314004,3.982285,4.143600,6.767810,8.626495,3.815456,9.189683,5.336146,2.962570,7.146573,5.641728,2.911128,3.841945,5.580114,7.558309,6.514118,3.017723,10.460080,4.253321,3.929962,6.955084,2.608370,6.788842,4.582406,2.948992,7.021790,6.715785,8.457012,4.510505,7.396172,4.225399,8.366544,5.617781,5.170506,4.625617,5.480533,4.686812,7.638524,10.748110,4.293758,6.649966,4.484470,4.204270,3.444683,5.226280,6.327170,2.171222,10.143570,3.992976,4.455655,7.810738,7.574314,7.016526,2.507184,3.030081,6.192686,9.676199,7.640520,6.098329,5.304803,6.193174,4.086111,8.051453,3.312196,5.439590,3.172050,3.727551,4.181024,5.337564,11.495410,9.528527,SONFH
2.070648,6.540123,4.466960,3.852072,5.192170,3.342111,5.350638,8.874056,4.527597,3.985134,4.513814,5.554918,3.807296,5.111201,6.017539,6.888073,6.315964,3.892977,4.020287,3.484402,5.891819,4.515985,7.263450,3.288141,7.081481,5.337018,6.089514,5.864393,3.369162,4.969520,4.613138,4.313287,6.371047,8.120125,4.368705,8.203978,4.013102,3.102261,6.990975,8.925672,2.629713,4.293196,5.088181,6.469869,5.168467,3.183781,8.923876,4.452913,3.931457,5.720305,2.990329,6.651104,3.786300,3.509260,6.454331,10.533870,7.475511,4.427542,6.901483,3.830452,7.484087,5.089015,4.768584,3.667765,4.947130,3.876408,6.456864,9.068115,4.175309,6.229279,4.560327,4.298471,3.717388,4.800123,6.300109,2.307757,9.362648,3.281067,4.210770,7.647242,7.341396,6.925195,2.398859,3.331809,5.730834,9.604097,7.332584,5.998824,5.028231,5.657194,4.040065,7.998034,3.421411,5.241637,3.324592,3.804345,4.369101,5.434366,12.028610,5.185421,SONFH
1.710112,7.065508,5.441368,4.397248,5.721687,4.174288,5.951484,9.192338,4.747499,4.625573,3.895239,6.045924,3.857323,5.394152,6.974771,7.042260,6.036865,3.926380,4.220836,4.635768,5.853504,4.507343,7.315697,3.137471,6.972324,5.708497,6.630012,6.505732,3.749710,5.487684,4.537910,4.281984,6.577296,8.250664,4.772542,8.509572,4.889334,3.256920,7.449553,11.003130,3.330983,4.351373,5.527509,7.573271,5.808995,3.594574,10.114550,4.554625,4.234454,6.782055,7.266661,6.639564,4.693806,3.502460,6.902657,12.507460,7.405936,4.520686,7.265363,4.542901,8.588601,5.643186,5.102699,5.206049,5.314528,4.324171,6.452364,10.486730,3.849151,6.492470,4.648279,4.522587,3.834287,5.218693,6.494697,2.184660,9.451748,3.677457,4.422136,7.527601,7.530806,7.253091,2.687671,3.074459,6.746446,9.571028,7.647748,6.361383,5.307911,5.923911,4.216082,7.897597,3.300123,5.355366,3.893423,3.487959,4.381592,5.537881,12.720040,7.320137,SONFH
