gene_rank,gene_symbol,probe_id,probe_rank,probe_type,multivariate_score,abs_fold_change,log_fold_change,mean_sonfh,mean_control,t_stat,p_value,iqr,variance
5187,ISLR,11747852_s_at,9034,_s_at,1.2212,0.4248,-0.4248,5.3554,5.7801,-2.6831,0.019184147044613332,0.4715,0.1731
5188,PRTFDC1,11761089_a_at,9035,_a_at,1.2211,0.4992,-0.4992,4.0772,4.5764,-2.3846,0.03829890774596542,0.3688,0.1946
5189,HNF4A,11763597_a_at,9037,_a_at,1.2209,0.3692,-0.3692,2.9495,3.3186,-2.9057,0.012868978646967837,0.3127,0.1118
5190,FGF14,11732368_a_at,9038,_a_at,1.2207,0.328,-0.328,2.9177,3.2457,-3.0707,0.010200649580372591,0.2632,0.0734
5191,CD180,11726353_at,9047,_at,1.2191,0.4169,0.4169,6.9798,6.5629,2.7123,0.017578301248521017,0.5183,0.1732
5192,ALG6,11723991_a_at,9049,_a_at,1.2184,0.391,0.391,7.5536,7.1626,2.8154,0.014018800473839405,0.5355,0.1495
5193,DOK1,11763329_a_at,9050,_a_at,1.2183,0.4987,0.4987,9.4526,8.9539,2.3834,0.03961527235134619,0.2691,0.1724
5194,ZBED1,11718794_at,9051,_at,1.2178,0.4747,0.4747,7.6738,7.1991,2.4791,0.03198456339593363,0.447,0.1759
5195,LSG1,11744071_at,9054,_at,1.2172,0.4539,0.4539,6.3961,5.9422,2.5618,0.0239689949069277,0.3922,0.2153
5196,LRRC75A-AS1,11757192_a_at,9057,_a_at,1.2161,0.2817,-0.2817,2.5026,2.7843,-3.2511,0.004963973731889701,0.3191,0.0729
5197,SCD,11715562_x_at,9059,_x_at,1.216,0.3844,-0.3844,3.2994,3.6838,-2.8391,0.015817422881885083,0.3994,0.1098
5198,ELFN2,11731225_a_at,9060,_a_at,1.2158,0.38,-0.38,4.3901,4.7702,-2.8566,0.015251889178418562,0.3904,0.1072
5199,IGLC1 /// IGLL5,11759571_a_at,9062,_a_at,1.2152,0.3503,-0.3503,6.2352,6.5855,-2.9749,0.010072731535414194,0.5229,0.1124
5200,CST6,11724322_a_at,9065,_a_at,1.2141,0.4321,-0.4321,4.7004,5.1325,-2.6457,0.021568364333374442,0.3512,0.1673
5201,CSTF2T,11724750_at,9066,_at,1.2139,0.3005,0.3005,6.185,5.8845,3.1731,0.005748671874055611,0.3856,0.0876
5202,GNG5,11757844_s_at,9068,_s_at,1.2136,0.4341,0.4341,10.9309,10.4968,2.6371,0.021714962875461333,0.306,0.1728
5203,SMC2,11736528_a_at,9067,_a_at,1.2136,0.4862,-0.4862,3.3891,3.8753,-2.4282,0.03462671330026792,0.3929,0.1957
5204,PLEKHA8,11763984_s_at,9069,_s_at,1.2131,0.3838,0.3838,4.5483,4.1646,2.8382,0.013115908178857971,0.4827,0.1466
5205,MYBL2,11744169_a_at,9070,_a_at,1.213,0.3677,-0.3677,5.1603,5.5279,-2.9027,0.013433517442637844,0.3398,0.105
5206,LOC102724728 /// POM121L7 /// POM121L8P,11761012_x_at,9071,_x_at,1.2129,0.3166,-0.3166,3.1405,3.457,-3.1075,0.008412679822738715,0.2539,0.0783
5207,COL8A1,11728809_a_at,9074,_a_at,1.2121,0.4158,-0.4158,4.3243,4.74,-2.7088,0.020313391191054297,0.3217,0.1336
5208,KIAA1468,11758265_s_at,9075,_s_at,1.2121,0.5138,0.5138,6.4626,5.9488,2.3158,0.03891350701981271,0.4961,0.3031
5209,FUT1,11725291_at,9077,_at,1.211,0.3813,-0.3813,3.9198,4.3011,-2.8458,0.014750958272674856,0.4263,0.1185
5210,XPNPEP3,11763981_s_at,9081,_s_at,1.2106,0.4182,0.4182,6.2805,5.8623,2.6974,0.01914013845292448,0.3838,0.1591
5211,MIF-AS1,11752751_s_at,9083,_s_at,1.2097,0.3801,-0.3801,5.5856,5.9657,-2.8492,0.014269651879199647,0.3437,0.1226
5212,RASSF1,11722248_a_at,9087,_a_at,1.2091,0.5725,0.5725,7.7917,7.2193,2.077,0.06385038789781215,0.633,0.3348
5213,NFE2L2,11743380_s_at,9088,_s_at,1.2089,0.5257,0.5257,9.1616,8.6359,2.2644,0.044941160573282686,0.5447,0.2778
5214,MEPCE,11742960_a_at,9089,_a_at,1.2086,0.301,0.301,7.8082,7.5072,3.1651,0.006114514821837317,0.3226,0.0847
5215,SEC11A,11757423_x_at,9090,_x_at,1.2084,0.5135,0.5135,8.9458,8.4324,2.3128,0.04145482428633176,0.6981,0.2527
5216,MED4,11720497_at,9091,_at,1.2083,0.5273,0.5273,6.6898,6.1625,2.2573,0.046754982686379384,0.4551,0.2535
5217,TBC1D9B,11718708_a_at,9092,_a_at,1.2082,0.3557,0.3557,7.2,6.8443,2.9453,0.012957373875462004,0.3274,0.0902
5218,CHST10,11749581_a_at,9094,_a_at,1.2071,0.287,-0.287,3.9637,4.2506,-3.2195,0.005874481840415058,0.2353,0.0702
5219,INTS10,11720813_at,9095,_at,1.2071,0.4879,0.4879,6.6966,6.2087,2.4139,0.03640688714778212,0.3034,0.1829
5220,CPA4,11749444_a_at,9097,_a_at,1.2069,0.3282,-0.3282,3.67,3.9983,-3.0541,0.009691463942984936,0.357,0.0824
5221,TATDN2,11744353_at,9099,_at,1.2066,0.3151,0.3151,7.8305,7.5154,3.1063,0.008691957298023273,0.3455,0.075
5222,MGME1,11719138_at,9101,_at,1.2064,0.425,0.425,7.5034,7.0784,2.6654,0.020169711102392247,0.4635,0.1697
5223,SEC61G,11716223_a_at,9103,_a_at,1.2061,0.4736,0.4736,8.7331,8.2595,2.4701,0.02985229481818538,0.6539,0.2221
5224,OPHN1,11730670_a_at,9104,_a_at,1.2061,0.4551,-0.4551,4.0185,4.4736,-2.5443,0.02736021937468963,0.4158,0.1743
5225,TCF15,11733411_at,9105,_at,1.2059,0.4264,-0.4264,4.8316,5.2581,-2.6592,0.020812362676731207,0.4168,0.1651
5226,ZNF45,11750719_a_at,9106,_a_at,1.2059,0.5115,0.5115,4.2356,3.7241,2.318,0.04124962014848505,0.6606,0.2463
5227,RRP1B,11721195_s_at,9107,_s_at,1.2058,0.4764,0.4764,7.8707,7.3943,2.4586,0.031040452240969036,0.5746,0.2162
5228,FUNDC1,11731671_at,9113,_at,1.2047,0.5892,0.5892,6.1787,5.5895,2.005,0.07220597336543556,0.6243,0.3724
5229,IREB2,11721363_x_at,9117,_x_at,1.2044,0.605,0.605,6.4867,5.8817,1.9413,0.07991463576598253,0.6452,0.4273
5230,MLLT10,11759884_a_at,9120,_a_at,1.2042,0.4126,-0.4126,5.3753,5.7879,-2.7126,0.02234253253884384,0.2888,0.1039
5231,TRIM36,11731961_s_at,9121,_s_at,1.2041,0.5159,-0.5159,6.9609,7.4768,-2.2983,0.042036724910224636,0.4451,0.2679
5232,RPGRIP1L,11747108_a_at,9122,_a_at,1.204,0.3107,-0.3107,2.6526,2.9633,-3.1209,0.009962671538556052,0.2133,0.0588
5233,MFAP1,11721251_at,9123,_at,1.2038,0.5028,0.5028,7.7692,7.2664,2.3504,0.04044278638928777,0.3749,0.2047
5234,FAM179B,11755425_a_at,9126,_a_at,1.2036,0.6515,0.6515,4.316,3.6646,1.754,0.10927006536691095,0.9505,0.5738
5235,AZU1,11731869_a_at,9127,_a_at,1.2036,0.529,-0.529,4.6874,5.2164,-2.2452,0.04695753225053199,0.4923,0.2743
5236,DYX1C1,11728177_a_at,9128,_a_at,1.2033,0.2102,-0.2102,2.2421,2.4523,-3.5231,0.002823385674955154,0.2085,0.0355
5237,BRD9,11755188_s_at,9129,_s_at,1.2031,0.2566,0.2566,7.0153,6.7587,3.3369,0.00486392523407585,0.2403,0.051
5238,CTSO,11743321_at,9130,_at,1.203,0.4803,0.4803,7.3903,6.91,2.4398,0.035315589016846456,0.4592,0.1664
5239,MARCO,11726616_a_at,9131,_a_at,1.2028,0.5657,0.5657,5.285,4.7193,2.0971,0.0555339665682922,0.7323,0.5001
5240,HSF4,11760422_x_at,9132,_x_at,1.2027,0.3598,-0.3598,4.2097,4.5695,-2.9226,0.011546333186968773,0.4858,0.1169
5241,ZNF383,11754858_a_at,9134,_a_at,1.2026,0.4055,0.4055,3.0732,2.6677,2.7392,0.01892705587332739,0.4997,0.1291
5242,B4GALT5,11716878_s_at,9136,_s_at,1.2022,0.5626,0.5626,9.1753,8.6126,2.1088,0.05604378134034312,0.5811,0.4386
5243,CHAC1,11742287_a_at,9141,_a_at,1.2017,0.3902,-0.3902,3.1307,3.5209,-2.7995,0.016896537556735383,0.4529,0.1167
5244,NADK2,11753516_a_at,9142,_a_at,1.2015,0.263,-0.263,2.4399,2.703,-3.3093,0.006781129871964736,0.2453,0.0414
5245,TPSAB1 /// TPSB2,11725218_s_at,9143,_s_at,1.2014,0.453,-0.453,3.6048,4.0578,-2.5474,0.02529530085554335,0.4234,0.2044
5246,DPP6,11724002_a_at,9145,_a_at,1.2009,0.2371,-0.2371,2.6456,2.8827,-3.4125,0.0030656995667822165,0.3015,0.0528
5247,ABCD3,11741591_at,9146,_at,1.2008,0.1613,-0.1613,2.0213,2.1826,-3.7163,0.0013768995552387085,0.2311,0.0228
5248,PLA2G4C,11762824_at,9149,_at,1.2003,0.2382,-0.2382,2.5469,2.7851,-3.4074,0.0031231423119266292,0.3054,0.0532
5249,TPRN,11720006_a_at,9154,_a_at,1.2001,0.413,-0.413,5.8211,6.2341,-2.7063,0.021367843902152763,0.3571,0.1195
5250,EFCC1,11732944_a_at,9153,_a_at,1.2001,0.3034,-0.3034,5.8934,6.1968,-3.1458,0.006045704553321141,0.225,0.0911
5251,ATAD2B,11726882_at,9156,_at,1.1999,0.6503,0.6503,5.1641,4.5138,1.7546,0.10611250891170347,1.121,0.712
5252,ZIC2,11723191_at,9157,_at,1.1997,0.3802,-0.3802,2.9089,3.2891,-2.8374,0.01569873367348492,0.4741,0.1095
5253,ARFGAP1,11747817_x_at,9158,_x_at,1.1995,0.4599,-0.4599,4.5483,5.0083,-2.5175,0.027055190234448464,0.406,0.209
5254,DNAH10,11728116_at,9160,_at,1.1988,0.3364,-0.3364,4.5974,4.9339,-3.0119,0.008609931605695816,0.4661,0.1117
5255,JOSD2,11721903_a_at,9161,_a_at,1.1983,0.4187,-0.4187,4.7146,5.1334,-2.6814,0.021201022359460347,0.3363,0.1394
5256,CSNK2B,11760180_at,9162,_at,1.1983,0.3609,0.3609,5.7425,5.3816,2.9131,0.013545588337634723,0.4046,0.0964
5257,CHST14,11719426_at,9164,_at,1.198,0.3669,0.3669,6.7944,6.4275,2.8888,0.014464384891966574,0.2794,0.0975
5258,C2orf82,11732064_a_at,9169,_a_at,1.1969,0.4219,-0.4219,5.7747,6.1966,-2.6669,0.022508637902091,0.3921,0.1324
5259,PPIE,11740033_a_at,9170,_a_at,1.1968,0.45,0.45,7.4365,6.9865,2.5542,0.027014974851918623,0.4742,0.1673
5260,MICALL2,11757546_x_at,9171,_x_at,1.1964,0.4037,-0.4037,4.9149,5.3185,-2.7394,0.018861877467922127,0.3171,0.1287
5261,SIX1,11758110_s_at,9174,_s_at,1.1955,0.2483,-0.2483,2.0798,2.3281,-3.3615,0.006028423424376974,0.2535,0.037
5262,SFTPB,11734775_x_at,9175,_x_at,1.1954,0.3165,-0.3165,3.4967,3.8133,-3.0879,0.009635499579128888,0.2941,0.0701
5263,ERVK3-1 /// LOC105372481,11763298_at,9177,_at,1.1948,0.4328,0.4328,7.9926,7.5598,2.6209,0.023700281745290933,0.4183,0.1533
5264,PDE4A,11738074_a_at,9178,_a_at,1.1946,0.4088,-0.4088,4.6727,5.0815,-2.7169,0.018572076336630078,0.47,0.1486
5265,RBM15,11726949_s_at,9179,_s_at,1.1945,0.555,0.555,6.7285,6.1734,2.1305,0.05818994897709732,0.6097,0.3052
5266,MMAA,11735204_a_at,9181,_a_at,1.1941,0.4528,0.4528,4.0994,3.6466,2.5398,0.027851132668538617,0.5177,0.1688
5267,LOC643276,11761158_x_at,9180,_x_at,1.1941,0.402,-0.402,5.1462,5.5482,-2.7436,0.01767346754335042,0.4046,0.1416
5268,HSPB8,11715776_a_at,9183,_a_at,1.1938,0.3178,-0.3178,2.7472,3.0651,-3.0808,0.01047528390623187,0.3353,0.0645
5269,F3,11721291_a_at,9182,_a_at,1.1938,0.3171,-0.3171,2.205,2.522,-3.0836,0.009708555824614563,0.2882,0.0705
5270,RPN2,11715660_a_at,9185,_a_at,1.1935,0.4425,0.4425,9.4078,8.9653,2.5805,0.024645711521159224,0.4532,0.177
5271,C3orf52,11724431_at,9186,_at,1.1934,0.6105,-0.6105,2.5904,3.2008,-1.9067,0.08859032031224974,0.2141,0.3191
5272,ERP29,11743931_x_at,9188,_x_at,1.1933,0.5657,0.5657,10.1198,9.5541,2.0862,0.06338420406909383,0.5301,0.3112
5273,LRRN2,11728501_a_at,9187,_a_at,1.1933,0.3443,-0.3443,5.0809,5.4252,-2.974,0.010938929322488428,0.282,0.0982
5274,BTN1A1,11735500_a_at,9189,_a_at,1.1929,0.261,-0.261,2.4014,2.6624,-3.3076,0.006180244882312367,0.3016,0.0451
5275,NOX4,11745103_x_at,9192,_x_at,1.1927,0.3395,-0.3395,4.8538,5.1933,-2.9926,0.010366091948880208,0.2775,0.0968
5276,SLC1A3,11762224_at,9195,_at,1.1925,0.347,-0.347,3.7641,4.1111,-2.9623,0.01169505204239093,0.3937,0.0945
5277,FAM225A /// FAM225B,11752705_s_at,9194,_s_at,1.1925,0.4633,-0.4633,6.1808,6.6441,-2.4959,0.03000176974617288,0.3871,0.1831
5278,CHD1,11754992_a_at,9196,_a_at,1.1918,0.4232,0.4232,8.0528,7.6296,2.6559,0.02133973111697736,0.4821,0.1569
5279,XAF1,11726771_a_at,9197,_a_at,1.1916,0.6699,0.6699,9.039,8.3691,1.6665,0.11785189732831329,1.4745,1.1238
5280,UTS2R,11715264_s_at,9199,_s_at,1.1912,0.4131,-0.4131,5.8314,6.2444,-2.6957,0.020344121634741353,0.3132,0.139
5281,PKDCC,11716410_at,9200,_at,1.1911,0.3995,-0.3995,4.1164,4.5159,-2.7502,0.01743295427329274,0.4196,0.1396
5282,IRX2,11740279_a_at,9201,_a_at,1.1905,0.3637,-0.3637,4.3894,4.7531,-2.893,0.013611521170137694,0.3711,0.104
5283,FUT6,11740439_x_at,9202,_x_at,1.1903,0.4216,-0.4216,5.9555,6.3771,-2.6606,0.0223101124434373,0.3658,0.1389
5284,SDR9C7,11737285_at,9203,_at,1.1902,0.3558,-0.3558,2.6037,2.9595,-2.9243,0.01350017189789421,0.331,0.0907
5285,SCAMP2,11755055_a_at,9204,_a_at,1.19,0.3633,0.3633,7.9591,7.5958,2.894,0.01428556308613238,0.3743,0.0958
5286,BLOC1S3,11764042_at,9205,_at,1.1899,0.308,-0.308,3.284,3.592,-3.1157,0.008512815764631133,0.3916,0.0715
5287,PHC3,11722280_at,9209,_at,1.1892,0.5343,0.5343,8.7004,8.1662,2.2075,0.04831869475093504,0.6128,0.3305
5288,CD40,11742282_a_at,9217,_a_at,1.1872,0.5815,0.5815,4.9999,4.4184,2.0159,0.06876680244185639,0.7462,0.4228
5289,KIF26B,11749933_a_at,9222,_a_at,1.1866,0.3625,-0.3625,4.6776,5.0401,-2.8934,0.013046099515221204,0.3527,0.1099
5290,CNOT4,11752668_x_at,9224,_x_at,1.1862,0.2544,0.2544,3.8199,3.5655,3.3264,0.003699770483830735,0.3816,0.0635
5291,PRAMEF1 /// PRAMEF13 /// PRAMEF14 /// PRAMEF2,11740808_s_at,9227,_s_at,1.1856,0.4041,-0.4041,7.2454,7.6495,-2.7254,0.02029062561639609,0.3571,0.1178
5292,SSC5D,11725868_at,9228,_at,1.1855,0.4305,-0.4305,5.3948,5.8253,-2.6194,0.021971601633775505,0.4255,0.1792
5293,PLEKHB2,11723110_at,9230,_at,1.1851,0.4032,0.4032,9.1011,8.6979,2.7285,0.018641956365290438,0.4128,0.1371
5294,ME2,11739453_a_at,9231,_a_at,1.1851,0.4286,0.4286,7.2934,6.8648,2.6266,0.02392247638661219,0.3962,0.1432
5295,H2AFZ,11756360_x_at,9234,_x_at,1.1843,0.5619,0.5619,9.8657,9.3038,2.0912,0.06383499973293019,0.4495,0.2812
5296,RTN4RL2,11743023_at,9237,_at,1.1839,0.3355,-0.3355,5.0205,5.356,-2.9986,0.010906746073397337,0.381,0.0869
5297,ETV6,11743167_at,9240,_at,1.1836,0.637,0.637,6.631,5.9939,1.7893,0.10267459938224144,0.7277,0.5501
5298,PSIP1,11734600_a_at,9238,_a_at,1.1836,0.459,0.459,4.1552,3.6963,2.503,0.025422656325762526,0.6868,0.2549
5299,C1GALT1C1,11726618_a_at,9242,_a_at,1.1833,0.5599,0.5599,6.3463,5.7864,2.0981,0.05631560328870721,1.0159,0.4624
5300,HSD17B4,11737762_x_at,9244,_x_at,1.183,0.4759,0.4759,7.5935,7.1175,2.4346,0.033248187011550426,0.5548,0.204
5301,TRAPPC6B,11720257_a_at,9247,_a_at,1.1826,0.5823,0.5823,6.5806,5.9983,2.0074,0.07125021104776542,0.8475,0.3826
5302,LAGE3,11739691_at,9249,_at,1.1825,0.2888,-0.2888,4.6717,4.9605,-3.1842,0.005489061404708704,0.3057,0.082
5303,CLIC1,11757474_x_at,9248,_x_at,1.1825,0.57,0.57,11.5657,10.9957,2.0567,0.06660082730500094,0.5834,0.3235
5304,WTAP,11724404_a_at,9250,_a_at,1.1824,0.4993,0.4993,9.3127,8.8134,2.34,0.03990594964631485,0.4827,0.2271
5305,FAM213B,11746644_a_at,9252,_a_at,1.1821,0.3773,-0.3773,6.651,7.0283,-2.8289,0.01522932405500278,0.3939,0.117
5306,ZNF609,11723509_s_at,9254,_s_at,1.1819,0.4296,0.4296,6.817,6.3874,2.619,0.02473129669150556,0.4843,0.1377
5307,COLEC11,11730000_a_at,9256,_a_at,1.1814,0.3401,-0.3401,3.6309,3.971,-2.9772,0.010648158065652143,0.4016,0.0982
5308,NPPA,11757468_a_at,9257,_a_at,1.1812,0.4185,-0.4185,4.1265,4.5449,-2.6626,0.021755203797328877,0.4058,0.1432
5309,GPR148,11738488_a_at,9259,_a_at,1.1809,0.2874,-0.2874,3.5667,3.8541,-3.188,0.007077147811372869,0.3476,0.0634
5310,DNAJC28,11743843_a_at,9260,_a_at,1.1804,0.3195,-0.3195,2.481,2.8005,-3.0587,0.008945064610095062,0.2656,0.0848
5311,SLC25A10,11718317_at,9261,_at,1.1803,0.3669,-0.3669,4.9604,5.3273,-2.8685,0.01534238849043812,0.3772,0.0947
5312,MPND,11733409_a_at,9268,_a_at,1.1789,0.3567,-0.3567,6.8361,7.1928,-2.9078,0.01250377928626633,0.2971,0.108
5313,CSH1 /// CSHL1,11756755_x_at,9267,_x_at,1.1789,0.506,-0.506,5.1209,5.6268,-2.3092,0.04211122276109694,0.4208,0.238
5314,KLRF1,11753219_a_at,9270,_a_at,1.1786,0.5892,0.5892,7.8593,7.2701,1.9752,0.0672745820788201,0.6884,0.6804
5315,FGFR3,11717969_a_at,9269,_a_at,1.1786,0.4012,-0.4012,5.1333,5.5345,-2.7291,0.019455902617307667,0.2792,0.1248
5316,ZFP3,11729891_at,9271,_at,1.1783,0.2685,-0.2685,2.0962,2.3647,-3.2608,0.006987481339674847,0.2592,0.0469
5317,CSHL1,11742645_x_at,9272,_x_at,1.1782,0.4749,-0.4749,4.0118,4.4867,-2.4331,0.0350960020110934,0.381,0.1734
5318,AGTPBP1,11750571_a_at,9273,_a_at,1.1781,0.4223,0.4223,7.9447,7.5224,2.6439,0.016611155318428238,0.56,0.2514
5319,SLAMF1,11726382_a_at,9275,_a_at,1.1779,0.408,0.408,6.739,6.331,2.701,0.018766633796769443,0.3946,0.1547
5320,LRRC58,11742722_at,9276,_at,1.1776,0.5507,0.5507,6.4974,5.9467,2.1285,0.05812816886312354,0.5991,0.3075
5321,DHRS9,11723899_a_at,9278,_a_at,1.1775,0.6932,0.6932,8.0726,7.3794,1.557,0.149322964299633,1.0486,0.8325
5322,CFAP97,11743188_a_at,9279,_a_at,1.1773,0.2902,-0.2902,2.2395,2.5298,-3.1726,0.007981460652078883,0.2574,0.0589
5323,DPF1,11742248_x_at,9282,_x_at,1.1769,0.5503,-0.5503,6.2324,6.7828,-2.1293,0.05721400169584826,0.5037,0.3276
5324,MMAB,11720536_at,9283,_at,1.1768,0.4131,-0.4131,5.4706,5.8837,-2.6793,0.022601799813883702,0.3872,0.1187
5325,SETD3,11745201_a_at,9284,_a_at,1.1765,0.6243,0.6243,6.6045,5.9802,1.8321,0.09762571765298074,0.4445,0.4339
5326,USP28,11752525_a_at,9285,_a_at,1.176,0.2544,-0.2544,3.9608,4.2152,-3.3147,0.004729502105956891,0.3416,0.0538
5327,CYP2W1,11737840_x_at,9287,_x_at,1.1758,0.3817,-0.3817,4.7221,5.1037,-2.8041,0.017718432793142256,0.3115,0.1002
5328,ZKSCAN8,11748664_a_at,9288,_a_at,1.1757,0.3955,-0.3955,3.0282,3.4237,-2.7486,0.01825309905084816,0.3825,0.1267
5329,MED24,11752473_x_at,9289,_x_at,1.1754,0.3182,-0.3182,5.6765,5.9947,-3.0582,0.00721190221858889,0.3359,0.106
5330,CCDC103,11759186_a_at,9291,_a_at,1.1752,0.3728,-0.3728,4.2759,4.6488,-2.839,0.014663174676782421,0.4094,0.1172
5331,LOC150776 /// SMPD4,11721250_s_at,9290,_s_at,1.1752,0.5421,0.5421,7.0952,6.5531,2.1602,0.05465173775964094,0.5872,0.3008
5332,CCDC62,11735667_a_at,9292,_a_at,1.1749,0.3741,-0.3741,2.6469,3.021,-2.8335,0.017151033378243738,0.311,0.0914
5333,FGF23,11738380_at,9299,_at,1.1742,0.4911,-0.4911,4.0116,4.5027,-2.3635,0.03966404477461916,0.3607,0.1915
5334,CYP51A1-AS1,11761153_s_at,9297,_s_at,1.1742,0.3179,-0.3179,3.1622,3.4801,-3.0581,0.010324942689750982,0.4056,0.0704
5335,ARHGAP42,11740170_s_at,9298,_s_at,1.1742,0.2924,-0.2924,2.1375,2.4298,-3.1603,0.006397063692037995,0.3331,0.0775
5336,CA9,11752982_x_at,9301,_x_at,1.174,0.4171,-0.4171,3.0312,3.4484,-2.66,0.022917189601687683,0.3677,0.1282
5337,LRRC4B,11730491_at,9303,_at,1.1737,0.4776,-0.4776,4.0674,4.545,-2.4171,0.03293889158577334,0.5153,0.2327
5338,CXorf38,11736519_x_at,9304,_x_at,1.1737,0.6035,0.6035,6.4942,5.8907,1.9123,0.0847707020645546,0.5112,0.4067
5339,RNPS1,11745771_s_at,9308,_s_at,1.1734,0.2897,-0.2897,5.8413,6.1311,-3.1702,0.00460162437703413,0.3785,0.0992
5340,THEM4,11743092_at,9309,_at,1.1732,0.4483,0.4483,5.3721,4.9238,2.534,0.021296932016885352,0.6417,0.2953
5341,C12orf66,11731699_s_at,9310,_s_at,1.173,0.2876,-0.2876,3.0658,3.3534,-3.1782,0.006684401943450368,0.2843,0.0688
5342,RAD51AP1,11747886_a_at,9313,_a_at,1.1727,0.3843,-0.3843,3.0065,3.3908,-2.7901,0.018439044590288712,0.2554,0.0992
5343,ATF7,11749187_a_at,9314,_a_at,1.1723,0.3784,-0.3784,4.6375,5.0159,-2.8133,0.016019127490087298,0.3787,0.1145
5344,MTIF2,11718821_a_at,9317,_a_at,1.1721,0.5889,0.5889,6.1894,5.6006,1.969,0.07604152345429771,0.6305,0.403
5345,PGBD5,11722328_a_at,9315,_a_at,1.1721,0.3739,-0.3739,4.3749,4.7488,-2.8311,0.015035658797862419,0.3971,0.1164
5346,SRSF9,11718666_x_at,9316,_x_at,1.1721,0.5441,0.5441,10.2502,9.706,2.1486,0.057179245486524116,0.469,0.2718
5347,REV3L,11740540_a_at,9319,_a_at,1.1718,0.5752,0.5752,5.5888,5.0137,2.0236,0.07045281185001318,0.6494,0.3364
5348,RFX3,11756407_a_at,9320,_a_at,1.1715,0.4321,-0.4321,3.3531,3.7852,-2.5971,0.025647612812919433,0.3827,0.1418
5349,NCAPH2,11729540_at,9323,_at,1.1707,0.4095,-0.4095,3.9674,4.3769,-2.6868,0.0205989046451801,0.407,0.1383
5350,KRT27,11731376_at,9324,_at,1.1706,0.1685,-0.1685,2.2895,2.458,-3.653,0.002274686080759085,0.2181,0.0209
5351,SNCG,11753754_x_at,9325,_x_at,1.1706,0.4453,-0.4453,3.8912,4.3365,-2.5431,0.026606125896198995,0.4243,0.1798
5352,CTTN,11746740_a_at,9332,_a_at,1.1685,0.6124,0.6124,6.2867,5.6743,1.8707,0.08704478146033662,0.701,0.5718
5353,THAP1,11732857_a_at,9333,_a_at,1.1684,0.4817,0.4817,6.1567,5.6751,2.3946,0.036808254714824906,0.6175,0.1945
5354,TRIP13,11731525_at,9334,_at,1.1681,0.4752,-0.4752,2.9544,3.4296,-2.4204,0.034030071622505945,0.3853,0.2064
5355,APOA1,11758353_s_at,9335,_s_at,1.1679,0.3843,-0.3843,3.5258,3.91,-2.7846,0.01776804438311086,0.252,0.1092
5356,EPOR,11740081_a_at,9336,_a_at,1.1679,0.3696,-0.3696,4.02,4.3897,-2.8436,0.016214276131503207,0.3023,0.0955
5357,LOC162137,11747033_at,9337,_at,1.1677,0.3814,-0.3814,2.9386,3.32,-2.796,0.016822466412226983,0.3421,0.1139
5358,SENP6,11719101_at,9338,_at,1.1677,0.5928,0.5928,6.7682,6.1753,1.9483,0.07703879971926862,0.9583,0.4709
5359,WDR88,11754744_a_at,9339,_a_at,1.1675,0.4075,-0.4075,2.7926,3.2001,-2.6911,0.019258955118851697,0.3443,0.1531
5360,MED11,11717961_at,9340,_at,1.1674,0.3888,0.3888,6.4715,6.0827,2.766,0.01857317252375235,0.3913,0.1104
5361,A4GALT,11745024_a_at,9341,_a_at,1.1673,0.4331,-0.4331,4.1784,4.6115,-2.5882,0.02645594940243614,0.2831,0.1375
5362,ALKBH7,11743955_at,9345,_at,1.1661,0.4329,-0.4329,3.558,3.9909,-2.5877,0.02527797877779643,0.4081,0.1544
5363,PDE12,11739237_s_at,9346,_s_at,1.1661,0.4733,0.4733,6.8115,6.3382,2.4257,0.0340694356222915,0.4887,0.1979
5364,EWSAT1,11754621_s_at,9347,_s_at,1.1659,0.4453,-0.4453,4.669,5.1143,-2.5377,0.02941182045524887,0.4359,0.142
5365,RWDD3,11760238_a_at,9348,_a_at,1.1658,0.3216,-0.3216,2.6284,2.9499,-3.0336,0.010855580284360036,0.2448,0.0723
5366,ZNF445,11729878_at,9349,_at,1.1656,0.5258,0.5258,4.9297,4.4039,2.2146,0.050722922309738835,0.5219,0.2509
5367,SEPT5 /// SEPT5-GP1BB,11717488_s_at,9350,_s_at,1.1655,0.4956,-0.4956,5.8786,6.3742,-2.3356,0.038533248560694865,0.6106,0.2574
5368,DBET /// DUX4 /// DUX4L1 /// DUX4L10 /// DUX4L11 /// DUX4L12 /// DUX4L13 /// DUX4L14 /// DUX4L15 /// DUX4L2 /// DUX4L20 /// DUX4L21 /// DUX4L22 /// DUX4L23 /// DUX4L24 /// DUX4L25 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8,11715271_s_at,9352,_s_at,1.1652,0.4737,-0.4737,7.483,7.9567,-2.4231,0.03044515395470312,0.4519,0.2698
5369,CD52,11717580_a_at,9354,_a_at,1.165,0.655,0.655,9.84,9.1851,1.6958,0.11813966245460751,1.1664,0.7094
5370,KIF1B,11720710_a_at,9357,_a_at,1.1649,0.4673,0.4673,5.7514,5.2841,2.4484,0.029919493547194698,0.5087,0.2406
5371,LCAT,11725886_a_at,9356,_a_at,1.1649,0.2647,0.2647,4.6321,4.3674,3.2607,0.004728469141278534,0.2981,0.0656
