gene_rank,gene_symbol,probe_id,probe_rank,probe_type,multivariate_score,abs_fold_change,log_fold_change,mean_sonfh,mean_control,t_stat,p_value,iqr,variance
67,TRAK2,11716784_at,123,_at,8.5554,1.7397,-1.7397,7.9691,9.7087,-5.786,0.00017820099009989383,0.7638,0.8818
68,ANK1,11741071_a_at,124,_a_at,8.5206,2.0304,-2.0304,5.691,7.7214,-4.5807,0.0005850979174159414,1.5969,1.8397
69,RNF182,11737774_a_at,127,_a_at,8.3883,2.4195,-2.4195,4.7676,7.1871,-2.8694,0.014303623627962813,3.5346,4.6168
70,KLF1,11730138_at,130,_at,8.3773,1.9627,-1.9627,7.1854,9.1481,-4.6885,0.00037142821576764896,1.5471,1.8318
71,REXO2,11751359_a_at,132,_a_at,8.3126,1.6743,-1.6743,5.0553,6.7296,-5.771,0.0001853692658986173,0.6891,0.8141
72,CA2,11733115_a_at,133,_a_at,8.2621,1.9382,-1.9382,6.9589,8.8971,-4.6552,0.0010225613198654542,0.7705,1.2217
73,TRIM58,11731997_at,134,_at,8.247,1.9078,-1.9078,8.0649,9.9726,-4.7598,0.0003810277862016969,1.7317,1.6169
74,SLC2A1,11752572_a_at,135,_a_at,8.2166,1.9046,-1.9046,6.4799,8.3845,-4.7379,0.0007895956846007249,0.8519,1.2414
75,RNF11,11749608_a_at,136,_a_at,8.1847,1.8805,-1.8805,6.6382,8.5188,-4.7981,0.0005824091326518366,1.3479,1.3081
76,SELENBP1,11716401_a_at,137,_a_at,8.1814,1.8937,-1.8937,9.1271,11.0208,-4.7414,0.0002566898146968085,1.8402,1.8246
77,GADD45A,11717039_a_at,141,_a_at,8.1281,1.8902,-1.8902,6.6369,8.5271,-4.6946,0.0008934023413061348,1.0621,1.1991
78,WLS,11733513_a_at,144,_a_at,8.1198,1.7548,1.7548,6.3092,4.5544,5.2281,0.00021916585939084143,1.3381,1.1511
79,ARG2,11757776_s_at,145,_s_at,8.1183,1.7889,-1.7889,3.1271,4.916,-5.0896,0.0005905455144531137,0.4473,0.941
80,FHDC1,11743306_at,146,_at,8.0958,2.1142,-2.1142,3.8648,5.9789,-3.7596,0.004331020704318463,0.5909,1.6523
81,CHI3L1,11756316_a_at,152,_a_at,7.9992,1.9944,1.9944,8.1519,6.1575,4.1296,0.0008623116856045676,2.2198,2.4417
82,NSUN3,11743928_at,154,_at,7.8829,1.5538,-1.5538,6.1773,7.7311,-5.7635,0.00017940688235897528,0.6454,0.7097
83,MARCH8,11741305_a_at,156,_a_at,7.872,1.9065,-1.9065,6.1788,8.0853,-4.3368,0.001069033410096883,1.3982,1.5981
84,CREG1,11715682_a_at,159,_a_at,7.8454,1.3861,-1.3861,7.7755,9.1617,-6.3931,3.484096635622315e-05,0.9367,0.6059
85,LYZ,11715461_at,162,_at,7.8286,1.9947,1.9947,12.0502,10.0555,3.9336,0.0023533761966350623,1.4669,1.8493
86,RNF14,11719392_a_at,163,_a_at,7.8214,1.6043,-1.6043,7.0815,8.6858,-5.4908,0.0003047566741900003,0.6188,0.7478
87,CACNA2D3,11730501_a_at,164,_a_at,7.8125,1.6132,1.6132,5.9391,4.3259,5.4449,0.00019658166266694425,1.0743,0.8803
88,PTGS2,11724037_at,165,_at,7.7992,1.9549,1.9549,6.9037,4.9488,4.0596,0.002224935263550372,1.4801,1.5405
89,AP2B1,11716262_a_at,170,_a_at,7.7177,1.5696,-1.5696,5.8044,7.374,-5.5115,0.00031149365289971957,0.5356,0.7028
90,KRT23,11744424_a_at,171,_a_at,7.7147,1.9516,1.9516,8.0024,6.0509,3.9763,0.002095973446331078,1.2988,1.7979
91,IFRD2,11755876_a_at,172,_a_at,7.7048,1.1281,-1.1281,5.5446,6.6727,-7.2671,1.8914986989527463e-05,0.4907,0.3405
92,MOSPD1,11747759_a_at,175,_a_at,7.6677,1.6872,-1.6872,3.0843,4.7715,-4.9828,0.0006802275976332216,0.5244,0.8524
93,HAL,11735177_at,176,_at,7.6675,1.7646,1.7646,8.0414,6.2769,4.6723,0.0005665684900622232,0.9114,1.2956
94,DPCD,11719122_at,177,_at,7.6609,1.7978,-1.7978,5.3316,7.1294,-4.5316,0.0009828684203813834,0.7168,1.2087
95,PSME4,11717864_a_at,179,_a_at,7.6286,1.3898,-1.3898,4.481,5.8708,-6.1307,5.857896394814858e-05,0.9845,0.616
96,PRDX2,11745463_x_at,181,_x_at,7.6095,1.7909,-1.7909,7.9102,9.7011,-4.5006,0.0011471705526952714,0.8087,1.1434
97,GYPE,11735856_s_at,184,_s_at,7.5964,1.8224,-1.8224,2.5363,4.3588,-4.3593,0.0016723631811472834,0.662,1.1062
98,SMOX,11741507_a_at,185,_a_at,7.5928,1.6366,-1.6366,6.6141,8.2507,-5.1002,0.0001710359460671162,1.4888,1.1615
99,CXCR2 /// CXCR2P1,11731426_s_at,188,_s_at,7.5632,1.6768,1.6768,11.3013,9.6245,4.9052,0.000454451664069438,1.2374,1.0479
100,POLR1D,11755190_a_at,189,_a_at,7.5548,1.3723,-1.3723,7.9427,9.315,-6.1166,0.00011155341779685067,0.7722,0.5321
101,NLRP1,11737423_a_at,190,_a_at,7.5537,0.9726,0.9726,8.1741,7.2015,7.718,1.4953386631766393e-06,0.7229,0.2913
102,THEM5,11736949_at,191,_at,7.5233,1.9312,-1.9312,3.5268,5.458,-3.8396,0.0036158424196688355,0.8906,1.4271
103,PAQR9,11731947_at,192,_at,7.5092,1.8841,-1.8841,3.0089,4.893,-4.0123,0.0027776266862886306,0.6623,1.2938
104,DCUN1D1,11726326_a_at,194,_a_at,7.4971,1.784,-1.784,6.0264,7.8104,-4.3999,0.0013115267698845972,1.3324,1.1734
105,FAM104B,11754221_s_at,195,_s_at,7.4838,1.562,-1.562,5.656,7.218,-5.2748,0.0003521706265931026,0.8305,0.7682
106,MPPE1,11736159_a_at,196,_a_at,7.4787,1.2839,1.2839,8.4323,7.1483,6.3841,2.065115249730108e-05,1.039,0.5625
107,GCLC,11729218_a_at,197,_a_at,7.4775,1.5407,-1.5407,5.087,6.6278,-5.3531,0.0002982829292450858,0.7907,0.7514
108,LILRA1,11759824_a_at,198,_a_at,7.4746,1.7076,1.7076,5.5079,3.8003,4.6805,0.0007628776169848491,0.9803,1.0663
109,OLIG1,11721241_at,199,_at,7.4665,1.743,1.743,5.9076,4.1646,4.5293,0.0008113518847431693,1.0156,1.2448
110,DPEP2,11724979_a_at,200,_a_at,7.4634,1.5019,1.5019,8.937,7.4352,5.4926,0.0001562081849918426,0.996,0.7878
111,C9orf40,11725148_at,203,_at,7.4407,1.6696,-1.6696,4.5591,6.2287,-4.7942,0.0008908366650210876,0.5073,0.8576
112,FAM117A,11719147_at,207,_at,7.3922,1.1121,-1.1121,8.9983,10.1104,-6.9742,1.141388941783478e-05,0.722,0.3779
113,TGM2,11718399_s_at,208,_s_at,7.3889,1.821,-1.821,5.7753,7.5963,-4.128,0.0018983209976773463,1.0967,1.3563
114,PBX1,11757871_s_at,210,_s_at,7.3725,1.7808,-1.7808,5.1338,6.9146,-4.2704,0.001377711236352151,1.0473,1.3176
115,PELI1,11733060_a_at,212,_a_at,7.3609,1.783,1.783,6.6818,4.8988,4.2483,0.0011955445720380853,1.3339,1.4606
116,SLC45A4,11759568_at,217,_at,7.3273,1.4576,1.4576,7.5608,6.1032,5.5147,7.277098758683802e-05,1.1636,0.8662
117,CXCR2,11731424_x_at,218,_x_at,7.3118,1.6038,1.6038,10.6736,9.0698,4.9108,0.00046878321216169616,1.1439,0.9441
118,TYK2,11757379_a_at,219,_a_at,7.3097,1.0155,1.0155,9.0193,8.0038,7.2674,3.5921499703355115e-06,0.7939,0.328
119,MSI2,11733375_a_at,220,_a_at,7.2968,1.5805,-1.5805,4.2442,5.8246,-4.9871,0.0005211671506882168,0.8022,0.832
120,LOC728392 /// NLRP1,11744351_a_at,224,_a_at,7.2722,1.1078,1.1078,8.5738,7.466,6.8545,1.1030073590323e-05,0.8159,0.3893
121,FRY,11726384_at,225,_at,7.2628,1.5816,1.5816,7.2813,5.6997,4.9439,0.000496076313605512,0.8097,0.8768
122,SRRD,11726407_at,226,_at,7.2439,1.4101,-1.4101,5.5392,6.9493,-5.61,0.00016034742067575557,0.9188,0.6484
123,FGFR1OP2,11744747_a_at,228,_a_at,7.24,1.7735,-1.7735,6.9208,8.6943,-4.1484,0.0013461197079193369,1.5264,1.5313
124,CFD,11725980_at,229,_at,7.2395,1.7666,1.7666,8.4778,6.7112,4.1755,0.001521637168698948,0.9425,1.3744
125,SMIM5,11754382_a_at,230,_a_at,7.2342,1.5345,-1.5345,6.6972,8.2318,-5.1001,0.00021705066292160128,1.2943,0.9596
126,CD300E,11759127_at,231,_at,7.1949,1.5447,1.5447,6.1636,4.6188,5.0143,0.00019754585439814805,1.0773,1.0582
127,CPPED1,11739989_a_at,233,_a_at,7.1682,1.5776,1.5776,9.686,8.1083,4.8519,0.0006069221432160642,1.0266,0.8667
128,ZAK,11719825_a_at,234,_a_at,7.1616,0.841,-0.841,3.2772,4.1182,-7.7979,6.977374154483613e-07,0.6274,0.2259
129,TMCC1,11721585_a_at,235,_a_at,7.159,1.3166,1.3166,7.473,6.1564,5.8879,7.308251910003828e-05,0.8817,0.5874
130,TSPAN5,11759404_at,236,_at,7.1499,1.6489,-1.6489,6.5766,8.2255,-4.5451,0.00048015850175627065,1.6138,1.3479
131,IL13RA1,11727905_a_at,237,_a_at,7.1485,1.6465,1.6465,8.8849,7.2383,4.5531,0.0009149371739248875,0.8647,1.0275
132,SLC1A5,11716866_x_at,240,_x_at,7.1387,1.6273,-1.6273,6.7416,8.3689,-4.6189,0.0007885399251987915,0.9581,1.0094
133,ALAS2,11758412_s_at,245,_s_at,7.1034,1.5643,-1.5643,11.0988,12.6631,-4.8312,0.00012959310530390313,1.7824,1.3842
134,ADGRE3,11750862_a_at,249,_a_at,7.0953,1.5619,1.5619,7.6028,6.0409,4.8316,0.0004837028374509984,1.1702,0.9419
135,HMBS,11720884_a_at,252,_a_at,7.0686,1.5747,-1.5747,6.6605,8.2351,-4.7498,0.0006410593196385553,1.1131,0.919
136,GSPT1,11742750_a_at,251,_a_at,7.0686,1.5181,-1.5181,6.3382,7.8563,-4.9767,0.0005990363044180448,0.7357,0.7319
137,MXD4,11754299_a_at,254,_a_at,7.0281,1.165,-1.165,6.9299,8.0949,-6.3463,5.172214519714563e-05,0.6268,0.4081
138,ACSM3,11727427_a_at,255,_a_at,7.0233,1.8384,-1.8384,3.9818,5.8202,-3.6407,0.004874710871030778,0.7785,1.3923
139,FAM174A,11722259_s_at,258,_s_at,7.0179,1.425,1.425,6.8652,5.4403,5.2922,0.00020764312819993098,0.9832,0.7402
140,MPP1,11746893_a_at,259,_a_at,7.0057,1.2743,-1.2743,9.9024,11.1767,-5.8825,4.430713324175199e-05,0.915,0.6037
141,LGALS2,11731798_a_at,261,_a_at,6.9997,1.8983,1.8983,7.8632,5.9649,3.3736,0.006910283782268132,1.5501,1.8044
142,TMOD1,11732501_a_at,265,_a_at,6.9558,1.7018,-1.7018,6.8892,8.5909,-4.1113,0.0016775001137343823,1.3066,1.307
143,FAM198B,11741223_s_at,266,_s_at,6.9557,1.831,1.831,7.746,5.915,3.5932,0.0043937494632044685,1.6313,1.6848
144,IL16,11746376_a_at,268,_a_at,6.9442,0.8616,0.8616,8.3679,7.5062,7.4671,2.0282491401675587e-06,0.7537,0.2362
145,RAD23A,11748360_s_at,269,_s_at,6.9356,1.5083,-1.5083,7.6786,9.187,-4.8641,0.00047418669897894084,1.1805,0.8623
146,MPEG1,11721347_a_at,270,_a_at,6.9313,1.6695,1.6695,10.1855,8.516,4.2129,0.0018207425381030456,0.8487,1.0499
147,ELOVL6,11743451_s_at,272,_s_at,6.9292,1.4919,-1.4919,3.4446,4.9365,-4.9226,0.0006417928352791343,0.6454,0.716
148,KCNH2,11733662_a_at,273,_a_at,6.925,1.8959,-1.8959,6.409,8.3049,-3.2979,0.007648305257760738,1.5869,1.9172
149,MOB1B,11753207_a_at,274,_a_at,6.9093,1.5046,-1.5046,3.3606,4.8653,-4.8489,0.0007741782465426506,0.494,0.7112
150,TGFBI,11734549_s_at,275,_s_at,6.8834,1.8439,1.8439,8.3724,6.5286,3.4589,0.006530744469482432,0.978,1.4863
151,RBM38,11715594_a_at,276,_a_at,6.8707,1.4686,-1.4686,10.0078,11.4763,-4.9492,0.00023156505882263376,1.3591,0.9604
152,SHTN1,11735039_s_at,277,_s_at,6.8671,1.8001,1.8001,6.5247,4.7246,3.6159,0.004287097285520824,1.5317,1.5944
153,RUNX2,11725180_a_at,278,_a_at,6.855,1.2249,1.2249,7.8056,6.5807,5.9085,9.705179068281733e-05,0.7503,0.476
154,VTI1B,11759116_a_at,279,_a_at,6.8538,1.423,-1.423,5.0345,6.4575,-5.1128,0.0004272997128966009,0.7143,0.6635
155,PAGE2 /// PAGE2B,11729979_s_at,286,_s_at,6.7918,1.7626,-1.7626,3.8602,5.6229,-3.6802,0.0037651095583361638,1.1378,1.5223
156,SPTA1,11734314_at,287,_at,6.7899,1.6999,-1.6999,3.1648,4.8647,-3.9295,0.0031947467999227934,0.7512,1.0639
157,C9orf78,11721829_at,288,_at,6.7824,1.3091,-1.3091,9.0985,10.4076,-5.488,0.00019421249446075858,0.841,0.5678
158,ARHGEF12,11750580_x_at,289,_x_at,6.7822,1.748,-1.748,5.4818,7.2298,-3.7278,0.003451408340367717,1.1681,1.4804
159,RPIA,11744116_s_at,290,_s_at,6.7786,1.5427,-1.5427,8.1976,9.7404,-4.5469,0.0010855845891530576,0.6592,0.8335
160,ACP1,11717157_a_at,291,_a_at,6.7763,1.4288,-1.4288,8.1631,9.5919,-5.001,0.0005458710724119663,0.5765,0.6609
161,UBE2F,11754037_x_at,292,_x_at,6.776,1.2945,-1.2945,6.5129,7.8074,-5.5392,0.00026765928142170864,0.4522,0.4935
162,EPB41,11739122_a_at,293,_a_at,6.7593,1.6586,-1.6586,2.827,4.4855,-4.0601,0.002394341742534805,0.9783,1.0505
163,RPS6KA5,11735610_a_at,297,_a_at,6.7337,1.2795,1.2795,7.5344,6.255,5.551,0.00018502628501552502,0.6039,0.531
164,TNFAIP2,11717823_s_at,298,_s_at,6.7297,1.6751,1.6751,9.4826,7.8075,3.9602,0.002901366534385584,0.841,1.069
165,CXCR1,11733003_a_at,299,_a_at,6.7275,1.4751,1.4751,10.6371,9.162,4.7596,0.0004219296333812655,1.016,0.9346
166,SIGLEC7,11733691_a_at,300,_a_at,6.7249,1.4067,1.4067,6.4549,5.0481,5.0309,0.0004362702353613191,0.9431,0.6817
167,SPTB,11729971_at,304,_at,6.695,1.6657,-1.6657,6.9599,8.6256,-3.9583,0.0023651039377236504,0.971,1.239
168,VCAN,11748164_a_at,305,_a_at,6.6888,1.8533,1.8533,9.3302,7.477,3.199,0.01000005606233635,1.1161,1.6495
169,SMIM24,11726810_s_at,306,_s_at,6.6861,1.4033,-1.4033,6.8708,8.2741,-5.0003,0.00013081542087346935,1.3368,0.9772
170,EPB41L3,11727143_x_at,308,_x_at,6.681,1.5031,1.5031,5.1613,3.6582,4.5942,0.0005381746497564314,1.1448,1.0275
171,EPB42,11725009_a_at,309,_a_at,6.6784,1.588,-1.588,8.9589,10.5469,-4.2509,0.000548956859860326,1.1616,1.6074
172,C20orf194 /// UBE2F /// UBE2F-SCLY,11754036_s_at,311,_s_at,6.6708,1.4515,-1.4515,6.426,7.8776,-4.7895,0.0005303390802257414,0.888,0.8137
173,HIST1H1C,11742683_x_at,322,_x_at,6.6187,1.3907,-1.3907,6.4098,7.8005,-4.9738,0.00045986122183509727,0.9349,0.6816
174,RNASET2,11756479_x_at,323,_x_at,6.6162,1.1396,1.1396,11.1233,9.9836,5.9778,5.2783099048961334e-05,0.734,0.4492
175,ARAP1,11719038_a_at,324,_a_at,6.6101,1.0502,1.0502,8.8604,7.8102,6.3293,4.0578598271912375e-05,0.6972,0.3473
176,TMCC3,11728840_at,325,_at,6.6086,1.4759,1.4759,5.9045,4.4286,4.6207,0.0005724564766759124,0.9112,0.9451
177,FAM104A,11730203_s_at,326,_s_at,6.6076,1.4361,-1.4361,6.711,8.1471,-4.7791,0.000554744949264722,1.0361,0.7897
178,TPGS2,11744919_a_at,328,_a_at,6.5999,1.4227,-1.4227,7.8573,9.2799,-4.824,0.00039961698479338924,1.1542,0.8403
179,C7orf73,11733035_at,330,_at,6.5818,1.5671,-1.5671,6.18,7.7471,-4.2244,0.002039504403366114,0.6649,0.8431
180,ST20,11744313_a_at,331,_a_at,6.5731,1.5213,1.5213,8.1245,6.6032,4.3981,0.0008306911421696045,1.1097,1.0704
181,SORL1,11743129_at,332,_at,6.5687,1.2612,1.2612,11.0777,9.8166,5.436,9.718701483068346e-05,1.0778,0.6386
182,BCL2L1,11739957_a_at,334,_a_at,6.5612,1.4413,-1.4413,5.1081,6.5493,-4.7052,0.0006240829338332914,1.2672,0.8087
183,NAP1L4,11747507_x_at,335,_x_at,6.5384,0.7067,-0.7067,7.165,7.8717,-7.6248,3.3280990357149683e-07,0.4186,0.1742
184,NRBF2,11718370_a_at,337,_a_at,6.5233,1.4624,1.4624,7.536,6.0736,4.5774,0.0007717238511916793,0.9573,0.8554
185,TACC3,11718297_a_at,339,_a_at,6.5056,0.9498,0.9498,7.4103,6.4605,6.6125,6.476964943853981e-06,0.6171,0.3274
186,MAST3,11725813_at,344,_at,6.4906,1.0138,1.0138,7.5678,6.554,6.3388,1.3864158187891048e-05,0.8138,0.3758
187,TPM1,11761349_x_at,345,_x_at,6.4881,1.6696,-1.6696,6.0046,7.6742,-3.7064,0.004083929915649976,0.998,1.2091
188,PECAM1,11720644_a_at,346,_a_at,6.4797,1.3317,1.3317,9.2334,7.9017,5.0516,0.0003947424898301436,0.726,0.6233
189,HPS1,11727901_a_at,348,_a_at,6.4738,1.6638,-1.6638,7.0407,8.7045,-3.7133,0.0036973814578368453,1.1367,1.298
190,ATG16L2,11724354_x_at,350,_x_at,6.464,1.3206,1.3206,9.1559,7.8352,5.0782,0.0002641126860110251,1.0608,0.6827
191,MYO1F,11726122_at,351,_at,6.4639,1.3474,1.3474,10.3384,8.991,4.9706,0.00046390673963826897,0.9734,0.6394
192,SNX3,11754173_a_at,352,_a_at,6.4623,1.2978,-1.2978,8.8271,10.1249,-5.1677,0.0004584575730202986,0.4578,0.5183
193,TCP11L2,11737373_at,354,_at,6.4599,1.6354,-1.6354,5.0412,6.6766,-3.8113,0.003108039423482911,1.2746,1.2244
194,TLE3,11758215_s_at,355,_s_at,6.4527,1.2043,1.2043,7.6681,6.4637,5.5317,0.00012709982526594625,0.8502,0.5208
195,SGK1,11715931_s_at,356,_s_at,6.451,1.53,1.53,8.4037,6.8737,4.2237,0.001645619688198858,0.9862,0.9275
196,RERE,11757808_s_at,358,_s_at,6.4456,1.1675,1.1675,7.9221,6.7546,5.6711,8.228265798121919e-05,0.8191,0.4998
197,PIM1,11717258_a_at,359,_a_at,6.4447,1.455,-1.455,7.4865,8.9415,-4.5173,0.00037504357990871245,1.148,1.1704
198,OPTN,11757341_s_at,360,_s_at,6.4267,1.1782,-1.1782,6.4203,7.5985,-5.6066,0.00016853442985302275,0.6407,0.4479
199,ST8SIA4,11739521_at,362,_at,6.4164,1.3266,1.3266,8.7072,7.3806,4.9998,0.0004348079848737668,0.5976,0.6208
200,CMAS,11748820_x_at,363,_x_at,6.4163,1.1493,-1.1493,6.8135,7.9628,-5.7106,0.00020197339549219,0.5274,0.386
201,IL6R,11736509_x_at,365,_x_at,6.4113,1.3685,1.3685,7.3874,6.0189,4.826,0.000576277350166762,0.8841,0.68
202,HACD1,11729887_at,368,_at,6.405,1.7772,-1.7772,2.6937,4.4709,-3.18,0.010917213129853616,0.5555,1.3884
203,PCGF5,11748523_a_at,369,_a_at,6.4047,1.509,-1.509,5.3051,6.8141,-4.2551,0.0016267428005626759,0.7827,0.8744
204,KCTD12,11715948_at,370,_at,6.404,1.6836,1.6836,6.9038,5.2203,3.5542,0.004944471572952208,1.3482,1.3736
205,GPR155,11740208_x_at,373,_x_at,6.3886,1.1561,1.1561,7.3807,6.2247,5.6517,7.298327297988874e-05,0.7975,0.5067
206,BSG,11754083_a_at,374,_a_at,6.3844,1.339,-1.339,6.7982,8.1371,-4.9135,0.0004938171719479529,0.8414,0.6443
207,CD93,11757638_s_at,376,_s_at,6.3731,1.4726,1.4726,8.9739,7.5014,4.3649,0.0012427077194009858,0.9593,0.8559
208,ARHGAP25,11748747_a_at,379,_a_at,6.3648,1.2005,1.2005,9.2828,8.0823,5.4465,0.00020217383600069387,0.8411,0.4834
209,PTPRF,11754235_a_at,380,_a_at,6.3521,1.2336,-1.2336,2.2394,3.473,-5.2993,0.00044180555444437174,0.3714,0.4359
210,ZNRF1,11732357_s_at,383,_s_at,6.3419,1.2511,-1.2511,6.1044,7.3554,-5.2175,0.00036737081198046274,0.5108,0.5039
211,UROD,11756593_a_at,384,_a_at,6.3403,1.2598,-1.2598,6.7329,7.9927,-5.1808,0.00044434177348902463,0.6413,0.4897
212,ELL2,11736478_a_at,386,_a_at,6.3383,1.633,-1.633,4.1545,5.7874,-3.682,0.0043307921509435415,1.0927,1.1443
213,CMBL,11755947_x_at,385,_x_at,6.3383,1.3934,-1.3934,4.0191,5.4126,-4.6428,0.000665063642185548,0.8427,0.7785
214,BOD1L1,11755068_s_at,387,_s_at,6.3317,1.0997,1.0997,8.2665,7.1668,5.8129,4.37170097953556e-05,0.7633,0.4653
215,AMPD2,11724224_a_at,389,_a_at,6.3288,1.035,1.035,8.735,7.7,6.069,4.234687717401276e-05,0.6565,0.3703
216,GMPR,11720202_at,390,_at,6.3286,1.5856,-1.5856,8.6267,10.2123,-3.861,0.002516164573827584,1.4471,1.2448
217,TIGD3,11727304_at,393,_at,6.317,1.0663,1.0663,6.004,4.9377,5.9301,1.7869372358387272e-05,0.9872,0.4757
218,MOB3A,11720493_s_at,394,_s_at,6.3115,1.0663,1.0663,9.5002,8.434,5.9238,5.7992010691557255e-05,0.7128,0.3958
219,YPEL4,11755945_a_at,395,_a_at,6.3035,1.5806,-1.5806,3.7983,5.3789,-3.8524,0.0034727678780971773,0.8091,0.9708
220,RAB2B,11744458_a_at,397,_a_at,6.2889,1.5228,-1.5228,5.1243,6.6471,-4.0675,0.0013204320085958019,1.3898,1.2615
221,PID1,11721983_a_at,398,_a_at,6.2873,1.4583,1.4583,5.7465,4.2882,4.3243,0.0010744154962640017,1.1855,0.9457
222,IGF2BP2,11757763_s_at,403,_s_at,6.2742,1.5265,-1.5265,7.8129,9.3394,-4.0359,0.0017637753809040043,1.3515,1.1274
223,MS4A7,11740871_a_at,408,_a_at,6.2625,1.7521,1.7521,8.0142,6.2621,3.1179,0.010353255522129533,1.2509,1.7841
224,PSMF1,11759400_at,409,_at,6.2435,1.5068,-1.5068,5.1018,6.6086,-4.0798,0.002094432997176656,0.716,0.9282
225,MMP8,11729349_at,411,_at,6.2388,1.7622,-1.7622,4.8448,6.607,-3.0504,0.010332581883062261,1.755,2.2101
226,CITED2,11753421_a_at,413,_a_at,6.2263,1.6341,-1.6341,5.2872,6.9213,-3.5497,0.0058745312554307665,0.6131,1.0784
227,MYCL,11728523_a_at,415,_a_at,6.2179,1.4267,1.4267,7.4237,5.9969,4.3718,0.0013212850744601797,0.9331,0.771
228,CHPT1,11722070_a_at,416,_a_at,6.2171,1.3774,-1.3774,7.1123,8.4897,-4.5685,0.0008550342232483439,1.1022,0.7312
229,RAB11FIP1,11736783_s_at,419,_s_at,6.215,1.5124,1.5124,7.1233,5.6109,4.0248,0.0022085139557914382,1.0389,0.9735
230,CDC34,11716983_at,422,_at,6.2023,1.1853,-1.1853,7.6821,8.8674,-5.3219,0.00017435979829196876,1.0046,0.5265
231,PIK3CD,11756532_a_at,423,_a_at,6.2021,1.1049,1.1049,10.2821,9.1772,5.644,9.683575252697146e-05,0.7929,0.4388
232,NEDD4L,11758571_s_at,425,_s_at,6.1907,1.6623,-1.6623,4.7921,6.4544,-3.396,0.006276145938296031,1.074,1.4679
233,IGF2R,11716129_at,426,_at,6.1887,1.2976,1.2976,9.6242,8.3266,4.8561,0.0004129906690708128,1.044,0.6741
234,PILRA,11728423_a_at,428,_a_at,6.1748,1.4495,1.4495,8.0079,6.5584,4.2311,0.001642537330614055,0.7632,0.8259
235,YIPF6,11739260_a_at,430,_a_at,6.1736,1.2973,-1.2973,7.091,8.3883,-4.84,0.0007365455076126511,0.5567,0.5449
236,FBXL4,11728800_s_at,432,_s_at,6.167,1.0967,-1.0967,5.6146,6.7113,-5.6368,0.00022959152178386055,0.3161,0.3519
237,RGS2,11715757_a_at,435,_a_at,6.1608,1.4678,1.4678,11.7616,10.2938,4.1418,0.0019068007535745868,0.7283,0.8629
238,NME4,11754486_a_at,436,_a_at,6.1583,1.1735,-1.1735,5.539,6.7125,-5.319,0.00025844462339334496,0.5476,0.4645
239,POC1B,11738083_s_at,437,_s_at,6.1555,1.3794,-1.3794,6.3859,7.7653,-4.4902,0.001266945902982152,0.5645,0.6492
240,F2RL1,11728828_at,438,_at,6.1552,1.4454,1.4454,5.7882,4.3428,4.2252,0.0015845387588686265,0.8472,0.8453
241,PTAFR,11732180_a_at,439,_a_at,6.155,1.3257,1.3257,9.3472,8.0215,4.7049,0.0006567681100088632,0.8639,0.6704
242,ZBTB44,11718543_at,440,_at,6.154,1.233,-1.233,6.4801,7.7131,-5.0755,0.000394393557284354,0.7492,0.5256
243,RFESD,11735412_a_at,441,_a_at,6.15,1.4645,-1.4645,4.0044,5.469,-4.1427,0.002306192776040335,0.4522,0.75
244,EIF2AK1,11754188_s_at,442,_s_at,6.1403,1.4758,-1.4758,7.1741,8.6498,-4.0863,0.001841025332252664,1.2078,0.9598
245,DOCK5,11759205_a_at,443,_a_at,6.1371,1.4918,1.4918,8.9261,7.4343,4.0185,0.002108674415581632,1.1117,0.9859
246,SYNRG,11745313_a_at,444,_a_at,6.1318,0.4491,0.4491,5.5301,5.0809,8.1934,3.1177798345663917e-09,0.4144,0.0792
247,TMEM57,11744587_a_at,448,_a_at,6.1211,1.1564,-1.1564,6.2699,7.4263,-5.3451,0.0004166673081226959,0.3525,0.3804
248,SNN,11726276_at,449,_at,6.1191,1.2229,1.2229,9.1559,7.933,5.0761,0.0004430644894690855,0.6816,0.4962
249,SLC6A10P /// SLC6A10PB /// SLC6A8,11730162_s_at,452,_s_at,6.1144,1.6298,-1.6298,7.3913,9.0211,-3.4392,0.004514518737264778,1.6063,1.7696
250,PI3,11721650_at,453,_at,6.1141,1.3598,1.3598,8.3567,6.9969,4.5215,0.00021756239834858383,1.7303,1.2
251,GPR146,11724165_s_at,454,_s_at,6.1093,1.4253,-1.4253,6.055,7.4803,-4.2533,0.0010484404790089415,1.3413,0.9895
252,ZNF652,11719025_a_at,455,_a_at,6.106,0.8169,0.8169,8.6402,7.8233,6.6891,1.2261964986130728e-05,0.5988,0.2198
253,DMTN,11741343_a_at,456,_a_at,6.0963,1.5023,-1.5023,4.703,6.2053,-3.9297,0.0019987507210988955,1.4509,1.1731
254,MEGF6,11727947_at,459,_at,6.0871,0.8038,0.8038,5.7892,4.9854,6.7201,1.3827393211939398e-07,0.9098,0.3228
255,SDPR,11725695_s_at,460,_s_at,6.0724,1.7583,1.7583,8.2675,6.5092,2.876,0.017203122859732967,1.105,1.6872
256,SUSD6,11716662_at,461,_at,6.069,1.1648,1.1648,9.6778,8.513,5.2519,0.00024170639658683266,0.8407,0.4862
257,E2F2,11724079_s_at,464,_s_at,6.0629,1.3963,-1.3963,7.5093,8.9056,-4.3166,0.0011751253770763915,1.046,0.8361
