probe_id,gene_symbol,rf_importance,selection_freq,abs_fold_change,combined_score
11718370_a_at,NRBF2,0.0002,1.0,1.462399866666666,0.2068
11731423_at,CXCR2,0.0,1.0,1.4808976999999999,0.2058
11737211_x_at,HDGF,0.0016,0.4,1.2690937333333316,0.2053
11726122_at,MYO1F,0.001,0.2,1.3474285333333302,0.2053
11733802_a_at,CPPED1,0.0006,0.4,1.3978084000000006,0.2051
11720644_a_at,PECAM1,0.0011,0.6,1.3317090999999994,0.205
11744483_x_at,POC1B,0.001,0.2,1.3449529,0.205
11733698_s_at,SGK1,0.0001,1.0,1.4575357999999987,0.2043
11754083_a_at,BSG,0.001,0.2,1.3389586666666657,0.2042
11737750_s_at,SGK1,0.0,0.0,1.4693863666666669,0.2042
11715594_a_at,RBM38,0.0,0.0,1.4685682666666686,0.204
11715757_a_at,RGS2,0.0,0.0,1.4677798666666675,0.2039
11717008_a_at,BNIP3L,0.001,0.2,1.3350713333333317,0.2036
11754036_s_at,C20orf194 /// UBE2F /// UBE2F-SCLY,0.0001,0.2,1.451528333333334,0.2035
11756751_x_at,UBE2F,0.002,1.0,1.2036737999999971,0.2035
11757441_s_at,SRRD,0.0,0.0,1.462062200000001,0.2031
11732180_a_at,PTAFR,0.001,0.2,1.3257354666666696,0.2023
11726538_x_at,KANK2,0.0,0.6,1.4536746333333337,0.202
11728828_at,F2RL1,0.0,0.0,1.4453721666666661,0.2008
11750770_a_at,GCLC,0.0001,0.2,1.4314146999999995,0.2007
11757808_s_at,RERE,0.0021,0.4,1.1675058333333332,0.2003
11732181_x_at,PTAFR,0.001,0.2,1.3099662333333342,0.2001
11728523_a_at,MYCL,0.0001,0.8,1.4267151333333334,0.2
11752202_a_at,HAL,0.0,0.0,1.4384837,0.1999
11734727_a_at,IL16,0.004,0.6,0.9141252666666659,0.1995
11746497_a_at,MSI2,0.0,0.0,1.4344953666666669,0.1993
11716983_at,CDC34,0.0019,1.0,1.1853095999999992,0.1991
11744529_a_at,PELI1,0.001,0.2,1.302536100000002,0.1991
11746350_a_at,PIM1,0.0006,0.4,1.3531273000000006,0.1989
11724038_a_at,PTGS2,0.0,0.4,1.4317456000000002,0.1989
11717157_a_at,ACP1,0.0,0.0,1.428779800000001,0.1985
11754218_a_at,SLC45A4,0.0002,0.4,1.4028447333333327,0.1985
11739260_a_at,YIPF6,0.001,0.2,1.2972934333333335,0.1984
11754173_a_at,SNX3,0.001,0.2,1.2978001333333324,0.1984
11734529_x_at,PILRA,0.0,1.0,1.4258570000000006,0.1981
11722259_s_at,FAM174A,0.0,0.0,1.4249529333333335,0.198
11716908_a_at,RNASET2,0.0023,0.6,1.1235918666666667,0.1978
11744919_a_at,TPGS2,0.0,0.0,1.4226721666666657,0.1977
11753422_a_at,BNIP3L,0.0,1.0,1.4201622999999977,0.1973
11739342_a_at,TNFRSF10C,0.0001,0.2,1.4052267333333335,0.1971
11716020_s_at,RAD23A,0.0,0.0,1.4141384000000006,0.1965
11739958_x_at,BCL2L1,0.001,1.0,1.279564033333335,0.1959
11759092_at,USP12,0.0008,1.0,1.2998936999999984,0.1951
11745313_a_at,SYNRG,0.0073,0.8,0.4491427000000012,0.1947
11722725_a_at,CSF2RB,0.0001,0.2,1.3797743333333319,0.1935
11749061_x_at,STOM,0.0016,0.6,1.1813642666666695,0.1931
11731447_x_at,SNCA,0.0,0.0,1.3882312999999993,0.1929
11739782_a_at,SNCA,0.0,0.0,1.3807768333333321,0.1918
11738083_s_at,POC1B,0.0,1.0,1.3794271666666669,0.1917
11744115_a_at,RPIA,0.0,0.0,1.377619366666666,0.1914
11722070_a_at,CHPT1,0.0,0.0,1.3774023333333316,0.1914
11721650_at,PI3,0.0001,1.0,1.3598466,0.1907
11735610_a_at,RPS6KA5,0.0007,0.2,1.2794575333333338,0.1904
11743130_a_at,SORL1,0.001,0.8,1.230059766666665,0.189
11725180_a_at,RUNX2,0.001,0.2,1.2248900999999988,0.1883
11726276_at,SNN,0.001,0.2,1.2229384999999997,0.188
11739398_a_at,UBE2F,0.0013,0.4,1.1830479999999994,0.1879
11717721_s_at,ST6GAL1,0.0039,0.6,0.8426905999999992,0.1877
11736159_a_at,MPPE1,0.0005,0.4,1.2839315666666664,0.1874
11755060_x_at,TCF3,0.001,0.6,1.2108701666666652,0.1864
11722558_x_at,MPP1,0.0009,1.0,1.2228773333333347,0.1862
11739521_at,ST8SIA4,0.0001,0.2,1.3266232000000002,0.1861
11719025_a_at,ZNF652,0.004,0.4,0.8168960333333333,0.186
11726532_a_at,CYTH4,0.001,0.2,1.2067073000000015,0.1858
11720493_s_at,MOB3A,0.002,0.4,1.0662523333333311,0.1844
11736158_x_at,MPPE1,0.0021,1.0,1.0517606333333331,0.1842
11757341_s_at,OPTN,0.0011,0.4,1.1781884333333332,0.1836
11739877_x_at,BSG,0.0,0.0,1.318769433333335,0.1832
11745504_a_at,MPP1,0.0,0.0,1.3101724333333333,0.182
11717199_a_at,POLR1D,0.0,0.0,1.3097597999999966,0.182
11718371_s_at,NRBF2,0.0,0.0,1.304020033333333,0.1812
11754486_a_at,NME4,0.001,1.0,1.1734984000000015,0.1812
11743129_at,SORL1,0.0003,0.2,1.2611616666666663,0.1807
11723156_a_at,LSP1,0.001,0.8,1.165791033333334,0.1801
11740096_a_at,TMCC1,0.002,0.4,1.0295642666666662,0.1793
11756011_a_at,PTPRJ,0.001,0.2,1.1559856999999987,0.1787
11733837_a_at,VTI1B,0.0,0.0,1.2852350000000001,0.1786
11757850_s_at,PA2G4,0.0032,0.6,0.8649433999999996,0.1781
11738208_a_at,ALAS2,0.0001,0.2,1.2639601999999979,0.1774
11746893_a_at,MPP1,0.0,0.0,1.274343100000003,0.1771
11751130_s_at,NRBF2,0.0,0.0,1.2642676333333327,0.1757
11746894_x_at,MPP1,0.0,0.0,1.2617668333333345,0.1753
11754623_x_at,CHPT1,0.0,0.0,1.260143133333333,0.1751
11740208_x_at,GPR155,0.0008,0.6,1.1560512333333328,0.1751
11718543_at,ZBTB44,0.0002,0.2,1.2329594000000021,0.1749
11737210_a_at,HDGF,0.0,0.0,1.258896966666665,0.1749
11729226_x_at,ITGAL,0.001,0.2,1.1245261666666675,0.1744
11745018_a_at,WLS,0.0,0.0,1.2497200333333334,0.1736
11724353_a_at,ATG16L2,0.0,0.0,1.2470656333333334,0.1733
11734345_a_at,TRIM10,0.0,1.0,1.2367376666666656,0.1718
11755068_s_at,BOD1L1,0.001,0.4,1.0997492666666666,0.1709
11733942_a_at,TBCEL,0.0002,0.4,1.199667700000001,0.1703
11724326_a_at,ARHGAP25,0.0002,1.0,1.1992742333333357,0.1703
11718760_a_at,WLS,0.0001,1.0,1.2035238666666688,0.169
11716662_at,SUSD6,0.0003,0.4,1.1648300333333346,0.1673
11758215_s_at,TLE3,0.0,0.8,1.2043248999999996,0.1673
11748747_a_at,ARHGAP25,0.0,0.8,1.2005141666666646,0.1668
11746456_x_at,GPR155,0.0,0.0,1.2001093999999988,0.1667
11727304_at,TIGD3,0.001,0.4,1.0663215000000008,0.1663
11737423_a_at,NLRP1,0.0017,0.6,0.972570799999998,0.1659
11757379_a_at,TYK2,0.001,0.2,1.0154630666666655,0.1592
11756479_x_at,RNASET2,0.0,0.0,1.1396091000000013,0.1583
11746376_a_at,IL16,0.0021,0.6,0.8616265333333342,0.1578
11731880_at,NLRP1,0.0,0.0,1.1212077333333355,0.1558
11756532_a_at,PIK3CD,0.0,0.0,1.1048530333333328,0.1535
11718297_a_at,TACC3,0.001,0.2,0.9498056999999989,0.1501
11724807_at,CBL,0.0,0.0,1.0150476333333316,0.141
11741091_a_at,ARNTL,0.0,0.0,0.9444188333333337,0.1312
11717993_at,CBX7,0.0,0.0,0.8982186333333342,0.1248
11727947_at,MEGF6,0.0,1.0,0.8038264999999996,0.1117
11745779_a_at,KMT2E,0.0004,0.4,0.6880642333333329,0.1028
11728207_a_at,XPC,0.0,0.0,0.7338576999999997,0.102
