@RELATION univariate_ann

@ATTRIBUTE 11718185_a_at NUMERIC
@ATTRIBUTE 11725976_a_at NUMERIC
@ATTRIBUTE 11754863_s_at NUMERIC
@ATTRIBUTE 11726632_at NUMERIC
@ATTRIBUTE 11720493_s_at NUMERIC
@ATTRIBUTE 11740162_a_at NUMERIC
@ATTRIBUTE 11760963_x_at NUMERIC
@ATTRIBUTE 11730431_a_at NUMERIC
@ATTRIBUTE 11716903_a_at NUMERIC
@ATTRIBUTE 11717544_a_at NUMERIC
@ATTRIBUTE 11724484_a_at NUMERIC
@ATTRIBUTE 11725440_a_at NUMERIC
@ATTRIBUTE 11721513_a_at NUMERIC
@ATTRIBUTE 200021_PM_at NUMERIC
@ATTRIBUTE 11741435_s_at NUMERIC
@ATTRIBUTE 11748747_a_at NUMERIC
@ATTRIBUTE 11745742_s_at NUMERIC
@ATTRIBUTE 11732181_x_at NUMERIC
@ATTRIBUTE 11718196_x_at NUMERIC
@ATTRIBUTE 11736017_s_at NUMERIC
@ATTRIBUTE 11723156_a_at NUMERIC
@ATTRIBUTE 11731426_s_at NUMERIC
@ATTRIBUTE 11752510_x_at NUMERIC
@ATTRIBUTE 11722269_a_at NUMERIC
@ATTRIBUTE 11722387_at NUMERIC
@ATTRIBUTE 11720097_at NUMERIC
@ATTRIBUTE 11742686_a_at NUMERIC
@ATTRIBUTE 11755572_x_at NUMERIC
@ATTRIBUTE 11728989_a_at NUMERIC
@ATTRIBUTE 11754831_a_at NUMERIC
@ATTRIBUTE 11737749_a_at NUMERIC
@ATTRIBUTE 11746456_x_at NUMERIC
@ATTRIBUTE 11722270_at NUMERIC
@ATTRIBUTE 11718120_at NUMERIC
@ATTRIBUTE 11718121_x_at NUMERIC
@ATTRIBUTE 11725924_a_at NUMERIC
@ATTRIBUTE 11741351_s_at NUMERIC
@ATTRIBUTE 11721716_s_at NUMERIC
@ATTRIBUTE 11756827_a_at NUMERIC
@ATTRIBUTE 11723842_s_at NUMERIC
@ATTRIBUTE 11727841_a_at NUMERIC
@ATTRIBUTE 11744067_s_at NUMERIC
@ATTRIBUTE 11736575_x_at NUMERIC
@ATTRIBUTE 11715706_x_at NUMERIC
@ATTRIBUTE 11733768_x_at NUMERIC
@ATTRIBUTE 11720230_at NUMERIC
@ATTRIBUTE 11740553_a_at NUMERIC
@ATTRIBUTE 11755411_a_at NUMERIC
@ATTRIBUTE 11736084_a_at NUMERIC
@ATTRIBUTE 11744351_a_at NUMERIC
@ATTRIBUTE 11737423_a_at NUMERIC
@ATTRIBUTE 11757569_a_at NUMERIC
@ATTRIBUTE 11747203_x_at NUMERIC
@ATTRIBUTE 11756894_a_at NUMERIC
@ATTRIBUTE 11757379_a_at NUMERIC
@ATTRIBUTE 11754197_x_at NUMERIC
@ATTRIBUTE 11716908_a_at NUMERIC
@ATTRIBUTE 11720644_a_at NUMERIC
@ATTRIBUTE 11716904_s_at NUMERIC
@ATTRIBUTE 11757525_s_at NUMERIC
@ATTRIBUTE 11717324_at NUMERIC
@ATTRIBUTE 11724807_at NUMERIC
@ATTRIBUTE 11733802_a_at NUMERIC
@ATTRIBUTE 11732135_a_at NUMERIC
@ATTRIBUTE 11753909_x_at NUMERIC
@ATTRIBUTE 11719025_a_at NUMERIC
@ATTRIBUTE 11756746_s_at NUMERIC
@ATTRIBUTE 11719038_a_at NUMERIC
@ATTRIBUTE 11731879_a_at NUMERIC
@ATTRIBUTE 11725813_at NUMERIC
@ATTRIBUTE 11722752_a_at NUMERIC
@ATTRIBUTE 11721719_at NUMERIC
@ATTRIBUTE 11757904_s_at NUMERIC
@ATTRIBUTE 11758386_s_at NUMERIC
@ATTRIBUTE 11722216_a_at NUMERIC
@ATTRIBUTE 11724979_a_at NUMERIC
@ATTRIBUTE 11742418_a_at NUMERIC
@ATTRIBUTE 11722960_a_at NUMERIC
@ATTRIBUTE 11716765_s_at NUMERIC
@ATTRIBUTE 11732189_at NUMERIC
@ATTRIBUTE 11724326_a_at NUMERIC
@ATTRIBUTE 11731424_x_at NUMERIC
@ATTRIBUTE 11758090_s_at NUMERIC
@ATTRIBUTE 11763266_at NUMERIC
@ATTRIBUTE 11741091_a_at NUMERIC
@ATTRIBUTE 11757808_s_at NUMERIC
@ATTRIBUTE 11720380_a_at NUMERIC
@ATTRIBUTE 11752509_s_at NUMERIC
@ATTRIBUTE 11731437_at NUMERIC
@ATTRIBUTE 11723400_a_at NUMERIC
@ATTRIBUTE 11751164_a_at NUMERIC
@ATTRIBUTE 11720739_s_at NUMERIC
@ATTRIBUTE 11733803_x_at NUMERIC
@ATTRIBUTE 11728840_at NUMERIC
@ATTRIBUTE 11728972_a_at NUMERIC
@ATTRIBUTE 11723401_x_at NUMERIC
@ATTRIBUTE 11717208_at NUMERIC
@ATTRIBUTE 11747623_a_at NUMERIC
@ATTRIBUTE 11717752_s_at NUMERIC
@ATTRIBUTE 11756532_a_at NUMERIC
@ATTRIBUTE class {SONFH,control}

@DATA
5.569018,6.475294,7.556223,7.917604,9.504213,8.955828,8.420244,8.962981,9.026529,7.086531,8.131701,8.304083,9.087257,12.350230,10.577480,9.451278,9.847050,9.421551,9.787802,10.932770,9.017334,11.059640,12.469090,8.538054,8.641540,6.550284,10.474950,7.569360,8.618523,6.893177,7.344224,6.620463,9.431467,7.941459,7.756815,7.725648,6.952483,3.902487,7.677582,7.699422,9.427786,8.415840,5.774735,8.801031,8.705463,8.442979,5.835931,6.300510,6.431204,8.595831,8.291468,7.521316,7.088266,5.082893,8.789103,5.672449,12.091340,9.303102,10.646690,8.476827,8.302055,8.983807,10.051670,6.962048,8.020008,8.536932,8.925120,8.752216,7.095916,7.875426,7.954603,9.166443,8.302587,7.050659,7.305339,8.838179,8.660442,7.512514,10.067820,8.572063,9.412838,10.891360,6.555174,7.135746,6.812252,8.247235,9.998873,12.903770,7.448278,10.860060,9.566452,8.494108,9.951257,5.882798,7.230755,10.667550,6.543681,8.332995,9.652964,10.250310,SONFH
5.561942,6.653052,7.412539,8.133667,10.030240,9.306771,8.514680,8.794260,9.064088,7.532184,8.415946,8.758749,9.011791,12.491880,10.532050,9.151477,10.380220,9.254169,9.833592,10.928090,9.422253,11.568290,12.126620,8.979628,8.756291,6.853870,10.685320,7.998385,8.522913,6.573769,7.096900,7.062054,10.043180,8.019816,8.146245,7.216750,7.005635,3.704961,6.995367,7.603276,8.861892,8.346700,6.044458,8.465342,8.696192,8.544291,6.243028,6.206634,6.821480,8.794804,8.706703,8.023917,7.752206,5.387644,9.578898,5.459992,11.973220,8.849190,10.719030,8.398594,8.890564,8.835153,9.280058,7.230401,7.977656,8.791199,8.948858,9.273097,7.390216,8.141576,7.897951,8.382027,8.819124,6.862213,7.562857,9.348321,8.827905,8.007966,9.746727,8.464889,9.326234,10.624680,6.264115,7.297101,6.722503,8.104314,10.129130,12.445430,7.386116,11.052930,8.585646,9.226085,9.160149,5.601848,6.716904,10.958910,6.530493,7.962337,9.498875,10.593870,SONFH
5.194899,6.779210,7.251908,8.090588,9.238935,8.886518,8.837702,9.027124,9.134143,6.923804,7.887422,8.288311,8.750904,12.250410,10.584840,9.092871,9.746889,8.987848,9.478436,10.478150,8.862157,10.384810,12.329730,8.252172,8.449435,6.420840,10.555910,7.418336,8.305870,6.679171,7.172460,6.778713,9.391264,7.697628,7.421812,7.285467,6.598814,4.275590,7.824840,7.464054,8.996042,8.716857,6.076948,8.960857,8.664148,8.899869,6.022537,6.407702,6.905416,8.577825,8.267699,7.561559,7.374946,5.311254,8.817678,5.893150,11.891250,9.193531,10.565440,8.367002,8.326860,9.136682,9.800825,7.131297,8.083077,8.548996,8.647716,8.834647,7.012744,7.403821,8.202097,8.814245,7.938037,7.220903,7.539627,8.784399,8.662540,8.112632,9.728348,8.296087,8.999265,10.225990,6.335129,6.864630,6.997208,7.749671,9.785593,12.688880,7.754837,10.907230,9.080905,8.562980,9.518576,5.258463,6.551753,10.818590,6.572036,7.823575,8.946878,10.085810,SONFH
5.253983,6.546315,7.365130,8.031542,9.047409,8.692833,7.777618,8.695896,8.419070,6.358312,7.657996,8.211216,9.021479,12.101780,10.370860,8.926929,9.347872,9.270289,9.575902,10.559350,8.613771,10.863250,11.851920,8.178242,8.801979,6.319196,10.234000,7.447629,8.123990,6.633478,7.634707,6.799782,9.176970,7.772004,7.522657,6.925934,6.554698,3.412283,7.362715,7.351779,8.760989,8.163104,5.537056,8.230415,8.486323,8.222145,6.177858,6.107897,6.539139,8.469214,7.912421,7.455694,7.060900,4.959322,8.637918,5.562937,11.172580,9.122987,10.028350,8.093919,7.959634,8.255722,9.783280,6.816704,7.902707,8.211912,8.858917,8.522084,6.401640,7.164549,7.477352,8.273510,7.929945,6.652897,7.253090,8.662722,8.216949,7.601047,9.461940,7.999028,9.025750,10.443190,6.289621,7.361670,6.976337,7.511837,9.619343,12.234410,7.529627,10.407680,9.346780,8.279549,9.605899,5.530942,7.166389,10.324910,6.268060,7.977488,9.184458,9.724169,SONFH
5.482529,6.672000,7.907769,8.517068,10.169010,9.160686,8.216352,8.891301,9.010164,7.420089,8.355704,9.040755,9.704119,12.452970,10.741830,9.811055,10.346370,10.136420,10.159330,11.253970,9.685969,12.120270,12.366110,8.994309,9.222364,6.958494,10.944720,7.955940,8.773876,6.916117,7.238807,6.854213,9.926079,8.157918,7.898561,7.614928,7.381942,4.246058,7.509983,7.930700,9.340784,8.277193,6.062044,8.498176,9.186067,8.163361,6.524467,6.375511,6.849571,8.603189,8.427061,7.763008,7.466766,5.169278,9.454510,5.847610,12.255170,9.915871,10.612200,8.428785,8.649281,9.037913,10.261410,7.346329,8.343938,9.088196,9.869443,9.192840,7.174396,8.155538,7.902319,8.595964,8.929657,6.958494,7.794587,9.653539,9.026911,7.907682,10.289070,8.797681,9.970849,11.242850,6.834050,7.449520,7.067856,8.409055,10.373770,12.726210,7.555964,10.747460,9.812700,8.920455,10.168090,6.363242,7.436674,10.754010,6.636551,8.541172,10.389870,10.749470,SONFH
5.389126,6.729319,7.700212,8.350779,9.845533,8.989666,8.587478,8.763855,8.955188,7.297340,8.126904,8.914780,9.461976,12.253450,10.588690,9.637917,10.099180,9.743706,9.856153,11.100090,9.621571,11.694840,12.074380,8.598917,9.039023,6.798654,10.498650,7.914205,8.905598,6.948826,7.456902,6.990286,9.603988,7.977089,7.717732,7.500895,7.143326,4.239562,7.119015,7.676153,9.182623,8.232682,6.041864,8.665672,9.016481,8.168786,6.569837,6.238885,7.124703,8.813854,8.613707,7.956975,7.277890,6.063283,9.261312,5.825232,11.892130,9.517341,10.506310,8.401160,8.662809,8.915642,9.948062,7.378479,8.345618,8.939671,9.336720,9.057031,7.199026,8.011526,7.938726,8.419437,8.593743,6.757317,7.704654,9.578458,8.759901,8.076427,9.976910,8.421097,9.686956,11.014780,6.925741,7.321848,6.925176,8.245783,10.055920,12.510190,7.322107,11.014800,9.494187,8.995655,9.909075,5.996149,7.494383,10.862120,6.461894,8.375882,9.838860,10.635890,SONFH
5.022483,6.331224,7.208814,7.102001,8.526999,8.389683,7.393727,8.273260,7.635865,6.186866,7.563076,7.567244,8.278300,11.530220,9.554891,8.302452,8.837417,8.532001,9.043488,9.982380,7.807199,9.992044,11.225070,7.624193,7.985312,6.207513,9.606178,6.900532,7.153457,5.819394,6.635800,5.218271,8.593550,6.967931,6.708574,6.579525,6.011696,3.735350,6.559012,7.217064,7.821016,7.624599,4.290393,7.302136,7.620372,7.646291,5.793662,6.050035,6.607109,7.885901,7.504864,7.167327,6.899240,5.570821,8.129995,5.249646,10.638190,8.254413,9.489255,7.427480,7.692657,7.730062,9.052446,6.750305,7.741400,8.111327,8.670221,8.295340,5.832064,6.990666,7.154222,8.228126,7.964135,5.468272,6.467523,7.940557,7.819890,7.222876,8.863235,7.558770,8.189924,9.478524,6.346622,7.212497,5.993816,6.739830,9.037552,11.639080,6.766346,9.782438,8.435816,8.280076,8.654278,4.741158,6.385437,9.567756,5.947815,7.241171,9.165586,9.232090,SONFH
5.531263,6.610452,7.674123,8.090422,9.405066,8.827071,8.024585,8.534992,8.624446,6.755375,8.000959,8.296893,9.192580,12.271410,10.264630,9.195076,9.489787,9.421899,9.702961,10.806700,8.936414,11.270090,11.913970,8.364596,8.836553,6.434126,10.180200,7.552642,8.427272,6.687636,7.334397,6.104755,9.478820,7.473626,7.195885,7.314301,6.701880,3.726930,7.011176,7.424124,8.849671,8.227155,5.426005,8.422343,8.808193,8.325160,6.273977,6.267112,6.844953,8.026353,7.785317,7.710398,7.053736,5.334519,8.681231,5.505405,11.321780,9.083081,10.227230,8.175119,8.181448,8.395294,9.950334,7.095832,8.152519,8.432731,9.275970,8.705097,6.344539,7.233706,7.636972,8.402248,8.148199,6.604118,7.393920,8.610815,8.493290,7.873192,9.627969,8.184779,9.284812,10.506420,6.516883,7.450483,7.164824,7.433911,9.786457,12.402210,7.383824,10.717090,9.631804,8.619897,9.959453,5.708161,7.225859,10.629980,6.279749,8.184920,9.435427,10.040630,SONFH
5.188995,6.477687,7.359410,8.048817,9.471576,8.866912,8.133630,8.327700,8.317605,6.975216,7.940804,8.436010,9.066080,12.118590,10.267570,9.262444,9.544731,9.546257,9.823982,10.810200,8.879644,11.340870,11.598770,8.328396,8.832822,6.765553,10.301180,7.614643,8.278275,6.553288,6.782102,5.624728,9.293869,7.699280,7.350834,7.074870,6.826703,3.981698,7.072841,7.465385,8.950004,7.896567,3.953864,8.218666,8.762448,7.993506,6.090568,6.304621,6.645083,8.109932,7.672725,7.429440,7.014392,4.985482,8.739084,5.323970,11.337320,9.013134,9.903418,8.187204,8.237507,8.769120,10.010000,7.039453,7.918552,8.483544,9.245510,8.793097,6.090515,7.552092,7.867813,8.054071,8.393517,6.602135,7.601925,8.648300,8.494502,7.523947,9.818324,8.579103,9.187148,10.463710,6.761425,7.329293,6.753979,7.599325,9.987503,12.129160,6.858405,10.330780,9.358582,8.482927,9.866725,5.853354,6.808908,10.203720,6.261376,8.126493,9.637558,9.824513,SONFH
5.445614,6.819967,7.676656,8.070782,9.243071,8.610632,8.125646,8.796455,8.689962,6.949744,8.012419,8.334193,9.132598,12.365280,10.414390,9.373006,9.591749,9.136190,9.616132,10.795220,9.009613,10.903850,11.761350,8.636861,8.808866,6.618675,10.563320,7.552011,8.295616,6.894883,7.199084,6.694572,9.613150,7.521896,7.245190,7.204043,6.621606,3.826928,6.965727,7.648304,8.796120,8.576939,5.607320,8.749048,8.627182,8.486280,6.369795,6.508508,6.748349,8.639683,8.436378,7.700534,7.455607,5.648442,9.044882,5.606244,11.497010,9.218255,10.081180,8.099410,8.535343,8.658565,9.814955,7.420892,8.270895,8.773670,8.931075,8.609992,6.960552,7.445159,7.793792,8.651533,8.293900,6.835793,7.256632,9.139013,8.566555,7.951993,9.774202,8.176414,9.333979,10.354830,6.402453,7.298349,6.889283,7.809302,9.954191,12.151520,7.389720,10.645200,9.237632,8.561405,9.568092,5.673182,7.119667,10.542640,6.353209,8.144140,9.477789,10.115890,SONFH
5.983513,6.725027,7.652927,9.177341,10.411240,8.715258,8.547682,9.520963,9.773370,7.984115,7.931768,9.337109,9.963140,12.477540,11.133900,10.000590,10.675790,9.648663,9.828512,11.486920,9.973333,12.081680,12.562200,9.100944,8.807194,6.974844,10.836980,8.002323,9.963512,7.789870,7.871354,7.137948,10.216820,8.124870,7.881653,7.280110,7.248816,3.954640,7.963656,8.142373,9.972941,8.432940,6.311028,9.436268,9.633668,8.796007,6.703190,6.214789,7.523456,9.095850,8.701008,7.911006,7.384721,5.229478,9.798498,6.231763,12.261470,10.003860,10.866530,8.959480,8.990444,9.645513,10.522370,7.409295,8.411062,9.246973,9.738088,9.022724,7.409074,8.432955,8.375320,8.765951,9.125700,7.688251,7.711811,10.216220,9.251526,7.877126,10.939810,9.607207,10.117640,12.032530,6.512733,7.806758,7.730266,8.948076,10.458890,12.951960,7.558764,11.104800,9.967089,9.010737,10.401590,7.286195,8.037514,11.010780,6.241172,8.748856,10.703720,11.255180,SONFH
5.349678,6.746096,7.665523,8.210202,9.393912,8.574718,8.401632,8.816862,8.886053,7.380358,8.062868,8.337949,9.198202,12.360070,10.467300,9.317199,9.673298,9.162330,9.719643,10.955330,9.077186,11.230180,12.059790,8.463109,8.738858,6.775051,10.359770,7.592099,8.396977,6.789491,7.182603,5.469196,9.552237,7.805500,7.541830,7.391403,6.563310,3.603396,7.083915,7.459229,8.790495,8.514721,4.877841,8.518436,8.591144,8.520782,6.316238,6.256822,6.843120,8.675882,8.364292,7.737890,7.297073,5.780591,9.065336,5.621753,11.389730,9.065664,10.314030,8.159807,8.433749,8.682961,9.831894,7.214270,8.165635,8.421309,9.080366,8.624518,6.796041,7.596931,7.877635,8.832167,8.355122,6.965829,7.491582,8.694408,8.635065,7.974792,9.630974,8.319874,9.390053,10.585350,6.683619,7.061027,6.935983,7.817053,9.873676,12.449440,7.308938,10.637920,9.409320,8.747005,9.877046,5.367541,6.683567,10.522810,6.485318,8.113708,9.472662,10.241090,SONFH
5.342678,6.577239,7.748703,8.297024,9.747814,8.626931,8.008260,8.708322,8.370158,6.886929,8.157257,8.417062,9.403530,12.465250,10.745240,9.300138,9.738084,9.483612,10.161460,10.853870,9.430227,11.584460,12.257890,8.734063,8.840290,6.602723,10.848000,7.899428,8.590585,6.813032,7.196969,6.506674,9.728782,7.838699,7.624910,7.427017,7.064736,3.652843,7.800115,7.793771,9.087517,8.699019,5.421121,8.209673,9.345221,8.265501,6.161215,6.085477,6.770021,8.265015,7.929968,7.587185,7.398481,4.999806,8.920195,5.656070,11.583230,9.526879,10.106090,8.103595,8.250229,8.506289,10.024950,7.244290,8.150201,8.568593,9.590122,8.589519,6.587680,7.528411,7.375394,8.716476,8.414663,6.885978,7.666398,8.965413,8.510653,7.632328,9.643013,8.122936,9.576807,10.929260,6.617366,7.268357,6.719718,8.355680,10.119370,12.732010,7.720380,10.680950,9.751759,8.606623,10.039730,5.917801,7.568783,10.588150,6.226415,8.268730,9.698917,10.433660,SONFH
5.205926,6.600674,7.878326,8.690752,9.808942,9.473396,8.400633,8.788437,9.111305,7.259549,8.195649,8.681448,9.825731,12.483570,10.824640,9.539416,9.929510,9.799755,9.965273,11.363190,9.707759,11.865130,12.446910,8.272853,9.325050,6.650818,10.849190,7.829814,9.064627,7.110575,7.533695,6.988232,9.394452,8.172215,7.943951,7.108560,7.222095,3.855225,7.658561,7.830934,9.250466,8.477624,6.122182,8.754027,9.506144,8.409504,6.440340,6.298367,6.994996,8.726881,8.253801,7.850987,7.627510,5.087942,9.325604,5.896145,11.940980,9.651821,10.662780,8.747252,8.412231,9.272696,10.601840,7.152188,8.418148,8.900109,9.463259,9.424973,6.928816,8.164824,7.718405,8.791023,8.747758,6.975935,7.650955,9.241012,8.775148,7.927767,10.566730,8.930871,9.897574,11.212550,6.707614,7.372035,7.472019,8.029085,10.502120,12.876170,7.389731,11.047820,10.289940,8.408052,10.609330,6.823940,7.841270,10.913490,6.534690,8.320820,9.899155,10.625400,SONFH
5.184250,6.477761,7.358551,7.835961,9.271743,8.594709,7.980246,8.711563,8.653305,6.701519,8.226947,8.071869,8.896090,12.487900,10.371910,9.300787,9.375820,8.911001,9.767118,10.713010,8.724562,10.569830,12.271050,8.815658,8.563040,6.522716,10.398040,7.393299,8.177227,6.829300,6.784886,6.155783,9.880648,7.505680,7.239649,7.247880,6.560538,3.742903,7.741358,7.475085,8.971203,8.762090,5.000542,8.426346,8.798413,8.669691,6.155024,6.403870,6.786099,8.299239,7.940496,7.720608,7.407506,4.901799,8.790459,5.525873,11.562970,9.129786,10.260960,7.967854,8.103525,8.277843,9.646099,6.835799,7.967136,8.384138,8.642033,8.535384,6.374058,7.252080,7.701460,8.721536,7.998420,6.764554,7.609487,8.195494,8.312973,7.870685,9.600368,8.144947,9.337967,9.950172,6.425705,7.184148,7.160920,7.578238,9.753645,12.632390,7.429228,10.624350,9.287396,8.503210,9.593819,4.953030,7.205742,10.499020,6.333643,8.039258,9.022461,10.006110,SONFH
5.418392,6.598694,7.717120,7.837851,9.435194,8.834423,7.866203,8.555500,8.461432,6.830878,7.800686,7.877707,9.324269,12.203840,10.215590,9.321361,9.422518,9.402842,9.679594,10.717910,8.704512,11.270820,12.051880,8.267982,8.450729,6.620412,10.161060,7.353351,8.391903,6.849974,7.044744,5.934331,9.320958,7.704472,7.306304,7.299193,6.458801,3.931239,6.925525,7.429124,8.668630,8.228348,5.208914,8.386166,8.781850,8.237441,5.958004,6.256940,6.726295,8.336605,7.834649,7.619120,7.143970,5.304264,8.669685,5.543359,11.514690,9.111114,10.153520,8.229801,8.134038,8.510858,10.206240,7.035659,8.098037,8.532350,8.930415,8.638156,6.295605,7.379970,7.643488,8.577240,8.358389,6.735585,7.364091,8.847261,8.562274,7.696628,9.909045,8.229388,9.365327,10.453230,6.633340,7.075771,6.868549,7.751931,9.700758,12.477440,7.088436,10.621350,9.816971,8.487464,10.127110,6.139383,6.903296,10.647710,6.454313,8.124496,9.644610,9.971710,SONFH
5.649556,7.197820,7.825678,8.400286,9.916922,9.135998,8.104545,8.946616,8.449520,7.328245,8.182566,9.181843,9.634972,12.258630,10.642500,9.716339,10.079750,10.110310,10.127400,11.404900,9.089069,12.259400,12.274290,8.739252,9.439338,6.842283,11.166580,7.680820,8.890158,6.711081,6.810625,7.460817,9.788803,8.509321,8.274354,6.979253,7.462459,4.168784,7.521298,7.672359,9.203682,8.512983,6.627792,8.879984,9.481098,8.202422,6.571863,6.331780,7.007069,9.352964,8.664245,7.749166,7.409866,4.643761,9.446583,5.924827,11.597970,9.899139,10.046480,8.451462,8.890282,9.095143,10.194320,7.300068,8.473783,8.900438,9.545881,9.079233,7.426952,8.354503,7.840732,8.286682,9.048475,7.312523,7.961472,9.678309,8.645138,7.764935,10.748960,9.286336,9.849554,11.312750,6.474392,7.472487,7.045480,8.148071,10.631570,12.752260,7.435800,10.775160,9.656750,8.444268,10.173600,6.522820,8.034753,10.621990,6.757785,8.510287,9.954876,10.387550,SONFH
5.456977,6.484151,7.553797,7.956927,9.536626,9.434550,8.450159,8.499239,8.809038,6.992783,8.072640,8.504248,9.481197,12.289570,10.322330,9.680351,9.700502,9.296666,9.553349,10.682790,8.777075,11.334700,11.844140,8.474018,8.675641,6.453114,10.295620,7.640737,8.579657,7.004614,7.570692,6.468410,9.573672,7.546793,7.391185,7.627680,6.797853,4.170304,6.656845,7.565506,8.726126,8.262877,5.508549,9.006811,8.777894,8.627390,6.298502,6.452636,6.894216,8.811154,8.369686,7.916745,7.478267,5.491700,9.006711,5.731889,11.324250,9.248415,10.273060,8.295425,8.394258,8.612708,9.949768,6.997490,8.480746,8.871338,8.945181,9.395630,7.054093,7.488577,7.721656,8.462996,8.391811,6.974152,7.647422,9.075571,8.600080,8.047737,9.771520,8.018158,9.771798,10.610480,6.604878,7.266973,7.137883,8.075260,9.669418,12.428170,7.400198,10.736580,9.709850,8.614393,10.153820,5.347158,7.170385,10.704450,6.584063,8.443270,9.638903,10.288870,SONFH
5.263831,6.426069,7.843687,8.271370,9.888657,8.916622,7.957866,8.611724,8.925805,7.043097,8.309051,8.876773,9.740910,12.387200,10.841830,9.641094,9.793252,9.797214,10.150630,11.073970,9.522817,11.638370,12.129540,8.600807,9.119233,6.815246,10.778830,7.695300,8.920090,6.814357,7.509339,6.710893,9.700693,8.003208,7.751583,7.317244,7.194699,3.854739,6.753538,7.811557,9.360497,8.591598,5.605831,8.567482,9.537258,8.298575,6.316838,6.228799,6.858540,8.682186,8.275211,7.817431,7.146645,5.051680,9.205881,5.637517,11.617410,9.671252,10.434640,8.584219,8.363058,9.045863,10.537430,7.343782,8.314068,8.777531,9.397043,8.939492,6.850867,7.788872,7.773837,8.546771,8.588696,6.867919,7.733075,9.136332,8.656954,7.882996,10.068250,8.445591,9.820253,11.104630,6.640534,7.242448,7.173704,8.405735,10.252420,12.549120,7.524090,11.011700,9.969630,8.462848,10.468720,6.459388,7.593726,10.917680,6.538051,8.538777,10.104100,10.439450,SONFH
5.429572,6.705653,8.064252,8.233274,9.506270,8.825290,8.428326,8.873056,8.752386,6.994845,8.117762,8.155330,9.481478,12.338730,10.590150,9.390923,9.615915,9.472163,9.899269,10.927170,9.018803,11.468720,12.145600,7.995234,8.778436,6.575224,10.709600,7.609357,8.745453,6.763156,7.568994,6.156839,9.183477,8.093868,7.827837,7.155518,6.871707,3.738033,7.428722,7.762372,8.863095,8.670717,4.939278,8.679276,9.183113,8.233483,6.300928,6.418810,6.832195,8.618103,8.132782,7.863497,7.430243,5.451076,9.092013,5.713128,12.073200,9.623849,10.388950,8.556342,8.449846,8.873915,10.509620,7.368961,8.297702,8.684879,9.375684,8.762949,6.664585,7.624196,7.786135,8.689465,8.415510,7.027574,7.483552,9.196138,8.672250,7.822282,10.008660,8.580481,9.660478,10.959960,6.357352,7.407433,7.021377,7.894695,10.102730,12.610620,7.399197,10.917480,9.982308,8.299607,10.441970,5.926153,7.342170,10.795200,6.420487,8.213793,9.743267,10.332080,SONFH
5.162147,6.560495,7.446007,8.251965,9.692973,8.639132,8.032614,8.538173,8.453590,7.190454,8.354952,8.230528,9.028842,12.535590,10.373270,8.684966,9.901877,9.159695,9.966353,10.933760,9.169036,11.467490,12.378660,8.947142,9.306952,6.446053,10.613290,7.705609,7.344755,6.364894,6.313787,6.523037,10.003900,7.843264,7.593918,7.216095,6.904949,3.845256,7.352738,7.592645,8.613827,8.445358,5.479178,7.518093,8.023937,8.210426,6.231297,6.102063,6.676723,8.275493,7.970509,7.782607,7.719761,5.053773,8.932184,5.627744,11.042950,8.819674,10.137210,7.718565,8.190399,8.088218,8.944989,7.288338,7.864091,8.645818,9.040344,8.586523,6.315963,7.320574,7.366954,8.314568,8.278658,6.359378,7.565364,8.214417,8.429337,7.760601,9.693539,8.596800,8.964179,10.404210,6.784077,7.133764,6.336461,7.628375,9.706522,12.950130,7.582926,10.596510,8.707950,8.944379,8.857848,5.203296,6.702561,10.595000,6.552276,7.355778,8.838588,10.480130,SONFH
5.240535,6.522195,7.322193,7.773196,8.911393,8.650764,8.287918,8.727996,8.480338,6.901563,7.842055,7.773674,8.898472,12.330270,10.249460,8.817302,9.304592,8.369621,9.586128,10.569240,8.652033,10.413980,11.985980,8.546337,8.618576,6.569019,10.232570,7.368296,8.246595,6.466090,6.907945,6.486468,9.525266,6.930767,6.641618,7.092078,6.542616,3.679415,6.996388,7.406963,8.888248,8.364818,5.502457,8.502098,8.654223,8.354334,6.154831,6.475053,6.753805,8.296403,7.834034,7.481464,7.309715,5.138978,8.869864,5.545763,11.112940,8.363164,10.083530,7.893704,8.188363,8.548834,9.133183,6.742209,7.870487,8.204582,8.554739,8.632273,6.295159,6.950214,7.580451,8.705452,7.721129,6.707776,7.417751,8.042726,8.312381,7.838069,9.364655,8.134942,8.968364,10.003900,6.408203,7.122310,6.892975,7.426152,9.630611,12.578060,7.707534,10.625340,8.723925,8.383872,8.992730,5.283329,6.790727,10.521860,6.192405,7.584194,8.452702,9.937072,SONFH
