probe_id,gene_symbol,rf_importance,selection_freq,abs_fold_change,combined_score
11740553_a_at,XPC,0.0245,1.0,0.7199724999999981,0.6896
11734727_a_at,IL16,0.0199,1.0,0.9141252666666659,0.6469
11731798_a_at,LGALS2,0.0067,1.0,1.8982612666666663,0.6367
11739379_a_at,FAM198B,0.0064,1.0,1.6821461666666657,0.5737
11744351_a_at,LOC728392 /// NLRP1,0.0126,1.0,1.1078047333333316,0.5489
11731426_s_at,CXCR2 /// CXCR2P1,0.0038,0.4,1.676751266666665,0.5192
11716128_at,IGF2R,0.0101,0.8,1.1746576666666702,0.5155
11727304_at,TIGD3,0.0114,0.8,1.0663215000000008,0.5135
11717762_a_at,CPVL,0.0041,1.0,1.6070477666666667,0.507
11741223_s_at,FAM198B,0.0011,0.6,1.8309912666666674,0.5047
11757379_a_at,TYK2,0.0116,1.0,1.0154630666666655,0.5042
11748311_s_at,VCAN,0.0032,0.4,1.6352887666666671,0.496
11733803_x_at,CPPED1,0.0045,0.8,1.5007246666666667,0.4871
11755009_s_at,VCAN,0.0012,1.0,1.7507920666666692,0.4856
11733060_a_at,PELI1,0.0003,0.8,1.7829815,0.4758
11725976_a_at,WDR91,0.015,1.0,0.6224668666666675,0.4701
11731424_x_at,CXCR2,0.0023,0.8,1.6037999000000003,0.4694
11735177_at,HAL,0.0,0.4,1.7645861999999983,0.4648
11736159_a_at,MPPE1,0.0061,1.0,1.2839315666666664,0.4627
11745691_a_at,SEMA4D,0.0116,1.0,0.8561192333333345,0.4622
11733513_a_at,WLS,0.0,0.0,1.7548206666666655,0.4622
11736084_a_at,FAM120B,0.0143,0.8,0.6337770000000011,0.4588
11733801_s_at,CPPED1,0.0042,1.0,1.3925011000000005,0.4525
